REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,closed,2012-01-13 01:34:54,0.63,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,reopened,2012-01-13 01:35:22,0.47,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,3,2012-01-12 23:03:27,17.27,,1,,"b""b' Arggh"," keep hitting the wrong  button.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,4,2012-01-12 23:03:27,17.0,1,,,"b""b' I traced the offending piece of code to url  It should be possible to write a new function by modifying the default to accomodate what you are seeking.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,5,2012-01-12 23:03:27,11.37,1,,,"b""b' Adding to all of the plot hooks would allow suppression of figures in the code but stil generate and save them.  Would this break something else?  Another option would be to include a caption name option", but that would also have to deal with the issue of multiple plots in one chunk," which could get messy.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,6,2012-01-12 23:03:27,284.3,,1,,"b""b' This is easy to accomplish via a plot hook", and the decision to make is if it is worth it to add a new chunk option like in  , or I just let you DIY. The idea is like this: Then in the following chunks, you can use the chunk option  ," e.g. Chunk options are not limited to what I documented in the website; you can use whatever names and define your own hooks to make use of them.'""",,,,,,,,,,,,,,,,,,,,
knitr,81,closed,7,2012-01-12 23:03:27,1108.2,,1,,"b""b' That worked.  I put this at the start of my markdown file: I do think that making a common syntax across different file types (not just LaTeX) would be helpful"," for cases where you want to  the layout of the plots generated in a chunk.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,8,2012-01-12 23:03:27,625.13,,1,,"b""b'   is already a common syntax now for all output formats (the documentation has been updated url  so you are free to use it in your HTML or markdown files.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,9,2012-01-12 23:03:27,476.47,,1,,"b'b"" I\'m closing this issue since I have done what you requested.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,closed,2012-01-21 19:37:51,1082.48,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,81,closed,-,-,-,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,opened,2012-01-17 12:22:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,title,2012-01-17 12:22:38,00:00,,1,,"b""b' Re-use chunk in non empty chunk'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,body,2012-01-17 12:22:38,00:00,,,1,"b""b' In Sweave one can do the following: A use case is as shown here: sett graphical parameters before doing the actual plot", not to overload the call that is actually shown. It seems that one cannot do that with the  functionality," can we? Thank you'""",,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,1,2012-01-17 12:22:38,158.75,,1,,"b""b' No", you cannot do it with  . This case is not convincing enough. I often set in a hook," e.g. the hook in url  Do you have other use cases?'""",,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,2,2012-01-17 12:22:38,1131.48,,1,,"b""b' Agreed", but this seems quite a lot of code to write for simply define -add hide - graphical parameters that will probably only be used once on a specific plot. Alternatively one could define a generic option called par that would take the graphical parameters for the plot: Can hooks take a list as parameters?However this would only work for this use case. Why not simply allow the old behaviour, which offers more flexibility?It is not just about graphical parameters but possibly some  pre-processing step that is not worth showing," and that one wants to remain local to the chunk: I am sure there is other use case I cannot think of for which this would be useful.'""",,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,3,2012-01-17 12:22:38,125.07,,1,,"b'b"" I\'m not quite in favor of reusing a chunk as _a part_ of the other chunk. Yes", you are right that this is more restrictive than Sweave, but I feel it is an indication that you probably need to write a function to do the job instead of repeating the code explicitly. For example, I think this will simplify your code.. The main reason I introduced the feature of reusing chunks is, sometimes I want to use the same chunk for different purposes, e.g. use it once to show the code without really running it," and use it in another place to show the graphics output only.  ""'",,,,,,,,,,,,,,,,,,
knitr,86,closed,closed,2012-01-31 02:42:23,859.75,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,4,2012-01-17 12:22:38,890.2,,1,,"b""b' Hi", I introduced a new function to implement this feature. You can play with this example: Pros and cons: this is more flexible than Sweave in terms of recursively calling other chunks (e.g. calls which in turn calls  ); Sweave only allows one level of recursion. However, will not insert the real source code from other chunks in its place; it only evaluates the code. With  , this is not big deal," though.'""",,,,,,,,,,,,,,,,,,,,
knitr,86,closed,5,2012-01-17 12:22:38,878.57,,1,,"b""b' OK"," based on a discussion in r-devel url  I will add the original syntax to in the next version.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,reopened,2012-01-31 17:26:48,884.42,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,closed,2012-01-31 23:04:18,337.5,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,6,2012-01-17 12:22:38,338.2,,1,,"b""b' Now this issue is completely fixed; you can use since version 0.2.2'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,7,2012-01-17 12:22:38,793.95,,,1,"b""b' I had been following the related discussion on r-devel and wondered if this could not be the missing good argument for implementing support for old-style chunk reuse.So it was indeed :)Thanks! ##  Renaud GaujouxComputational Biology University of Cape TownSouth Africa On 01/02/2012 01:04"," Yihui Xie wrote:'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,86,closed,-,-,-,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,opened,2012-01-25 07:09:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,title,2012-01-25 07:09:43,00:00,,1,,"b""b' purl (=knitr(tangle)) does not work with child documents'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,body,2012-01-25 07:09:43,00:00,,,1,b'b\' Version 0.1.5 Yihui has implemented an elegant and recursive syntax for child documents. Thanks! It works great with knitr()," but fails with purl. Example: Main document Child Knitrplot: Command:  purl(""knitr-"") Produced: Full example on request.\''",,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,1,2012-01-25 07:09:43,535.15,,1,,"b""b' I did not consider exporting R code when implementing child documents"," and will add this feature later. See? Child documents bite me in all places :)'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,2,2012-01-25 07:09:43,15.78,,1,,"b""b' Yes", I understand this is a difficult, but it is what we use outside the IT department. Your goal of provinding full nesting support is ambitious, Sweave provides 1 level only, which is acceptable. BTW: It would be important NOT to have chunkized R, but all in one file. Reason: When I am working at some part, I would like to have all R-code that leads to that point together; if I have to collect files," no chance.'""",,,,,,,,,,,,,,,,,
knitr,106,closed,closed,2012-01-25 16:20:39,550.93,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,reopened,2012-01-25 16:20:45,0.1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,3,2012-01-25 07:09:43,0.5,1,,,"b""b' Sorry"," I pressed close issue accidently'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,closed,2012-01-25 22:05:29,344.73,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,4,2012-01-25 07:09:43,350.07,,1,,b'b\' Implemented. I did not collect all code into one file; instead, code in child documents is put in  ," so the script from the main document is a valid ""boss"" script.\''",,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,5,2012-01-25 07:09:43,819.8,,1,,"b""b' Looks like you live in relativistic space. The impossible just needs a few hours more. source() is a fair alternative.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,106,closed,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,opened,2012-01-25 11:08:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,title,2012-01-25 11:08:14,00:00,,1,,"b""b' Commented out Sexpr'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,body,2012-01-25 11:08:14,00:00,,1,,"b""b' Something that always bugged me with Sweave is the fact that Sexpr are evaluated even though the corresponding latex code is commented-out. Unfortunately it still bugs me in knitr ;-) Any chance you could fix that? Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,1,2012-01-25 11:08:14,285.0,,1,,"b""b' It is easy to solve -just destroy in whatever way you want", e.g.  , or simpler  ," or  .'""",,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,closed,2012-01-25 15:53:14,285.0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,2,2012-01-25 11:08:14,4.93,,1,,"b'b"" Sure"," that\'s what I\'m used to doing... and that\'s the part that bugs me ;-)It would be much nicer if I could just:comment out some code without having to check that there are no Sexpr lurking in it (or finding out the hard way...)uncomment the code and having it working without fixing the Sexpr back""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,3,2012-01-25 11:08:14,2.28,,1,,"b""b' You mean comment all of them out using a global option? Why? That is going to make many incomplete sentences.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,4,2012-01-25 11:08:14,4.65,,1,,"b'b"" I mean that Sexpr in commented latex text should not be run.And I\'d like to not have to check for the presence of Sexpr in latex text when I comment it out. When you comment out a chunk you usually also comment out the surrounding latex. The chunk is not run (thus some variables are not created) but the Sexpr is still run (and references to the variables fail...)""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,5,2012-01-25 11:08:14,8.93,,1,,"b""b' I see. That is difficult", because it conflicts with the design of inline R code, which means code is in text lines (no matter what kind of lines) instead of individual blocks. If you comment out a block, the block is gone, but if you comment out texts with inline code, the code is still inline. I do not have a trick for this issue," so I cannot do much about it at the moment.'""",,,,,,,,,,,,,,,,,,
knitr,110,closed,6,2012-01-25 11:08:14,14.53,,1,,"b""b' What about changing the  pattern to something like:^[^%]*\\\\\\\\\\\\\\\\Sexpr\\\\\\\\{([^\\\\\\\\}]*)\\\\\\\\}?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,reopened,2012-01-25 17:06:20,73.1,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,7,2012-01-25 11:08:14,44.02,,,1,"b'b"" This sounds like a good direction to go"," but is not directly applicable to  \'s parsing design. I will think about how to incorporate this pattern. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,8,2012-01-25 11:08:14,774.62,,1,,"b""b' The difficulty is you have two which will make it difficult to locate the location of  ", e.g. in the following case, the location should be from 4 to 13 instead of 1 to 13. So I do not plan to add this feature. One way to get around is to use child documents," which you can easily comment out as a block: url '""",,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,closed,2012-01-26 06:07:12,780.87,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,9,2012-01-25 11:08:14,385.37,,1,,b'b\' Sure, but this all applies to the child document all over again.  Unless you\\\'re saying put every piece of code in it\\\'s own child Rnw, this doesn\\\'t help.  Honestly," this is a big deal.  It violates all expectations about the meaning of ""comment out"". I really don\\\'t understand the problem", especially since it already works that way for >=@ code chunks. I had darn well better be able to do use something to easily comment out a section of a Rnw file and know that it is both not going to be executed in R and not be processed by latex.  Commenting out in latex and mangling the command is not acceptable to me. FYI, this also leads to bugs processing things like the preamble that are commented out since comments are ignored.\'',,,,,,,,,,,,,,,,,,,
knitr,110,closed,10,2012-01-25 11:08:14,1274.68,,,1,"b'b"" that makes sense"," and I\'m looking forward to your pull request :)""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,11,2012-01-25 11:08:14,405.67,,1,,"b""b' Would this work (of course"," this is currently latex specific and would not work for languages with multiline comments...)?  '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,12,2012-01-25 11:08:14,489.82,,1,,"b'b"" you are right -multiline comments will be tricky I think I\'d like to add support to LaTeX at the moment""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,13,2012-01-25 11:08:14,589.73,,1,,"b""b' Argg... this will also fail if you have 2 Sexpr on the same line and a % sign in the first one :-('""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,14,2012-01-25 11:08:14,616.35,,1,,"b""b' Is it acceptable that I just ignore the lines  ? I can just filter them out before parsing the inline code expressions.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,15,2012-01-25 11:08:14,627.98,,,1,"b'b"" I think that would be good enough for me. But that\'s just me ;-)""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,16,2012-01-25 11:08:14,635.27,1,,,"b""b' For me", it makes little sense to read the tex document; to read the source, use Rnw; to read output, use PDF. The intermediate tex file is often messy," so probably people will not yell at me if I just remove the LaTeX comments in Rnw.'""",,,,,,,,,,,,,,,,,,,,
knitr,110,closed,17,2012-01-25 11:08:14,849.98,,1,,"b'b"" Never underestimate the capability of people to yell at you ;-)(you could make it an option: keep your comments and be careful with your Sexpr OR lose them and don\'t bother...)""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,18,2012-01-25 11:08:14,890.95,,,1,"b""b' then it will be inconvenient for those who want to comment out Sexpr -they have to set the option before  ; that means the document is not self-contained since certain options have to be set outside OK", let me do it this way: I just remove inline R code from LaTeX comments," e.g. will become  . Hopefully this will make everybody happy...'""",,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,19,2012-01-25 11:08:14,162.8,1,,,"b'b"" Actually"," you could just remove the \\\\ sign so that your regex won\'t match but there is a minimal loss of information...""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,20,2012-01-25 11:08:14,455.78,,1,,"b""b' OK", as a compromise, will become  ," i.e. R code is retained but is removed'""",,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,21,2012-01-25 11:08:14,546.17,,,1,"b""b' Deal ;-)Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,110,closed,-,-,-,2,16,5,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,opened,2012-01-29 18:42:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,title,2012-01-29 18:42:57,00:00,,1,,"b""b' Add output name to stitch'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,body,2012-01-29 18:42:57,00:00,,,1,"b""b' Something likestitch(input", output," ...)Just like in knit() would add great flexibility.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,1,2012-01-29 18:42:57,63.38,,,1,"b""b' makes sense; will do it in v0.3; thanks'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,closed,2012-01-30 20:23:38,100.68,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,2,2012-01-29 18:42:57,37.63,,1,,"b""b' added'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,3,2012-01-29 18:42:57,1362.38,,,1,"b'b\' Great !Would output = gsub(""\\\\.r$""",.pdf, script) be a good default ? I guess not for html... could you grab the output extension ?Maybe there\\\'s a point in giving the output the template name, but I don\\\'t see it.\'',,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,4,2012-01-29 18:42:57,21.58,,1,,b'b\' There is no point using the template name.  The purpose of this function is to quickly generate a small report, and it is supposed to be used once or only a few times on a script. Once you are done," you rename the output and save it somewhere or submit it to someone. But I can understand this kind of ""laziness"" anyway", so I will make the default of output filename to be the base name of the script and an appropriate extension of the template file.\'',,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,reopened,2012-02-01 19:28:09,1384.52,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,5,2012-01-29 18:42:57,29.83,,,1,"b""b' On behalf of the lazy"," thank you :) 2012/2/1 Yihui Xie <reply@'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,closed,2012-02-02 05:57:28,629.32,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,6,2012-01-29 18:42:57,600.02,,1,,"b""b' You have it now.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,119,closed,-,-,-,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,opened,2012-02-12 05:49:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,title,2012-02-12 05:49:15,00:00,,1,,"b""b' support concordance'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,body,2012-02-12 05:49:15,00:00,,,1,"b""b' although I have never used it"," it seems to be an interesting feature and worth implementing not exactly sure how this should be implemented; see patchDVI and #32'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,1,2012-02-12 05:49:15,176.38,1,,,"b""b' It has been rarely used and most people do not know about this feature. Probably because there was no additional support for it. However", check the latest RStudio commits," there seems to be some support coming together with the tex-error messaging already partially implemented.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,2,2012-02-12 05:49:15,652.42,,1,,"b""b' I have been talking to RStudio developers about this", and they have given me detailed instructions," so I believe this can be done with knitr v0.4.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,closed,2012-03-11 00:29:48,1120.55,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,3,2012-02-12 05:49:15,302.58,,1,,"b'b"" Thanks for supporting concordance in knitr for me it is a deal-breaking feature! Sadly", while this functionality may support RStudio, it doesn\'t work out of the box with the patchDVI library (function patchSynctex) which is what everyone not using RStudio is stuck with. The first problem turned out to be that (for some reason) knit\'d pdf\'s were compressed (while Swoven pdf\'s were not). Thus, I needed to install pdftk (easy). Then, this Makefile snippet works: But patchDVI still complains that I didn\'t include in the .Rnw file (which isn\'t supported by knitr). While I\'m at it, the (currently) correct way to get knitr to generate a concordance is with  , but turns the above into (which doesn\'t do anything). My guess is that the right thing to do would be to pull the relevant code from patchDVI (or RStudio) into knitr, as opposed to trying to patch patchDVI. But I\'m happy to defer to your wisdom. For now, I\'m sticking with Sweave for my PDF workflow, but I\'m stoked to use knitr with markdown! And I\'d be happy to help get syncTeX working outside of RStudio. SyncTeX is actually quite awesome," but a PITA to set up right. And I hope this is a good place to put this information. Let me know if you\'d like it somewhere else!""'",,,,,,,,,,,,,,
knitr,133,closed,4,2012-02-12 05:49:15,283.57,1,,,"b""b' 1. I have no idea why the PDF generated by knitr is compressed;2. nor do I understand why patchDVI requires (I do not think this is necessary; perhaps you can ask Duncan to remove the warning);3. you are right that is wrong and useless;4. I have never tried to get this to work"," but my idea was written here: url '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,5,2012-02-12 05:49:15,765.82,,,1,b'b\' This back from Duncan. I don\\\'t have time right now to figure it out," so I\\\'m putting it here to keep everything in one place: ""Definitely I\\\'d be happy to fix it", but I\\\'m not sure that the question makes sense.  patchDVI doesn\\\'t look in the .Rnw or .tex file at all, it looks in the .dvi file or the .sync file.  knitr needs to make sure those get produced in the right format," then patchDVI would work.""\''",,,,,,,,,,,,,,,,,,,,
knitr,133,closed,6,2012-02-12 05:49:15,753.87,,1,,"b""b' Similar question asked at url  just in case I forget this in the future.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,reopened,2013-10-28 06:43:53,374.08,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,7,2012-02-12 05:49:15,1017.3,,1,,"b""b' Just found url  and it works OK (at least with small files). '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,8,2012-02-12 05:49:15,1302.48,,,1,"b'b"" Thanks for the link! Then I\'m going to mark this issue as solved.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,closed,2014-05-26 21:23:40,879.78,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,133,closed,-,-,-,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,opened,2012-03-12 22:56:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,title,2012-03-12 22:56:49,00:00,,1,,"b'b"" Failed to load \'knitr\'""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,body,2012-03-12 22:56:49,00:00,,1,,"b'b"" Hi Yihui", I tried to install \'knitr\' but failed with the following error message. According to the message," it is probably not a \'knitr\' issue. Any clue about this? Many thanks. I was running R v2.14.1 on Mac OS 10.6. ThanksDJ  ""'",,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,1,2012-03-12 22:56:49,2.88,,1,,"b'b"" By the way"," I think it is not an installation problem. It\'s more like a loading problem.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,2,2012-03-12 22:56:49,13.3,,1,,"b""b' Can you update all your packages before installing  ? If it still does not work", perhaps you can try R 2.14.2 (again," update all packages before installing knitr). I feel this is a problem of or  '""",,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,3,2012-03-12 22:56:49,198.6,,,1,"b""b' I did upgrade all the packages before installing knitr. And I also tried to installed the development version of knitr. No luck :( I finally got through the installation by rebuilding all related packages. Still no ideas why.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,closed,2012-03-13 02:31:43,214.9,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,reopened,2012-03-13 02:31:49,0.1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,4,2012-03-12 22:56:49,11.07,1,,,"b'b"" That is weird... Why do you have to install from source? I do not have a Mac OS and I do not know much about it; I\'m wondering if you can install the binary version (*.tgz) directly: url  BTW"," did you also try R 2.14.2?""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,5,2012-03-12 22:56:49,1234.2,,,1,"b'b"" I did try the binary version before but it doesn\'t work with the same error message. I suspect that the reason for this is that some packages are not be fully updated when I upgraded R from 2.13.\\\\* to 2.14.1. I haven\'t tried R 2.14.2 since everything works fine now and R 2.15 is nearly released. Thanks anyway for your response. ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,closed,2012-03-14 23:16:52,1245.05,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,6,2012-03-12 22:56:49,73.53,,1,,"b""b' OK", the last possible way I can think of is to reinstall all dependent packages, because both you and me feel some packages are corrupted somehow: If this still does not work," I do not have other suggestions and you can wait for R 2.15 late this month.'""",,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,7,2012-03-12 22:56:49,289.42,1,,,b'b\' Same problem installing knitr on Ubuntu 12.04 Linux. For the record,the R version is: R version 2.15.0 (2012-03-30)Copyright (C) 2012 The R Foundation for Statistical ComputingISBN 3-900051-07-0Platform: x86_64-pc-linux-gnu (64-bit)ERROR: dependency \\xe2\\x80\\x98parser\\xe2\\x80\\x99 is not available for package \\xe2\\x80\\x98formatR\\xe2\\x80\\x99removing \\xe2\\x80\\x98/-\\xe2\\x80\\x99  ERROR: dependencies \\xe2\\x80\\x98formatR\\xe2\\x80\\x99," \\xe2\\x80\\x98highlight\\xe2\\x80\\x99 are not available for package \\xe2\\x80\\x98knitr\\xe2\\x80\\x99removing \\xe2\\x80\\x98/-\\xe2\\x80\\x99 The downloaded source packages are in  \\xe2\\x80\\x98/\\xe2\\x80\\x99Warning messages:1: In (""knitr"") :  installation of package \\xe2\\x80\\x98formatR\\xe2\\x80\\x99 had non-zero exit status2: In (""knitr"") :  installation of package \\xe2\\x80\\x98knitr\\xe2\\x80\\x99 had non-zero exit status\''",,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,8,2012-03-12 22:56:49,312.02,,1,,"b""b' This is a new issue. See [here]url  for details. Installing parser and highlight from the archived source should fix it.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,9,2012-03-12 22:56:49,345.52,,1,,b'b\' This worked, thank you. The prospect that knitr might be removed if highlight and parser aren\\\'t maintained or if these dependencies aren\\\'t removed is troubling. I know C and Bison isn\\\'t that hard to learnI wish had the time to get into R package maintenance. Given that parser and highlight mostly work," the expedient thing to do is fix them so that they pass ""R CMD check"" and then investigate LaTeX syntax highlighting if this is desirable.\''",,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,10,2012-03-12 22:56:49,1026.27,,1,,"b""b' I am getting the following error: I am using R 2.15'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,11,2012-03-12 22:56:49,735.62,,1,,"b'b"" I got this from: url two lines of code worked for me: (ask = FALSE", repos = \'url  (\'knitr\'," repos = c(\'url  \'url       type = \'source\')""'",,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,12,2012-03-12 22:56:49,1074.63,1,,,"b'b"" @aurelianbizo That page was generated by a certain R core member more than three years ago"," and you should not follow the instructions there (I don\'t know how you found it). Please always refer the README page when in doubt: url ""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,170,closed,-,-,-,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,opened,2012-05-16 12:46:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,title,2012-05-16 12:46:18,00:00,,1,,"b""b' White space breaks chunk regexes?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,body,2012-05-16 12:46:18,00:00,,1,,b'b\' Not sure if this is desired, but if there\\\'s any whitespace in front of a chunk, it\\\'s not detected," e.g. "" >=...@"" instead of "">=...2""\''",,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,1,2012-05-16 12:46:18,819.33,,1,,"b""b' this is the default syntax inherited from Sweave"," and I guess the main consideration is to make it as unique as possible because it serves as the marker of code chunks you can customize the syntax like this (see url  means white spaces. Is there a special reason that you need to add white spaces before  ?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,closed,2012-05-23 05:06:41,980.38,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,2,2012-05-16 12:46:18,972.43,,,1,"b""b' Hi Yihui"," I have started looking into knitr to find ways to integrate into ESS. So far I am really impresed. Thanks for your work. Be sure that we will have a full blown support for knitr in the next version (September I guess).  This issue is crucial for proper indentation of code chunks inside Latex docs when chunks are not at top level.  For example you might want to have a chunk inside environment and to indent the code according to latex rules. Would be good to allow spaces in front of << and @ by default. '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,3,2012-05-16 12:46:18,168.85,,,1,"b'b"" Actually I believe this is a fair request now", because sometimes I also want the code blocks to be indented, especially in markdown. White spaces do not really have any influence on LaTeX output," but they do have a meaning for markdown. So I think I will change the syntax to allow white spaces before and  . I\'m thrilled to know knitr is going to ESS. Thanks!""'",,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,reopened,2012-06-06 21:26:57,980.27,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,closed,2012-08-06 05:17:28,470.52,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,4,2012-05-16 12:46:18,474.6,,1,,"b""b' hi @jamiefolson and @vitoshka", now leading spaces are allowed in chunk headers," so you are free to indent the chunks; see url '""",,,,,,,,,,,,,,,,,,,,,,
knitr,236,closed,-,-,-,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,opened,2012-05-19 07:05:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,244,closed,title,2012-05-19 07:05:51,00:00,,1,,"b""b' Would it be better if knitr DID NOT enclose the result of inline commands in R Markdown files with backticks?'""",,,,,,,,,,,,,,,,,,,,,,,,
