REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,137,closed,26,2012-04-11 07:49:28,5.47,,1,,"b""b' (Please also add a SIgned-off-by: to these commits.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,137,closed,closed,2013-03-10 20:10:04,175.03,5,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,137,closed,27,2012-04-11 07:49:28,1384.23,,1,,"b""b' When using mosh on macos"," the ip address an d the port in append to the window title. Is there a way to prevent this ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,137,closed,-,-,-,5,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,opened,2012-04-11 17:10:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,title,2012-04-11 17:10:21,00:00,,1,,"b""b'  support'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,body,2012-04-11 17:10:21,00:00,,1,,"b""b' 1. define HAVE_BSWAP_64 for byteorder.h and bswap_64 macros on redhat and centos (DONE)2. pipe2 O_CLOEXEC undefined on centos (DONE)3.  missing on boost-devel-1.33.1-15.el5.i386 (DONE)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,1,2012-04-11 17:10:21,44.68,,1,,"b""b' Just hit my head on this.  Waiting with baited breath.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,2,2012-04-11 17:10:21,94.27,,1,,"b""b' Tested okay"," even with old boost (1.33) in / and new boost (1.34) in /'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,closed,2012-04-11 19:29:19,138.97,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,reopened,2012-04-11 19:29:56,0.62,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,3,2012-04-11 17:10:21,306.65,,,1,"b""b' I was able to build an rpm on a stock amazon linux AMI from the fedora spec.  Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,4,2012-04-11 17:10:21,32.72,,1,,"b""b' Ah"," I separately hit the boost 1.34 thing and opened issue #154 on that before I saw this pull request. It looks like I just duplicated the work you did getting it to compile on a CentOS box.. your byteorder changes are better than the hacks I did though so no need for me to submit those.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,5,2012-04-11 17:10:21,850.37,1,,,"b""b' @rurban This pull request has gotten messy with all the other activity on your master branch.  You probably want to open a new one with a dedicated topic branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,6,2012-04-11 17:10:21,294.87,,1,,"b""b' see new pull request #2 (seperate branch"," and rebased)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,closed,2012-04-13 20:13:54,43.97,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,7,2012-04-11 17:10:21,7.28,,1,,"b""b' See #171'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,150,closed,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,opened,2012-04-16 10:28:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,title,2012-04-16 10:28:45,00:00,,1,,"b'b"" Mosh doesn\'t show motd""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,body,2012-04-16 10:28:45,00:00,1,,,"b'b"" Sorry if this issue has been brought up before (I couldn\'t find it if it was) but mosh doesn\'t appear to show the message of the day (/) when starting. Is there some way to enable this"," either server-side or client-side?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,1,2012-04-16 10:28:45,204.12,,1,,"b'b\' One way is just to have the / on the system run ""cat /"". Please reopen if this doesn\\\'t meet your needs.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,closed,2012-04-16 13:52:52,204.12,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,2,2012-04-16 10:28:45,387.85,,,1,b'b\' This workaround would cause people using other login mechanisms to get a double motd. Given that even venerable servers such as OpenSSH consider this an important feature to have carried, I don\\\'t think mosh should ignore this. It might be low priority, but it should stay as an open issue. To win the hearts of system administrators," mosh needs to act as a reasonably ""complete"" solution", and not require tons of mosh-specific workarounds and hacks.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,3,2012-04-16 10:28:45,64.17,,1,,"b'b"" The reason this is tricky is that we are just executing a login shell on the remote machine. Whatever the login shell prints", we will display. If OpenSSH has a standard list of things it prints before it runs the login shell," I guess we can certainly mimic that -do you know where this list is? You can also solve this with wrapper scripts; e.g. by replacing mosh-server with a script that does something like this: And then mosh-session is a script that cat / and then runs the user\'s login shell:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,4,2012-04-16 10:28:45,6.65,1,,,"b'b\' In session.c there is a function that calls (which seems to just print /) and  ; the latter function is what handles the ""Last login:"" message that OpenSSH prints: I am not certain that that is considered ""part of Unix"" or is a random feature of OpenSSH", however (example: if you use telnet or rlogin, do you get that same login message prompt? if not, I\\\'d say that isn\\\'t in the same category as motd, which you will get in those situations).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,reopened,2012-04-16 21:34:03,461.18,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,5,2012-04-16 10:28:45,2.57,,1,,"b""b' Fair enough"," we can make mosh-server mimic this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,closed,2012-04-16 22:38:31,64.47,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,6,2012-04-16 10:28:45,1388.28,,1,,"b""b' If you add this"," you should also respect whether ~/.hushlogin exists to disable printing of the motd.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,7,2012-04-16 10:28:45,1406.85,,1,,"b""b' For reference", the OpenSSH check for is in of session.c," which is checked directly before the calls to and at the end of  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,8,2012-04-16 10:28:45,966.83,,1,,"b'b"" For the record", this doesn\'t work in Ubuntu 16.04.1 LTS. MOTD is stored in /-motd.d," and IIRC there\'s a PAM module that runs the MOTD (a la  ).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,9,2012-04-16 10:28:45,382.68,,1,,"b'b"" I can confirm the MOTD doesn\'t work on Ubuntu 16.04.1 LTS. But if you create manually a file / the works.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,10,2012-04-16 10:28:45,387.92,,,1,"b'b"" @mcginty I found this page: url  which has a interesting workaround:sudo ln -s / /And all works great.Now I\'m trying to do MOTD work with Byobu. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,11,2012-04-16 10:28:45,1086.78,,1,,"b'b"" @mhalano \'s work around brings back up the problem of having it print twice when you use a different login method. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,12,2012-04-16 10:28:45,347.68,,1,,"b'b"" I recently added code to Mosh to print both and  "," which will also print twice with @mhalano\'s slightly hackish workaround.  That\'s available in version 1.3.2 and later. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,13,2012-04-16 10:28:45,323.7,,,1,"b""b' I tested now (better late than never", ugh?) on a fresh machine with Ubuntu 17.10," I connecte from the same machine and from other machine and and both work like a charm.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,190,closed,-,-,-,2,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,opened,2012-04-18 12:16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,title,2012-04-18 12:16:05,00:00,,1,,"b""b' Replace libutempter with... Unix login. (setuid -> fail)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,body,2012-04-18 12:16:05,00:00,,1,,b'b\' So, the goal of this commit is to solve a bunch of the random little bugs that have been accumulated on various platforms and various corner cases by going into the good ol\\\' drawer o\\\' Unix and pulling out our old friend / to wield as a massive hammer, allowing us to smash all of them at once. Keeping score, this fixes the following issues (or, in the couple cases, obsoletes the fix that was added for them, allowing that code to be deleted). (It additionally fixes an issue I haven\\\'t even reported yet, which is that the current mechanism ends up in a level-two shell with double-.bashrc.) Fix #47: hostname is set in utmpx by loginFix #61: login handles utmpx on Mac OS XObsolete #190: motd is now handled by loginFix #193: login correctly sets cwd to homeObsolete #199: shell lookup is done by loginFix #201: login understands username mapsFix #216: .hushlogin is handled by login As hostnames can no longer be set dynamically, the hostname is now statically set to the PID of mosh-server without a hostname (which happens to fix the truncated PIDs reported on FreeBSD by zi: there isn\\\'t an issue filed for that either, but there probably should be, as it seems to be a legitimate concern... if the PID is important, which people seemed to believe it was on IRC, it should be done in a way that makes you actually able to see it ;P). That all said, though: I seriously doubt that this commit will ever be merged to upstream, as it requires mosh-server to be setuid root (given previous discussion that seems to indicate a strong preference against making mosh-server itself even have temporary privileges, no matter how many bugs it fixes or how cleaner it makes the code; I am not certain I agree with that stance, but I will happily admit that it is justifiable," and maybe even ""more correct"" given the security concerns of this particular component). Regardless", I have opened a pull request related to it, as I think it is an interesting discussion to have, given that the alternative seems to be to slowly reimplement login (and even then, probably fail to fully support OS X; even with this patch I\\\'m still having an issue with the security session system: I seem to be getting disconnected from my bootstrap context... I added a sleep(2) which mostly mitigates the problem," but that is obviously not a reasonable solution). (BTW: I\\\'m sorry that all related bugs ended up with a double ""related commits"" attached to it... I wonder if GitHub will ever realize those other commits got replaced and clean them up... I didn\\\'t realize they had such horribly painfully stale caching all over the place", or I would not have bothered to change the commit message to add the notes that I did; _sigh_.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,1,2012-04-18 12:16:05,104.88,,,1,"b'b"" By all means", let\'s have the discussion! As you surmise, it\'s going to take a lot more than these glitches for me to get comfortable shipping privileged code. SSH has had a zillion security problems, most of them by trying to do things that mosh intentionally doesn\'t get its hands dirty with. We don\'t authenticate, we don\'t have privileged code, we don\'t negotiate cipher modes (over an insecure channel or otherwise!), all our datagrams represent idempotent operations (so we are oblivious to replays), etc. To the extent we can simplify our design to make the security story crystal-clear, well, it\'s very attractive. If you want to fix the utempter API to better support multiple entries in / for the same UID," I am all in favor and would be happy to see if we can get the Linux distributions on board with whatever improved API we come up with. (The FreeBSD folks using mosh may be able to participate as well.) mosh will be the first application to support utempter 3.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,2,2012-04-18 12:16:05,126.3,1,,,b'b\' So, to me," the counter argument is also pretty clear: the high-level goal should be to get all of the crazy weird code out of mosh (I would call this ""simplifying the design"")", so that what is left has the minimal possible surface area for attack. I realize that you think that making something setuid makes it infinitely more dangerous, but I will argue that if you get access to the user\\\'s personal account that\\\'s really all you need: all of the user\\\'s data is going to be stored in their account, and you will almost certainly be able to use that account to make outgoing connections, build a botnet, access the internal network, infect his account and steal his credentials to other systems, or whatever it is that you wanted to do as part of your attack. In comparison, by not using the tried and trusted / to handle all of these crazy corner cases (and I think we\\\'ve barely scratched the surface of those), mosh will either a) have to remain crippled by these bugs (which are sufficient to make mosh totally unusable for me; it might work for you," but to me a project that is billing itself as a ""replacement for SSH"" can\\\'t do half that job wrong and remain credible) or b) have to take on a lot of the operational complexity of OpenSSH", as it will pretty much have to re-build a cross-platform implementation of login: the latter of these two options drastically increases the attack surface, especially on the platforms that will be stretching the code the furthest to work with the least testing. Therefore, I do not believe it is at all clear that the correct decision, from a security standpoint, is for mosh to avoid : it certainly has a purity to it," and I\\\'ll happily admit that it is ""justifiable"" (you won\\\'t get fired for avoiding )"," but in my eyes it is the ""wrong call"" in this specific case: it honestly isn\\\'t like libutempter is that great of a project to be foisting trust on given that we would effectively be rewriting it ourselves anyway. Having a setgid utmp binary that is called ""utempter"" is not intrinsically more secure than having a setgid utmp binary called ""moshtempter""", and it really should not be considered defacto more secure than having part of mosh be setuid root: it would be better to concentrate on the tradeoff, not summarily dismiss it. Looking at libutempter: that library\\\'s implementation only supports Linux and FreeBSD (not even Mac OS X, which is often very similar to FreeBSD), is actually kind of scary to use (in that I believe that a balancing error while using it could lead to the utmp database simply being wrong: that is not simply not possible with /; I have yet to figure out how I can exploit this fact, but I think the stale entries can be resurrected), and has an API that makes it impossible to correctly implement the username semantics in #201. Really," if anyone spends the time to ""improve libutempter"" they are just going to be rewriting it from scratch and then going around trying to get people to let the new one use the name", as that will be all that is left. Meanwhile, the project has not been touched in five years (last released in 2007), was only touched twice in the preceding four years (version 1.1.1, the first version from altlinux that supplanted the RedHat library) was released no later than early 2003), and is currently only used by two packages in Debian (screen is actually not one of them: it has some code that could use it, but it isn\\\'t actually used due to API limitations)... I am having a difficult time believing that anyone (whether it be the developers that have probably forgotten they were affiliated with this project, the Debian package maintainers who will have to make the hard call about forking upstream, or the people in charge of xterm and libkpty who may have a say in how libutempter works) will be happy about being dragged into a conversation to discuss adding yet another API layer to this library. To top it all off: I actually believe libutempter to be a security /bug/ by its very design," as it allows untrusted code to spoof hostnames into utmp: when I run ""who"" on my system I want the hostnames being reported to be accurate and generated by code installed by root and trusted by the system administrator... having libutempter installed on your system allows any user to spawn a pseudoterminal", run whatever code they want in it, and claim to . that they are a remote login account accessing the system from, for example, /my/ IP address (which, if I saw it in who," I\\\'d just go ""oh"," I must have another ssh session running somewhere"""," as opposed to ""oh shit"," there\\\'s a second login to my server that I don\\\'t recognize""). Instead", I think it would be much better to concentrate on how to use / to get as much as code as possible out of mosh, and to instead figure out how to best isolate it. I think it should be entirely safe to add a setuid root binary that is pretty much exactly  ," where ""whoami"" is replaced by the standard ""get the username with getlogin()", call getpwnam() on that username," if the uid isn\\\'t getuid() replace the username with getpwuid() of our actual uid; return the resulting username"". The result is a setuid root program that is less than ten lines of code long and that handles all of these currently known corner cases as well as any future corner cases that may come up. (That is likely what I will be implementing next on this front", as I really have no personal interest in trying to figure out what to do about libutempter.)\'',,,
mosh,219,closed,3,2012-04-18 12:16:05,109.08,1,,,"b'b\' I\\\'m imagining how the conversation will go with our friends at  and the security freakout community: Us: ""Hey guys", mosh 1.2 is out. By the way, it now needs something to be setuid root! Please make pkg," thanks.""Them: ""!?!?!?!?!? Why did you destroy the \\\'no privileged code\\\' selling point?""Us: ""Oh", you know," we want to be able to make utmp entries on Mac OS X mosh-servers! Crucial feature!""Them: ""?!?!?!!?!""Us: ""Ok", not just that. It\\\'s also too much of a pain to check .hushlogin to suppress the motd. I mean, seriously," these requirements were just piling up like crazy and the cross became too heavy to bear.""Them: ""?!?!?!?!!""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,4,2012-04-18 12:16:05,9.33,1,,,b'b\' Anyway, I certainly respect your position, although I don\\\'t share your appraisal of the current approach\\\'s difficulties. Checking .hushlogin and similar issues are not crucial features, aren\\\'t difficult, and frankly do not justify becoming setuid root to avoid their pain. (And I do like that our approach puts nice details in who, like the IP address of the user and whether the connection is active or not," but this is not crucial either.) But I don\\\'t disagree with your suggested approach: if you want to ""add a setuid root binary that is pretty much exactly exec login -f -h ""local:pid=$PPID"" ""$(whoami)""""", that\\\'s a fine plan and one I totally support. If you maintain it and get it part of MacPorts (/homebrew if that is possible), I\\\'m happy to make mosh depend on it and use it when available. (For the record, gnome-terminal and xfce4-terminal use gnome-pty-helper, which is basically the same approach if less widely available.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,5,2012-04-18 12:16:05,212.53,,1,,"b'b\' @keithw ... being able to add utmp entries on Mac OS X actually is a crucial feature of a ""replacement for SSH"": without it tons of things simply do not work", which is why there are already multiple bug reports of unrelated things that are broken by that feature not working by people who are not me (I don\\\'t even like OS X: I was forced to use it due to nearly all of my followers using it, not because I would have done so by choice). In order to make this work on Mac OS X _something_ has to be setuid root," and while it could be ""the ability to falsify the hostname field in the utmp database"" (something I maintain is a security issue) as opposed to ""login as yourself with the host of a process identifier"" (which seems entirely benign)", that seems sufficiently wrong that I actually intend to go file a bug report against the libutempter package asking for its removal from Debian and Ubuntu: projects that are using it should probably be modified to instead use this login wrapper that I am proposing," and the reason cited should be ""system security"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,6,2012-04-18 12:16:05,17.77,1,,,"b'b"" (edit: I spent some more time investigating this comment", and it turned out I misread the output of ls somewhere and was wrong. I\'ve removed it from the discussion as I think it was horribly confusing by being wrong," but I don\'t want to delete it as I want to leave the marker that there was something here for a bit and it was wrong.)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,7,2012-04-18 12:16:05,73.32,,1,,"b'b\' As we have determined in #218 that the race condition I ran into and ""fixed"" as part of this pull request had nothing to do with using login", I\\\'ve moved that to a separate feature branch and will file it as a new issue.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,8,2012-04-18 12:16:05,182.93,,,1,"b""b' Ok", it sounds like we have a path forward -you will make a new wrapper (saurik-awesome-pty-wrapper?) and as soon as it is available (especially on OS X), I imagine we will support it. And if you want us to make the MacPort depend on it, we can probably do that too. Closing this for now, but please reopen or file a new issue when there are next steps. Thanks," Keith.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,closed,2012-04-19 02:12:14,836.15,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,9,2012-04-18 12:16:05,33.85,,1,,"b""b' I actually wrote it this morning (with one change I had to make as on OS X I needed both real and effective root", not just effective), and I tested it on the various platforms I had access to (Ubuntu, FreeBSD," OS X 10.6). url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,10,2012-04-18 12:16:05,337.4,1,,,b'b\' Though I find quite some things questionable about the programming style of your patchset, there are some small remarks I\\\'d like to make. First of all, on FreeBSD this patch doesn\\\'t require any elevated privileges on FreeBSD, as login is already setuid. Also," please add """" to the command line as well. It\\\'s not like there\\\'s an exploit here", but bugs related to login-invocations are almost as old as UNIX itself. Also, what\\\'s so bad about libutempter?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,11,2012-04-18 12:16:05,4.28,,1,,"b'b"" By the way"," FreeBSD\'s libutempter can very easily be ported to Mac OS X. It may even work without any source code alterations. On FreeBSD it\'s actually called libulog internally. Source code: url url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,12,2012-04-18 12:16:05,637.57,1,,,"b'b\' @EdSchouten A) I would love to know what you find ""questionable"" in the programming style (seriously: I always want to learn). I purposely went quite far out of my way to mimic the programming style of mosh (including usage of the weird my_argv array for memory ""management""", the mismatched intermingling of std::strings and character pointers, duplicating hardcoded size constants rather than using sizeof, and the usage of implicit comparison on pointers using !)," so I feel I at least have to mention ""I would never have coded something that looks like that in my own code"". I guess the one thing I failed to do is I checked for == 0 on access", when mosh developers might have instead used !. Really, though, the only code that I even had much control over were lines 308-328, or 20 lines of code ;P. B) I detail the problems with libutempter above, but in summary the issues are that it does not allow you to suggest a username (which makes it fail in situations where multiple usernames map to the same uid; other tools and libraries go out of their way to make certain that this situation works correctly) and by its very nature allows unprivileged users to arbitrarily alter the hostname field of their utmp entries (which undermines the credibility of utmp: only trusted processes should be able to log hostnames to that field)," which the FreeBSD developers of the library seem to at least understand (they have a caveat in the source code ""It does allow users to log arbitrary hostnames."")", but do not seem to correctly appreciate.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,13,2012-04-18 12:16:05,23.45,,1,,"b'b\' @EdSchouten While login is ""already setuid""", you cannot use it with -f (to force the login without credentials) unless you have root access (most platforms) or are already that same user (this is not allowed on Linux but is allowed on OS X; I do not know about FreeBSD as I am firewalled from my FreeBSD test box at my current location). On all platforms, however, usage of -h (which allows overriding the hostname arbitrarily) is only allowed by root, a security measure that is sadly undermined by having libutempter installed on your system. I vaguely concur on your request to add -before the username passed to login (although AFAIK hyphens are never allowed before usernames anyway, and so the getpwnam uid verification should fail), but it is always a good idea to be anally safe (which I have attempted to do in my Gist).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,14,2012-04-18 12:16:05,8.32,1,,,b'b\'  (Irritatingly," as this pull request is ""Closed""", it is not possible to add commits to it the way one normally would while discussing a pull request on GitHub. Again: GitHub pull requests track branches, not commits, and indicate an intent with an associated issue, not a specific request looking for an immediate conclusion. If you do not like this behavior I highly recommend using alternative systems to track code.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,15,2012-04-18 12:16:05,33.83,,1,,"b""b' Well", I guess the -aliasing is already inherent to give problems in many parts of UNIX-land. For example, even though utmp(x) and wtmp(x) correctly deal with -aliasing," lastlog does not. This is because in most implementations this file is simply an array of '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,16,2012-04-18 12:16:05,19.48,,,1,"b'b"" I used strdup in order to get around the type conflict between char \\\\* and const char *. There also was an strdup in the original code that I had removed (although I may have myself added that strdup in a previous patch: I don\'t remember ;P). I actually find it disconcerting that the memory management of this code is so unclear", and had I designed it I would have probably kept an std::vector until the last moment (and in fact have done this in various of my projects).I used the size-1024 buffer because I had seen other size-1024 buffers in mosh\'s code when smaller buffers would have sufficed, but I see they do normally use size-64 buffers for the hostname. You will note that in my Gist (which is coded in a saurik-standard style) I used a size-64 buffer. I will not bother adding a commit for this to the branch as the 1024 buffer is fine, but will point out that that code will be replaced by the external relogin wrapper anyway.I _emphatically_ agree that sizeof(host) should be used: it seriously bothered me to no end as I typed that, as having that duplication is just asking for a mistake at a later time. However, if you check, you will notice that mosh _never_ uses sizeof for this purpose. :( There are a few calls to snprintf that were removed by my patch you can examine.On FreeBSD the current code causes the same problem with regards to usernames: this is not an OS X specific issue, and in fact the username problem I\'m running into is happening on my Linux servers (I do not have any personal need to log in to an OS X system, and was only looking into those issues to help out others, as I spend my life swimming in random OS X-specific issues due to my work on Cydia). I will also again point out that libutempter avoids an elevated privilege, but itself exposes a privilege incorrectly: unprivileged users should not be able to modify the hostname field of utmp; in fact, the only reason / requires setuid privileges on OS X for our purposes is because it makes damned sure that you are root if you want to modify the hostname field: otherwise, you can run without root access and it will work correctly. The fact that libutempter allows this should be considered a security bug," and I intend to file it as such against  in the near future.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,17,2012-04-18 12:16:05,3.8,,,1,"b'b"" @saurik Heya", I love your enthusiasm for mosh, but getting worked up about the semantics of github is not worth it! My understanding was that a pull request was literally a request for me to merge the attached commits to my master branch, and I try to deal with the inbox frequently so I\'m not annoying people who want me to merge their commits. If you want to use them to put up straw men and use the pull request as a discussion forum, that\'s not how I had been interpreting them," but it\'s certainly not worth arguing about -consider it reopened.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,reopened,2012-04-19 20:34:15,1102.02,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,18,2012-04-18 12:16:05,19.55,,,1,"b'b"" But still", if it\'s just the username-aliasing," that can in fact even be fixed! I can simply modify FreeBSD\'s ulog-helper to call getlogin() and validate it against the current uid.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,19,2012-04-18 12:16:05,18.75,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,20,2012-04-18 12:16:05,15.82,,1,,b'b\' @EdSchouten I thought of that patch, but it will not work: getlogin() is itself based on the utmp mechanism, and as so returns NULL in this context. Though, I have only verified that on Linux, and not on FreeBSD (and cannot right now as my FreeBSD testing box is firewalled from my access at this location). That said," it had not yet occurred to me to attempt to  the various solutions: if you use getenv(""LOGNAME"") as an additional check in that patch (as I do in the relogin.c wrapper I posted as a gist) then it may be sufficient", and the same patch may also work on the Linux versions of libutempter.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,21,2012-04-18 12:16:05,3.03,,1,,b'b\' No, it isn\\\'t. On FreeBSD," getlogin() and setlogin() directly modify ""struct session::s_login"" inside the kernel. At least on FreeBSD", it now works reliably. :-)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
