REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,22,2013-07-16 06:42:42,7.58,1,,,"b'b"" Sorry to bug you again but I still cannot build this even with the latest commits from smspillaz\'s repository.Still getting the same error I reported earlier. I think it might be related to  support that may be required but not enabled (but when I enable then I have other failures about symbols redefinitions...)Where can I get in touch directly with you smspillaz to sort this out ? I can\'t find your e-mail address on github.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,23,2013-07-16 06:42:42,9.88,,,1,b'b\' I think the argument I was trying to make about bisecting was probablyorthogonal to the broader point which is that history doesn\\\'t not becomeirrelevant after a branch is merged. Small independent commits are easierto work with and reason about. The reason is that when viewing the historyyou can see each change in the context of what is relevant to it, whichaides in understanding the purpose behind code. I do, however, agree that there is some scope here for merging togethersome commits. The test commits are a good candidate for this. TheWinEventsWayland split may also be a good candidate too but keep in mindthat this tricky to do and could take me about a week to get right. At thatpoint it becomes an  tradeoff. If it really is that importantthen I\\\'d be happy to do it. Keep in mind that I\\\'ve been aggressivelyrebasing this already its the culmination of 3 months work and could havebeen hundreds of independent commits :). I also agree on documentation. I\\\'m a fan of self-documenting code myselfbut I\\\'m also happy to add more comments where there is not so much of arisk of those comments becoming out of date quickly. Bruno: clean your entire build tree (make distclean) and start over with./configure enable-gles enable-wayland disable-vdpau disable-vaapiOn 08/10/2013 10:37 PM,"davilla"" notifications@ wrote:\''
xbmc	2978	closed	24	smspillaz	2013-07-16 06:42:42	12.82		+1		b'b\' So to clarify what needs more work and what I will work on:1. Squash down commits, particularly:a. Fold unit tests into one commitb. Fold ""lazy binding"" etc into the main commit where xw::Registry wasintroduced.c. Try to split WinEventsWayland from the beginning2. More documentation particularly in areas where commit message commentswere introduced. I\\\'ll have a crack at that tomorrow and over this week. I\\\'m not too busy atthe moment so its a good time for it. Thanks for the feedback everyone :) I should probably mention if you need to contact me directly, I\\\'mavailable on #xbmc-dev as \\\'smspillaz\\\' 24/7 as I have irssi persistence. Orjust email me smspillaz@\''
xbmc	2978	closed	25	davilla	2013-07-16 06:42:42	57.03		+1		b""b' inject as is, I withdraw my comments.'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,26,2013-07-16 06:42:42,1385.8,1,,,b'b\' The revised patchset contains:1. More comments (approximately 1000 lines more), especially in funky areas and along class boundaries to show where the main integration points are2. enable-wayland now implies enable-gles3. Some small build fixes (missing #include, not sure how I missed that one). I haven\\\'t done any squashing yet. There seems to be a mixed verdict on squashing and its one of those things that\\\'s more difficult to reverse once its done (reverting to a previous HEAD with reflogs doesn\\\'t count because there may have been subsequent changes). As such, I\\\'ve left the history as-is. I think that more squashing could potentially be a good thing, however I\\\'m mindful of the fact that squashing some parts together could be a week-long job handling conflict fallout, especially where files were split up. We\\\'ve got automated test coverage on most of this code so there\\\'s not a huge amount of risk involved, but its effectively letting the perfect be the enemy of the good. If the verdict is that squashing is desired before merge, then I\\\'ll go ahead and squash based on the plan I outlined earlier. Otherwise it might be better to just leave it be. Hopefully the revised documentation should help people a little bit in navigating their way around the codebase. I apologize that it has grown to a substantial size, although I\\\'d advise looking past the number of lines changed and more to the structure. I\\\'ve tried as much as possible to ensure that the codebase forms a directed acyclic graph of nodes, with the following lifecycle: WinSystemEGL creates EGLNativeTypeWayland which creates: -XBMCConnection creates a new xbmc::wayland::Registry object which listens on the main connection for any new global interfaces. Once a global interface becomes available (usually immediately) it creates a wrapper object for it (eg, Compositor, Shell, Seat, Output). The Seat global interface is injected into CWinEventsWayland which manages its internal state through xbmc::wayland::InputFactory xbmc::wayland::InputFactory contains a PointerProcessor," KeyboardProcessor and EventLoop. EventLoop is the implementation detail for CWinEventsWayland and represents the wayland message pipe. Calling CWinEvents::MessagePump will dispatch either wayland or partially processed wayland events for further processing. Both are of the former ""processor"" classes are registered with the xbmc::wayland::Pointer and xbmc::wayland::Keyboard once they come online. When a new pointer or keyboard event occurs"," they are forwarded on to the former two classes for ""processing"" where they are turned into XBMC_Event structures and forwarded on to CApplication. Since the entire state of the backend is encapsulated in these objects", that part of the backend is effectively torn down as soon as they are destructed. Once EGLNativeTypeWayland is gone," there should be no more owning references to any other objects in the system related to this backend. Please feel free to ask me questions before merging. I\\\'d hope that there is some general understanding of how things work as opposed to ""its a monster but we want it"". I\\\'ve tried to make the design as straightforward as possible", but some abstractions are a little contrived because dependencies needed to be separated for testing purposes. Also consider reading the test code it should provide some insight into how things are supposed to work.\'',,,,,,,,,,
xbmc,2978,closed,27,2013-07-16 06:42:42,133.8,,1,,"b'b"" +1 for merge. As long as it is not in the repo it won\'t get too much attention. It\'s important that we support this technology. (and of course continue working on this)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,28,2013-07-16 06:42:42,685.6,,1,,"b'b"" New changes in this patchset:1. Include guards have been removed from most files", except the ones as specified above2. Adapted some of the test fixtures to work with newer versions of weston All the tests for the wayland build are passing: The only thing I\'m not really sure about is this: If USE_WAYLAND is not 1, then that entire makefile will probably parse to nothing. I have no idea if that works in automake, and I\'m not able to verify it because non-wayland builds are failing due to a missing dependency (which I know I have," just autoconf insists that I don\'t). Can someone else test the non-wayland build before merge?""'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,29,2013-07-16 06:42:42,5.75,,1,,"b'b"" Current series: quick fixup to not include things at all in EGLNativeTypeWayland if we\'re not building with wayland support.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,30,2013-07-16 06:42:42,24.28,1,,,"b'b"" fribidi? That\'s what I\'m seeing here. Nothing obvious"," it\'ll have to wait \'til morning I\'m afraid. I\'ll merge once that\'s straightened out.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,31,2013-07-16 06:42:42,420.05,,1,,"b""b' non wayland build test:jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,32,2013-07-16 06:42:42,194.9,,,1,"b'b"" @smspillaz See url  Still needs a fixup. As for configure", that was a subtle one indeed. Looks like your early use of (recursive) pkg-config confuses configure. I\'m not sure what changed," it was working fine before... Either way:PKG_PROG_PKG_CONFIG Add that after the other AC_PROG\'s. It ensures that PKG_CONFIG is set before trying to use it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,33,2013-07-16 06:42:42,56.68,,,1,"b'b"" Autotools are _awesome_ . I\'ll fix up those build problems and re-push now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,34,2013-07-16 06:42:42,41.22,,1,,"b""b' New patch set: Fixed some minor build errors.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,35,2013-07-16 06:42:42,10.72,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,36,2013-07-16 06:42:42,17.97,,,1,"b""b' Linux and android now looking good. Pulling if jenkins gives the all-clear.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,closed,2013-10-11 20:53:28,125.4,7,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2978,closed,-,-,-,7,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,opened,2013-07-23 19:26:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,title,2013-07-23 19:26:57,00:00,,1,,"b""b' Webinterface default addon JS bugfix"," cleanup and linting.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,body,2013-07-23 19:26:57,00:00,,1,,"b'b\' Tasks:Web interface remote control was ""eating"" browser shortcuts (ctrl+key", alt+key);Web interface right click key and alnum keypad volume controls are now working (keycodes 93,187," 189);Web interface now show full  names on tooltips;Web interface won\\\'t show whitespaces before ""..."" on long  names;17~18 chars movie  names on web interface no longer get clipped;General web interface JS linting and redundancy cleanup.\''",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,1,2013-07-23 19:26:57,9.18,,1,,"b""b' Please break the functional and cosmetic changes into discrete commits toease review.  Just force push to your branch and github will update this PR.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,2,2013-07-23 19:26:57,69.95,,1,,"b""b' I separated the changes into 1)  and 2)  improvements.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,3,2013-07-23 19:26:57,102.85,,,1,"b""b' Thanks! Now who are our JS gurus... @Montellese"," @topfs2 ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,4,2013-07-23 19:26:57,491.73,,,1,"b""b' Looks good apart from the cosmetics.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,closed,2013-07-24 07:55:29,748.53,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,reopened,2013-07-24 07:55:33,0.07,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,5,2013-07-23 19:26:57,75.55,1,,,"b""b' Oops. Wrong button :)Thanks for the review and comments"," @Montellese.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,6,2013-07-23 19:26:57,692.98,,1,,"b'b"" @t-nelson", when it\'s approved," what is the process to merge it into the repository?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,7,2013-07-23 19:26:57,4.93,,,1,"b""b' @dnunes we have a feature merge window the first 10 days of the month so if all goes well it will be merged then.if there are bugfixes they are merged whenever possible but since this is a cleanup PR it goes in next month.thanks for your work'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,8,2013-07-23 19:26:57,1.3,,1,,"b""b' oh and i forgot. the 8628d32a4afa4d191a049994d18ca50ad46f9207  commit should be part of the first two commits and not a separate one.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,9,2013-07-23 19:26:57,249.52,,1,,"b""b' Just merged the (former) last two commits into one"," so the history will look clean for the next merge window.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,closed,2013-08-01 15:20:42,445.15,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,2999,closed,-,-,-,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,opened,2013-08-01 19:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,title,2013-08-01 19:20:56,00:00,,1,,"b""b' [droid] Store the log file in a user-accessible location'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,body,2013-08-01 19:20:56,00:00,,1,,"b'b"" The log file () on Android is stored in // which can only be accessed with root permissions.With the huge work on Android by XBMC team; and the fragmentation of the Android platform"," logs are very crucial but a lot of Android users including myself don\'t have easy access to the log file due to the need of root permissions to  it. This PR fixes this issue. This patch changes the log path to:// which is accessible by all file managers and ftp servers with no root privileges needed. Note: the Wiki\\\\* states that the current log is stored on the sdcard. On my three phones and the tablet it is stored inside of /data/ which is only root-accessed. This patch changes the path to a more consistent path which is the one stated above (the same folder as ).  url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,closed,2013-08-02 00:58:40,337.73,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,1,2013-08-01 19:20:56,758.95,,1,,"b""b' Why did you close that PR? @TheUni anything against this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,reopened,2013-08-02 08:06:08,427.47,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,2,2013-08-01 19:20:56,6.45,,,1,"b""b' looks good to me'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,3,2013-08-01 19:20:56,2.17,,1,,"b'b"" Sorry I don\'t have a machine to build and test it on", but when I patched the binaries directly ( using IDA), the results didn\'t come as expected. If you guys were able to build it and it worked that\'s perfect! if it didn\'t work, check my forum post, it\'s more detailed and has a working patch. url  I think this patch didn\'t work for me because either my patching was wrong," or most probably because InitDirectoriesLinux() in /#L1058 overwrites the value of m_logFolder regardless of its existing value.""'",,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,4,2013-08-01 19:20:56,29.92,,1,,"b'b\' does this also keep ""special://logpath"" working?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,5,2013-08-01 19:20:56,20.67,,1,,"b'b"" @MartijnKaijser yes", special://logpath/ now points to the new location of  :)please note that the patch I\'m talking about is not the commit in this PR," it is the second suggestion in the main forum thread.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,6,2013-08-01 19:20:56,3.98,,1,,"b""b' i have provided you with a testbuild from jenkins in the forum thread you created. This one is the build of your branch: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,7,2013-08-01 19:20:56,1.05,,1,,"b""b' Ohh no i have read your last comment here. Well what you are saying that this PR is not the right one? If so please change your local master branch to what it should look like and force push to your repo (this will automatically update this pull request).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,8,2013-08-01 19:20:56,15.17,,,1,"b'b"" @Memphiz done :) is there a way I can combine all the commits into one using Github website? because I don\'t have the sources cloned"," I\'m just using the edit feature in Github to make my commits.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,9,2013-08-01 19:20:56,36.03,,1,,"b'b"" Not that i know off (you can only do this with git rebase HEAD~4 -i) from the cmdline. When you do this ensure that you keep that cosmetic setting of  in a seperate commit (though this cosmetic doesn\'t really have anything to do with your pull request). Should i kick a new testbuild for you to test the current pr state?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,10,2013-08-01 19:20:56,703.08,,,1,"b'b"" @Memphiz thanks for the tip :+1: now it\'s all good. Reverted the changes of the original PR and made the new changes. Now ready for a test build""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,11,2013-08-01 19:20:56,13.88,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,12,2013-08-01 19:20:56,0.07,,,1,"b""b' Thanks @MartijnKaijser for the build. It worked like a charm :) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,13,2013-08-01 19:20:56,7.65,,1,,"b""b' url  -now stored on sdcardurl  temp folder is next to other XBMC data folders '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,closed,2013-08-03 10:21:50,135.7,0,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,14,2013-08-01 19:20:56,741.95,,1,,"b""b' Thx'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,15,2013-08-01 19:20:56,618.65,,1,,"b'b"" All"," see #1805 .This caused problems for me with samba. I don\'t know if it\'s still problematic...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,16,2013-08-01 19:20:56,110.02,1,,,"b'b"" Sorry @koying", I wasn\'t aware of your PR. I think the best solution then is to get the log out of temp keeping temp folder inside /. The code responsible for deciding the path of the log in POSIX systems is these two lines:url  A nice way to change Android\'s log path specifically is by using #ifdef like in this commit:url  If you guys are ok with #ifdef, I think this would be the optimal solutionI have the commit ready to be pushed waiting for your ok guys. @koying @theuni  edit: or if #ifdef is not preferred," why not store the logs in /XBMC_/ on all POSIX systems [edit: except darwin]? I think it would be more organized.""'",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,17,2013-08-01 19:20:56,254.5,,1,,"b""b' logs on darwin belong in ~/"," not ~/\\\\ /'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,18,2013-08-01 19:20:56,334.58,1,,,"b'b\' @davilla sorry I forgot to mention that darwin is excluded from POSIX in the function affected by this patch. This patch changes code inside of InitDirectoriesLinux() which is guarded by ""#if defined(TARGET_POSIX) && !defined(TARGET_DARWIN)"". On darwin InitDirectoriesOSX() will get called and will then set logs path to userHome + ""/""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,19,2013-08-01 19:20:56,383.8,,1,,"b'b"" I\'m just making it clear",  should go where the platform expects it," not forced into some common location that might result in an unconventional platform location.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3030,closed,-,-,-,2,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,opened,2013-08-11 11:13:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,title,2013-08-11 11:13:37,00:00,,1,,"b""b' Small CGUIControl optimization'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,body,2013-08-11 11:13:37,00:00,,1,,"b""b' Very small optimization", almost impossible to spot at runtime. Removes few unneeded matrix operations," mainly on container controls. May give someone else idea for similar places.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,1,2013-08-11 11:13:37,1282.45,,1,,"b""b' rejected as jmarshallnz identified hidden issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,closed,2013-08-13 08:36:04,1282.45,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,2,2013-08-11 11:13:37,132.53,1,,,"b""b' @stupid-boy The patch looks good in principle. Why not make the suggested change"," and the PR can be tested.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,3,2013-08-11 11:13:37,8.93,,1,,"b""b' ok"," i will take a look again after work.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,reopened,2013-08-13 10:57:32,141.47,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,4,2013-08-11 11:13:37,503.05,1,,,"b""b' corrected in regards with jmarshallnz comments.assumption was made", and proved by temporal assert on my test windows debug build, that Animate() does not change dirty regions. @jmarshallnz, please confirm that if you can. i have a feeling that this version result in +1-3fps improvement in on my RPI release build, even that i have no idea actually why, so this can be subjective. may be stars are ordered in correct way today," who knows ;)'""",,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,5,2013-08-11 11:13:37,26.47,,,1,"b'b"" Looks good other than that bool that needs moving. Speedups will be dependent on the number of invisible controls.  If you\'re in a skin with a lot of them it may amount to quite a bit.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,6,2013-08-11 11:13:37,32.13,,1,,"b""b' done again'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,7,2013-08-11 11:13:37,697.27,,1,,"b""b' white space removed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,8,2013-08-11 11:13:37,15.25,,1,,"b""b' jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,9,2013-08-11 11:13:37,733.05,,1,,"b'b"" new commit here.as its title says", it removes GUI_MSG_SETFOCUS ( and consecutive GUI_MSG_FOCUSED ) flood for currently focused control. will reflect mostly on group and list controls. makes unnecessary one if condition i added in #3115 because of this flood.CGUIWindow has similar \'flood\', but as it happen extremely rare," it does not worth to be changed.""'",,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,10,2013-08-11 11:13:37,606.43,,,1,"b""b' Looks good assigned to next merge window.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,11,2013-08-11 11:13:37,4.07,,1,,"b'b"" @jmarshallnz i think this can go now as it\'s sort of a fix and not really a feature""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,12,2013-08-11 11:13:37,232.98,1,,,"b""b' @stupid-boy @jmarshallnz Can you check here:url for what looks like a related bug.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,13,2013-08-11 11:13:37,21.08,,,1,"b'b"" @popcornmix", i don\'t thing, but you can test it.however i will be able to take a look at this issue in best situation at next weekend. for now i have on my checklist to see what problem i am facing with worker jobs synchronization on my win machine in debug builds, which is with higher priority for now. so," if time permits....""'",,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,closed,2013-08-19 12:00:08,62.6,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3091,closed,-,-,-,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,opened,2013-09-10 18:09:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,title,2013-09-10 18:09:26,00:00,,,1,"b""b' [WIN32] cosmetics: removed some XP only code.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,body,2013-09-10 18:09:26,00:00,,1,,"b""b' as title says. Too early? :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,1,2013-09-10 18:09:26,2.37,,,1,"b""b' whatever removes XP is fine ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,2,2013-09-10 18:09:26,135.67,,1,,"b""b' tested and works'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,closed,2013-09-10 20:27:28,138.03,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,reopened,2013-09-10 20:27:32,0.07,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,closed,2013-09-10 20:27:38,0.1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3229,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,opened,2013-10-05 14:03:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,title,2013-10-05 14:03:27,00:00,,1,,"b""b' [GUIInfoManager] Add  infolabel'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,body,2013-10-05 14:03:27,00:00,,1,,"b'b"" As requested by @pike2k. These flags are public domain: url  ", albeit they\'re not in line with the confluence style. @ronie I have no experience with skinning," could you have a look please?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,1,2013-10-05 14:03:27,498.7,,,1,"b'b"" using coloured flags on the osd wouldn\'t look good.imo"," just stick with text:url  see:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,2,2013-10-05 14:03:27,1106.22,,,1,"b""b' @ronie thanks very much!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,3,2013-10-05 14:03:27,1387.15,,,1,b'b\' @jmarshallnz @pieh Could you please review? Two more things: If the language is not set (empty) the label is empty too which isn\\\'t beautiful. But we only have 3 char to indicate unknown or something like that, any idea?If subtitles are disabled," we could show ""off"". Shall we?\''",,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,4,2013-10-05 14:03:27,4.67,,1,,"b'b"" it\'s probably best to just hide the icons if language is empty.same for disabled subs"," \'off\' will work for english users but makes little sense to everyone else.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,5,2013-10-05 14:03:27,33.73,,1,,"b""b' Right"," can you add the required changes?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,6,2013-10-05 14:03:27,15.62,,1,,"b""b' sure: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,closed,2013-10-20 16:49:32,166.08,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,reopened,2013-10-20 16:49:46,0.23,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,7,2013-10-05 14:03:27,5.18,,,1,b'b\' Thanks," that was fast! AlTheKiller just proposed ""???""", opinions?\'',,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,8,2013-10-05 14:03:27,11.4,,1,,"b""b' meh'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,9,2013-10-05 14:03:27,2.68,,1,,"b""b' fugly'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,10,2013-10-05 14:03:27,138.4,,,1,"b""b' Looks fine to me. jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,11,2013-10-05 14:03:27,10.17,,,1,"b'b"" Wait! I have not added ronie\'s last change yet...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,12,2013-10-05 14:03:27,5.02,,,1,"b'b"" let it finish. add ronie\'s commit and merge :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,13,2013-10-05 14:03:27,1359.82,,,1,"b""b' Problem solved. Thanks for reviewing it! jenkins build this please'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,closed,2013-11-01 17:12:18,22.53,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3379,closed,-,-,-,0,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,opened,2013-10-08 17:14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,title,2013-10-08 17:14:10,00:00,,1,,"b""b' [Confluence] Add video plot button to VideoOSD'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,body,2013-10-08 17:14:10,00:00,,1,,"b'b"" this one\'s for @cptspiff this commit adds an info button to the video osd.the button will bring up a dialog displaying the plot. url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,1,2013-10-08 17:14:10,57.27,,1,,"b""b' :D'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,closed,2013-10-08 18:11:26,57.27,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,reopened,2013-10-08 18:11:30,0.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,2,2013-10-08 17:14:10,0.88,,1,,"b""b' @JezzX  wont touch skin without ack'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,3,2013-10-08 17:14:10,269.83,,1,,"b""b' We should make this consistent for epg  and videos. We can talk about possible solutions at devcon. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,4,2013-10-08 17:14:10,5.23,,1,,"b'b"" sure"," just let me know what\'s not consistent. this info button works for all types of videos ( and livetv)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,5,2013-10-08 17:14:10,71.97,,,1,"b""b' if anyone is interested in this"," please speak up before the merge window is over.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,6,2013-10-08 17:14:10,14.45,1,,,"b""b' My only comment is that the centered plot looks a bit weird?  Perhaps just left aligned? EDIT: Also not sure on the button ordering.  Seems the ability to change  settings might be better to have fewer clicks away?  Not sure.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,closed,2013-12-01 13:28:36,1157.1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbmc,3400,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
