REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,
RestSharp,406,closed,-,-,-,0,3,4,,,,,,,,,
RestSharp,414,closed,opened,2013-09-09 23:28:29,,,,,,,,,,,,,
RestSharp,414,closed,title,2013-09-09 23:28:29,00:00,,1,,"b""b' Authorization header removed after redirect'""",,,,,,,,
RestSharp,414,closed,body,2013-09-09 23:28:29,00:00,,1,,"b'b"" I\'m not sure if this is supposed to be a feature because my other custom headers were preserved. Accept-Encoding is doubled on the second request as well. First Request: First Response: Second Request:  ""'",,,,,,,,
RestSharp,414,closed,1,2013-09-09 23:28:29,51.48,,1,,"b""b' I believe this is by design of the [  class]url '""",,,,,,,,
RestSharp,414,closed,closed,2013-09-10 01:24:44,116.25,0,3,0,,,,,,,,,
RestSharp,414,closed,2,2013-09-09 23:28:29,1003.57,,1,,"b'b"" I have a registered IAuthenticator that adds the authorization header. Since it is registered with RestSharp rather than HttpWebRequest I think it\'s the responsibility of RestSharp to register the authenticator with HttpWebRequest.""'",,,,,,,,
RestSharp,414,closed,reopened,2013-09-10 17:16:41,951.95,0,4,0,,,,,,,,,
RestSharp,414,closed,3,2013-09-09 23:28:29,13.53,,,1,"b""b' Ah"," ok. Would you be interested in taking a crack at fixing it and submitting a pull request?'""",,,,,,,
RestSharp,414,closed,4,2013-09-09 23:28:29,52.03,,,1,"b'b"" I just stopped using the old URL. Most likely everyone does that. Until I find it necessary to use the redirect functionality I don\'t have any interest in fixing this. I already looked into it a little bit and it looks somewhat complicated because while the interface for  and  are close"," they are not compatible.""'",,,,,,,
RestSharp,414,closed,5,2013-09-09 23:28:29,143.73,,1,,"b'b"" Fair enough.I have no idea what the rational is behind that. I bet a simple solution is just make the RestSharp implementation implement both interfaces. But I\'ll close this for now until someone else feels it\'s important enough.""'",,,,,,,,
RestSharp,414,closed,closed,2013-09-10 20:32:50,196.15,0,5,2,,,,,,,,,
RestSharp,414,closed,6,2013-09-09 23:28:29,1280.37,,,1,b'b\' Hi," I am experiencing this issue.  I am using calling an API which by the nature of their implementation uses redirects for their ""friendly-urls"" to the actual URL.  On the redirect the authorization is lost. I\\\'m not sure what the solution is? Thanks Paul\''",,,,,,,
RestSharp,414,closed,7,2013-09-09 23:28:29,1293.23,,1,,"b""b' You can either use the unfriendly-urls or implement the fix suggested by Haacked and me.'""",,,,,,,,
RestSharp,414,closed,8,2013-09-09 23:28:29,875.47,,1,,"b""b' You can just assign a CredentialsCache object to the request in the Authenticate method.Passing these credentials to a request indicates to the request that you allow them to be used"," even for subsequent requests (redirects). From this[ msdn article]url So a RestSharp BasicAuthenticator implementation could look like this:  '""",,,,,,,
RestSharp,414,closed,-,-,-,0,7,3,,,,,,,,,
RestSharp,423,closed,opened,2013-09-12 20:02:56,,,,,,,,,,,,,
RestSharp,423,closed,title,2013-09-12 20:02:56,00:00,,1,,"b""b' Awaitable async requests'""",,,,,,,,
RestSharp,423,closed,body,2013-09-12 20:02:56,00:00,,,1,"b'b"" Unless I\'m missing something the async versions are not awaitable but all use the callback method. With .NET 4.5 awaitable support would be very nice not to have to write callbacks (simply put async versions returning Tasks would work well).""'",,,,,,,,
RestSharp,423,closed,1,2013-09-12 20:02:56,23.97,,1,,"b'b"" We just added that in 104.2.0-beta. It\'s in NuGet"," but you have to allow pre-release.""'",,,,,,,
RestSharp,423,closed,closed,2013-09-12 20:26:54,23.97,0,2,1,,,,,,,,,
RestSharp,423,closed,2,2013-09-12 20:02:56,13.03,,,1,"b""b' Great"," thanks!'""",,,,,,,
RestSharp,423,closed,3,2013-09-12 20:02:56,1428.98,,1,,"b'b"" Hmm"," actually shouldn\'t there be some methods (even extensions) returning just like with their synchronous counterparts?""'",,,,,,,
RestSharp,423,closed,4,2013-09-12 20:02:56,54.98,,1,,"b""b' Could you be specific about what is missing?'""",,,,,,,,
RestSharp,423,closed,5,2013-09-12 20:02:56,39.87,1,,,"b'b"" Sorry just noticed the brackets were swallowed by markdown. Corrected the comment. So what I\'m missing is the  -wrapped counterparts of those methods.""'",,,,,,,,
RestSharp,423,closed,6,2013-09-12 20:02:56,12.15,,,1,"b""b' @Piedone Ah! Yes", we have and but no In fact," I think version should simply wrap the versions. Would you like to take a crack at it and submit a pull request?'""",,,,,,
RestSharp,423,closed,reopened,2013-09-13 22:15:59,109.08,1,4,3,,,,,,,,,
RestSharp,423,closed,7,2013-09-12 20:02:56,923.0,,,1,"b""b' I could take a look!'""",,,,,,,,
RestSharp,423,closed,8,2013-09-12 20:02:56,643.42,,,1,"b'b"" @Piedone is this something you think you\'ll get to soon? I\'m about to cut another release and wondered if I should wait a bit. :smile:""'",,,,,,,,
RestSharp,423,closed,9,2013-09-12 20:02:56,1272.7,,1,,"b'b"" I don\'t think I\'ll do this soon. I\'ve take a look but I see that the code in question is in a preprocessor directive"," meaning that it\'s harder to edit (at least for me).""'",,,,,,,
RestSharp,423,closed,10,2013-09-12 20:02:56,39.4,,,1,"b'b"" If you close it and make sure to open the file from the .NET 4 project it shouldbe fine. If you can\'t get to it soon"," I might look into it. Or I might just ship it and wait. We\'ll see. :)""'",,,,,,,
RestSharp,423,closed,closed,2013-09-18 18:27:58,1211.98,1,5,6,,,,,,,,,
RestSharp,423,closed,11,2013-09-12 20:02:56,1277.6,,,1,"b'b"" Wow", you did it? Thank you!I haven\'t known about that trick," thank you.""'",,,,,,
RestSharp,423,closed,-,-,-,1,5,7,,,,,,,,,
RestSharp,436,closed,opened,2013-10-09 18:53:40,,,,,,,,,,,,,
RestSharp,436,closed,title,2013-10-09 18:53:40,00:00,,1,,"b""b' Create a build that uses HttpClient instead of HttpWebRequest'""",,,,,,,,
RestSharp,436,closed,body,2013-10-09 18:53:40,00:00,,1,,"b""b' HttpClient is a far better HTTP client for a lot of reasons.  RestSharp should have a build that uses HttpClient internally instead of HttpWebRequest.'""",,,,,,,,
RestSharp,436,closed,1,2013-10-09 18:53:40,70.7,,1,,"b""b' HttpClient is .NET 4.5 only. Portable Http client has platform restrictions. This would add a lot of complexity to our build if we conditionally compile it for .NET 4.5 only.'""",,,,,,,,
RestSharp,436,closed,2,2013-10-09 18:53:40,27.35,1,,,"b""b' Which PCL limitations are you concerned about?  [Looks like]url  the only thing we lose with PCL is .NET 3.5 support", which could continue to exist on its own.  Based on some early playing around, it seemed like moving to HttpClient would simplify some substantial portions of the code base, allow us to use  all the way through the entire stack, make testing enormously easier and set RestSharp in a better position to move forward. Additionally moving to PCL could dramatically simplify the build for .NET 4.0/4.5, SL 4/5," Windows Phone 7.5/8.0 and Windows Store since we would have a single project instead of the csproj + linked file mess that is there now.'""",,
RestSharp,436,closed,3,2013-10-09 18:53:40,19.32,,1,,"b""b' @devinrader The PCL HttpClient library is only allowed on Windows. url  An open source license requires that there be no platform limitations imposed.'""",,,,,,,,
RestSharp,436,closed,4,2013-10-09 18:53:40,13.25,,1,,"b""b' @Haacked f*ck....'""",,,,,,,,
RestSharp,436,closed,closed,2013-10-09 21:04:19,130.65,1,5,0,,,,,,,,,
RestSharp,436,closed,5,2013-10-09 18:53:40,20.4,1,,,"b'b\' ""Fuck"" is right! BTW", i started a user voice issue around this. go vote! url \'',,,,,,,
RestSharp,436,closed,6,2013-10-09 18:53:40,1.67,,,1,"b""b' Found that and did.  3 votes for you sir!'""",,,,,,,,
RestSharp,436,closed,reopened,2013-11-14 16:52:12,1187.88,2,5,1,,,,,,,,,
RestSharp,436,closed,7,2013-10-09 18:53:40,1166.05,,,1,"b'b"" Good news! url  Let\'s do this.""'",,,,,,,,
RestSharp,436,closed,8,2013-10-09 18:53:40,6.3,,,1,"b""b' Bamf!  Planning to work on it next week while in Seattle.'""",,,,,,,,
RestSharp,436,closed,9,2013-10-09 18:53:40,372.85,,1,,"b""b' Closing.  Refer to #468'""",,,,,,,,
RestSharp,436,closed,closed,2013-11-27 23:11:33,379.35,2,6,3,,,,,,,,,
RestSharp,436,closed,-,-,-,2,6,3,,,,,,,,,
RestSharp,486,closed,opened,2013-12-22 02:39:32,,,,,,,,,,,,,
RestSharp,486,closed,title,2013-12-22 02:39:32,00:00,,1,,"b""b' How to deserialize JSON to Dictionary"," where keys are unknown prior?'""",,,,,,,
RestSharp,486,closed,body,2013-12-22 02:39:32,00:00,1,,,"b'b"" Hello", I\'m using the latest version of RestSharp, from NuGet. I\'m querying an API that returns a JSON dictionary in which the keys cannot be hard coded into a C# class before-hand. The keys are not known before hand. I\'m following the recommended usage pattern outlined on the Wiki here: url  I tried calling Execute so that it looks like this:  . This throws an error saying that it cannot convert a JSON array into that Dictionary," though. Any ideas?""'",,,,,
RestSharp,486,closed,1,2013-12-22 02:39:32,20.8,,1,,"b'b\' The exact exception is as follows ... And the HTTP response JSON payload is as follows ... Where the ""108"" key would not have been known.\''",,,,,,,,
RestSharp,486,closed,2,2013-12-22 02:39:32,986.27,,1,,"b""b' If rest sharp still used  this would not be a problem.  The built in serializers for JSON are slow and lack basic functionality. '""",,,,,,,,
RestSharp,486,closed,3,2013-12-22 02:39:32,20.03,,1,,"b'b"" @jmaxxz I agree.  I\'m looking into what it would take to bring  back into the project as the reason it was removed is no longer an issue.  It\'s not something I\'m going to undertake until the backlog is more under control.  In the mean time this can be solved by using a custom serializer and deserializer that makes use of .  If a code sample is needed I can provide one"," just let me know.""'",,,,,,,
RestSharp,486,closed,4,2013-12-22 02:39:32,86.35,,1,,"b""b' @hallem  :heart: :heart: :heart: :heart: :heart: :heart: :heart: :heart: :heart: :heart: :heart: you have restored my faith in restsharp'""",,,,,,,,
RestSharp,486,closed,closed,2015-07-21 00:50:33,1331.02,1,5,0,,,,,,,,,
RestSharp,486,closed,reopened,2015-07-21 00:50:33,0.0,1,5,0,,,,,,,,,
RestSharp,486,closed,closed,2015-07-21 00:50:34,0.02,1,5,0,,,,,,,,,
RestSharp,486,closed,-,-,-,1,5,0,,,,,,,,,
RestSharp,503,closed,opened,2014-02-04 18:02:07,,,,,,,,,,,,,
RestSharp,503,closed,title,2014-02-04 18:02:07,00:00,,1,,"b""b' ExecuteAsync Blocks'""",,,,,,,,
RestSharp,503,closed,body,2014-02-04 18:02:07,00:00,,1,,"b'b"" I\'m making a simple GET request"," similar to the following: The very first ExecuteAsync blocks the calling thread for ~2-3 seconds. Any ideas as to why or how I can avoid it? If I reuse the client subsequent calls are much faster but I wouldn\'t expect an asynchronous call to block the calling thread at all.""'",,,,,,,
RestSharp,503,closed,1,2014-02-04 18:02:07,681.3,,1,,"b'b"" I pinpointed the call that is blocking: According to [MSDN]url  _The BeginGetResponse method requires some synchronous setup tasks to complete (DNS resolution", proxy detection, and TCP socket connection, for example) before this method becomes asynchronous. As a result," this method **should never be called on a user interface (UI) thread** because it might take considerable time (up to several minutes depending on network settings) to complete the initial synchronous setup tasks before an exception for an error is thrown or the method succeeds._ Is this the expected behavior of the asynchronous calls in RestSharp? If not I\'d be happy to take a stab at moving this to a separate thread.""'",,,,
RestSharp,503,closed,2,2014-02-04 18:02:07,12.48,,,1,"b'b"" Ah! So this setup only needs to happen once I believe. I know in GitHub for Windows we used to make a request on startup to set all this stuff up. Perhaps we can do that in a static initializer so we don\'t have to try to execute on a separate thread every time you call  . If you want to experiment with it"," be my guest.""'",,,,,,,
RestSharp,503,closed,3,2014-02-04 18:02:07,18.0,,1,,"b""b' @Haacked By that do you mean make a dummy request we expect to fail just to get the inner workings of the HttpWebRequest setup?'""",,,,,,,,
RestSharp,503,closed,closed,2014-02-07 05:53:54,711.78,0,4,1,,,,,,,,,
RestSharp,503,closed,reopened,2014-02-07 06:00:09,6.25,0,4,1,,,,,,,,,
RestSharp,503,closed,4,2014-02-04 18:02:07,9.55,,1,,"b'b"" Yep. It only has to happen once per process I think. that\'s why only the very first call is delayed.""'",,,,,,,,
RestSharp,503,closed,5,2014-02-04 18:02:07,13.33,,,1,"b'b"" @Haacked Sounds good"," I\'ll try to work on a PR soon.""'",,,,,,,
RestSharp,503,closed,6,2014-02-04 18:02:07,694.08,,,1,"b'b"" After thinking about this some more I\'m not sure where we can do this initialization that really makes sense for every user. In my case", the app opens to a login screen and credentials are sent in an authentication request. A static constructor isn\'t going to be called until that first request right? I want to show the user some sort of animation to let them know the app is negotiating with the server, but can\'t because I made the request on the UI thread and it\'s blocked for 3 seconds. So I\'m going to close this issue for now and do my own request when the app first opens. If you have a better idea for how to implement this I\'d be happy to do it on your behalf but at that point you might find it easier to do yourself. Either way," thanks for your help.""'",,,,,
RestSharp,503,closed,closed,2014-02-07 17:50:52,710.72,0,5,3,,,,,,,,,
RestSharp,503,closed,7,2014-02-04 18:02:07,1.68,,,1,"b""b' Sounds good. :)'""",,,,,,,,
RestSharp,503,closed,-,-,-,0,5,4,,,,,,,,,
RestSharp,518,closed,opened,2014-03-18 11:18:16,,,,,,,,,,,,,
RestSharp,518,closed,title,2014-03-18 11:18:16,00:00,,1,,"b""b' Update '""",,,,,,,,
RestSharp,518,closed,body,2014-03-18 11:18:16,00:00,,1,,"b""b' If the destination type is not string then at least attempt to change the type. Is it kind of weir that the strategy does not take primitive type coversion into account.'""",,,,,,,,
RestSharp,518,closed,1,2014-03-18 11:18:16,314.07,,,1,"b'b"" Thanks for the contribution! SimpleJson is actually a dependency we get from NuGet. Would you mind contributing this to the source project? -csharpjson If we take your patch", the next time we update we\'ll lose it. Also," it\'d make sense to add a unit test.""'",,,,,,
RestSharp,518,closed,closed,2014-03-18 23:38:05,739.82,0,2,1,,,,,,,,,
RestSharp,518,closed,2,2014-03-18 11:18:16,297.0,,1,,"b""b' My patch has been successfully merged at -csharpjson but I am believe it not automatically sync with RestSharp"," for some namespace convention reason.'""",,,,,,,
RestSharp,518,closed,reopened,2014-03-20 21:29:20,1311.25,0,3,1,,,,,,,,,
RestSharp,518,closed,3,2014-03-18 11:18:16,15.57,,1,,"b""b' We just need to update the package.'""",,,,,,,,
RestSharp,518,closed,4,2014-03-18 11:18:16,1416.72,,1,,"b""b' New PR submitted #585'""",,,,,,,,
RestSharp,518,closed,closed,2014-10-19 07:26:25,597.08,0,5,1,,,,,,,,,
RestSharp,518,closed,5,2014-03-18 11:18:16,605.0,,1,,"b""b' Duplicate'""",,,,,,,,
RestSharp,518,closed,-,-,-,0,6,1,,,,,,,,,
RestSharp,572,closed,opened,2014-10-03 18:09:52,,,,,,,,,,,,,
RestSharp,572,closed,title,2014-10-03 18:09:52,00:00,,1,,"b""b' RestSharp is in need of a maintainer.'""",,,,,,,,
RestSharp,572,closed,body,2014-10-03 18:09:52,00:00,,,1,"b""b' I would be interested in having a discussion about helping to maintain the project.'""",,,,,,,,
RestSharp,572,closed,1,2014-10-03 18:09:52,4.5,,,1,"b""b' Great! What do you need to know?'""",,,,,,,,
RestSharp,572,closed,2,2014-10-03 18:09:52,4.78,,1,,"b""b' Well"," what needs to be done?  Will I be the only one?  How much time are we talking about?'""",,,,,,,
RestSharp,572,closed,3,2014-10-03 18:09:52,6.1,,,1,"b'b"" The list of tasks is:1. Review and close or merge incoming PRs2. Create new releases and upload them to NuGet.3. Triage issues The amount of time depends on you. Right now", I spend 0 time so anything above that is better than what\'s going on today. @jdscolam has expressed interest in helping out as well. If you\'re interested," it might make sense to try and create a NuGet package from the existing codebase and test it out (NuGet is way behind). And I can upload them to NuGet. I can also add you to the RestSharp package on NuGet if you tell me your NuGet account. But let\'s get a couple releases going before I give you the full keys there.""'",,,,,,
RestSharp,572,closed,4,2014-10-03 18:09:52,7.35,,,1,"b'b"" That sounds like something I can handle.  It\'s good to know that someone else is interested as well.  I\'ll work on getting the NuGet package created from the existing code base this weekend.""'",,,,,,,,
RestSharp,572,closed,5,2014-10-03 18:09:52,15.32,,,1,"b""b' Thanks for the help to maintain this project.'""",,,,,,,,
RestSharp,572,closed,6,2014-10-03 18:09:52,34.02,,,1,"b""b' I am also working on getting a few people involved.  I have interest from at least two others"," possibly three.'""",,,,,,,
RestSharp,572,closed,7,2014-10-03 18:09:52,128.55,,,1,"b'b"" Awesome! I\'ll do my best to help with the transition as much as I can.""'",,,,,,,,
RestSharp,572,closed,8,2014-10-03 18:09:52,67.15,,1,,"b""b' Just out of curiosity"," do you know why the  library was taken out in favor for SimpleJSON?'""",,,,,,,
RestSharp,572,closed,9,2014-10-03 18:09:52,17.75,,1,,"b'b"" I believe that was done before I started maintaining it"," right? I\'m not sure. Maybe to simplify the dependencies?""'",,,,,,,
RestSharp,572,closed,10,2014-10-03 18:09:52,5.33,,1,,"b'b"" It\'s possible.  I\'m not sure of the timeline.""'",,,,,,,,
RestSharp,572,closed,11,2014-10-03 18:09:52,927.73,,1,,"b""b' I remember the reason that  was removed", it was because  required signing / a strong-name key, and that was causing DLL hell with other libraries.  I am not 100% sure," but that requirement may have gone away in '""",,,,,
RestSharp,572,closed,12,2014-10-03 18:09:52,94.7,,1,,"b'b"" @jdscolam right that makes sense.  it\'s definitely not the case now.""'",,,,,,,,
RestSharp,572,closed,13,2014-10-03 18:09:52,162.43,,1,,"b""b' @hallem might make sense to go back then.  That being said"," it seems that SimpleJSON is working out really well.'""",,,,,,,
RestSharp,572,closed,14,2014-10-03 18:09:52,117.78,,1,,"b'b"" @jdscolam yeah I agree it\'s worth looking into.  I don\'t think we should rip out the SimpleJSON since it\'s working great as you said"," but add back in the base support for  and let the caller choose. @Haacked sorry I haven\'t built the NuGet package yet.  I had something come up over the weekend.  I\'m going to try and get it done this week so we can start the ball rolling with me helping to maintain things.""'",,,,,,,
RestSharp,572,closed,15,2014-10-03 18:09:52,1237.6,,,1,"b""b' @jdscolam @Haacked [Read this]url  on a little history on the  thing. In short", strong-naming. Also, @Haacked," thank you for maintaining it up until now. RestSharp is now in a much better state than before.'""",,,,,
RestSharp,572,closed,16,2014-10-03 18:09:52,263.72,,1,,"b'b"" @Haacked I\'ve got the nuget package ready.  How do you want me to get it to you?""'",,,,,,,,
RestSharp,572,closed,17,2014-10-03 18:09:52,77.32,,1,,"b""b' Do you have access to an upload service and can post links to it here?'""",,,,,,,,
RestSharp,572,closed,18,2014-10-03 18:09:52,315.57,,,1,"b'b\' @Haacked I do.  I can upload it to dropbox.  However I just realized that I\\\'m running VS2013 and it upgraded the Silverlight and Windows Phone projects to the latest versions.  I""m not sure this is a good idea quite yet.  What environment are you running so I can build it accordingly?\''",,,,,,,,
RestSharp,572,closed,19,2014-10-03 18:09:52,745.78,1,,,"b'b"" @Haacked Here\'s the link: url  I wasn\'t able to find away around the upgrade.  So we\'re stuck with it for now if we move forward.  I\'ll also need access to the GitHub repo so I can check in the project and solution file changes and mark a release.""'",,,,,,,,
RestSharp,572,closed,20,2014-10-03 18:09:52,10.63,1,,,"b""b' Just push the changes to a branch and submit a PR. I can help if the steps to do that are unclear.'""",,,,,,,,
RestSharp,572,closed,21,2014-10-03 18:09:52,5.57,,,1,"b'b"" I uplodaded it as a pre-release package. If I could get at least one other person to try it out and give me a :thumbsup: I\'ll make it a release package. url  Thanks!""'",,,,,,,,
RestSharp,572,closed,22,2014-10-03 18:09:52,2.6,,1,,"b'b"" I can\'t push a branch on the repo"," I\'ll have to fork it and then submit the changes that way unless you have a better idea""'",,,,,,,
RestSharp,572,closed,23,2014-10-03 18:09:52,1.53,,1,,"b'b"" I can\'t fork it again.  I\'ve already got a fork with work on it for an enhancement I needed for work.  Suggestions?""'",,,,,,,,
RestSharp,572,closed,24,2014-10-03 18:09:52,1.67,,1,,"b""b' @jdscolam @ayoung would one of you be willing to test out the 104.5 pre-release package on nuget?'""",,,,,,,,
RestSharp,572,closed,25,2014-10-03 18:09:52,635.47,,1,,"b'b"" @Haacked I\'m going to have some time this week to work on some of the issues and pull requests.  When can I get added to the project?""'",,,,,,,,
RestSharp,572,closed,26,2014-10-03 18:09:52,780.38,,1,,b'b\' You don\\\'t need to fork it again. Just work off that fork. In general," you should keep your fork\\\'s branch in sync with the original (""upstream"") branch. And then do all new work in a separate branch.\''",,,,,,,
RestSharp,572,closed,27,2014-10-03 18:09:52,55.37,,1,,"b'b"" @Haacked got it"," I was having a mental block yesterday.  It\'s set and the pull request is there.""'",,,,,,,
RestSharp,572,closed,28,2014-10-03 18:09:52,334.18,,,1,"b'b"" Hello guys",any chance to have a nuget package for the PCL Portable branch too? ;)url  And it would be awesome if somebody could merge the fix for the authentication issue, because without it," we can\'t use the PCL RestClient when the authentication is required :/url url ""'",,,,,
RestSharp,572,closed,29,2014-10-03 18:09:52,1029.8,,1,,"b""b' @Haacked when do you want to take 104.5.0 out of beta on nuget?  also"," when do you want to give me write access to the repo?  There are a bunch of pull requests that can be merged in.'""",,,,,,,
RestSharp,572,closed,30,2014-10-03 18:09:52,13.35,,,1,"b'b"" @hallem what\'s your username on NuGet? I\'ll add you to RestSharp and you can upload it yourself. :smile:""'",,,,,,,,
RestSharp,572,closed,closed,2014-10-14 16:33:55,1344.05,2,18,12,,,,,,,,,
RestSharp,572,closed,reopened,2014-10-14 16:33:56,0.02,2,18,12,,,,,,,,,
RestSharp,572,closed,31,2014-10-03 18:09:52,3.85,,1,,"b'b"" @Haacked it\'s the same as here: hallem""'",,,,,,,,
RestSharp,572,closed,32,2014-10-03 18:09:52,1.92,,,1,"b'b"" You\'re all set! At this point I can extricate myself from the process"," but I\'ll stick around for a bit in case you need any help. :smile:""'",,,,,,,
RestSharp,572,closed,33,2014-10-03 18:09:52,7.53,,,1,"b'b"" @Haacked thanks! i\'ll reach out if i have any questions.""'",,,,,,,,
RestSharp,572,closed,closed,2014-10-14 16:47:12,13.27,2,19,14,,,,,,,,,
RestSharp,572,closed,34,2014-10-03 18:09:52,2.05,,1,,"b""b' @hallem @Haacked whats the process for closing some of these issues off where we already have a resolution? Just installing the latest version now and I will start to pick up some issues"," hopefully create a PR.'""",,,,,,,
RestSharp,572,closed,35,2014-10-03 18:09:52,6.97,,1,,"b'b"" @tharris29 i\'m going to go through the list and close things out that are necessary and go through the pull requests to merge in the ones that make sense. if you want to fix something just fix it and submit a pull request.  once i see it i\'ll take a look and merge it in if needed.""'",,,,,,,,
RestSharp,572,closed,36,2014-10-03 18:09:52,8.95,,1,,"b""b' Okey dokey"," let me know if you do want my help going through the issues.'""",,,,,,,
RestSharp,572,closed,37,2014-10-03 18:09:52,972.92,,,1,"b""b' I would also like throw in my support to help keep this project going. This is one of my favorite libraries and I would like to see it continue.  My area of focus is Windows Phone", Mono for Android," and Mono for iOS.'""",,,,,,
RestSharp,572,closed,38,2014-10-03 18:09:52,102.3,,,1,"b""b' @bicycle-nerd that would be great as I have limited experience with those areas.  There are currently some issues that are associated to those areas", would you be willing to take one of them," fix it and submit a PR?'""",,,,,,
RestSharp,572,closed,39,2014-10-03 18:09:52,179.48,,1,,"b'b"" @hallem I was looking through them last night and am very willing to take them. I\'ll probably start with ExecuteAsync issue and then see what I can do about the NuGet packages.""'",,,,,,,,
RestSharp,572,closed,-,-,-,2,23,16,,,,,,,,,
RestSharp,608,closed,opened,2014-12-05 20:02:04,,,,,,,,,,,,,
RestSharp,608,closed,title,2014-12-05 20:02:04,00:00,,1,,"b""b' Expose post encoding for user choose.'""",,,,,,,,
RestSharp,608,closed,body,2014-12-05 20:02:04,00:00,,1,,"b""b' Expose post encoding for user choose. Default encoding is UTF-8 but some devs needs to use ISO-8859-1 for example.'""",,,,,,,,
RestSharp,608,closed,1,2014-12-05 20:02:04,1341.93,,,1,"b'b"" Are you looking to set the encoding on a per request basis or on a per client basis?  My gut is saying it should be handled on a per client basis.  I\'d be interested to hear more about you\'re use case.""'",,,,,,,,
RestSharp,608,closed,2,2014-12-05 20:02:04,43.3,,1,,"b'b"" @pliniociccio I\'ve taken a first crack at this allowing the encoding to be set by the user on the client.  It\'s on a branch named 608_Encoding.  Would you mind checking this out and seeing if it works for you before I merge it in and release it?""'",,,,,,,,
RestSharp,608,closed,3,2014-12-05 20:02:04,1010.3,1,,,"b'b"" @hallem . I\'m sorry for late response we have a different GMT", so I\'ll look into this branch and see if works in my case and answer you for merge ," if not I\'ll show to you my case.""'",,,,,,
RestSharp,608,closed,4,2014-12-05 20:02:04,36.42,,1,,b'b\' @hallem  I\\\'ve looked the branch 608_Encoding," And try to use encoding but  I dunno if I doing this correctly. RestClient client = (""ISO-8859-1""); Here is my use case. I have a business partner and I need send request with a ISO-8859-1 encoding and get response with the same or another encoding in my side. Do you have some idea how can I solve this issue?\''",,,,,,,
RestSharp,608,closed,5,2014-12-05 20:02:04,334.88,1,,,"b'b"" Well that\'s how you would use the feature I coded in.  I take it it didn\'t work?  Beyond that I have no idea how to help you as there is no other place I can think of that uses the encoding.  Sorry.""'",,,,,,,,
RestSharp,608,closed,6,2014-12-05 20:02:04,14.37,,,1,"b'b"" @hallem  I\'ve used fiddler and postman"," And your changes works fine! The problem occurs in another side (with business partner) :@ . You can merge it into master! Thanks a lot for your attention and help!""'",,,,,,,
RestSharp,608,closed,7,2014-12-05 20:02:04,217.72,,,1,"b'b"" That\'s great news.  I\'m going to hold off on merging this in until I have some time to test it myself a little further.  Please let me know as soon as you have something working end to end as well.  Thanks.""'",,,,,,,,
RestSharp,608,closed,closed,2014-12-10 22:00:59,118.92,2,4,3,,,,,,,,,
RestSharp,608,closed,reopened,2014-12-10 22:01:01,0.03,2,4,3,,,,,,,,,
RestSharp,608,closed,closed,2014-12-17 19:26:32,1285.52,2,4,3,,,,,,,,,
RestSharp,608,closed,8,2014-12-05 20:02:04,675.22,1,,,b'b\' @pliniociccio which version is used ? When I need to set encoding ," my project is error . Message is here: RestClient is not including ""Encoding"" method.\''",,,,,,,
RestSharp,608,closed,-,-,-,3,4,3,,,,,,,,,
RestSharp,624,closed,opened,2015-01-02 16:21:34,,,,,,,,,,,,,
RestSharp,624,closed,title,2015-01-02 16:21:34,00:00,,1,,"b""b' 1.4.5.0 Broke Windows Phone 7.1 compatibility'""",,,,,,,,
RestSharp,624,closed,body,2015-01-02 16:21:34,00:00,,,1,"b'b"" The latest version of RestSharp can\'t be used in WP7.1", because the .dll is being compiled for WP8.0 since version 1.4.5.0. Commit: url  To solve this you\'ll need to have different projects, one for wp7.1 and other for wp8 because there\'s a lot of breaking changes, for instance," 7.1 needs AsyncCtpLibrary_Phone for async support. Now that was a fun wild-goose chasing! (not) ""'",,,,
RestSharp,624,closed,1,2015-01-02 16:21:34,456.35,,,1,"b'b"" That\'s correct", it did. I\'ll see if I can get the 7.1 capability restored but if you\'d like to submit a pull request for it," that would be great.""'",,,,,,
RestSharp,624,closed,closed,2015-01-05 23:57:57,456.38,0,1,2,,,,,,,,,
RestSharp,624,closed,reopened,2015-01-05 23:57:59,0.03,0,1,2,,,,,,,,,
RestSharp,624,closed,2,2015-01-02 16:21:34,440.78,,1,,"b""b' windows phone 7.1 is no longer supported by windows 8/10 or vs 2013/2015 .  so the library will not receive support for this.'""",,,,,,,,
RestSharp,624,closed,closed,2015-08-19 07:18:42,440.72,0,2,2,,,,,,,,,
RestSharp,624,closed,3,2015-01-02 16:21:34,801.48,,1,,"b'b\' Fair enough. In this day and age I think it\\\'s fare to assume that ""ain\\\'t nobody got time"" for WP7.1", for the few brave ones that do or need, you can always leave a note in a compatibility page stating the last commit where it was still usable.\'',,,,,,
RestSharp,624,closed,-,-,-,0,3,2,,,,,,,,,
RestSharp,648,closed,opened,2015-03-02 23:35:53,,,,,,,,,,,,,
RestSharp,648,closed,title,2015-03-02 23:35:53,00:00,,1,,"b""b' Added Json Web Token (JWT) Authenticator'""",,,,,,,,
RestSharp,648,closed,body,2015-03-02 23:35:53,00:00,,1,,"b""b' Added Json Web Token (JWT) Authenticatorurl '""",,,,,,,,
