REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,opened,2011-04-06 01:46:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,title,2011-04-06 01:46:25,00:00,,1,,"b""b' When a target type property is of ISet"," the CollectionMapper incorrectly attempts to set it to a List'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,28,closed,body,2011-04-06 01:46:25,00:00,,1,,"b""b' A target type may have a property with type of ISet", and the source may be an IEnumerable. AutoMapper detects that the ISet is an ICollection, but assumes that all ICollection instances can be satisfied with a List. This is not true with ISet. This is a duplicate of issue #27, which was accidentally closed (how?) and cannot, apparently," be reopened.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,23,2013-11-19 13:45:52,900.27,1,,,"b'b"" Ah yes", accessing something outside the context of anything on that entity. Can\'t help you unfortunately, SQL database knows nothing about UrlGenerator. I\'m totally open to ideas," I just haven\'t found any viable solution.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,24,2013-11-19 13:45:52,628.95,,1,,"b""b' Could I propose an idea to resolve this?In instead of return the created by original  ", it should returns a wrapper around it. Every member implementation should just call the original, but each time you return an you need to ensure to return your wrapper. When is called, you call the original EF implementation and call the method.There is a limitation: if you call and after you create another projection  ," the AfterMap cannot be called'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,25,2013-11-19 13:45:52,288.27,,1,,"b'b"" So the result could only work off of the destination type"," I don\'t think that would solve this problem.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,26,2013-11-19 13:45:52,560.17,,,1,"b""b' It works if ProjectTo is the final projection. Better than nothing :smile: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,27,2013-11-19 13:45:52,1295.5,,,1,"b'b"" I just bumped into a similar circumstance. Let\'s say I have a model  ", and a view model  . For single item mappings, no problem, the following after map works fine. However, when I have a list of Alphas, the after map gets ignored. I setup with a mapping options provider: And which I half expect to be called during the list mapping. However, does not seem to be working; the are filled in, but the function does not get called. I suppose I could up the and the and work with them that way, but if I can have it happen during the mapping," just as well.""'",,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,28,2013-11-19 13:45:52,1302.55,,1,,"b'b"" you can do something like and that should call the after maps. There\'s no real reason to map lists explicitly.  Automapper handles those situations for you"," if it\'s 2 properties your are trying to map together.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,29,2013-11-19 13:45:52,1320.9,,,1,"b'b"" @TylerCarlson1 That\'s a good point; thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,30,2013-11-19 13:45:52,973.48,,1,,"b'b\' I\\\'m currently using ""helper"" properties to hang the results of the projections and rely on getters to resolve the final values before returning results.  Wondering if this ""helper"" approach could be added a runtime via AutoMapper (Proxy?) and use a new helper method (e.g.  ) so I don\\\'t actually have to pollute my POCOs: or  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,31,2013-11-19 13:45:52,1014.83,,,1,"b'b"" @brettveenstra That\'s an interesting approach"," but in my case I also depend upon HTTP request IdentityUser details. So I end up providing a helper method in the context of my MVC Controller(s). Works like a champ.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,32,2013-11-19 13:45:52,1096.03,,1,,b'b\' @mwpowellhtx I\\\'ve been using the [Parameterization ]url  support for those situations ... From the example: For the cases I\\\'m concerned with," it\\\'s mostly where there is some additional non-DB behavior that exists in the EF Model (leaky abstraction I know)  the generated SQL is so  that it\\\'s an operation best done with a ""just get me this and I\\\'ll do the rest in code"" mentality. For now"," I\\\'m left creating an override to the extension methods of and also the added cruft to my POCOs for those ""helpers"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,33,2013-11-19 13:45:52,1098.57,,,1,"b""b' @brettveenstra If it was _just_ a string user name", it would be one thing, but it involves a first class instance, along with some details. Appreciate the feedback," though.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,34,2013-11-19 13:45:52,1122.9,,1,,"b'b"" @mwpowellhtx I didn\'t realize AutoMapper Parameterization doesn\'t support complex types.  Something like this doesn\'t already work? for claims-specific operations", you might have to do... What you\'re describing feels more like criteria rather than transformative issue.  Don\'t mean to misrepresent your needs," just feels like it\'s off topic to this specific issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,35,2013-11-19 13:45:52,1132.83,,,1,"b'b"" @brettveenstra  Don\'t take this personally", but I\'m not asking for a solution to a problem I\'ve already solved. I am using custom claims. Still, the point is well taken. Agreed," I\'m not sure how we went down this rabbit hole. Thank you...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,36,2013-11-19 13:45:52,1241.32,,1,,"b'b"" @mwpowellhtx none taken dude ... Just trying to understand your  around projection after queryable  :) Here\'s what I\'ve done in the meantime (again you need some field to reference upon the initial mapping): HTH""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,37,2013-11-19 13:45:52,1247.8,,1,,"b'b"" @brettveenstra This is what I would recommend in any case. Make your own extension methods"," because I don\'t want to put AutoMapper in the business of doing ToListAsync() since you\'ve also included the DecompileAsync method in there.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,38,2013-11-19 13:45:52,1249.75,,1,,"b""b' @jbogard Ok ... I just pulled this from  and tweaked.  Would you want to see a PR on this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,39,2013-11-19 13:45:52,1253.62,,1,,"b""b' On what"," ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,40,2013-11-19 13:45:52,1254.13,,1,,"b'b"" @brettveenstra Ah", well, that\'s the clincher. Suggest separate issue for that, since I am not using EF, but rather Fluent NHibernate. If you can provide a repository agnostic extension, or on a data layer specific repository, would be better, IMO," two cents.""'",,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,41,2013-11-19 13:45:52,1259.28,,1,,"b""b' @jbogard yep  @mwpowellhtx could you post some more code ... around the call to .ProjectTo?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,42,2013-11-19 13:45:52,1261.88,,1,,"b""b' @brettveenstra As per previous post on April 5"," already done; problem solved.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,43,2013-11-19 13:45:52,917.95,,,1,"b""b' I guess we were curious what your solution looked like! On Wednesday", April 20,2016," Michael Powell notifications@wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,44,2013-11-19 13:45:52,919.75,,1,,"b""b' @jbogard And I responded.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,45,2013-11-19 13:45:52,1028.45,,1,,"b""b' @brettveenstra Can you provide an example function for your postAction parameter in your projectToAsync extension? [see above]url I think this can solve my issue where I need to perform an AfterMap call to generate a specific Type depending on the result of my source parameter.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,46,2013-11-19 13:45:52,855.83,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,415,closed,-,-,-,3,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,opened,2014-01-16 19:55:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,title,2014-01-16 19:55:55,00:00,,1,,"b""b' Issue #274 Reopened for '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,body,2014-01-16 19:55:55,00:00,,1,,"b""b' Pull request from thread for Isssue #274'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,1,2014-01-16 19:55:55,87.38,,1,,"b'b"" Updated per hazzik\'s comments...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,closed,2014-02-03 21:23:18,87.38,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,reopened,2014-02-03 21:23:26,0.13,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,2,2014-01-16 19:55:55,1207.3,,1,,"b""b' Merged.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,closed,2014-04-09 17:30:37,1207.18,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,3,2014-01-16 19:55:55,400.03,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,447,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,opened,2014-03-10 18:06:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,title,2014-03-10 18:06:32,00:00,1,,,"b""b'  with null or NOOP throws odd exception'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,body,2014-03-10 18:06:32,00:00,,1,,"b""b' Using version 3.0.0. Following code blows a gasket: When passing an empty profiles list OR passing null to "," AutoMapper gives: at () at () in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\ThirdParty\\\\AutoMapper-3.0.0\\\\src\\\\AutoMapper\\\\:line 14 at  1 action) in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\ThirdParty\\\\AutoMapper-3.0.0\\\\src\\\\AutoMapper\\\\:line 232 at (String assemblySearchString) in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\Raton\\\\BITS\\\\Source\\\\Presentation\\\\WindowsService\\\\:line 53 at () in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\Raton\\\\BITS\\\\Test\\\\WindowsService\\\\:line 347'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,1,2014-03-10 18:06:32,10.67,,1,,"b""b' Get this issue in unit test project no matter how many profiles I pass in.  Loading the profiles via ...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,closed,2014-03-10 18:26:21,19.82,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,reopened,2014-03-10 20:52:34,146.22,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,2,2014-03-10 18:06:32,164.23,,1,,"b'b"" What\'s the exception? On Mon", Mar 10, 2014 at 1:06 PM," subtlekiller notifications@:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,3,2014-03-10 18:06:32,17.65,,1,,"b'b"" Exception: \'\'Inner: {: This type is not supported on this platform IDictionaryFactory at [T](Boolean throwIfNotFound) in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\ThirdParty\\\\AutoMapper-3.0.0\\\\src\\\\AutoMapper\\\\Internal\\\\:line 15 at () in c:\\\\tfs\\\\Raton\\\\Dev\\\\2014\\\\ThirdParty\\\\AutoMapper-3.0.0\\\\src\\\\AutoMapper\\\\Internal\\\\:line 13} This type is not supported on this platform IDictionaryFactory using .NET 4.5.1 Both automapper and .Net4 assemblies are included in the test project as well as the dlls that contain profiles.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,4,2014-03-10 18:06:32,903.87,,1,,"b""b' There were a few bugs around this fixed in 3.1", and some in the 3.2prerelease. Can you try the 3.2 prerelease? On Mon, Mar 10, 2014 at 4:19 PM," subtlekiller notifications@:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,5,2014-03-10 18:06:32,169.72,,1,,"b""b' I will try"," but I will only be allowed to use an official release.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,6,2014-03-10 18:06:32,81.8,,1,,"b""b' It appears that Net4 is not getting copied to my unit test output folder even though AutoMapper is...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,7,2014-03-10 18:06:32,0.43,,1,,"b'b\' Those are to be expected. Try only ""uncaught exceptions"". This is the onlyreally possible way for me to probe for assemblies easily. I understand you can only use approved", released versions, but is itpossible to try it out just to confirm? I can then try and get a hotfixrelease out. On Tue, Mar 11, 2014 at 11:28 AM, subtlekiller notifications@:\'',,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,8,2014-03-10 18:06:32,2.88,1,,,"b'b\' I resolved this by adding  [DeploymentItem("""")] to my unit test. Sorry for the trouble.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,closed,2014-03-11 16:38:14,1185.67,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,9,2014-03-10 18:06:32,16.43,,1,,"b'b"" So 3.2 is supposed to fix this", by marking the .Net4.dll as a content itemto be copied out. I\'m going to re-open and tag this on the 3.2 release justto make sure. On Tue, Mar 11, 2014 at 11:37 AM," subtlekiller notifications@:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,10,2014-03-10 18:06:32,1288.57,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,476,closed,-,-,-,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,opened,2014-04-15 13:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,title,2014-04-15 13:44:37,00:00,,1,,"b""b' 3.1.1 bug(?)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,body,2014-04-15 13:44:37,00:00,,,1,"b'b"" Hi", We recently upgraded to version 3.1.1 and all of a sudden, all of our AutoMapper calls started throwing errors.  When I downloaded the AutoMapper code and debugged it, I found that it was trying to map unmapped properties. In line 134 of the TypeMapObjectMapperRegistry," it looks like it defaults to the source type if it cannot find a typemap for the given destination property. The code that I\'m calling AutoMapper from is: Please assist.  Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,1,2014-04-15 13:44:37,812.72,,1,,"b""b' Is this still happening in 3.2? What version did you upgrade from?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,2,2014-04-15 13:44:37,864.38,,1,,"b'b"" We haven\'t upgraded to 3.2 yet.  We\'re still using 3.1.1.  I\'ll see if they would be open to doing so.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,closed,2014-04-24 17:42:34,237.95,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,reopened,2014-04-24 17:42:37,0.05,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,3,2014-04-15 13:44:37,476.08,,1,,"b""b' I think this could be because the Parent is different than it was before?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,closed,2015-10-23 03:07:55,565.3,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,4,2014-04-15 13:44:37,1407.08,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,496,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,opened,2014-04-30 12:53:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,title,2014-04-30 12:53:34,00:00,,1,,"b""b' Mapping List to ReadOnlyCollection no longer works'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,body,2014-04-30 12:53:34,00:00,,1,,"b""b' I noticed a regression when mapping to a read-only collection. With AutoMapper 2.2.0", I was frequently using the following pattern : But with AutoMapper 3.2.1, this no longer works. I get the following exception:Stack:>  at [TDestination](Object source," Action'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,closed,2014-04-30 12:53:49,0.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,1,2014-04-30 12:53:34,1.43,,1,,"b""b' Did you mean to close this? What was the resolution?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,2,2014-04-30 12:53:34,0.6,,1,,"b""b' @jbogard"," no I just wanted to edit it... wrong button.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,reopened,2014-04-30 12:55:36,1.78,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,3,2014-04-30 12:53:34,70.93,,1,,b'b\' I\\\'d like to try and fix it myself, but I can\\\'t open the project... Is there anything specific I need to install? I understand why I can\\\'t load the Android and iOS projects (I don\\\'t have Xamarin installed), but the AutoMapper project won\\\'t load either. Unlike the iOS and Android projects," it doesn\\\'t say ""incompatible"""," but ""load failed""...I have VS2013 Utimate with Update 1\''",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,4,2014-04-30 12:53:34,15.03,,1,,"b'b"" Ah", yes, it\'s the Update 2 RC that I have for the WPA81 targets. There\'sanother solution configuration (the name escapes me) that should work foryou. It\'s Debug or ReleaseNet40 or similar. On Wed, Apr 30, 2014 at 9:06 AM," thomaslevesque notifications@:""'",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,5,2014-04-30 12:53:34,58.03,,,1,"b'b"" Do you mean the  project? It depends on AutoMapper", which I can\'t open... I guess I\'ll have to install Update 2, but I\'d rather wait for the final version. BTW, I also noticed that the problem occurs only at the top-level (i.e. where you call ); the mapping of properties of type ReadOnlyCollection works fine, like in this example: BTW, I noticed that if the type of the property is or  , AutoMapper uses as the concrete type. Even though the class does implement these interfaces, it\'s probably not what the user intends," since it is mutable.""'",,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,6,2014-04-30 12:53:34,18.17,,1,,"b'b"" Nah", the AutoMapper project, there\'s a solution configuration that changethe profile of the root AutoMapper PCL project to one that doesn\'t requireUpdate 2 RC On Wed, Apr 30, 2014 at 10:19 AM," thomaslevesquenotifications@:""'",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,7,2014-04-30 12:53:34,168.25,,,1,"b'b"" Oh"," right! It\'s the ReleaseWin8 configuration. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,closed,2014-06-20 08:32:31,1176.92,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,8,2014-04-30 12:53:34,1000.97,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,511,closed,-,-,-,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,opened,2014-05-07 11:33:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,title,2014-05-07 11:33:09,00:00,,1,,"b""b' Allow custom IProjectionExpression'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,body,2014-05-07 11:33:09,00:00,,,1,"b""b' We are using [DelegateDecompiler]url  to translate client side computed properties to their server side equivalent for Entity Framework Queries.For eg.We have following class Now I can use property in linq queries as follows: It would be great if we could eliminate manually calling Decompile on every query. With custom IProjectionExpression"," we could achieve that as follows:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,1,2014-05-07 11:33:09,60.85,,,1,"b'b"" Wow", this is really, really interesting. Currently, AutoMapper doesn\'t have any dependencies," so I might try to merge this in.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,closed,2014-05-07 12:40:50,67.68,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,reopened,2014-05-07 12:40:53,0.05,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,2,2014-05-07 11:33:09,50.0,1,,,"b""b' If I understand correctly", you are saying you might merge DelegateDecompiler in Automapper. I think it may be a bad idea becauseDelegateDecompiler can be used in queries that do not involve AutoMapper. For example, we are using it in EF queries for stats. However, if you expose its functionality publicly, we will still be able to use it in non AutoMapper queries.DelegateDecompiler depends on ," which may make it difficult to use it in PCL.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,3,2014-05-07 11:33:09,13.3,,1,,"b'b"" Gotcha. Looking at code"," this one might be tough to offer as an extension mostly because it\'s an extension method. What we wind up doing in our projects is create other extension methods to wrap these. For example: There\'s not a lot of ways to extend this internally without resorting to something like exposing an extension for visiting the expression none of which is honestly easier than just the extension method. I\'m also not sure how you\'d turn it off or on (suppose I had something that was something like AfterMap).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,4,2014-05-07 11:33:09,33.45,,1,,"b""b' Ok. We have settled on following code in our project And replace all calls to Project().To with AutoMap().To'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,closed,2014-06-06 01:24:38,763.75,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,5,2014-05-07 11:33:09,1256.47,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,515,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,opened,2014-07-07 19:20:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,title,2014-07-07 19:20:09,00:00,,1,,"b""b' Error: Type does not have a default constructor when using destination override and abstract types'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,body,2014-07-07 19:20:09,00:00,,1,,"b'b"" Automapper throws a exception when trying to map a concrete source type to a destination abstract type using the with Projection. For the purpose of reproducing the problem", here is the code for a console application.I was using automapper version 3.2.1.0," but i think this bug affect other versions too.  EDIT: I found some gotchas in my first try to fix the bug. I\'m gonna test it a little more before sugesting a solution.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,1,2014-07-07 19:20:09,492.83,,1,,"b'b"" Yeah", I think the As method isn\'t used in LINQ right now," as I couldn\'t think of a scenario of why you\'d want it. But your example makes sense.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,2,2014-07-07 19:20:09,670.47,,1,,"b""b' You right Jimmy", i can always use and it will work the same way. My goal is that using interfaces i can define a type contract for extracting data in different databases. Think of a layer that extract data from different database structures while still allowing to filter, order e etc. After some digging in the source code i made it partially work but also i found that i simple cannot cast a  to for the root type," member types as interfaces will work. Bellow is the modified source code: And bellow the partially working '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,3,2014-07-07 19:20:09,397.6,,,1,"b""b' Fixed!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,closed,2015-07-17 21:21:03,120.9,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,4,2014-07-07 19:20:09,1017.75,,1,,"b""b' @jbogard This broke the example in #773. I guess I should have written an integration test"," because AsQueryable is not very useful.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,5,2014-07-07 19:20:09,999.52,,1,,"b""b' @jbogard Actually I believe this breaks any EF projection :(. So definitely rollback and integration tests :).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,6,2014-07-07 19:20:09,416.55,,,1,"b""b' Yeah"," it does. Rolllling back.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,reopened,2015-07-27 15:41:07,1100.07,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,7,2014-07-07 19:20:09,107.15,,1,,"b'b"" I\'m not sure how this would work for any LINQ provider. Taking off of 4.0 for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,8,2014-07-07 19:20:09,242.13,1,,,"b'b"" Same problem with EntityFramework"," I use this as a configuration: This worked in previous version but not it doesn\'t work anymore (objects are still the EF proxy after the map):  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,closed,2015-08-18 03:42:55,721.8,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,9,2014-07-07 19:20:09,320.97,,1,,"b""b' This thread has been automatically locked since there has not been any recent activity after it was closed. Please open a new issue for related bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,551,closed,-,-,-,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,opened,2014-07-25 21:41:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,title,2014-07-25 21:41:01,00:00,,1,,"b""b' Redundant IProjectionExpression"," use ProjectTo() instead of Project().To()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,body,2014-07-25 21:41:01,00:00,1,,,"b""b' Here is solution (additional code for  class):  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,1,2014-07-25 21:41:01,514.2,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,2,2014-07-25 21:41:01,1214.85,1,,,"b'b"" :thumbsdown: The reflection stuff sucks. I honestly don\'t mind the two methods any more"," I create extension methods for Project().ToList() and ToSingleOrDefault() etc.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,closed,2014-09-07 02:30:04,289.05,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,3,2014-07-25 21:41:01,1129.25,1,,,"b""b' Sorry", Jimmy, but this is not a reflection in its pure meaning. Moreover the same appoach is using in the Queryable extension method bodies, but, of course, in more clean way just take a look at the  sources, for example, via Reflector or dotPeek. Btw, if you introduce these new methods," how you are planning to deal with new EF6 XxxAsync methods?'""",,,,,,,,,,,,,,,,,,,,,,
AutoMapper,561,closed,4,2014-07-25 21:41:01,39.28,,1,,"b'b\' You could do a ""static reflection"" like this to find  method  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
