REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,
ravendb,8803,closed,4,2019-02-26 16:37:02,53.12,,1,,"b'b"" no", I\'m not I\'m checking on all stores," i have added the load too and test still passes.""'",,,,
ravendb,8803,closed,5,2019-02-26 16:37:02,333.33,,1,,"b""b' @ayende i have modified the test"," it still  passes.'""",,,,,
ravendb,8803,closed,closed,2019-02-27 19:55:30,621.47,0,6,0,,,,,,,
ravendb,8803,closed,-,-,-,0,6,0,,,,,,,
ravendb,9043,closed,opened,2019-04-03 09:36:43,,,,,,,,,,,
ravendb,9043,closed,title,2019-04-03 09:36:43,00:00,,1,,b'b\' RavenDB-13302: Due to non thread safe _ call," we ""\\xe2\\x80\\xa6\''",,,,,
ravendb,9043,closed,body,2019-04-03 09:36:43,00:00,,1,,"b'b\' \\xe2\\x80\\xa6refreshing"" OldestActiveTransaction member during flush\''",,,,,,
ravendb,9043,closed,1,2019-04-03 09:36:43,172.72,,1,,"b""b' LGTM. On a side note", this is an effect of a race condition; the question is now that we know this one can happen, we probably should explicitely mark (even if with comments) which variables on the execution codepath are shared between threads. The rationale is that while this code doesnt change much," we have to be extra careful when modifying code on this general area. Having an audit of the shared state can diminish the probability of this kind of race conditions happening again. '""",,,
ravendb,9043,closed,2,2019-04-03 09:36:43,0.87,,1,,"b""b' The is _literally_ called  '""",,,,,,
ravendb,9043,closed,3,2019-04-03 09:36:43,1.48,,1,,"b""b' @ayende Yes"," but the audit should be on the chain of methods that rely on that shared state. The shared state is secondary. '""",,,,,
ravendb,9043,closed,4,2019-04-03 09:36:43,5.93,1,,,"b'b"" We have a racy bag we know and we need to be racy (for performance reasons)... Now we have the state which is \'shared\' and \'racy\' And we have methods and that takes decisions from that state. Therefore and are tainted", whatever lever they pull, it has to be considered as dangerous. If uses either one of those, it has to have mitigation steps in place to deal with the  properties of and which are transitive. If it does not," it has to be tainted too.  ""'",,
ravendb,9043,closed,5,2019-04-03 09:36:43,38.42,,1,,"b""b' We will create a 4.1 PR for this and do a 4.1 -> 4.2 merge'""",,,,,,
ravendb,9043,closed,closed,2019-04-03 13:16:08,219.42,1,6,0,,,,,,,
ravendb,9043,closed,reopened,2019-04-03 13:36:19,20.18,1,6,0,,,,,,,
ravendb,9043,closed,closed,2019-04-03 14:06:29,30.17,1,6,0,,,,,,,
ravendb,9043,closed,-,-,-,1,6,0,,,,,,,
ravendb,9170,closed,opened,2019-04-21 20:16:52,,,,,,,,,,,
ravendb,9170,closed,title,2019-04-21 20:16:52,00:00,,1,,"b'b"" RavenDB-13434: Added SearchOperator parameter to IRavenQueryable\'s Se\\xe2\\x80\\xa6""'",,,,,,
ravendb,9170,closed,body,2019-04-21 20:16:52,00:00,,1,,"b""b' \\xe2\\x80\\xa6arch'""",,,,,,
ravendb,9170,closed,1,2019-04-21 20:16:52,1295.87,,1,,"b'b"" I\'ve pushed some small adjustments. If this will go to 4.2 and as far as I understood this was the target"," then we will not have any backward compatibility concerns here.""'",,,,,
ravendb,9170,closed,2,2019-04-21 20:16:52,10.27,,1,,"b""b' 4.2 PR: url '""",,,,,,
ravendb,9170,closed,closed,2019-04-22 18:03:00,1306.13,0,4,0,,,,,,,
ravendb,9170,closed,3,2019-04-21 20:16:52,715.27,,1,,"b""b' This is important in v4.1"," we have a customer that is being blocked by this.  '""",,,,,
ravendb,9170,closed,reopened,2019-04-23 05:58:19,715.32,0,5,0,,,,,,,
ravendb,9170,closed,closed,2019-04-23 06:43:53,45.57,0,5,0,,,,,,,
ravendb,9170,closed,4,2019-04-21 20:16:52,47.38,,1,,"b""b' Merged.'""",,,,,,
ravendb,9170,closed,-,-,-,0,6,0,,,,,,,
