REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,opened,2011-05-15 10:17:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,title,2011-05-15 10:17:19,00:00,,1,,"b""b' uncaughtException Possible Memory Leak'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,body,2011-05-15 10:17:19,00:00,1,,,"b'b"" I have a module that in essence is a https client and another that sends emails for alerts.The main application is a web server that listens for post data"," makes a request to a remote host via my module and returns a response in JSON format. Here is a quick and dirty sample of what the main app looks like. I am using Apache Bench to throw some requests at the application which responds as expected however after a few 100 requests memory starts to increase. 1M requests later I have consumed the majority of the memory on the box. Multiple GB of Memory. During Load Testing of the Application even trickling 1 2 requests a second memory just goes up and never appears to be released. I am using () to monitor and report RSS / VSIZE of the process. The uncaughtException Handler is never fired and the application responds as expected minus the increasing memory and what appears to be a lack of releasing resources. Removing the (\'oncaughtException\') code I can see memory stay steadily around 630 650 MB and it does in fact go down during GC as expected.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,1,2011-05-15 10:17:19,42.53,,,1,"b'b"" Some stats during application profiling Node Version 0.4.7OS Details: Fedora Core 14 64 Bit Without (\'uncaughtException\') handler13k Requests @ 20 Concurrent Users  Total Memory Used 655.97 MBRunning Time 35 Minutes constant LoadPost Testing (5 min Cool Down) Memory Usage 632 MB  With (\'uncaughtException\') handler1700 Requests @ 20 Concurrent Users Memory Snap Shots0 Requests @ 0 Min  Memory Usage 632 MB1.5k Requests @ 5 Min Memory Usage 741 MB3.5k Requests @ 10 Min Memory Usage 833 MB6k Requests @ 15 Min Memory Usage 935 MB8.1k Requests @ 20 Min Memory Usage 1028 MB Stopped Test sat idle for 5 Minutes Memory Usage 1028 MB ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,closed,2011-05-15 10:59:52,42.55,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,reopened,2011-05-15 11:03:08,3.27,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,2,2011-05-15 10:17:19,8.62,,1,,"b""b' Updated to latest source code v0.4.8-pre and it appears to have resolved the problem'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,closed,2011-05-15 11:08:28,5.33,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1051,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,opened,2011-05-25 05:15:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,title,2011-05-25 05:15:53,00:00,,1,,"b""b' Issue of  and '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,body,2011-05-25 05:15:53,00:00,,1,,b'b\' Hi all, I may found a issue of vm in  0.4.8. Actually, the issue are founded from executing external javascript for url url  in jsdom. When executing javascripts in jsdom," it always throw ""google is not defined"" error. After debug", I know how to reproduce and write down the following test code: The result is the following: Those two tests do the same thing. The only difference is in test 2 the codes are merge to one line to execute. I have no idea on this, could anyone help me to solve this issue?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,1,2011-05-25 05:15:53,50.03,,1,,"b""b' If I use the vm"," the error is the same:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,2,2011-05-25 05:15:53,29.82,,1,,"b""b' After discussion with indutny on irc channel of "," he gives the following code to make it works as expected:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,closed,2011-05-25 06:35:44,79.85,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,reopened,2011-05-25 06:37:29,1.75,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,3,2011-05-25 05:15:53,3.18,1,,,"b""b' Sorry for mis-operation. Anyone could help me to explain the internal differences of those test codes? Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,4,2011-05-25 05:15:53,47.8,,1,,"b'b"" runInNewContext does not use sandbox object itself as the global for the new context", the sandbox is copied from before running and copied to after running. **proto** is not copied, of course (nor are getters and setters), so forget **proto**. Second thing is, first level self-references ( = sandbox) are translated to self-references in the actual global object and vice-versa," that\'s why  = ... assigns to (new context\'s) global google and the next assignment works.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,5,2011-05-25 05:15:53,456.32,,1,,"b""b' @herby is it correct what nodejs does with self-references? Node translates first level refs"," but other refs on sublevels are not translated.And that causes many issues and I suppose even memory leaks: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,6,2011-05-25 05:15:53,53.2,,1,,b'b\' This can\\\'t be the cause of memory leaks at all just imagine it would not translate anything at all. It\\\'s just the object reference like any other. If a memory leak occurs," then something else did not release the pointer.As for ""correctness"" from more philosophical point of view shallow copying is done", so shallow translation occurs. You definitely do not want to deep copy sandbox into context\\\'s global. Other possibility is not to translate at all but then you simply cannot pass self-references in sandbox at all (like, \\\'global\\\' global variable pointing to context\\\'s global object which is actually used in module code for NODE_MODULE_CONTEXT=1 case).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,7,2011-05-25 05:15:53,10.45,,1,,"b'b"" @herby I\'m not sure"," but I think that the LOOP references between javascript objects in different contexts are not garbage collected correctly. Due to V8::Context is a special type of handle and should be freed manualy.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,8,2011-05-25 05:15:53,30.08,,,1,"b'b"" Maybe. I coded node_ by borrowing from  and  and adding a possibility of standalone Script object", which is functionality in runInThisContext and runInNewContext methods. They work fine (well, runInThisContext does not when called from other than main context, which I filed as a bug, and which is not a matter of the code itself but it\'s proper wiring into v8, but no one got interested); but as for runInContext, it\'s someone else\'s addon," so either he or someone else should devise some solution if it is at all possible (maybe MakeWeak and gc callback if it is possible for a Context?).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,9,2011-05-25 05:15:53,960.03,,,1,"b""b' As documented in #1801", I believe I\\xe2\\x80\\x99ve closed this with elliottcable@cf21650. I\\xe2\\x80\\x99d appreciate if you\\xe2\\x80\\x99d clone and compile against that," and see if you can still reproduce this issue. (Many of these issues seem related.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,10,2011-05-25 05:15:53,998.18,,1,,"b'b"" @elliottcable This doesn\'t appear to be affected by the referenced pull.  Inherited properties of the sandbox object don\'t make it into the context.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,11,2011-05-25 05:15:53,65.27,,1,,"b""b' @isaacs I \\xe2\\x80\\xa6 must be mis-reading something. Wasn\\xe2\\x80\\x99t that the entire point of what we just changed? Now", the context should receive the entire prototype chain of the sandbox. I can\\xe2\\x80\\x99t build and test from here," on my iPad; but that massively surprises me. :x'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,12,2011-05-25 05:15:53,346.48,,1,,"b""b' Not sure what is supposed to be the output"," but running @fbzhong latest test case against v0.8.14 I get the following for test 1: and the following for test 2: So... any feedback on what has happened to test 1?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,13,2011-05-25 05:15:53,1218.52,1,,,"b'b"" You can\'t use  . Besides"," the test uses (\'evals\') an internal API and not in any way stable. Closing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,closed,2012-12-05 04:25:15,1307.77,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1105,closed,-,-,-,2,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,opened,2011-05-30 15:58:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,title,2011-05-30 15:58:51,00:00,,1,,"b""b' Bug in exposing V8::Context as an Javascript object'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,body,2011-05-30 15:58:51,00:00,1,,,"b'b"" Context is a special type of handle in V8 engine", and is not accessible by javascript code.Node does make it accessible through CreateContext and EvalMachine. It\'s havily used by Node internally. But it seems there is a mistake at how Node does this job. Before running code in a sandboxed context it simply copies all first-level properties of the sandbox to the context. And it copies them backward after the execution is finished.Node correctly translates self-references (links to sandbox itself) but only at first level. **Deeply stored self-references are not translated**. And that\'s the core problem I think. It definetily is responsible for memory leaks like this one: url I tried to solve it by myself," but failed. I\'m not an expert at Node and V8.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,1,2011-05-30 15:58:51,43.12,1,,,"b'b"" It\'s a bad idea to copy all the tree of object properties to translate deep self-references (if it\'s possible at all). So maybe there is some way to proxy access to javascript sandbox into context->Global() object in realtime?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,closed,2011-05-30 16:41:59,43.13,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,reopened,2011-05-30 16:42:01,0.03,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,2,2011-05-30 15:58:51,97.27,,1,,"b'b"" \'Deeply stored self-references are not translated. And that\'s the core problem I think.\' That is not", the problem is not gcing contexts (or, its holder, it is not published to js level directly). You can create other over-context loops using other external objects, as well (for example, to create tri-cycle with three sandboxes and three contexts; no translation will help you here). The problems is, if it is, in v8 not gcing over-context references involving external objects well.Maybe it was bad idea of runInContext\'s author (though, it is elegant) to merge role of context and role of sandbox (they need not to be merged for a runInContext functionality), this may break the cycles. Maybe. But then, two objects would need to be tracked (the context as well as its sandbox), because they shouldn\'t have references to each other. That would be cumbersome.context->Global() is very special object, too," so I don\'t know if it is possible to do anything useful with it (like injecting some proxying).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,3,2011-05-30 15:58:51,907.98,1,,,"b'b"" It\'s a misbihaviour of Node. User gives a sandbox like this one: and the code running inside the context sees it as: That\'s very-very bad. We need help from core development team here.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,4,2011-05-30 15:58:51,3.28,1,,,"b'b"" That\\\\s exactly the behaviour of it. It won\'t be fixed", afaict. Shallow copying occurs. shallow translation occurs.Only thing you can get by this is that the translation would be removed completely (and cumbersome \'global = ({})();\' would need to be prepended before every script that need the self-reference). And once more, there is no sane possibility that the translation can occur deeply. You are putting objects in the sandbox because you want _them_ to be used, not their copies. And of course, you don\'t want to change sandbox into context\\\\s global inside those external objects (which may in the meantime be used by other code asynchronously, not to mention the need to restore it, and what if the code inside changed them, ..., total mess). So what is exactly your point? Because this is _not_ very-very bad (every single object you pass into context\'s global through sandbox is external," and every object such an object holds in its properties etc. down the tree. Every single one. Think about it for a while.). The non-gcing is very-very bad. Nothing else.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,5,2011-05-30 15:58:51,67.65,1,,,b'b\' When I say that it\\\'s very-very bad, I mean that the user (developer) does not expect that the first-level properties will be translated," and the next levels will not. That\\\'s not common sense. And I\\\'m sure there will be plenty of bugs in the future (and today) caused by this ""feature"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,closed,2011-06-01 10:38:10,1076.15,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,reopened,2011-06-01 11:13:33,35.38,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,6,2011-05-30 15:58:51,147.63,1,,,"b'b"" Nevertheless", what is the _bug_? The title says about problematic exposing of v8::Context, but you blame translating only first level (but only that is copied). These thing are orthogonal. Independent. So what is this issue really about?If you want to take away the translating, you should (afaict) create new issue, because memory leaks because of over-context cycles has nothing ever to do with the translating process, but you always attack this process as the bad thing.And even if you manage to get the translation removed, you won\'t solve3 anything, because self-references may still appear. So," what is it that _really_ bothers you?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,7,2011-05-30 15:58:51,46.32,,,1,"b'b"" I think that the whole concept of how Node allows javascript code access contexts is bug-producing.Memory leak is caused by the same process: Notice that \'ctx\' is not a common object", it\'s an object created internally by Node to hold the context data. And _that_ kind of loop references causes memory leak.I\'m not sure how that comes out, suppose this is not a problem in V8 GC but in Node. BTW, I found a hack how to fix it using .**proto** and one temporary field __box: No memory leaks," no uncommon behaviour of sandbox.But it\'s a hack :) Probably it can be implemented inside Node itself?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,8,2011-05-30 15:58:51,60.52,1,,,b'b\' If you are concerned about createContext results and their leaks," then please close this issue (where you mix everything up) and make yourself clear.The ""translation"" thing is completely independent of all this. If you dislike it", make feature request for its removal.And the problem may well be in v8 GC, but if it is not, then in node it is only an issue of properly monitor and dispose of the context object, which is primarily the resposibility of createContext method and WrappedContext class. The rest is the rest. Thanx.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,9,2011-05-30 15:58:51,16.23,1,,,"b'b"" By the way: v8 globals are not in fact what they look like every global object in a context is in fact a proxy for the real global object. What you did with your **proto** magic is that you just disconnected the global proxy from the real global object and connected it to another object (the window). Despite the fact that this is a really bad thing to tamper with", you in fact destroyed the whole concept of a context itself a context is a context because of its own, different global with its private Object, Number, String etc. So in fact, your code run in context of window, not in context of what was ctx.I presume, if you run your **proto** code many times and each time create new window object (not reusing an existing one), the leak may as well reappear (by that I am proposing the leak is still there, but instead leaking the newly created context each time, it leaks the (reused) window each time, so you can\'t see it).Edit: But, for the window-leak to be visible, you should match the memory of the context with memory of the window," so put a new Array(10000) into each such new window object).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,10,2011-05-30 15:58:51,32.22,,1,,"b'b"" I did test as you proposed", with new window containing Array(10000) no leaks. Yes, you are right that code runs in context of window in my code. But this is one of two ways to run code in the environment fully determined by the developer. The other one is to create a _full_ copy of provided sandbox (with all self-references translated)," and after execution copy all back. Is the way I did it dangerous? I don\'t have enough understanding of Node and V8 to see it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,11,2011-05-30 15:58:51,187.67,,1,,b'b\' Thanx for running the test, Strange that it did not leak... The contexts are more complex, as I have written, the context are about having all basic global object (Object, String, Number, ..., plus all their methods) private. If you want to use context to run in context of window, you are really dangerously and error-prone abusing the mechanism of contexts, which have the real global object and the actual global object decoupled through _ _ proto _ _ proxying which you hijacked. This can lead to very strange errors. Yes, it can be labeled by the word \\\'dangerous\\\'. In any way," there are two things the leak because of cycles involving WrappedContext and the rest (including the convenient ""translation"" mechanism)", which are independent, and the former is the problem, not the latter. Since your _ _ proto _ _ manipulating code (which is not ES5-compliant, so I look with some suspicion on it, but it is there) stopped the leak, it seemed the main source of leak is the (true) global object itself, and the fact that _ _ proto _ _ manipulation is enough to stop the leak leads to (logical) conclusion that the \\\'this\\\' (that is, context\\\'s global proxy) is the culprit that holds the leak came up, that was my hypothesis from earlier post. This bring some more interesting questions as to where the leak\\\'s root is, but, as I presented a few times before, it is very unhappy to mix things together as you did in the first post," and be as precise as possible when pointing to what is the problem and what is not (cycles with createContext are; the ""translating"" process is not).I would like to see the test case with the ""new window containing new Array(10000)"" compared with ""plain runInContext"" scenario to be able to compare them", and eventually come up with some variants to see what is the real problem behind the leaks. But, you must see it yourself, the fact that the translation occurs at the first level is completely agnostic to the fact that the leak occurs (after all, you admit it yourself with \\\' //win.b = win;  // <this way memory is not leaking\\\'), so do not mix two different things up. It would be better to close this, start another issue and include two very similar codes which one leads to leaks and second does not (without that line present; the best would be probable something like \\\'win={a:{b:win}}; //second level to stop translating it\\\' to make it short and clear. Edit: BTW, it seems that new Array(10000) in fact does not create new object with 10000 elements, it just create empty array object reporting length 10000, so if you could, repeat the test with something more realistic (like," Array(10000).join(""x"")+()).\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,12,2011-05-30 15:58:51,174.2,,,1,"b""b' Yes"," you are right. I have mixed two things up.Here is a more clean view of a memory leak: url Thank you.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,closed,2011-06-02 21:42:56,629.38,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1127,closed,-,-,-,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1131,closed,opened,2011-05-31 13:58:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1131,closed,title,2011-05-31 13:58:54,00:00,,1,,"b'b\' Bug in ""Date"" object\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
