REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,
devise,1141,closed,closed,2011-06-16 09:09:34,659.65,0,4,1,,,,,,,,,,,,,,,,,,,,,,
devise,1141,closed,4,2011-06-15 22:09:55,9.12,,1,,"b'b"" Then something is wrong with generating documentation"," as \'master\' documentation is actually for \'1.2.rc\' you can see it here url  (const VERSION).""'",,,,,,,,,,,,,,,,,,,,
devise,1141,closed,5,2011-06-15 22:09:55,13.23,1,,,"b""b' Weird. Do you know if there is an easy way to force it to be rebuilt? (I have closed this by mistake"," reopening).'""",,,,,,,,,,,,,,,,,,,,
devise,1141,closed,reopened,2011-06-16 09:31:57,22.38,1,5,1,,,,,,,,,,,,,,,,,,,,,,
devise,1141,closed,6,2011-06-15 22:09:55,10.58,,1,,"b""b' I never did it myself"," but you may check this page url  how to set up automatic documentation generation after each commit.'""",,,,,,,,,,,,,,,,,,,,
devise,1141,closed,7,2011-06-15 22:09:55,52.53,,,1,"b'b"" Thanks"," hook added. Let\'s see how it goes!""'",,,,,,,,,,,,,,,,,,,,
devise,1141,closed,closed,2011-06-16 10:35:03,63.1,1,6,2,,,,,,,,,,,,,,,,,,,,,,
devise,1141,closed,-,-,-,1,6,2,,,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,opened,2011-07-21 15:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,title,2011-07-21 15:03:00,00:00,,1,,"b""b' Consider after_sign_up_path_for(resource) over stored_location_for(scope)'""",,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,body,2011-07-21 15:03:00,00:00,,1,,"b'b"" Because this don\'t work: url ""'",,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,1,2011-07-21 15:03:00,876.27,,1,,"b'b"" I am having the same issue with redirecting a user after sign_up. I followed the guidelines outlined on the wiki located here: url  It doesn\'t seem to work. I tried implementing the 10dd199 fix and it didn\'t seem to work either. Any help?""'",,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,2,2011-07-21 15:03:00,430.55,1,,,"b""b' @bhardin This is annoying", because this fix worked for me," using exactly the same method as that How To.'""",,,,,,,,,,,,,,,,,,,
devise,1208,closed,closed,2011-07-22 12:49:49,1306.82,1,3,0,,,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,reopened,2011-07-24 21:01:21,491.53,1,3,0,,,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,3,2011-07-21 15:03:00,687.5,,1,,"b""b' The default behavior is to always consider stored_location_for first. This is also what happens after sign in. If you want to change this"," simply override redirect_location instead.'""",,,,,,,,,,,,,,,,,,,,
devise,1208,closed,closed,2011-07-25 00:17:19,195.97,1,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,1208,closed,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,opened,2011-07-24 22:27:20,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,title,2011-07-24 22:27:20,00:00,,1,,"b""b' ruby 1.9.3 head'""",,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,body,2011-07-24 22:27:20,00:00,,1,,"b'b"" I\'m trying to run a 1.9.2 project with ruby 1.9.3 head (from rvm). I do receive this error: bundle install...Using database_cleaner (0.6.7) Using orm_adapter (0.0.5) Using warden (1.0.4) Using devise (1.4.0) from git:// (at master) /-1.9.3-:1921:in  to_yaml\'    from /-1.9.3-:85:in ""'",,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,1,2011-07-24 22:27:20,116.27,,1,,"b""b' We are properly tagging everything as UTF8. Ruby 1.9.3 bug?'""",,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,closed,2011-07-25 00:23:36,116.27,0,3,0,,,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,2,2011-07-24 22:27:20,447.38,,1,,"b'b"" i tried with ruby 1.9.2p290", and i\'ve got the same error. Devise as gem worked, with both ruby," but from the repository don\'t.""'",,,,,,,,,,,,,,,,,,
devise,1217,closed,reopened,2011-07-25 11:58:42,695.1,0,4,0,,,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,3,2011-07-24 22:27:20,248.25,,1,,"b""b' This is weird. I am letting it open as documentation"," but it seems unlikely to be a Devise bug. Thanks for reporting.'""",,,,,,,,,,,,,,,,,,,,
devise,1217,closed,4,2011-07-24 22:27:20,527.17,,1,,"b""b' I know the cause of this problem: your gemspec file has UTF-8 characters.  I encountered something similar here: url '""",,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,5,2011-07-24 22:27:20,142.23,,1,,"b""b' But we are properly marking the encode as utf-8"," so it looks like a ruby bug?'""",,,,,,,,,,,,,,,,,,,,
devise,1217,closed,6,2011-07-24 22:27:20,819.55,1,,,b'b\' I still cannot explain why installing the gem doesn\\\'t present this problem," but I think I solved the github download: It turns out that for the default LANG environment variable wasn\\xe2\\x80\\x99t set by default on my system.  $ localeLANG=LC_CTYPE=""en_-8""LC_NUMERIC=""en_-8""LC_TIME=""en_-8""LC_COLLATE=""en_-8""LC_MONETARY=""en_-8""LC_MESSAGES=""en_-8""LC_PAPER=""en_-8""LC_NAME=""en_-8""LC_ADDRESS=""en_-8""LC_TELEPHONE=""en_-8""LC_MEASUREMENT=""en_-8""LC_IDENTIFICATION=""en_-8""LC_ALL= Since ruby relies on LANG to pick out the correct encoding"," it gets confused when trying to process the gemspecs containing the UTF-8 characters. This fixed it on my ubuntu box: $ sudo echo ""LANG=en_-8"" >again", not sure why installing as gem doesn\\\'t present the problem...\'',,,,,,,,,,,,,,,,,,
devise,1217,closed,closed,2011-08-02 08:21:29,1222.78,1,7,0,,,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,7,2011-07-24 22:27:20,444.65,,,1,"b'b"" @enrico Thanks for your explanation. I have spent hours trying to figure this out. The idea that user needs to set their language to UTF-8 in order to install a gem seems very wrong to me.  @josevalim Thanks so much for your contributions to the community. I rely on your code daily. That being said", I am sure that many people are starting to, or have run into this exact issue because your names\' containing unicode characters in the gemspec. To help prevent others spending hours in frustration," may I suggest that you address the problem in a note in the readme or something? Just something to let people know what to check for if they cannot install your gems from source.  Thanks!""'",,,,,,,,,,,,,,,,,,
devise,1217,closed,8,2011-07-24 22:27:20,446.5,,1,,"b'b"" It doesn\'t make sense to change the README when it seems to be a Ruby bug.The gemspec is properly marked as UTF8: url ""'",,,,,,,,,,,,,,,,,,,,,
devise,1217,closed,9,2011-07-24 22:27:20,455.85,,1,,"b""b' I understand that it is not a problem with your code. Not everyone (myself included) understands this though", and it would just be something helpful to do so that people understand that it is not a problem with devise, inherited_resources," etc.'""",,,,,,,,,,,,,,,,,,
devise,1217,closed,-,-,-,1,9,1,,,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,opened,2011-07-26 09:49:01,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,title,2011-07-26 09:49:01,00:00,,1,,"b""b' devise_for does not like optional parameter scopes'""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,body,2011-07-26 09:49:01,00:00,,1,,"b'b"" In the routes", I was using a scope \'(:locale)\' for the entire application.  Since version 1.4.1 of devise," it generates an obscur RuntimeException(\'can not modify frozen hash\') and I was not able to have more information about the location of the problem.""'",,,,,,,,,,,,,,,,,,,
devise,1218,closed,1,2011-07-26 09:49:01,123.33,,,1,"b""b' Please include Rails version and backtrace. Thanks.'""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,2,2011-07-26 09:49:01,46.48,,1,,"b'b"" Rails version 3.0.9 with Ruby 1.9.2p180For the stack trace ... well there is none... It just display \'RuntimeError (can\'t modify frozen hash)\'.""'",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,3,2011-07-26 09:49:01,43.65,,1,,"b'b"" OK this time I\'m not using optional parameter scope"," but still had an exception. This time I\'ve got a stack trace so here it is: Hope it will help.""'",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,4,2011-07-26 09:49:01,1140.62,,1,,"b""b' It seems to be some related to Rack::Mount version? Have you tried updating both Devise and Rack Mount gems?'""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,5,2011-07-26 09:49:01,307.67,,1,,"b""b' Rails 3.0.9 does not seem to agree with that: url  '""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,6,2011-07-26 09:49:01,156.37,,1,,"b""b' Do you still see the error? Downgrading to a previous rack-mount version does not fix it as well?'""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,closed,2011-08-14 16:07:09,378.13,0,7,1,,,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,7,2011-07-26 09:49:01,572.17,,1,,"b""b' @pierre-schambacher"," what did you find was your fix? I am seeing this now on a project being upgraded as well. '""",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,8,2011-07-26 09:49:01,441.13,,1,,"b'b"" @zdennis: we don\'t really have a fix ... it does work with 1.4.0 (that was yanked) but it\'s already installed in all the computer where we need to use the application. It\'s temporary until we can migrate to Rails 3.1"," and that should fix it.""'",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,9,2011-07-26 09:49:01,1437.68,,1,,"b'b"" OK so migrating to Rails 3.1 does not fix anything... \'can\'t modify frozen hash\'We\'re now using rails 3.1"," devise 1.4.5 and rack-mount 0.8.3.""'",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,10,2011-07-26 09:49:01,237.62,,1,,"b""b' @josevalim"," Can we re-open this issue? I also have this issue with every version of Devise 1.4.x up to 1.4.5. The actual issue comes from rack-mount because it freezes all of the route defaults and then devise appears to try to modify them when adding its own routes (cursory glance). I have downgraded back to what the project was originally running (1.2.rc). My route looks like:  '""",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,reopened,2011-09-12 12:56:57,1249.8,0,11,1,,,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,11,2011-07-26 09:49:01,2.9,,1,,"b""b' Reopened. However"," a way to reproduce the issue is welcome as I cannot reproduce it here. Maybe a change to Devise Gemfile that adds the bad rack-mount version.'""",,,,,,,,,,,,,,,,,,,,
devise,1218,closed,12,2011-07-26 09:49:01,60.07,,1,,"b'b"" I\'m going to produce a test app that trigger the bug.""'",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,13,2011-07-26 09:49:01,1252.37,,1,,"b""b' Closing as nobody provided a way to reproduce.'""",,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,closed,2011-09-29 10:51:04,1314.12,0,14,1,,,,,,,,,,,,,,,,,,,,,,
devise,1218,closed,-,-,-,0,14,1,,,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,opened,2011-07-29 15:32:30,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,title,2011-07-29 15:32:30,00:00,,1,,"b""b' Models Modules Persistence'""",,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,body,2011-07-29 15:32:30,00:00,,,1,"b'b"" hey", first thanks for the great gem, rocks. i\'m using devise in combination with couchdb and have some problems with the persistence of all the hooked-in models modules like trackable, etc.. each of them handles updates of the resource (aka user) doing save(:validate =though i know the problem is not really related to devise, i would like to ask for a devise feature to somehow bulk-collecting all the changes and just update the resource once. maybe you know if there is an easy way to do this with devise and the benefit of a single update would be good for all persistence layer. greets,"jochen""'",,,,,,,,,,,,,,,,
devise,1227,closed,1,2011-07-29 15:32:30,95.0,,1,,"b'b"" Can you provide more details about when this is happening? Which devise modules specifically? In theory", such stuff shouldn\'t be happening," except by the trackable module.""'",,,,,,,,,,,,,,,,,,,
devise,1227,closed,2,2011-07-29 15:32:30,155.9,,1,,"b'b"" hey", it\'s exactly the trackable module, in conjunction with the confirmable module.  a GET to the confirmations_controller#show action will trigger 2 updates to the resource," which sometimes results in couchdb 409 conflict states cause of master-master replication and a replication delay (i think that\'s the problem and see 2 PUTS to the resource in the request log).""'",,,,,,,,,,,,,,,,,,
devise,1227,closed,closed,2011-07-29 19:43:24,250.9,0,3,1,,,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,reopened,2011-07-29 19:44:57,1.55,0,3,1,,,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,3,2011-07-29 15:32:30,23.47,,1,,"b'b"" So what I recommend you to do is to add the following to your application controller: This will skip trackable stuff in all devise controllers", including confirmations, registrations and so on. I don\'t think this should be the default though," as it is specific to couchdb.""'",,,,,,,,,,,,,,,,,,
devise,1227,closed,closed,2011-07-29 20:06:52,21.92,0,4,1,,,,,,,,,,,,,,,,,,,,,,
devise,1227,closed,4,2011-07-29 15:32:30,25.2,,1,,"b""b' obrigado for the hint", this should be sufficient. greets,"jochen'""",,,,,,,,,,,,,,,,,,,
devise,1227,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,opened,2011-08-01 23:33:42,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,title,2011-08-01 23:33:42,00:00,,1,,"b""b' Rails 3.1.0rc5 Mountable Engine URL Scope Bug'""",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,body,2011-08-01 23:33:42,00:00,,,1,"b'b"" When using Devise as a dependency for a mountable engine", the URL scopes aren\'t passed over to the engine\'s scope. I will explain below the use case: Main app: Within the mountable engine\'s routes, I have the following: From there, the URL helpers devise generates are not accessible within the scope or within the scope. (Should just be within the admin scope) That means whenever the FailureApp or the login page tries to references [this line]url  or calling the [url_ line]url  the following error is triggered. I have looked within the Rails source code to figure out how the routing separates engines in their own URL scopes but came up with no hints of how it is achieved. I have no problem generating a use case app if you like and prefer to work off that," but I hope this provides enough context as well. Thanks in advance!""'",,,,,,,,,,,,,,,,,
devise,1229,closed,1,2011-08-01 23:33:42,37.92,1,,,"b""b' We have to issues here. The first one is that proper named URL helpers are not being generated. This needs to be fixed. The second is that both the failure app and the views are asking for a link to the main app", instead of the mounted one. Unfortunately," I think this can only be fixed by changing devise views manually and customizing your own failure app. But this is not hard and it requires about 10 minutes only. We can certainly fix issue one though. Do you mind providing a sample app that reproduces the bug? :)'""",,,,,,,,,,,,,,,,,,,
devise,1229,closed,2,2011-08-01 23:33:42,403.0,1,,,"b""b' Just as an update before I generate a sample app after this", I fixed it with the following initializer within the engine: Then within the routes file (GitHub is a replacement for the website I am using it for): Is there any sort of array of helpers that have been defined by define_mounted_helper in RouteSet? Would it also be possible to find the defined methods to determine what is a mountable engine that has a different route scope? Just thinking out loud here... if there is no array of defined mounted engines or if there is no plan to have such a thing in Rails," would it be possible to add a new key to the block to add more scope for the FailureApp?  '""",,,,,,,,,,,,,,,,,,,
devise,1229,closed,3,2011-08-01 23:33:42,98.67,,1,,"b'b"" Yes", adding your routes to Devise::FailureApp is a good a way to fix part of the first issue. But unfortunately, we can\'t have something like this: Devise initialization is a bit complicated and I don\'t see how devise_for could actually customize how the failure app is going to behave. Besides, what would happen if you are mounted two engines and both of them are using Devise? So I still think the best solution would be to manually: And yes," setting :path_prefix =  :mounted =""'",,,,,,,,,,,,,,,,,
devise,1229,closed,4,2011-08-01 23:33:42,1102.75,,1,,b'b\' Haven\\\'t double confirm yet, but it looks like I am seeing same kind of issue here, if running rails 3.1.0rc5, the home link and the log out link at right upper corner won\\\'t be rendered correctly. The home link will be missing," and the link href of log out link will be ""#""", checked the source codes," looks like these two links are depended on a variable ""root_path"""," and missing of this variable will be rescued with nil or ""#"". I guess the root cause is very close to this issue. Updated: Just confirmed", there are two issues," one is ""root_path"" used in rails_admin", should be none related to devise here. Somehow, there are a second issue," rails_admin used ""destroy_session_path"" to render the log out link", looks like I\\\'m having the same issue here, the URL helper doesn\\\'t work any longer in rails_admin, not sure if the fix should go to devise or rails admin side.\'',,,,,,
devise,1229,closed,5,2011-08-01 23:33:42,998.02,,1,,"b'b"" I\'m having the same problem with  the destroy_session_path.And with the email template on the confirmation_url(object)""'",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,6,2011-08-01 23:33:42,946.25,,1,,"b""b' I am closing this for now. The complaints I have seen so far are related to mounted engines + Rails and is not Devise fault. Devise _could_ be made easier to work with for engine developers and therefore patches are welcome. Feel free to reopen this issue or ping me if you have anything in hand.'""",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,closed,2011-08-29 11:20:18,706.6,2,5,1,,,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,7,2011-08-01 23:33:42,688.13,,1,,b'b\' hi @josevalim, What @dewski described in this issue is exactly what I\\\'m meeting on the upgrade to rails 3.1 of my open source cms engine (). Actually, I\\\'m also trying to embed Devise in my engine. But," it occurs that Devise inside an engine has some ""problems"" to deal with the engine urls (as well as its own generated urls). First", before going further, for the views, there are no real problems in a sense that devise templates can be easily overridden. I\\\'m rather struggling with urls in the Devise::Mailer and Devise::FailureApp classes.  Jos\\xc3\\xa9, as you mentioned it, it\\\'s not a good option to inject all the urls from the engine inside these classes since urls from other engines (or even from the main app) can conflict with them. Besides," the rails 3.1 engine ""scopes"" all the urls meaning that if you call root_url in the code of your engine", it won\\\'t call the root_url of the main app but the one inside your engine routes instead.  So what I suggest is that Devise::Mailer, Devise:FailureApp and other potential classes I\\\'ve not identified yet should be scoped by the engine or the devise_for call (for now, it\\\'s a little bit unclear to me). Thus, engine A, engine B and the main app won\\\'t share the same Devise::Mailer and Devise::FailureApp classes if they specify it in their call to devise_for with some kind of option like :mountable_engine =Hmmm, concerning the Devise::Mailer, instead of having  returning a simple class, we could pass the scope as the argument. By default, it returns the global devise::mailer and if we pass it a scope (and if the mountable_engine is on), we return the custom class built for the engine. Hmm, it may be completely dumb, I don\\\'t know. So I\\\'d be glad to talk with you guys about a clean solution to tackle this problem which is going to be more and more brought up  by the developers of rails 3.1 engine. I do believe Devise has to handle smoothly the authentication among different engines. thanks guys !\''
devise,1229,closed,reopened,2011-11-04 00:39:09,798.85,2,6,1,,,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,8,2011-08-01 23:33:42,112.77,,,1,"b""b' I have reopened the issue. 1) About having a Mailer per scope", I am fine with it. Could you please send a pull request for it?2) Devise::FailureApp: I also agree that it could be configurable on devise_for. Could you provide (another) pull request as well? If you have any further questions," please let me know and I will be glad to help.'""",,,,,,,,,,,,,,,,,,,
devise,1229,closed,9,2011-08-01 23:33:42,33.22,,1,,b'b\' hey thanks Jos\\xc3\\xa9 !  1/ I\\\'m working on it right now.  For instance, as far as it goes,"  will be replaced by something like  ""devise_mapping"" being a method which retrieves the mapping object from the current class name in the Recoverable", Lockable and Confirmable modules. btw: if no mailer option is passed to the devise_for, then we use the default  class. 2/ that\\\'s one is tricky because the FailureApp class is given once to Warden when Devise is initialized. We could modify Warden each time we call the authenticate! method on the warden instance but it\\\'s ugly.  OR, we could patch warden to pass a FailureApp class for a scope. Ex: In this case, I also have to fork Warden. Any ideas ?\'',,,,,,,,,,,,,,,
devise,1229,closed,10,2011-08-01 23:33:42,60.95,,1,,"b'b"" @josevalim", my last thoughts about 2/ before aiming to my bed. Modifying Warden should not be that hard. Only the following method  needs to be modified. In the options argument, we\'ve got everything we need to retrieve the custom failure app. For now," I\'m going to alias this method in Devise (thanks to alias_method_chain) if you don\'t mind. Hope to send you a pull request by the end of the week-end.""'",,,,,,,,,,,,,,,,,,
devise,1229,closed,11,2011-08-01 23:33:42,494.38,,,1,"b'b"" Hey @did", let\'s do this! 1) I don\'t think the mailer should be configured in the router. I believe we should simply change calls to something like: and allow to accept hashes with scope as keys and mailers as values. Then we could change the to use (so we would be sure it wouldn\'t override your configs). 2) I have commit and release access to Warden, so feel free to send pull requests there as well and I will gladly merge it straight away. We could for instance make failure apps configurable per scope in Warden itself. By the way," it is fine for the failure_app configuration to be in devise_for because it is a routing related config. Thanks for all the work!""'",,,,,,,,,,,,,,,,,,
devise,1229,closed,12,2011-08-01 23:33:42,311.6,,1,,"b""b' quick status: 1/ first implementation here: url 2/ coming soon.'""",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,13,2011-08-01 23:33:42,40.45,,1,,"b""b' Added some comments for 1). :)'""",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,closed,2011-11-08 00:03:01,1403.87,2,10,3,,,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,14,2011-08-01 23:33:42,16.6,,1,,"b""b' are you continue working on the issue 2? I meet the same issue with root_path in mountable engine.'""",,,,,,,,,,,,,,,,,,,,,
devise,1229,closed,-,-,-,2,11,3,,,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,opened,2011-08-04 04:44:37,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,title,2011-08-04 04:44:37,00:00,,1,,"b""b' Untrack '""",,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,body,2011-08-04 04:44:37,00:00,,,1,"b""b' Can I convince you? :-) I saw some insistence", like in #397, of tracking it, but that was a year ago and Yehuda [has since cleared the water on the subject]url  that is for app deployment," not public library development. This will avoid noisy commits like 569d205ca7c6f7ad41eec0098aa5f752c53e80a7 and remove some frustration for switching between Ruby versions while developing and testing.'""",,,,,,,,,,,,,,,,,
devise,1239,closed,1,2011-08-04 04:44:37,259.22,,1,,"b'b"" Untracking  makes more complicated for people to collaborate to the project. With ", someone can checkout the project and run it against the same versions as I do," ensuring all tests pass. Yehuda is pretty clear that I don\'t agree with him in this subject. ;)""'",,,,,,,,,,,,,,,,,,,
devise,1239,closed,closed,2011-08-04 09:03:50,259.22,0,2,1,,,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,2,2011-08-04 04:44:37,89.52,,1,,"b'b"" Well", I would disagree that it reduces complication, because Devise tests should pass with the dependencies set in the gemspec -if they don\'t, then failings on finer version specificity that only exists in the is IMO a complication :-) Right now I\'m working on fixes for failing Mongoid tests, which I think should imply bumping the Mongoid version in Devise\'s based on our discussion on 92c9ed2d6c1ef5fe7a02a45f5469b814550ad9b2. But Bundler is generating a with when I\'m using MRI, just as in 569d205ca7c6f7ad41eec0098aa5f752c53e80a7 (Bundler WTF?). So this is a complication for me, as a collaborator, to fuss with. Ultimately it\'s your project," if you\'re unconvinced then all I can do is say that I tried :-)  Thanks for considering!""'",,,,,,,,,,,,,
devise,1239,closed,3,2011-08-04 04:44:37,43.08,,,1,"b""b' Even though I prefer the  checked in", having mongoid tests passing is more important for me than keeping the ," so I am applying this temporarily until I can figure out while bundler is depending on bcrypt-ruby java. Thanks!'""",,,,,,,,,,,,,,,,,,,
devise,1239,closed,reopened,2011-08-04 11:16:33,132.72,0,3,2,,,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,closed,2011-08-04 11:16:50,0.28,0,3,2,,,,,,,,,,,,,,,,,,,,,,
devise,1239,closed,4,2011-08-04 04:44:37,32.3,1,,,"b'b"" It doesn\'t seem to interfere with work actually", if you prefer to revert it -I can run without problem," I just need to manually edit to remove the weirdness before I commit. I\'m sorry for stirring up such trouble :-)""'",,,,,,,,,,,,,,,,,,,
devise,1239,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,opened,2011-08-05 10:46:04,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,title,2011-08-05 10:46:04,00:00,,1,,"b""b' Doc tweaks'""",,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,body,2011-08-05 10:46:04,00:00,1,,,"b'b"" I\'ve just been updating an old app to current Devise"," and it took a few minutes to grok what changed (mainly 09088706bb36f61e8268150936b088de3a677716 -I missed the window for the helpful initializer message about the field that\'s now removed already). Here are a couple of things I caught while getting it sorted.""'",,,,,,,,,,,,,,,,,,,,
devise,1244,closed,1,2011-08-05 10:46:04,87.83,,,1,"b""b' The pepper option was moved to the encryptable module"," so I only merged one commit of the two. THanks!'""",,,,,,,,,,,,,,,,,,,,
devise,1244,closed,closed,2011-08-05 12:13:54,87.83,1,1,1,,,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,2,2011-08-05 10:46:04,4.97,,,1,"b""b' I was looking at fbb77a6edd7e80006af14c5f300f8daaa2050067"," added back after encryptable was extracted -am I misreading the current state of things?'""",,,,,,,,,,,,,,,,,,,,
devise,1244,closed,reopened,2011-08-05 12:22:16,8.37,1,1,2,,,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,closed,2011-08-05 12:22:24,0.13,1,1,2,,,,,,,,,,,,,,,,,,,,,,
devise,1244,closed,3,2011-08-05 10:46:04,4.98,,,1,"b""b' Actually", you are right! Merged," thanks for keeping me sane!'""",,,,,,,,,,,,,,,,,,,
devise,1244,closed,-,-,-,1,1,3,,,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,opened,2011-08-14 17:56:28,,,,,,,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,title,2011-08-14 17:56:28,00:00,,1,,"b'b"" Default Scope in  doesn\'t appear to pick up the scope""'",,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,body,2011-08-14 17:56:28,00:00,,1,,"b'b"" I\'m using Devise 1.4.1 and it doesn\'t appear to be picking up the scope in the devise init file.  I have moved my routes around and it works now because devise_for :users is at the top", instead of owner," but I have  = :user.  Not sure if anyone else noticed this issue.  I have to run a full test to make sure it doesn\'t break anything else or my application but I thought i would let you know.""'",,,,,,,,,,,,,,,,,,,
devise,1272,closed,1,2011-08-14 17:56:28,1.55,,,1,"b""b' Can you provide a failing test case to devise test suite? Thanks!'""",,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,2,2011-08-14 17:56:28,1.43,,1,,"b""b' I definitely can do you have a recommendation or best practice on building one into devise to submit to you?  Even a sample"," so I can build it correctly'""",,,,,,,,,,,,,,,,,,,,
devise,1272,closed,3,2011-08-14 17:56:28,5.48,,,1,"b""b' Actually", I am realizing it would be hard to add a test for this because weonly boot an application inside Devise once. :(In case you are not familiar, inside Devise we have a vendored Rails app: url  This app has the same configuration files as your app: url  So I just changed the line above to:  = :account And suddenly Devise tests started to fail. This means the value in theconfiguration file is taking higher precedence than the route one here: url  In other words," I could not reproduce the bug you just reported. Maybe youcould create a simple application in Github that reproduces the issue then? Thank a lot!'""",,,,,,,,,,,,,,,,,,
devise,1272,closed,4,2011-08-14 17:56:28,0.22,,1,,"b""b' Also is there anything I can try first to reinstall or configure. I have upgraded from 1.1.7 to 1.4.1'""",,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,closed,2011-08-14 18:05:09,8.68,0,4,2,,,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,5,2011-08-14 17:56:28,1.52,,1,,"b'b"" I can\'t recall anything in particular", it should work without issues.However," you should probably take a look at the CHANGELOG.""'",,,,,,,,,,,,,,,,,,,
devise,1272,closed,6,2011-08-14 17:56:28,141.1,,1,,"b'b"" Ok So I just changed my  file with :accounts"," and it didn\'t fail for me.  So it is definitely not picking it up for me.  Not sure why.  I\'ll try to build an application but I\'m using subdomains and some name spaced stuff""'",,,,,,,,,,,,,,,,,,,,
devise,1272,closed,reopened,2011-08-14 20:28:07,142.97,0,6,2,,,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,7,2011-08-14 17:56:28,3.15,,1,,"b'b"" Ok just a bit more information.  It is scoping the user and my views properly.  All appears to work but the mailer.  It doesn\'t seem to scope my mailer correctly unless I move the routes to the top. I\'m also using Delayed jobs  I keep recycling the server when I make a change""'",,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,8,2011-08-14 17:56:28,141.62,1,,,"b'b"" Hey  like it might be a Devise_Invitable  at it here and will let you know.  I\'m trying to get my application deployed tonight and looks like it isn\'t going to happen :(""'",,,,,,,,,,,,,,,,,,,,,
devise,1272,closed,9,2011-08-14 17:56:28,6.25,,1,,"b'b"" Can\'t you simply move the users routes to the top or the accounts one to thebottom? Or this still cause issues?""'",,,,,,,,,,,,,,,,,,,,,
