REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,
libuv,229,closed,10,2011-10-28 12:05:06,615.97,,1,,"b""b' This was landed in fe97c4dc63552ac830a82340f1c59c2a8bdfafe1.'""",,,,,,,,,,,,
libuv,229,closed,closed,2011-11-04 22:09:53,505.42,0,9,3,,,,,,,,,,,,,
libuv,229,closed,-,-,-,0,9,3,,,,,,,,,,,,,
libuv,256,closed,opened,2011-11-23 06:40:55,,,,,,,,,,,,,,,,,
libuv,256,closed,title,2011-11-23 06:40:55,00:00,,1,,"b""b' Enable omitting pages from filesystem cache  read'""",,,,,,,,,,,,
libuv,256,closed,body,2011-11-23 06:40:55,00:00,,1,,"b'b"" Necessary when reading a large number of files exactly once", as for backup or indexing or synchronization. On Linux, posix_fadvise() provides this. I don\'t believe it\'s in libeio. Note," on ARM Linux the syscall is  ""'",,,,,,,,,
libuv,256,closed,closed,2011-11-28 01:07:04,1106.15,0,2,0,,,,,,,,,,,,,
libuv,256,closed,1,2011-11-23 06:40:55,1315.08,,,1,"b""b' This would be worth adding to fs-ext rather than node core. Patches are always welcome.'""",,,,,,,,,,,,
libuv,256,closed,2,2011-11-23 06:40:55,58.18,,1,,"b'b"" I don\'t understand why it doesn\'t belong in libuv. Flagging whether or not to impact the filesystem cache is required for any procedure reading a large number of files once each (backup", indexing, synchronization). Please reopen," unless this is covered by another issue.""'",,,,,,,,,
libuv,256,closed,3,2011-11-23 06:40:55,13.67,1,,,"b'b"" It\'s probably hard to do cross platform and isn\'t really necessary for core use of node. Honestly there are WAY more important things that should be in core than this (flock"," for example).""'",,,,,,,,,,,
libuv,256,closed,4,2011-11-23 06:40:55,16.55,,,1,"b""b' The fact that the APIs are so different on unix & windows is a strong argument to do this in libuv. At least writing an flock binding is trivial for all platforms.'""",,,,,,,,,,,,
libuv,256,closed,5,2011-11-23 06:40:55,499.78,1,,,"b'b\' Flock is probably equivalently ""hard"".\''",,,,,,,,,,,,
libuv,256,closed,6,2011-11-23 06:40:55,285.05,,1,,"b'b"" Oh"," I\'d thought it or fcntl were common C lib functions; apparently not...""'",,,,,,,,,,,
libuv,256,closed,reopened,2011-11-30 10:12:31,545.45,2,4,2,,,,,,,,,,,,,
libuv,256,closed,7,2011-11-23 06:40:55,427.3,,1,,"b'b"" I don\'t see a pressing need to add this to libuv. Closing unless you can convince me otherwise.""'",,,,,,,,,,,,
libuv,256,closed,closed,2012-03-15 02:16:32,964.02,2,5,2,,,,,,,,,,,,,
libuv,256,closed,8,2011-11-23 06:40:55,96.73,,,1,"b'b"" Some apps need to read a potentially large tree of files", each exactly once, for synchronization or backup purposes, which will wipe out the file cache," unless this feature is available. I\'d be glad to provide a patch. (Tho won\'t get to it for a while yet.)""'",,,,,,,,
libuv,256,closed,9,2011-11-23 06:40:55,697.65,,1,,"b'b"" If someone can show me a real world libuv application where fs cache trashing is the bottleneck", I\'ll consider it. Until then," I won\'t be taking patches.""'",,,,,,,,,,
libuv,256,closed,10,2011-11-23 06:40:55,714.2,,,1,"b'b"" I can\'t speak for unix variants", but at least windows is quite good in detecting access patterns and adjusting caching behavior accordingly. If it detects a serial read it\'ll quickly start doing only read-ahead caching and nothing else. If you really care, there is a flag for CreateFile (the winapi equivalent of open) that tells windows that the read is going to be serial. I don\'t really think we need this. I would consider adding proper file stream support, and adding an option to use O_DIRECT. That would also allow us to do truly async file io on linux and windows," so it could have significant benefits.""'",,,,,,,,
libuv,256,closed,11,2011-11-23 06:40:55,1038.05,,1,,"b'b"" Imagine the disk is virtual", accessed over a network. Reloading a large cache from that source would cause a significant drop in throughput. It\'s a fair Q whether a series of sequential reads will really wipe out most of the cache, and I have verified that, as recently as Linux 2.6.32 with ext4, reading each file in a tree sequentially does pull  of the tree into the cache. O_DIRECT might be a solution," however libuv would have to mask this:url ""'",,,,,,,
libuv,256,closed,-,-,-,2,7,4,,,,,,,,,,,,,
libuv,400,closed,opened,2012-05-01 19:22:03,,,,,,,,,,,,,,,,,
libuv,400,closed,title,2012-05-01 19:22:03,00:00,,1,,"b""b' Building on Centos 5 fails (O_CLOEXEC not defined) (* with PATCH *)'""",,,,,,,,,,,,
libuv,400,closed,body,2012-05-01 19:22:03,00:00,,1,,"b'b"" Hi", Building on Centos 5 fails because O_CLOEXEC is not defined (it was introduced in linux kernel 2.6.23, but Centos 5 is still on 2.6.18 -at least the version I have available). Here\'s a possible (simple) patch," although O_CLOEXEC functionality will (obviously) be missing. Kevin""'",,,,,,,,,
libuv,400,closed,1,2012-05-01 19:22:03,304.57,,,1,"b""b' Thanks for pointing that out. Does this patch resolve the issue?  '""",,,,,,,,,,,,
libuv,400,closed,2,2012-05-01 19:22:03,212.27,,,1,"b""b' Yes"," that patch resolves it. Thanks! Kevin'""",,,,,,,,,,,
libuv,400,closed,closed,2012-05-02 03:58:54,516.85,0,2,2,,,,,,,,,,,,,
libuv,400,closed,reopened,2012-05-02 03:59:10,0.27,0,2,2,,,,,,,,,,,,,
libuv,400,closed,3,2012-05-01 19:22:03,0.62,,,1,"b'b"" I suppose I shouldn\'t close the issue until you apply the patch... :-) Kevin""'",,,,,,,,,,,,
libuv,400,closed,closed,2012-05-02 15:43:14,704.07,0,2,3,,,,,,,,,,,,,
libuv,400,closed,4,2012-05-01 19:22:03,704.48,,,1,"b""b' Thanks for testing"," Kevin. The fix is committed in 1ebe14e.'""",,,,,,,,,,,
libuv,400,closed,-,-,-,0,2,4,,,,,,,,,,,,,
libuv,403,closed,opened,2012-05-04 23:46:07,,,,,,,,,,,,,,,,,
libuv,403,closed,title,2012-05-04 23:46:07,00:00,,1,,"b""b' windows: fix mingw32 cross-compilation'""",,,,,,,,,,,,
libuv,403,closed,body,2012-05-04 23:46:07,00:00,,1,,"b""b' @piscisaureus LGTY?'""",,,,,,,,,,,,
libuv,403,closed,1,2012-05-04 23:46:07,928.95,,1,,"b""b' ntdef.h is not available for normal msvc users. Is there no other way?'""",,,,,,,,,,,,
libuv,403,closed,2,2012-05-04 23:46:07,265.65,,1,,"b'b"" @piscisaureus @bnoordhuis I think the issue is coming from NTDEF checks and that it clashes with mentioned in #381: url url  Both are defining it"," but none is defining to avoid it being defined again. Isn\'t the one in redundant since will be included before?""'",,,,,,,,,,,
libuv,403,closed,3,2012-05-04 23:46:07,71.42,1,,,"b'b"" Sounds plausible. The core issue is that mingw is complaining that NTSTATUS and PNTSTATUS are being redefined (see below). A quick grep suggests that they\'re defined in ntdef.h"," ntsecapi.h and subauth.h. Each file has #ifdef guards in place to prevent redefinition.  ""'",,,,,,,,,,,
libuv,403,closed,4,2012-05-04 23:46:07,1071.67,,1,,"b""b' Problem is that those headers might not be available on Windows native under some circumstances", mostly will require you install the Platform SDK with is an extra download. I think that is why it was defined in first. As I commented before," removing the definition from seems to solve _that_ issue:  '""",,,,,,,,,,
libuv,403,closed,5,2012-05-04 23:46:07,588.98,,1,,"b'b"" @piscisaureus See @luislavena\'s comment"," why are those typedefs in winapi.h?""'",,,,,,,,,,,
libuv,403,closed,6,2012-05-04 23:46:07,1422.05,,1,,"b""b' @piscisaureus ping?'""",,,,,,,,,,,,
libuv,403,closed,closed,2012-06-02 15:36:57,950.83,1,7,0,,,,,,,,,,,,,
libuv,403,closed,reopened,2012-06-02 15:39:17,2.33,1,7,0,,,,,,,,,,,,,
libuv,403,closed,closed,2012-06-02 15:39:38,0.35,1,7,0,,,,,,,,,,,,,
libuv,403,closed,-,-,-,1,7,0,,,,,,,,,,,,,
libuv,422,closed,opened,2012-05-21 05:47:36,,,,,,,,,,,,,,,,,
libuv,422,closed,title,2012-05-21 05:47:36,00:00,,1,,"b""b' Fix compilation with MingW: NTSTATUS & PNTSTATUS were redefined.'""",,,,,,,,,,,,
libuv,422,closed,body,2012-05-21 05:47:36,00:00,,,1,"b""b' Once in uv-win.h"," then in winapi.h'""",,,,,,,,,,,
libuv,422,closed,1,2012-05-21 05:47:36,479.07,,1,,"b""b' @bnoordhuis @piscisaureus this is exactly the issue I described in #403'""",,,,,,,,,,,,
libuv,422,closed,2,2012-05-21 05:47:36,3.95,,1,,"b'b"" It is. But changing a to doesn\'t seem like a proper fix to me.""'",,,,,,,,,,,,
libuv,422,closed,3,2012-05-21 05:47:36,6.2,,1,,"b""b' @bnoordhuis I see **adding** in the diff", to avoid the redefinition caused by winapi issue. AFAIK is that inside there are other things beyond  ," and with this change we still have the duplicated code between the uv-internal and winapi headers.'""",,,,,,,,,,
libuv,422,closed,4,2012-05-21 05:47:36,2.3,1,,,"b'b"" Sorry"," that\'s what I mean. That\'s why it doesn\'t look like a proper fix to me but I\'ll let @piscisaureus decide.""'",,,,,,,,,,,
libuv,422,closed,5,2012-05-21 05:47:36,95.02,1,,,"b""b' Sorry for leaving this out there for so long"," I was busy with other stuff.'""",,,,,,,,,,,
libuv,422,closed,closed,2012-06-02 15:36:57,589.35,2,4,1,,,,,,,,,,,,,
libuv,422,closed,6,2012-05-21 05:47:36,3.35,,,1,"b""b' @piscisaureus we understand", no problem. Bring chocolate next time and we will forgive you :wink: Please also see my comments on #403," both pull requests attempt to workaround the real issue: duplicated code around in the headers. Let us know your thoughts.'""",,,,,,,,,,
libuv,422,closed,reopened,2012-06-02 15:39:04,2.12,2,4,2,,,,,,,,,,,,,
libuv,422,closed,closed,2012-06-02 15:39:38,0.57,2,4,2,,,,,,,,,,,,,
libuv,422,closed,-,-,-,2,4,2,,,,,,,,,,,,,
libuv,427,closed,opened,2012-05-23 16:04:33,,,,,,,,,,,,,,,,,
libuv,427,closed,title,2012-05-23 16:04:33,00:00,,1,,"b'b\' Remove ""return 0"" in uv_run_once()\''",,,,,,,,,,,,
libuv,427,closed,body,2012-05-23 16:04:33,00:00,,,1,b'b\' (Linux) Current looks like: int uv_run_once(uv_loop_t* loop) {  uv__run(loop);  return 0;}  The problem is that it always returns 0 so I cannot make my own loop. For example I would like to to this: while ( !do_stop && uv_run_once(loop) );  So if my code sets the loop will exit (later I will clean it, no problem). For this to work," I just need to remove the ""return 0"" in the  : int uv_run_once(uv_loop_t* loop) {  return  uv__run(loop);}  I don\\\'t think this would break nothing. Is it possible to do it?\''",,,,,,,,,,
libuv,427,closed,closed,2012-05-23 18:33:29,148.93,0,1,1,,,,,,,,,,,,,
libuv,427,closed,reopened,2012-05-23 18:35:25,1.93,0,1,1,,,,,,,,,,,,,
libuv,427,closed,1,2012-05-23 16:04:33,151.12,,1,,"b""b' @piscisaureus Can you review c9b590f?'""",,,,,,,,,,,,
libuv,427,closed,closed,2012-05-23 18:49:22,13.95,0,2,1,,,,,,,,,,,,,
libuv,427,closed,2,2012-05-23 16:04:33,17.38,,1,,"b""b' Fixed in 7c8313b.'""",,,,,,,,,,,,
libuv,427,closed,3,2012-05-23 16:04:33,38.2,,,1,"b""b' Thanks a lot.'""",,,,,,,,,,,,
libuv,427,closed,-,-,-,0,3,2,,,,,,,,,,,,,
libuv,469,closed,opened,2012-06-18 09:44:29,,,,,,,,,,,,,,,,,
libuv,469,closed,title,2012-06-18 09:44:29,00:00,,1,,"b""b' fs test fixes'""",,,,,,,,,,,,
libuv,469,closed,body,2012-06-18 09:44:29,00:00,,1,,b'b\' These are some minor test improvements that will prevent unneeded test failures moving forward. The file watching tests in all use the same directory for their fixtures  .  If a test fails from an assertion error, it doesn\\\'t clean up, and this can cause other tests to fail," simply due to the other tests trying to rmdir(""watch_dir"") when there are still other files left in the directory.  I\\\'ve replaced the repetitive and not always accurate manual cleanups with a helper method",  , that reads the directory first, and cleans up whatever is actually there. I added a second commit to skip one of the test cases if the tests are being run as root.  The test expects to fail a normal user can\\\'t something to root but if the current uid is 0, it succeeds, which makes the test fail.  This seemed spurious.\'',,,,
libuv,469,closed,1,2012-06-18 09:44:29,521.8,,1,,"b""b' I have force-pushed the branch with some fixes for windows.  e0124ab and 04ade2e are now the two commits.'""",,,,,,,,,,,,
libuv,469,closed,2,2012-06-18 09:44:29,222.33,,1,,"b""b' @bnoordhuis force-pushed again"," commits now 9dd5295 and 244de4b.'""",,,,,,,,,,,
libuv,469,closed,3,2012-06-18 09:44:29,34.73,,,1,"b""b' Thanks Charlie"," landed in 7573f4a and f3fd8e3.'""",,,,,,,,,,,
libuv,469,closed,closed,2012-06-25 22:43:21,778.87,0,4,1,,,,,,,,,,,,,
libuv,469,closed,reopened,2012-06-29 03:33:04,289.72,0,4,1,,,,,,,,,,,,,
libuv,469,closed,4,2012-06-18 09:44:29,291.87,,1,,"b'b"" I reverted this in e9b17bc. It broke on windows", and the cleanup_watch_dir needs proper review. (e.g. don\'t remove files without checking if chdir succeeds etc.) Also I\'d prefer to use  /  instead of remove," because remove() actually doesn\'t really work well here.""'",,,,,,,,,,
libuv,469,closed,5,2012-06-18 09:44:29,1254.1,,1,,"b'b"" I\'m going to close this. @AvianFlu If you want to submit it again"," please open a new PR.""'",,,,,,,,,,,
libuv,469,closed,closed,2012-07-03 00:29:19,1256.25,0,6,1,,,,,,,,,,,,,
libuv,469,closed,6,2012-06-18 09:44:29,1133.83,,1,,"b""b' Will do been very busy lately.'""",,,,,,,,,,,,
libuv,469,closed,7,2012-06-18 09:44:29,1137.58,,,1,"b'b"" Aren\'t we all? :-) No rush.""'",,,,,,,,,,,,
libuv,469,closed,-,-,-,0,7,2,,,,,,,,,,,,,
libuv,543,closed,opened,2012-09-03 09:26:09,,,,,,,,,,,,,,,,,
libuv,543,closed,title,2012-09-03 09:26:09,00:00,,1,,"b""b' make test assertion failed mingw on windows7(32bit)'""",,,,,,,,,,,,
libuv,543,closed,body,2012-09-03 09:26:09,00:00,,1,,"b""b' I make and make test libuv on windows7(32bit) with mingw.unit-test output some errors. url '""",,,,,,,,,,,,
libuv,543,closed,1,2012-09-03 09:26:09,814.6,,1,,"b""b' @rayfill Can you gist the output of for me?'""",,,,,,,,,,,,
libuv,543,closed,2,2012-09-03 09:26:09,14.55,,1,,"b""b' FWIW"," all tests pass here with mingw32. This is a windows 7 enterprise (64 bit) system.'""",,,,,,,,,,,
libuv,543,closed,3,2012-09-03 09:26:09,228.37,,,1,"b'b"" 1. fs_file_loop Create loop symbolic link in test. It is failed. My environment is UAC on. runpermit administrator"," test is succeed!.2. dlerror LoadLibraryEx API load to  is failed. because I checkout using cygwin\'s git. load_ file is not executable. cygwin is this permission projected to windows \'\\xe3\\x83\\x95\\xe3\\x82\\xa9\\xe3\\x83\\xab\\xe3\\x83\\x80\\xe3\\x81\\xae\\xe3\\x82\\xb9\\xe3\\x82\\xad\\xe3\\x83\\xa3\\xe3\\x83\\xb3/\\xe3\\x83\\x95\\xe3\\x82\\xa1\\xe3\\x82\\xa4\\xe3\\x83\\xab\\xe3\\x81\\xae\\xe5\\xae\\x9f\\xe8\\xa1\\x8c\'(scan  file) permission. LoadLibraryEx API check this permission. if dropped it then return another error.3. poll_close It is yet debugging now. but I think my environment problem...""'",,,,,,,,,,,
libuv,543,closed,4,2012-09-03 09:26:09,1.8,,1,,"b'b"" netsh winsock show catalog\'s result.url ""'",,,,,,,,,,,,
libuv,543,closed,5,2012-09-03 09:26:09,328.87,,1,,"b'b"" @rayfill I think the poll_close failure happens due to the fact that you have X-FORT LSP installed. A poll_close failure is expected on windows xp but not on windows 7", so I\'ll have to look into this.  Do you have any idea where this X-FORT LSP comes from? [LSPs]url  are typically associated with parental control software, firewalls," and malware.""'",,,,,,,,,
libuv,543,closed,6,2012-09-03 09:26:09,1252.08,,,1,"b""b' I test another environment.(windows 7 32bit enterprise english and windows 7 64bit ultimate japanese)error is not occured.poll_close problem is probably cause from X-FORT.(X-FORT is system management tool. It install from company. url  ) Thank you for your advice.'""",,,,,,,,,,,,
libuv,543,closed,closed,2012-10-02 05:26:25,1200.27,0,6,2,,,,,,,,,,,,,
libuv,543,closed,reopened,2012-10-04 23:05:09,1058.73,0,6,2,,,,,,,,,,,,,
libuv,543,closed,7,2012-09-03 09:26:09,1059.52,,,1,b'b\' @rayfill Reopening," I believe we can do better here. The X-Fort LSP is of a ""nice"" type for which there should be no need to fail poll_close.\''",,,,,,,,,,,
libuv,543,closed,8,2012-09-03 09:26:09,927.95,,1,,"b""b' Inactive for over 2 years now"," closing.'""",,,,,,,,,,,
libuv,543,closed,closed,2014-06-27 14:33:53,928.73,0,7,3,,,,,,,,,,,,,
libuv,543,closed,-,-,-,0,7,3,,,,,,,,,,,,,
libuv,544,closed,opened,2012-09-04 07:21:21,,,,,,,,,,,,,,,,,
libuv,544,closed,title,2012-09-04 07:21:21,00:00,,1,,"b""b' Corrupted files on linux with many concurrent write calls'""",,,,,,,,,,,,
libuv,544,closed,body,2012-09-04 07:21:21,00:00,1,,,"b""b' url  this gist is test case + sample strace output. WTF may not appear after every run. Changing to does not change anything. All syscalls come after last syscall. This only happens if many writes fired at once. Writing from time to time is ok. OS X is not affected (i have ssd so this may be just too fast)"," Linux is affected (spinning disks at least). cc @bnoordhuis @indutny'""",,,,,,,,,,,
libuv,544,closed,1,2012-09-04 07:21:21,30.02,,1,,"b""b' Info: url '""",,,,,,,,,,,,
libuv,544,closed,2,2012-09-04 07:21:21,0.3,,1,,"b'b"" And also", not sure why," but if you\'ll initialize those buffers error will disappear.""'",,,,,,,,,,
libuv,544,closed,3,2012-09-04 07:21:21,36.47,,1,,"b""b' From irc with @indutny: url  100 writes < 4096 bytes"," all after last \\xe2\\x80\\x94 same results.'""",,,,,,,,,,,
libuv,544,closed,4,2012-09-04 07:21:21,64.42,,1,,"b""b' So this is all on BSDs?'""",,,,,,,,,,,,
libuv,544,closed,5,2012-09-04 07:21:21,23.03,,1,,"b""b' I see this on Linux. I may ask for FreeBSD machine to check if it matters.'""",,,,,,,,,,,,
libuv,544,closed,6,2012-09-04 07:21:21,36.8,,1,,"b'b"" Maybe I\'m missing something. You\'re doing lots of concurrent overlapping writes"," of course you\'re going to get corrupted results.""'",,,,,,,,,,,
libuv,544,closed,7,2012-09-04 07:21:21,0.95,,1,,"b""b' Writes are not overlapping.'""",,,,,,,,,,,,
libuv,544,closed,8,2012-09-04 07:21:21,0.47,,1,,"b""b' @bnoordhuis they do not overlap'""",,,,,,,,,,,,
libuv,544,closed,9,2012-09-04 07:21:21,9.93,,1,,"b'b"" You\'re doing concurrent writes at the end of the file", right? Let\'s say thread A writes 100 bytes at position 100, thread B writes 100 bytes at position 200 and they\'re doing it concurrently. On most operating systems it\'s undetermined what actually happens. If A comes before B or vice versa, you\'ll probably get the right results. If A and B overlap in time," non-determinate things happen.""'",,,,,,,,
libuv,544,closed,10,2012-09-04 07:21:21,4.82,,1,,"b'b"" By the way"," the reason that you\'re not seeing this on OS X is that all writes get serialized through a big mutex. It was considered necessary because pwrite() comes with even less guarantees on that platform.""'",,,,,,,,,,,
libuv,544,closed,11,2012-09-04 07:21:21,1.33,,1,,"b""b' Yep"," platforms without will work because of libeio emulation with mutex :)'""",,,,,,,,,,,
libuv,544,closed,12,2012-09-04 07:21:21,57.83,,1,,"b'b"" That\'s not quite what I mean. We use pwrite() on OS X but all calls are guarded by a single Big Lock.""'",,,,,,,,,,,,
libuv,544,closed,closed,2012-09-04 11:47:47,266.43,1,13,0,,,,,,,,,,,,,
libuv,544,closed,13,2012-09-04 07:21:21,18.58,,1,,"b""b' url  here we go again. sequential writes (no overlapping)"," but file is corrupted from time to time.'""",,,,,,,,,,,
libuv,544,closed,reopened,2012-09-04 13:22:40,94.88,1,14,0,,,,,,,,,,,,,
libuv,544,closed,14,2012-09-04 07:21:21,76.55,,1,,"b""b' @bnoordhuis looks valid"," I can reproduce this on ubuntu.'""",,,,,,,,,,,
libuv,544,closed,15,2012-09-04 07:21:21,64.45,,1,,"b'b"" @piscisaureus there\'s a bug in this code"," closing.""'",,,,,,,,,,,
libuv,544,closed,closed,2012-09-04 14:27:19,64.65,1,16,0,,,,,,,,,,,,,
libuv,544,closed,16,2012-09-04 07:21:21,33.87,1,,,"b'b\' Final update: this was ""a+"" behaviour on linux. Gist to prove that: url  Maybe it should be documented somehow", because it\\\'s kind of unexpected thing to see. Waiting for final @bnoordhuis words to close this mess.\'',,,,,,,,,,,
libuv,544,closed,reopened,2012-09-04 15:01:10,33.85,2,16,0,,,,,,,,,,,,,
libuv,544,closed,17,2012-09-04 07:21:21,1261.08,,,1,"b""b' Hmm... go in peace", my son? I welcome documentation patches," by the way. :-)'""",,,,,,,,,,
libuv,544,closed,closed,2012-09-05 12:02:15,1261.08,2,16,1,,,,,,,,,,,,,
libuv,544,closed,-,-,-,2,16,1,,,,,,,,,,,,,
libuv,701,closed,opened,2013-02-07 02:21:35,,,,,,,,,,,,,,,,,
libuv,701,closed,title,2013-02-07 02:21:35,00:00,,1,,"b""b' unix"," windows: fix order of timer callback'""",,,,,,,,,,,
libuv,701,closed,body,2013-02-07 02:21:35,00:00,1,,,"b""b' When two timer handles have the same timeout value", callbacks should follow the order of start. is the best to compare handles to work with it. Please review this. This fix is requested by @saghul in  url  . The comment from Ben, url was very valuable for me to rewrite this patch but I missed it at that time. Sorry," Ben.  [Edit] The patch is modified so as to use timer_counter'""",,,,,,,,,
libuv,701,closed,1,2013-02-07 02:21:35,59.8,1,,,"b""b' Will this work? I find it rather odd because: (a) Timers in the tree are always active", and.(b) if inactive timers were there, then removing a timer from the tree might fail because the compare function no longer provides an absolute ordering," so the wrong branch may be traversed. @bnoordhuis This was your idea? :-p'""",,,,,,,,,
libuv,701,closed,2,2013-02-07 02:21:35,3.83,,1,,"b'b"" @piscisaureus Oh", No. It\'s my own ideal. Ben suggest me for to think of a->loop->timer_being_inserted. Hmm," I\'d better to use counter instread of this.""'",,,,,,,,,,
libuv,701,closed,closed,2013-02-07 03:25:13,63.63,2,2,0,,,,,,,,,,,,,
libuv,701,closed,reopened,2013-02-10 01:52:59,1347.77,2,2,0,,,,,,,,,,,,,
libuv,701,closed,3,2013-02-07 02:21:35,1351.67,,1,,"b'b"" @piscisaureus Per IRC communication"," I\'ve changed this so as to use loop->timer_couner. Please review this.""'",,,,,,,,,,,
libuv,701,closed,4,2013-02-07 02:21:35,891.9,,,1,"b""b' LGTM. Thanks Shigeki"," landed in fadfeaf.'""",,,,,,,,,,,
libuv,701,closed,closed,2013-02-10 16:48:48,895.82,2,3,1,,,,,,,,,,,,,
libuv,701,closed,5,2013-02-07 02:21:35,1.97,,,1,"b""b' Awesome! thanks @shigeki!'""",,,,,,,,,,,,
libuv,701,closed,-,-,-,2,3,2,,,,,,,,,,,,,
libuv,765,closed,opened,2013-04-05 15:39:20,,,,,,,,,,,,,,,,,
libuv,765,closed,title,2013-04-05 15:39:20,00:00,,1,,"b""b' doc","unix: uv_udp_open supports all datagrams'""",,,,,,,,,,,
libuv,765,closed,body,2013-04-05 15:39:20,00:00,,1,,"b""b' On Unix", uv_udp_open can be used with any socket as long as the socket follows the datagram contract. This means that any datagram-socket, like for example netlink or raw sockets, can be used with libuv. I think this is very useful and expands the possible use cases for libuv," and should be documented.'""",,,,,,,,
libuv,765,closed,1,2013-04-05 15:39:20,0.05,,,1,"b""b' Thank you for contributing this pull request! Here are a few pointers to make sure your submission will be considered for inclusion. Commit @7395e69551e7f70b0f0077688cfbcd06a817709a has the following error(s):First line of commit message must be no longer than 50 charactersCommit message must indicate the subsystem this commit changes Commit @fe46d81cd32678983d8bfc276d58ff9f77273ceb has the following error(s):Commit message must indicate the subsystem this commit changes The following commiters were not found in the CLA:Kristian Evensen Please see []url  for more information'""",,,,,,,,,,,,
libuv,765,closed,2,2013-04-05 15:39:20,83.15,,1,,"b""b' squash into 1 commit'""",,,,,,,,,,,,
libuv,765,closed,closed,2013-04-05 17:12:49,93.48,0,3,1,,,,,,,,,,,,,
libuv,765,closed,reopened,2013-04-05 17:16:05,3.27,0,3,1,,,,,,,,,,,,,
libuv,765,closed,3,2013-04-05 15:39:20,46.85,,,1,"b""b' Thanks for letting me know! Thought I had done it"," but apparently not :)'""",,,,,,,,,,,
libuv,765,closed,4,2013-04-05 15:39:20,685.2,1,,,"b""b' Fixed the messages from Jenkins. Please let me know if there is something else to "," and if I should create a new pull request with correct commit message.'""",,,,,,,,,,,
libuv,765,closed,5,2013-04-05 15:39:20,567.38,,1,,"b'b"" @kristrev Did you sign the CLA? I can\'t find you in the list. Re: commit log"," I\'d probably prefix it with  ""'",,,,,,,,,,,
libuv,765,closed,6,2013-04-05 15:39:20,11.22,,,1,"b""b' @bnoordhuis Thanks"," I forgot that. I have signed the CLA and updated the commit.'""",,,,,,,,,,,
libuv,765,closed,7,2013-04-05 15:39:20,2.83,,,1,"b""b' Thanks Kristian"," landed in 1e8fe45.'""",,,,,,,,,,,
libuv,765,closed,closed,2013-04-08 14:56:01,1299.93,1,4,4,,,,,,,,,,,,,
libuv,765,closed,-,-,-,1,4,4,,,,,,,,,,,,,
libuv,911,closed,opened,2013-08-30 02:18:51,,,,,,,,,,,,,,,,,
libuv,911,closed,title,2013-08-30 02:18:51,00:00,,1,,"b""b' v0.11.11 causes assertion errors in Node'""",,,,,,,,,,,,
libuv,911,closed,body,2013-08-30 02:18:51,00:00,,,1,"b'b""   Commenting out line 150 of makes everything work fine. This was added in 3f2d4d535867a99170b4964f2e3db1ef70968c23 by @bnoordhuis (indeed", it\'s all that 3f2d4d535867a99170b4964f2e3db1ef70968c23 does)," so perhaps Node is one of those programs calling when there are still outstanding work reqs?""'",,,,,,,,,,
libuv,911,closed,1,2013-08-30 02:18:51,202.65,,,1,"b""b' By the way", it may well be that this is a node bug rather than a libuv bug.  Just tracked down an otherwise-seems-to-be-fine Node program to this line in libuv," so figured we could start over here.'""",,,,,,,,,,
libuv,911,closed,2,2013-08-30 02:18:51,5.77,,1,,"b'b"" Yes", this is a node bug. Probably it\'s [this]url  invocation," so it only affects the debug build. Deleting a loop that has pending requests (or open handles) can lead to memory corruption and other badness. Therefore removing this assertion is not the way forward.""'",,,,,,,,,,
libuv,911,closed,closed,2013-08-30 05:47:16,208.42,0,2,2,,,,,,,,,,,,,
libuv,911,closed,reopened,2013-08-30 05:47:46,0.5,0,2,2,,,,,,,,,,,,,
libuv,911,closed,3,2013-08-30 02:18:51,0.95,,1,,"b'b"" On the contrary", run you\'ll see that test-dns will fail," and there are other scenarios in release mode this happens""'",,,,,,,,,,
libuv,911,closed,closed,2013-08-30 05:50:34,2.8,0,3,2,,,,,,,,,,,,,
libuv,911,closed,4,2013-08-30 02:18:51,2.45,,1,,"b'b"" didn\'t actually mean to reopen.""'",,,,,,,,,,,,
libuv,911,closed,5,2013-08-30 02:18:51,297.77,,,1,"b'b"" Yeah", NDEBUG is never defined in UNIX builds. I added that call to uv_loop_delete() in @556b890 with the express purpose of catching bugs.  Seems it works. :-) The tests all pass for me on Linux and OS X, including the internet ones," but I can reproduce it with Isaac\'s example.  I\'ll take a look node probably needs to walk the open handles and close them before exiting.""'",,,,,,,,,
libuv,911,closed,-,-,-,0,4,3,,,,,,,,,,,,,
libuv,926,closed,opened,2013-09-12 02:23:08,,,,,,,,,,,,,,,,,
libuv,926,closed,title,2013-09-12 02:23:08,00:00,,1,,"b""b' Passing sockets over pipes fails on windows'""",,,,,,,,,,,,
libuv,926,closed,body,2013-09-12 02:23:08,00:00,,,1,"b'b"" I\'m working on implementing an FFI implementation of libuv for ruby compatible with the v0.11.13 release of libuv: url  All of my tests run on unix without issue however I cannot pass sockets over pipes on Windows. I continually receive: no matter how much I delay or retry the  . Once again this works flawlessly on all unix variants so I don\'t think I am doing anything wrong. Also regular sockets and regular pipes work on windows", just not having any luck with or  ... ping @piscisaureus this may be relevant, I noticed that you\'ve been working on windows compatibility.Also, and unrelated," having an issue using on windows after creating and writing a file with permissions.""'",,,,,,,,
