REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
chosen,166,open,123,2011-08-07 17:22:00,960.73,,1,,"b""b' @danieljoshuajames Try adding the below code: Once I did a [JSFiddle]url  have a look at it and share your thoughts.'""",,,,,,,,,,,,,,,,,
chosen,166,open,124,2011-08-07 17:22:00,1011.83,,1,,"b""b' Better not try that.  There is an exact example of what you try to achieve on the top of this page by using the callback.'""",,,,,,,,,,,,,,,,,
chosen,166,open,125,2011-08-07 17:22:00,1121.52,,,1,b'b\' So I see the example, do I just replace the $function code (in the scripttag at the top of my HTML page) with the one shown on the website? When I do this," it stays the same i.e. still says ""No match"" on typing anew keyword in. Do I need a button saying ""Add new keyword"" or something", which calls thecode above?  Thank you for helping me with this Jquery is not a strongpoint of mine. On Tue, Jul 2, 2013 at 3:41 PM, Koen Punt notifications@ wrote:\'',,,,,,,,,,,
chosen,166,open,126,2011-08-07 17:22:00,137.98,,1,,"b""b' @danieljoshuajames To make use of the option adding functionality you should download my version instead of the default from harvesthq: url '""",,,,,,,,,,,,,,,,,
chosen,166,open,127,2011-08-07 17:22:00,976.57,,1,,"b""b' Yes you should change  to And create a file with some code to add the term to your database"," eg:  '""",,,,,,,,,,,,,,,,
chosen,166,open,128,2011-08-07 17:22:00,1114.92,,,1,b'b\' Thanks for that," and will this work with the default files or will I needto replace them also.  At the moment I have  (fromdefault version) Shall I replace this with anything? It still says no match found for ""tag"" so I obviously need to upload yourfiles to a certain directory", and link to some of them? On Fri, Jul 5, 2013 at 3:05 PM, Koen Punt notifications@ wrote:\'',,,,,,,,,,,,
chosen,166,open,129,2011-08-07 17:22:00,1425.9,,1,,"b'b\' Is there an optional that will allow for case sensitive matching? I only want to display the ""create option"" if the term isn\\\'t already on the list (case sensitive). Example: current list: onetwothree user types:one (do NOT show create option)One (show create option) For now", I have enabled  , but this allows the user to create multiple times\'',,,,,,,,,,,,,,,
chosen,166,open,130,2011-08-07 17:22:00,1316.02,,1,,"b""b' When adding a new option"," is there a way to add it to all instances on the page?'""",,,,,,,,,,,,,,,,
chosen,166,open,131,2011-08-07 17:22:00,806.93,,,1,"b""b' Thanks for the nice work... But can you merge in this option?This ticket is two years old..'""",,,,,,,,,,,,,,,,,
chosen,166,open,132,2011-08-07 17:22:00,810.65,,1,,"b""b' @lichtamberg I guess all the guys are moved to the  .'""",,,,,,,,,,,,,,,,,
chosen,166,open,133,2011-08-07 17:22:00,1077.32,,,1,"b'b"" @koenpunt what needs to be done for this PR to be ready? I\'d love to help if you\'re looking for it.""'",,,,,,,,,,,,,,,,,
chosen,166,open,134,2011-08-07 17:22:00,142.1,,1,,"b""b' This should be a core feature"," why not just merge it? '""",,,,,,,,,,,,,,,,
chosen,166,open,135,2011-08-07 17:22:00,1027.42,,1,,"b""b' @Gator92"," @lichtamberg Check out this comment for some background on why this feature has not been merged:url '""",,,,,,,,,,,,,,,,
chosen,166,open,136,2011-08-07 17:22:00,1074.73,,,1,"b""b' @slothbear thanks"," i moved to select2 in the meantime...'""",,,,,,,,,,,,,,,,
chosen,166,open,137,2011-08-07 17:22:00,325.03,,1,,"b""b' Merged?'""",,,,,,,,,,,,,,,,,
chosen,166,open,138,2011-08-07 17:22:00,1012.38,,1,,"b'b\' If the hesitation regarding this feature is ""adding non-naitive select-box behavior"" ...What if chosen could enhance a text box??  Then it\\\'s simply a text-box with pre-populated auto-complete / filterable.Supply the data-source of the options (ajax", json, or dom) and tada... a  textfield type widget. No javascript -\'',,,,,,,,,,,,,,,
chosen,166,open,139,2011-08-07 17:22:00,493.08,,1,,"b""b' Could anybody please tell me how to install this? :(I already have chosen working in my localhost but I need this add_option function'""",,,,,,,,,,,,,,,,,
chosen,166,open,140,2011-08-07 17:22:00,702.68,,1,,"b""b' Go to the releases page: url  there you can download 1.0.0'""",,,,,,,,,,,,,,,,,
chosen,166,open,141,2011-08-07 17:22:00,8.67,,,1,"b'b"" edit: I must have used another v1.0.0.... the one from url Now used @koenpunt link and it works! Thanks. I tried: It got a transformed into a chosen widget", but I can\'t create new items.Nor I found the back in the doc," like mentioned in the beginning of this thread.The options like in the doc are working fine... @koenpunt Could you help?""'",,,,,,,,,,,,,,,
chosen,166,open,142,2011-08-07 17:22:00,940.82,,,1,"b""b' This one would be great to have merged"," just needed this on a project too!'""",,,,,,,,,,,,,,,,
chosen,166,open,143,2011-08-07 17:22:00,400.68,,1,,"b'b"" I can\'t wait the merge! A little bit worried because this thread is 3 years old :(""'",,,,,,,,,,,,,,,,,
chosen,166,open,144,2011-08-07 17:22:00,925.68,,1,,"b""b' @coudrak :+1:'""",,,,,,,,,,,,,,,,,
chosen,166,open,145,2011-08-07 17:22:00,143.58,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,
chosen,166,open,146,2011-08-07 17:22:00,916.0,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,
chosen,166,open,147,2011-08-07 17:22:00,241.1,,1,,"b""b' I switched for Select2 library", I recommend to drop Chosen and get Select2," it based on Chosen but has most features and is regularly updated.'""",,,,,,,,,,,,,,,
chosen,166,open,148,2011-08-07 17:22:00,257.32,,,1,b'b\' Yes I agree select2 is superior.On Jun 3, 2014 8:50 PM,"coudrak"" notifications@ wrote:\''
chosen	166	open	149	h0jeZvgoxFepBQ2C	2011-08-07 17:22:00	530.75		+1		b""b' I also switched to select2...'",,,,,,,,,,,,,,,
chosen,166,open,150,2011-08-07 17:22:00,768.22,,,1,"b""b' select2 is way heavier than Chosen. For select enhancement Chosen is superior. Way lighter as well.'""",,,,,,,,,,,,,,,,,
chosen,166,open,151,2011-08-07 17:22:00,92.5,,,1,"b""b' Select", and I assume Select2, will break any type of functionality that depends upon getting the native element value. I agree that Chosen is far superior, and from what I recall," the @koenpunt callback feature is just icing on the cake!'""",,,,,,,,,,,,,
chosen,166,open,152,2011-08-07 17:22:00,1050.95,,1,,"b""b' @koenpunt now that we trigger more events in Chosen", especially  ," do you think it would be possible to provide this feature as a separate package which would hook into the Chosen events instead of putting it in core ?'""",,,,,,,,,,,,,,,
chosen,166,open,153,2011-08-07 17:22:00,1097.38,,,1,"b'b"" Extending would be greatly simplified if the Chosen object would be exposed in some way. That\'s what I started with in #1647. Also"," adding options is possible before there are no results left.""'",,,,,,,,,,,,,,,,
chosen,166,open,154,2011-08-07 17:22:00,1202.87,,1,,"b""b' @koenpunt Do you believe it can be merged? I think nobody cares at @harvesthq at all about any contrubutions from the other developers at least on  .'""",,,,,,,,,,,,,,,,,
chosen,166,open,155,2011-08-07 17:22:00,1342.63,,,1,"b'b"" I\'ve run a successful open source project in the past and when something has this much support and doesn\'t have some fundamental flaw", merge it! :-) Anyway," I\'ll pull down this branch and build off it for my app. Thanks @koenpunt!""'",,,,,,,,,,,,,,,
chosen,166,open,156,2011-08-07 17:22:00,1376.53,,,1,"b'b"" @dmitry I think that\'s a bit short sighted.. It has been clear for over a year", maybe even 2, that my addition does not fit in the vision @harvesthq has for Chosen, and I respect that. Also, to me as a contributor," @harvesthq has been very thankful and generous.""'",,,,,,,,,,,,
chosen,166,open,157,2011-08-07 17:22:00,1419.93,,,1,"b'b"" Thanks @koenpunt. It\'s difficult sometimes to balance keeping a large project focused while also respecting people\'s work. I\'m in awe that you\'ve kept this current for so long and I\'d love to find a better way to share it with more people who find Chosen. I\'ve commented on #1647 that I think a more modular Chosen could be a good way towards that. Let\'s pick up the discussion over there about what needs to happen.""'",,,,,,,,,,,,,,,,,
chosen,166,open,158,2011-08-07 17:22:00,835.68,,1,,"b""b' Please add it to Master and into release'""",,,,,,,,,,,,,,,,,
chosen,166,open,159,2011-08-07 17:22:00,185.15,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,166,open,160,2011-08-07 17:22:00,720.82,,1,,"b'b"" @sheam +1 doesn\'t mean anything here ;)""'",,,,,,,,,,,,,,,,,
chosen,166,open,161,2011-08-07 17:22:00,24.55,,,1,"b'b"" FWIW", this fork is great," I\'m using it on my own project and this option is a big benefit to an already great product.""'",,,,,,,,,,,,,,,
chosen,166,open,162,2011-08-07 17:22:00,811.92,,,1,"b'b\' Is it possible to 1Define the list of events which make the option be added ""for example", hitting the enter, pressing the tab," text box lost focus ..."" ?!2Set how many new items could be added to option ?!\''",,,,,,,,,,,,,,
chosen,166,open,163,2011-08-07 17:22:00,1103.18,,1,,"b""b' Will this fork be updated to 1.3.0?'""",,,,,,,,,,,,,,,,,
chosen,166,open,164,2011-08-07 17:22:00,323.42,1,,,"b'b"" &lt;rant&gt;Man... @pfiller you have a freaking contributor @koenpunt who has stuck with this for 3 YEARS!!! Instead of selling empty story about general direction in those 3 years you could\'ve merged all this already. And your philosophical excuse for not including this select boxes shouldn\'t have add option by that logic we all should be using corded phones hey that\'s the way they were initially envisioned.&lt;/rant&gt;""'",,,,,,,,,,,,,,,,,
chosen,166,open,165,2011-08-07 17:22:00,556.23,1,,,"b'b"" Emphasis on the rant wasn\'t necessary"," that was clear as is. But I\'ve long settled with this not being merged into the core of Chosen. Although I\'m still rooting for an extendable Chosen. So that one could do something in the lines of:  (cc: #2275 #1647)""'",,,,,,,,,,,,,,,,
chosen,166,open,166,2011-08-07 17:22:00,889.35,1,,,"b'b\' @koenpunt I\\\'ve wrapped my text in rant just to make sure that everybody gets the intent. Not everyone  is smart as you (myself included). As for how exactly this should be implemented really ANYTHING would work at this point. What I don\\\'t get it why complicate... why get into all this ""extendable"" Chosen stuff... couldn\\\'t they already exposed just  interface along with event for no result found and say here use that?\''",,,,,,,,,,,,,,,,,
chosen,166,open,167,2011-08-07 17:22:00,894.9,,1,,"b'b"" @lepipele I gave up on the merge and started using @koenpunt\'s version directly. In fact"," I extended it based on our UX needs. url ""'",,,,,,,,,,,,,,,,
chosen,166,open,168,2011-08-07 17:22:00,905.92,,1,,"b'b"" @lepipele surely", adding features is easy, but every feature that\'s added, has to be maintained. So an extension based structure is preferred over an feature loaded codebase," like ~~ripoff~~ fork of Chosen; [Select2]url ""'",,,,,,,,,,,,,
chosen,166,open,169,2011-08-07 17:22:00,924.82,,,1,"b'b"" @dkavanagh Yeah", that\'s how I\'ve solved the problem I\'ve had yesterday luckily found this page: url  Just," we really shouldn\'t rely on good will of koenpunt he can\'t keep merging this stuff indefinitely it simply makes no sense to create extra work for him just so project owner can play idle. That and I was just shocked to discover that after 3 years this whole saga with merging this feature is still running.""'",,,,,,,,,,,,,,,
chosen,166,open,170,2011-08-07 17:22:00,932.6,,1,,"b'b"" @koenpunt Sure... I\'m first for modularity over if{}elseif{}elseif{}else{}. However", it\'s quite safe to say that it\'s unlikely that project owners will dedicate time to create full fledged extension framework when they can\'t take time to merge already prepared quality pulls. Which is why I am suggesting to just expose bare minimum which would make your plugin possible so that you can stop merging," separate your code to another file that we can import in addition to base and have all this end already. That way they wouldn\'t have to maintain anything from my point of view  and event for no result found should be a part of public interface anyway.""'",,,,,,,,,,,,,,,
chosen,166,open,171,2011-08-07 17:22:00,937.02,,1,,"b'b"" @lepipele I\'m a project contributor", which means I could merge if I want to. But I respect the direction @pfiller / @harvesthq has chosen for Chosen. And besides the contributions that don\'t get merged," there are a lot that are merged as you can see on the contributors page: url ""'",,,,,,,,,,,,,,,
chosen,166,open,172,2011-08-07 17:22:00,952.08,1,,,"b'b\' @koenpunt Far from it that I am suggesting you merge on your own without approval of project owner. What I am suggesting is that project owner already corrects his stance which is simply wrong.  I.e. if he doesn\\\'t want this feature in because ""select UI elements _conceptually_ shouldn\\\'t have ability to add new items""", then expose appropriate events and properties (which _conceptually_ should be part of any well implement select UI element.. and for your plugin they need to expose just few of those) and allow implementation of add new item that way. Project owner gets his _conceptual_ cohesion, you get to cleanly implement add new item and stop merging, and us poor souls that are trying to use this component in their projects get to save some time instead of manually merging your changes / trying to compile on their own whenever main branch advances. ... And let that be it from me I\\\'ll stop bothering you guys with messages on this pull.\'',,,,,,,,,,,,,,
chosen,166,open,173,2011-08-07 17:22:00,967.9,,,1,"b""b' What a long story... :zzz: '""",,,,,,,,,,,,,,,,,
chosen,166,open,174,2011-08-07 17:22:00,981.35,,1,,"b'b"" The main reason is that", for whatever reason it may be, someone could have javascript disabled, which makes the feature of adding options unavailable. And yes, search etc. won\'t be available either," but the options are reachable by means of a normal html select.""'",,,,,,,,,,,,
chosen,166,open,175,2011-08-07 17:22:00,1217.07,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,166,open,176,2011-08-07 17:22:00,1409.6,,1,,"b'b"" @koenpunt ", I suggest that major reason people wants to use the feature is to use some predefined values with ability to use custom values For example you make smth like group chat:1. you have chosen field to add users from predefined list (for ex., your friends)2. in the same field you can input not predefined users (for ex., some special recipients) and you do not want any additional actions for this, just have new custom values in form serialisation is this possible without this pull request? PS. Basically, we use this pull for two years w/o any significant issues," but it\'s become more and more tough thing to maintain this merge into chosen manually""'",,,,,,,,,,,
chosen,166,open,177,2011-08-07 17:22:00,5.5,,,1,"b""b' Thank you awesome job!'""",,,,,,,,,,,,,,,,,
chosen,166,open,178,2011-08-07 17:22:00,1280.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,166,open,179,2011-08-07 17:22:00,769.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,166,open,180,2011-08-07 17:22:00,1201.87,,1,,"b""b' It has been **almost 5 years** now since this PR was made"," can we please merge this?'""",,,,,,,,,,,,,,,,
chosen,166,open,181,2011-08-07 17:22:00,1204.25,,1,,"b'b"" All projects I know of are moving to select2.js if they haven\'t already.""'",,,,,,,,,,,,,,,,,
chosen,166,open,182,2011-08-07 17:22:00,1206.77,,1,,"b""b' Yep"," chosen dieded'""",,,,,,,,,,,,,,,,
chosen,166,open,183,2011-08-07 17:22:00,616.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,
chosen,166,open,184,2011-08-07 17:22:00,578.82,,1,,"b""b' so is it getting merged or what?'""",,,,,,,,,,,,,,,,,
chosen,166,open,185,2011-08-07 17:22:00,1101.1,,1,,"b""b' Switched to select2'""",,,,,,,,,,,,,,,,,
chosen,166,open,186,2011-08-07 17:22:00,11.25,,1,,"b""b' Also looking forward to see this PR merged.'""",,,,,,,,,,,,,,,,,
chosen,166,open,187,2011-08-07 17:22:00,1280.85,,1,,"b""b' Also hoping to see this merged soon.'""",,,,,,,,,,,,,,,,,
chosen,166,open,188,2011-08-07 17:22:00,1222.73,,1,,"b""b' Still not merged?'""",,,,,,,,,,,,,,,,,
chosen,166,open,189,2011-08-07 17:22:00,164.33,,1,,"b""b' Just came across this as well... Without this feature"," I would have to use [select2]url  instead...'""",,,,,,,,,,,,,,,,
chosen,166,open,190,2011-08-07 17:22:00,578.92,,,1,"b""b' +1 never forget!'""",,,,,,,,,,,,,,,,,
chosen,166,open,191,2011-08-07 17:22:00,291.08,,1,,"b'b"" Why isn\'t this merged?""'",,,,,,,,,,,,,,,,,
chosen,166,open,192,2011-08-07 17:22:00,463.53,,1,,"b'b"" Does anybody know the callback function for removing a newly added option? I thought it was create_option_clear but that isn\'t working for me...""'",,,,,,,,,,,,,,,,,
chosen,166,open,193,2011-08-07 17:22:00,758.1,,,1,"b""b' This would be a great feature"," please merge this.'""",,,,,,,,,,,,,,,,
chosen,166,open,-,-,-,14,128,53,,,,,,,,,,,,,,,,,,
chosen,172,closed,opened,2011-08-10 01:28:02,,,,,,,,,,,,,,,,,,,,,,
chosen,172,closed,title,2011-08-10 01:28:02,00:00,1,,,"b""b' Search box width behaves strangely'""",,,,,,,,,,,,,,,,,
chosen,172,closed,body,2011-08-10 01:28:02,00:00,,1,,"b'b"" It\'s wierd when i integrate chosen to my existing page"," the search box width is out of the chosen container. see this here url  Is it because of any css overidden ?""'",,,,,,,,,,,,,,,,
chosen,172,closed,1,2011-08-10 01:28:02,924.17,1,,,"b'b"" I\'m getting the same issue but I\'m having an impossible time trying to recreate with jsfiddle. For me it happens when I\'ve got an outer DIV that is hidden. If I create the chosen control while hidden the widths are not right.  If I create the chosen control while div is visible then it\'s ok. I can\'t seem to reproduce outside of my project though and it\'s driving me crazy. ""'",,,,,,,,,,,,,,,,,
chosen,172,closed,2,2011-08-10 01:28:02,244.82,,1,,"b""b' Getting the same issue.'""",,,,,,,,,,,,,,,,,
chosen,172,closed,3,2011-08-10 01:28:02,80.47,1,,,"b'b"" I can\'t say for sure since I can\'t see any of your code", but what you are describing is a common pitfall of determining dimensions of elements when they are hidden using  . Try hiding them with either visibility or offset like Also, apparently there are functions using instead of  ," which means padding isn\'t being taken into account. See #148 and complain about it not being merged yet.""'",,,,,,,,,,,,,,
chosen,172,closed,4,2011-08-10 01:28:02,240.2,,,1,"b""b' Currently workaround from kmiyashiro works good"," by changing from display: none;  to  visibility: hidden;position: absolute;left: -99999px; Thank you kmiyashiro!'""",,,,,,,,,,,,,,,,
chosen,172,closed,closed,2011-08-11 02:17:41,49.65,3,2,1,,,,,,,,,,,,,,,,,,
chosen,172,closed,reopened,2011-08-11 02:17:57,0.27,3,2,1,,,,,,,,,,,,,,,,,,
chosen,172,closed,5,2011-08-10 01:28:02,0.65,1,,,"b""b' Sorry i accidentally closed this :D'""",,,,,,,,,,,,,,,,,
chosen,172,closed,6,2011-08-10 01:28:02,610.52,,1,,"b'b"" Thanks for the replies. Unfortunately \'display:none\' is too integrated into the application to use \'position:absolute;left: -99999px\' as a workaround. Also I tried the  changes to no effect.""'",,,,,,,,,,,,,,,,,
chosen,172,closed,7,2011-08-10 01:28:02,147.58,,1,,"b'b"" Another workaround is to make chosen itself check for the element\'s property. If it is set to  ", set it to and then do it\'s magic. You might also have to reset the  properties back to their original values after Chosen does its thing," I\'m not sure since I haven\'t actually used Chosen yet so I don\'t know what it does. Should probably be a patch.""'",,,,,,,,,,,,,,,
chosen,172,closed,8,2011-08-10 01:28:02,41.15,,1,,"b""b' Another same issue is when the chosen is inside inactive jquery ui tab container.'""",,,,,,,,,,,,,,,,,
chosen,172,closed,9,2011-08-10 01:28:02,7.87,,1,,"b""b' cevarief"," can you try replicating it on here? url '""",,,,,,,,,,,,,,,,
chosen,172,closed,10,2011-08-10 01:28:02,105.87,,1,,"b'b"" That\'s probably because the jquery tab container uses to hide each tab wrapper. A workaround is to call Chosen on the first show of the tab container.""'",,,,,,,,,,,,,,,,,
chosen,172,closed,11,2011-08-10 01:28:02,1181.43,,1,,"b'b"" @Jazaret here url  It seems i found why the issue still exist in my local page. If i call .tabs() first then the issue will appear", but if i call chosen() first, it\'s gone. The wierd thing is in jsfiddle," it both works.""'",,,,,,,,,,,,,,
chosen,172,closed,12,2011-08-10 01:28:02,15.8,1,,,"b'b"" You\'re having the same problem I have where it can\'t be reproduced on jsfiddle. odd""'",,,,,,,,,,,,,,,,,
chosen,172,closed,13,2011-08-10 01:28:02,592.35,1,,,"b""b' This is driving me crazy"," having the same problem with jQuery tabs.  '""",,,,,,,,,,,,,,,,
chosen,172,closed,14,2011-08-10 01:28:02,368.52,,1,,"b""b' @alindsay My workaround is to chosen and unchosen select box inside tab after method tabs() called.'""",,,,,,,,,,,,,,,,,
chosen,172,closed,closed,2011-08-27 05:29:25,191.47,6,9,1,,,,,,,,,,,,,,,,,,
chosen,172,closed,reopened,2011-08-27 05:29:35,0.17,6,9,1,,,,,,,,,,,,,,,,,,
chosen,172,closed,15,2011-08-10 01:28:02,375.62,,1,,"b""b' Sorry guys", its been 9 months since the last comment here," but I ve just come accross with this script and its problems.I made it work and that width issue I ve sorted myself. But one thing I couldnt do it myself. And that is: I just want to use this script and its css to give me only a select element for my form. I just like it looks that can have gradient background on the drop down list area and select arrow. But I dont want to use its great search facility and therefore I do not want that search box to appear. So please any comments how can I disable the search facility and to get rid off the search box? Thanx.'""",,,,,,,,,,,,,,,
chosen,172,closed,16,2011-08-10 01:28:02,640.48,,,1,"b'b"" I believe the initial issue has been resolved as of c3d906cb8007306d292df301df5ebce9da417b4e. Chosen\'s search field width is totally css based and not calculated. This makes things easier and more reliable. Nice. Chosen still has issues with hidden select boxes"," but that is covered under #92  Cheers""'",,,,,,,,,,,,,,,,
chosen,172,closed,closed,2013-04-17 22:25:31,1015.93,6,10,2,,,,,,,,,,,,,,,,,,
chosen,172,closed,-,-,-,6,10,2,,,,,,,,,,,,,,,,,,
chosen,184,closed,opened,2011-08-14 00:56:57,,,,,,,,,,,,,,,,,,,,,,
chosen,184,closed,title,2011-08-14 00:56:57,00:00,,1,,"b'b"" Search doesn\'t work when whitespaces  text in  field""'",,,,,,,,,,,,,,,,,
chosen,184,closed,body,2011-08-14 00:56:57,00:00,,1,,"b'b"" When I write HTML", I have tendency of putting code on a new line. With Chosen, if there are tabs, line-breaks, or spaces between the  , suddenly the search no longer finds the results. For example," a search for U would be unable to see \'United States\' in this scenario.""'",,,,,,,,,,,
chosen,184,closed,1,2011-08-14 00:56:57,922.5,,1,,"b""b' +1 FYI", if you are using HAML to create the markup," you can control this white space. See: url '""",,,,,,,,,,,,,,,
chosen,184,closed,2,2011-08-14 00:56:57,2.47,,1,,"b'b"" Also"," here\'s a screenshot showing how holds onto the white space. url  Notice that there are return characters wrapping around the business name.""'",,,,,,,,,,,,,,,,
chosen,184,closed,3,2011-08-14 00:56:57,525.68,,1,,"b""b' This seems to be fixed in 0.9.9. Please reopen if you face it again"," providing a JsFiddle to reproduce it and explaining in which browsers it happens.'""",,,,,,,,,,,,,,,,
chosen,184,closed,closed,2012-11-29 01:07:36,10.65,0,5,0,,,,,,,,,,,,,,,,,,
chosen,184,closed,4,2011-08-14 00:56:57,896.53,,1,,"b'b"" it\'s been a while since issue #184  was closed but i faced this same situation", i made a simple [jsfiddle]url  to demonstrate. Tested with the latest chosen version i could find in [cdnjs]url  (1.4.2) and jquery 2.0.3 and browsers: Chrome , Firefox v45, IE v11 on windows 8.1. The option with whitespaces in html markup only shows up when you type the spaces as well, with or without the property  . And even in the latest [version]url  for release download," i tested updating the html and adding white space in one of the option and the situation still occurs. Should we remove white spaces and break lines before initializing chosen?""'",,,,,,,,,,,,
chosen,184,closed,5,2011-08-14 00:56:57,322.0,,,1,b'b\' Having spaces in the middle of a word is an interesting problem. To fix that problem," Chosen would have to split each option string and trim them before putting them back together. That\\\'s a fairly complex solution (and potentially computationally expensive in large lists) for something that is avoidable by not having those spaces in the first place.I guess my answer is probably ""yes"". Removing the white space in the middle of words is probably the easiest of all possible solutions.\''",,,,,,,,,,,,,,,,
chosen,184,closed,reopened,2016-06-02 21:26:08,1218.53,0,6,1,,,,,,,,,,,,,,,,,,
chosen,184,closed,closed,2016-06-02 21:26:17,0.15,0,6,1,,,,,,,,,,,,,,,,,,
chosen,184,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,,,
chosen,189,closed,opened,2011-08-17 08:00:42,,,,,,,,,,,,,,,,,,,,,,
chosen,189,closed,title,2011-08-17 08:00:42,00:00,,1,,"b""b' chosen : listbox valuechange event not work in Internet explorer 8'""",,,,,,,,,,,,,,,,,
chosen,189,closed,body,2011-08-17 08:00:42,00:00,,,1,"b""b'  Hello friends  I have use chosen Jquery version in my gwt project . In which I have use mulitselect listbox . it work fine for Firefox",opera,"chrome . when it comes Internet explorer 8 and windowXP then this value change does not work nothing is happen .  I have call window alert in value change handler. I also try it without chosen then it work fine. Thanks'""",,,,,,,,,,,,,,,
chosen,189,closed,1,2011-08-17 08:00:42,211.55,,1,,"b""b' if any one knows then please guide me . or tell what wrong with it .'""",,,,,,,,,,,,,,,,,
chosen,189,closed,closed,2011-08-18 11:32:15,211.55,0,2,1,,,,,,,,,,,,,,,,,,
chosen,189,closed,reopened,2011-08-18 11:32:32,0.28,0,2,1,,,,,,,,,,,,,,,,,,
chosen,189,closed,2,2011-08-17 08:00:42,587.13,,1,,"b'b"" There shouldn\'t be an issue with the change event in IE8 -please include a link to a demo of this before re-opening.""'",,,,,,,,,,,,,,,,,
chosen,189,closed,closed,2011-08-25 21:19:24,586.87,0,3,1,,,,,,,,,,,,,,,,,,
chosen,189,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,
chosen,191,closed,opened,2011-08-18 16:03:43,,,,,,,,,,,,,,,,,,,,,,
chosen,191,closed,title,2011-08-18 16:03:43,00:00,,1,,"b""b' cake build fail...'""",,,,,,,,,,,,,,,,,
chosen,191,closed,body,2011-08-18 16:03:43,00:00,,,1,"b""b' Hi All", After clone from git  and install node 0.5.5, npm," coffee-script 1.1.2 from npm. Cake Build have the problems are listed below...How can i fix it??? Thanks Moses  '""",,,,,,,,,,,,,,
chosen,191,closed,1,2011-08-18 16:03:43,337.75,,1,,"b""b' Did you install coffee-script (and uglify-js)? See the README and Cakefile. npm -g install coffee-script uglify-js'""",,,,,,,,,,,,,,,,,
chosen,191,closed,2,2011-08-18 16:03:43,139.07,,,1,"b""b' Yes all installed o Yahoo!qlHc'""",,,,,,,,,,,,,,,,,
chosen,191,closed,3,2011-08-18 16:03:43,177.38,,1,,"b""b'  '""",,,,,,,,,,,,,,,,,
chosen,191,closed,closed,2011-08-19 02:57:55,654.2,0,3,2,,,,,,,,,,,,,,,,,,
chosen,191,closed,reopened,2011-08-19 02:58:12,0.28,0,3,2,,,,,,,,,,,,,,,,,,
chosen,191,closed,4,2011-08-18 16:03:43,674.48,,1,,"b""b' Is your module path set in the NODE_PATH environment variable? I have nodejs installed in my home dir so your path will differ but I put this in my .profile. Find your node_modules directory and use that path instead. '""",,,,,,,,,,,,,,,,,
chosen,191,closed,5,2011-08-18 16:03:43,125.63,,1,,"b""b' NODE_PATH will probably resolve the issue.'""",,,,,,,,,,,,,,,,,
chosen,191,closed,closed,2011-08-25 16:18:03,799.85,0,5,2,,,,,,,,,,,,,,,,,,
chosen,191,closed,6,2011-08-18 16:03:43,673.38,1,,,"b""b' Finally i reinstall node"," npm and coffeescript everything is ok now. Thanks all and sorry for the reply late.'""",,,,,,,,,,,,,,,,
chosen,191,closed,-,-,-,1,5,2,,,,,,,,,,,,,,,,,,
chosen,205,closed,opened,2011-08-22 15:37:49,,,,,,,,,,,,,,,,,,,,,,
chosen,205,closed,title,2011-08-22 15:37:49,00:00,,1,,"b""b' Add an href event on click for the list items?'""",,,,,,,,,,,,,,,,,
chosen,205,closed,body,2011-08-22 15:37:49,00:00,,,1,"b'b"" The tool is not built [initially] to have click Please be aware that I am only permitted to access a limited amount of code within the post-generated page below. I work within a small portion of the template code using an MCE editor. I will also include a link to the code I\'ve actually created as well. The path where you can view the post-generated code is located here: url I want to have each of the list items have a link that when clicked"," brings the user to the specified URL location. The actual code is located here: url  Thanks ahead of time!""'",,,,,,,,,,,,,,,,
chosen,205,closed,1,2011-08-22 15:37:49,19.73,,1,,"b""b' by the way"," I want to point out that the system I am using in the post-generated is fully IE6.0 compatible (which chosen initially is not).'""",,,,,,,,,,,,,,,,
chosen,205,closed,2,2011-08-22 15:37:49,1334.62,,1,,"b""b' Still looking for some help on this...'""",,,,,,,,,,,,,,,,,
chosen,205,closed,closed,2011-08-23 14:12:10,1354.35,0,3,1,,,,,,,,,,,,,,,,,,
chosen,205,closed,reopened,2011-08-23 14:12:15,0.08,0,3,1,,,,,,,,,,,,,,,,,,
chosen,205,closed,3,2011-08-22 15:37:49,425.82,,1,,"b'b"" Rather than try to wrangle a url click behavior into the code"," I\'d consider observing the original field for its change event (which will be triggered by Chosen whenever a selection is made). You could put the desired URL into the value of the field and then the change function could load the currently selected value  ""'",,,,,,,,,,,,,,,,
chosen,205,closed,closed,2011-08-25 21:17:59,425.73,0,4,1,,,,,,,,,,,,,,,,,,
