REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,27,2012-01-17 05:21:20,701.48,,1,,"b'b"" @garnaat did you look at the commits I suggested"," or just the original pull request?  I ask because I added docstrings to every function in my version.  Would it make more sense for me to just open a separate pull request for ? For my commit I could move the Zone and Status objects to separate files if you\'d like.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,28,2012-01-17 05:21:20,688.58,,,1,"b'b"" The code looks great.  Thanks. My only question was on organization of the code.  Some modules like dynamodb have a layer1.py and layer2.py where layer1 is low-level", close to the protocol and layer2 provides a higher-level, more pythonic interface.  We could package this in a similar way, but it\'s not a requirement from my point of view.  If you feel this organization makes the most sense," I\'m fine with it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,29,2012-01-17 05:21:20,1130.83,,,1,"b""b' I was just looking for a pythonic wrapper around boto route53 and this looks like exactly it. Would love to see this merged (or those changes backported into slick53 as a standalone module).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,30,2012-01-17 05:21:20,1227.37,,1,,"b""b' @garnaat I changed the code layout", renamed the test to not mention layer2," and fixed an issue noted by @gingerlime.  I think my branch is finally ready for merging.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,closed,2012-12-14 18:14:43,172.43,4,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,478,closed,-,-,-,4,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,opened,2012-01-23 10:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,title,2012-01-23 10:17:00,00:00,,1,,"b""b' Added missing (boolean) is_latest attribute to Key object.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,body,2012-01-23 10:17:00,00:00,,1,,"b""b' added missing attribute is_latest to key object  default value is False.is_latest is set when reading XML response of get versions  in the same way the DeleteMarker is_latest gets set.Added unit tests to test_'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,1,2012-01-23 10:17:00,3.2,,1,,"b'b\' Also note: I\\\'d like to pull mfa stuff out of the test_ at some stage into a perhaps test_ as I think its useful to be able to run the test_versioning stuff separately. I don\\\'t have an mfa key myself so I have to disable the whole test right now when I want to test stuff. then just have test suites for ""s3"" and ""s3nomfa"" instead of ""s3nover"". Can do that on another branch though once this is pulled in if people like the idea.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,2,2012-01-23 10:17:00,374.52,,1,,"b""b' Yes"," I agree with you on splitting out versioning and MFA.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,closed,2012-01-25 16:34:43,377.72,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,reopened,2012-01-25 16:35:36,0.88,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,3,2012-01-23 10:17:00,1.48,1,,,b'b\' Sorry," just hit the ""close & comment"" button rather than ""comment"".  I\\\'m about to merge this so it will then be really closed.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,closed,2012-01-25 16:36:19,0.72,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,510,closed,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,opened,2012-02-03 16:17:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,title,2012-02-03 16:17:48,00:00,,1,,"b""b' The limit parameter is ignored in Layer2.query()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,body,2012-02-03 16:17:48,00:00,,1,,"b""b' If you pass a limit parameter to Layer2.query()"," it will be used to limit the number of results returned in each request but the generator will still loop over all available results before returning.  This is almost certainly not what the caller had in mind.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,1,2012-02-03 16:17:48,17.85,,1,,"b""b' I disagree", I think this is exactly the type of functionality it needs to perform. Specifically because if you do limit each page to a certain number of results, then you can help to throttle your total usage per API request," instead of using a burst of Read units all at once. See url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,2,2012-02-03 16:17:48,9.97,,1,,"b""b' But the net result is that there is no way to actually limit the number of results you get.  You will always get all of them"," the only thing you are controlling is how many are requested from DynamoDB at a time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,3,2012-02-03 16:17:48,58.62,,1,,"b'b\' Maybe the right answer is ""both"".  In other words"," maybe we want to be able to control the number of results requested at the API level and also be able to control the total number of results returned and those are really two different things.  I think we are overloading the definition of ""limit"" right now.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,4,2012-02-03 16:17:48,18.28,,1,,b'b\' agreed," what if we have a ""limit"" and a ""page_limit"" ?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,closed,2012-02-03 18:02:31,104.72,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,reopened,2012-02-03 18:02:35,0.07,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,5,2012-02-03 16:17:48,0.25,1,,,"b""b' sorry"," that close button is way too close to the comment button..'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,6,2012-02-03 16:17:48,6.83,,1,,b'b\' Yeah," I\\\'ve done that more than once. I can\\\'t tell which is which between ""limit"" and ""page_limit"".  How about request_limit to specify the number of items in the request (i.e. the Limit param) and either ""limit"" or ""max_results"" for the max number of items you want to get back.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,7,2012-02-03 16:17:48,3.8,,1,,"b""b' I think changing both would be the best"," so request_limit and max_results. This should be done the same in the scan function too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,8,2012-02-03 16:17:48,7.22,,1,,"b""b' Agreed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,closed,2012-02-06 19:45:12,102.62,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,549,closed,-,-,-,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,opened,2012-02-06 14:21:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,title,2012-02-06 14:21:22,00:00,,1,,"b""b' [EC2]  method'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,body,2012-02-06 14:21:22,00:00,,1,,"b""b' The documentation describes the method ", seeurl  There is no such a method in the library (I am using boto 2.1.1," downloaded from here url  even though I can see it hereurl '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,1,2012-02-06 14:21:22,110.85,,1,,"b""b' Hi The latest release of boto is 2.2.1 and is available from url  and from the github download tab.  I neglected to upload the latest version to Google Code.  I will do that now. Mitch'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,closed,2012-02-06 16:12:13,110.85,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,2,2012-02-06 14:21:22,19.0,,1,,"b'b"" Hello Mitch", I have tried version 2.2.1 from github, and I can see that method in the source code. However the method is not available in the installed library (I have issues the install as well as build method -a few **init**.py files are missing," so the original tar file won\'t build).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,reopened,2012-02-06 17:33:36,81.38,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,3,2012-02-06 14:21:22,66.57,,1,,"b'b\' Hmm.  I just tried downloading the boto-2.2.1 file from PyPI and did a ""python  install"" in a clean virtualenv and it seemed to work without any problem and I confirmed that the get_all_instance_status method was there. Could you provide a bit more info?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,4,2012-02-06 14:21:22,1033.95,,,1,"b""b' Hello Mitch", I have downloaded the tar file once again (2.2.1) and installed it in a clean environment (python 2.7).I can confirm that it works now. Thank you,"Michele '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,closed,2012-02-07 10:51:44,1038.13,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,559,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,opened,2012-02-07 23:45:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,title,2012-02-07 23:45:48,00:00,,1,,"b""b' Boto connection timeout'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,body,2012-02-07 23:45:48,00:00,1,,,"b'b\' My program uses SQS a lot over the course of many days. I have noticed that my program will fall to 0% cpu usage and just get stuck their for a long time. When the program is suck i can debug it to obtain the following stack trace.  It appears as though the socket isn\\\'t timing out properly.  I think the best solution is to expose httplib\\\'s timeout value on Boto\\\'s connection object so that I can lower it.  What does the Boto community think?   File ""/""", line 245," in get_messages  attributes=attributes) File ""/""", line 157, in receive_message  ," queue) File ""/""", line 605, in get_list  response = (action, params, path," verb) File ""/""", line 592," in make_request  headers=headers) File ""/""", line 461, in make_request  return (method, path, data, headers, host," sender) File ""/""", line 395," in _mexe  response = () File ""/""", line 1027," in getresponse  () File ""/""", line 407, in begin  version, status," reason = () File ""/""", line 365," in _read_status  line = () File ""/""", line 430, in readline  data = recv(1)\'',,,,,,,,,,
boto,564,open,1,2012-02-07 23:45:48,20.67,1,,,"b'b"" I believe the socket timeout is global", so worse case, you may be able to set it via the socket module. Worse case," we\'re working on a re-factor to replace a bunch of the plumbing that may resolve this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,2,2012-02-07 23:45:48,885.28,,1,,b'b\' Well," if you had bought my handy ""Python and AWS Cookbook"" 8^) 8^) you would know that the socket time can be configured in your boto config file like this: [Boto]http_socket_timeout = 5 The timeout is specified in seconds.  @gtaylor is correct that this is a global setting that is actually buried down in the socket module.  This just gives you a convenient way to control it.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,3,2012-02-07 23:45:48,2.15,,1,,"b'b"" I\'m going to close this issue.  Please re-open if you feel some action should be taken in boto to address it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,closed,2012-02-11 14:53:54,908.1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,4,2012-02-07 23:45:48,245.93,1,,,"b'b"" @garnaat  Yes I think boto needs to take action to address this issue. All connection object should have a timeout.  This isn\'t just for boto",  from now on every time you write a connection object it should have a timeout.  Requireing us to go though every damn socket in our entire application and just to change the timeout is a fucking nightmare.  It was less code for us to modify boto,"  because that is where the mistake is. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,5,2012-02-07 23:45:48,1.48,1,,,"b""b' @gtaylor  Asking us to adjust the timeout for every other socket in the entire application is a really horrible suggestion.  We hacked up boto","  because every connection object needs a timeout. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,6,2012-02-07 23:45:48,2.43,1,,,"b""b' @MikeBrooks Blame Python"," not me. The global socket timeout is nothing new: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,7,2012-02-07 23:45:48,8.48,,1,,"b""b' @gtaylor Every connection object needs a timeout value.  Python adheres to this important design",  httplib and all of their connection objects have a timeout value that can be passed in to their constructor and has a  method. () defaults to None,  so boto crashes at 0% cpu for infinite time.  Yes,"  this is a very serious problem. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,8,2012-02-07 23:45:48,4.52,1,,,"b""b' @MikeBrooks Your anger is misdirected.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,9,2012-02-07 23:45:48,7.63,,1,,"b'b"" You can override it in the config file.  We can add an optional parameter to Connection objects.  I would rather make the change once in the config rather than have to remember everytime I create a Connection but it\'s not a difficult thing to add if it helps.  Note that the timeout parameter to httplib connections was not added until Python 2.6.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,10,2012-02-07 23:45:48,12.55,,,1,"b'b"" @garnaat This doesn\'t have to break compatibility for anyone.  Have a default value timeout=None (or check if its None and set it to ())"," the user can override it if they want but no one is forced to.  This is exactly the call convention for httilib. Having a  for this value would also be very nice. (I didn\'t even know there was a config file.)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,11,2012-02-07 23:45:48,7.92,,,1,"b'b"" As I said"," I\'m fine adding that.  The only reason it\'s not there is that no one has asked for it before.  A previous discussion: url  resulted in a pull request that added the timeout to the boto config file.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,12,2012-02-07 23:45:48,9.33,1,,,"b""b' I think that both systems would work well together if the default was the config file value.  Cool",  sorry for being such a dick and a regularity-nazi. Thank you for hearing me out,"  we both want Boto to be a strong project. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,13,2012-02-07 23:45:48,12.57,,1,,"b""b' No problem"," sounded like it was all pretty fresh in your mind so you undoubtedly just got burned by it.  Totally understand.  i will re-open.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,reopened,2012-02-20 20:06:46,312.87,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,14,2012-02-07 23:45:48,310.07,,,1,"b""b' I know this is old"," but I too would love a connection-specific timeout '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,15,2012-02-07 23:45:48,1425.2,,1,,"b""b' Anyone still reaching this thread should see:url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,564,open,-,-,-,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,opened,2012-07-30 18:13:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,title,2012-07-30 18:13:17,00:00,,1,,"b""b' Changes to convert dynamoDb number type to a python decimal type"," to pre...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,body,2012-07-30 18:13:17,00:00,,1,,"b""b' ...serve the 38 decimal digits that dynamoDb supports (after the decimal point). This avoids converting the number to a float or int"," which causes problems since the value no longer matches what is in dynamoDb. See boot issue 873 for more details.url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,1,2012-07-30 18:13:17,1120.83,1,,,"b'b"" I should have used Decimal to begin with.  That was my mistake.  I\'m trying to figure out the impact", if any, to existing users.  Any thoughts on that?  I\'ll do some local testing," too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,2,2012-07-30 18:13:17,122.37,,,1,b'b\' Some thoughts from looking at the decimal docs : If existing users were using the results for arithmetic operations they might see TypeError exceptions (since the returned item is now a Decimal instead of an int or float). It looks like Decimal() + int() is fine, but Decimal() + float() gives an exception.  Casting the a Decimal to a float (or vice-versa) seems simple," although it is an extra step.  url I guess that if an application switched to using Decimal instead of floats it would require more memory.  For me that is a ""don\\\'t care"" and I guess for most people (i.e. using dynamoDB more for ""high-availability"" than for massive storage).  Actually for me it is a plus since we are storing long numeric keys and want to keep all the digits!  This is more of a ""future"" issue", than a backward compatibility issue, but I noticed this in the Decimal docs.  I was wondering if an application took in arbitrary Decimal values, and stored them in dynamoDB, what would happen for the special values below (i.e. what would dynamoDB do with them).  There is already a conversion when storing things in dynamoDB anyway (38 digits max after the decimal point, etc.) so you can\\\'t expect an arbitrary Decimal to come back unchanged but it would be nice to figure out the limits. 9.4.5.2. Special valuesThe number system for the decimal module provides special values including NaN, sNaN, -Infinity, Infinity, and two zeros," +0 and -0. My $0.02 is that Decimal is a good match to the large numbers allowed by DynamoDB and is the best default. For backward compatibility maybe there could be a configuration option to have the ""old behavior""", so if someone upgrades and see exceptions (that they don\\\'t have time to fix right away) they can set a config option and quickly get the old behavior until they have time to deal with the exceptions.   Regards,Eric\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,3,2012-07-30 18:13:17,34.32,,,1,b'b\' I think I\\\'d prefer to extend Decimal to allow it to warn (or die) during truncation, handle  math," and implement handling for the special values.  Allowing the user to override our ""DynamoNumber"" class would allow for both lightweight (float?) use or more sophisticated implementations.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,4,2012-07-30 18:13:17,143.78,,,1,"b'b"" If there was a config option to use Decimal that would work for me also.  I haven\'t looked at the boto config options", but if it could be passed in  ( aws_access_key_id=zzz, aws_secret_access_key=zzz, dynamoNumber=\'Decimal\') it would be very convenient (one line in the code).  A separate config file would be less convenient," but would work too.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,closed,2012-08-23 17:54:35,1421.3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,reopened,2012-08-23 17:55:16,0.68,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,5,2012-07-30 18:13:17,0.83,1,,,b'b\' oops, I meant to comment," not ""close and comment"".  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,6,2012-07-30 18:13:17,127.07,,1,,b'b\' I\\\'ve made some changes locally and I\\\'m testing, but when I try to add a Decimal attribute to and Item and then store it, I\\\'m getting an error from DynamoDB. Gives me: DynamoDBValidationError: DynamoDBValidationError: 400 Bad Request{u\\\'message\\\': u\\\'Attempting to store more than 38 significant digits in a Number\\\'," u\\\'__type\\\':  u\\\'#ValidationException\\\'} This is what is actually sent over the wire:  {""Item"": {""foo"": {""S"": ""mitch""}","bar"": {""N"": ""3""}, ""fie"": {""N"": ""33.4560000000000030695446184836328029632568359375""}}, ""TableName"": ""foobar""}\''
boto	890	closed	7	elee-nst	2012-07-30 18:13:17	72.97			+1	b'b\' Here is my understanding:  From: url  By default Decimal will store the ""exact"" value (i.e. tries to not lose precision when doing conversions). There is a  getcontext().prec = 28setting to tell decimal how many decimal digits to store.  This is used when computing the results of an operation with decimals (, etc.). There is also a .quantize() method that will trim to the desired number of digits. Since amazon dynamodb supports 38 decimal digits of precision (after the decimal point), I tried setting the ().prec to 38.  But, that didn\\\'t give 38 digits after the decimal point, I needed to set it to 40 to give room for the integer portion also, ""33""*\\\\* THE QUANTIZE METHOD NOW TRIMS TO 38 DIGITS AFTER THE DECIMAL POINT.  MULTIPLYING BY ONE WILL ALSO CAUSE IT TO TRIM THE RESULTS TO THE \\\'PREC\\\' SPECIFIED.  One trick seems to how to specify 38 digits AFTER the decimal point (which is the dynamoDB limit).  But, this looks like it is the right place to tweak things in the decimal library. Rgds,Eric\''
boto	890	closed	8	elee-nst	2012-07-30 18:13:17	16.98			+1	b'b\' Or, perhaps it could be trimmed to 38 digits (after the decimal point) after it is converted to a dynamo string? def dynamize_value(val):  """"  Take a scalar Python value and return a dict consisting  of the Amazon DynamoDB type specification and the value that  needs to be sent to Amazon DynamoDB.  If the type of the value  is not supported, raise a TypeError  """"  def _str(val):    """"    DynamoDB stores booleans as numbers. True is 1, False is 0.    This function converts Python booleans into DynamoDB friendly    representation.    """"    if isinstance(val, bool):    return str(int(val))    return str(val) perhaps replacing str(val) with something like:  str(val)[ 0 : str(val).find(\\\'.\\\')+39 ]i.e. return everything from the start of the string to 38 digits after the . I\\\'m not certain that is 100% right, I think the str(val).find returns -1 if there isn\\\'t a decimal point, so a big positive integer might possibly be trimmed to 37 characters?  maybe something like the code below (warning, I didn\\\'t have time to test this runs!). string = str(val)hasDot = (\\\'.\\\')if hasDot   string = string[ 0 : hasDot+39 ]return string\''
boto	890	closed	9	garnaat	2012-07-30 18:13:17	975.4	+1			b'b"" I could trim the string prior to sending it to DynamoDB.  I\'m just wondering what would be better from a user perspective.  Trimming behind the scenes may be confusing because the value actually stored in DynamoDB would be different than the value the user sees in Python.  Not trimming would probably result in errors like this from DynamoDB but it would force the user to explicitly deal with it in Python.  I\'m kind of leaning towards the latter approach.  Comments?""'
boto	890	closed	10	disruptek	2012-07-30 18:13:17	163.55		+1		b'b"" Leaving the handling to the user seems like the right approach to me; it\'s more pythonic and doesn\'t obscure semantics that we can\'t automate expertly.  If we don\'t like my idea of a DynamoNumber class that can handle that expertise and be overridden by the user, how about designing the number handling code as abstractly as possible, so that non-Decimal instances can be consumed even if Decimal instances are produced?""'
boto	890	closed	11	garnaat	2012-07-30 18:13:17	12.85		+1		b'b"" @disruptek It\'s not that I don\'t like the idea of a DynamoNumber class, I just haven\'t had time to implement it.""'
boto	890	closed	12	elee-nst	2012-07-30 18:13:17	67.08			+1	b'b\' One thought (which I have not looked at much, so it might not be practical).  There might be cases (like 33.456) where a user is expecting dynamoDB to contain exactly 33.456, not the ""nearest floating point number"" of \\\'33.45600000000000306954461848363280296326\\\'. Since dynamoDB sends everything as a string when talking to the cloud, perhaps there could be an option to  out a number as a string (where the end user has full control over the number of digits, etc.). The only hiccup I could see is that dynamoDB will remove  0\\\'s (if you send 1.234000000 I believe it will store it as 1.234) so you could not always do an exact string match between what you sent and what you get back.  But that is inherent in dynamoDB, any library interfacing to is would have this behavior.  \''
boto	890	closed	13	disruptek	2012-07-30 18:13:17	152.85		+1		b'b\' I like that idea.  Maybe what we really want is for our internal encoding of numeric values to be strings.  This matches the DynamoDB model more explicitly and allows for the ""33.456"" string assignment without any lossy casting.  I\\\'d like to contribute some work on this, but I\\\'m pretty well slammed at the moment.\''
boto	890	closed	14	elee-nst	2012-07-30 18:13:17	866.37	+1			b'b\' My apologies for a slow response!  I am not that familiar with theLayer1/Layer2 model of dynamoDB (I am a new user) and did not have a chanceto read up on it until now.It does seem to me that Layer1 is a good place to allow json strings like""SomeNum"":{""N"":""1307654345.1234567890123456789""} to be directly input. url This is the lowest-level interface to DynamoDB. Methods at this layer mapdirectly to API requests and parameters to the methods are either simple,scalar values or they are the Python equivalent of the JSON input asdefined in the DynamoDB Developer\\xe2\\x80\\x99s Guide. All responses are directdecoding of the JSON response bodies to Python data structures via the jsonor simplejson modules. What might the API look like?  Do you have a small example showing how itwould be used? Eric On Tue, Sep 11, 2012 at 4:26 AM, jimdanz notifications@ wrote:##  Eric Lee408.505.8262 NOTICE: This email message is for the sole use of the intended recipient(s)and may contain confidential and privileged information. Any unauthorizedreview, use, disclosure or distribution is prohibited. If you are not theintended recipient, please contact the sender by reply email and destroyall copies of the original message.\''
boto	890	closed	15	disruptek	2012-07-30 18:13:17	713.1	+1			b'b"" I agree that Layer1 should match the API as closely as possible, but as with any protocol design, I think we want to be strict in what we produce and loose in what we consume.  I don\'t see the harm in performing Layer1 string conversions on numeric types that we find in lieu of strings, but any lossy precision conversion or -flow should raise an exception. We can perform the conversion to Decimal using a custom Context that asserts those conditions.  This will break existing code that is using lossy float storage, but it will expertly handle strings, (exact) floats, and numeric types including bool and Decimal. Decimal does seem to be the appropriate type for wrapping Layer2 numeric values retrieved from DynamoDB, as it will yield lossless reads.  The user can drop to Layer1 if they want to perform their own type conversions with an eye towards resource conservation or controlled loss of precision. Again, this almost certainly will yield new exceptions in existing code, but the reality is that the sooner we make a change, the better.""'
boto	890	closed	16	jamesls	2012-07-30 18:13:17	69.52		+1		b""b' Closing in favor of #1183, which supercedes this.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,closed,2013-01-07 23:53:09,357.88,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,890,closed,-,-,-,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,1055,closed,opened,2012-10-14 03:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,1055,closed,title,2012-10-14 03:23:00,00:00,,1,,"b""b' Glacier code returning Name or service not known on big files'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,1055,closed,body,2012-10-14 03:23:00,00:00,1,,,"b'b\' In uploading a 10GB archive (tar file verified) it seems the connection method is failing. Traceback (most recent call last):  File ""glacier_upload_""", line 12," in   archive_id = (filename)  File ""/-""", line 77," in upload_archive  return (filename)  File ""/-""", line 140," in create_archive_from_file  (data)  File ""/-""", line 152," in write  ()  File ""/-""", line 141, in send_part  content_range," part)  File ""/-""", line 625," in upload_part  response_headers=response_headers)  File ""/-""", line 78," in make_request  data=data)  File ""/-""", line 910, in make_request  return (http_request, sender," override_num_retries)  File ""/-""", line 872," in _mexe  raise e: [Errno -2] Name or service not known I get this uploading from a large EC2 instance. My code is: import botoimport  import sys GLACIER_VAULT = \\\'dropbox-photos-vault\\\'ONE_MB = 1024 \\\\* 1024if **name** == ""**main**"":  \''",,,,,,,,,,,,,,,,,,,,
boto,1055,closed,closed,2012-10-14 03:34:24,11.4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,1055,closed,reopened,2012-10-14 03:34:30,0.1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boto,1055,closed,1,2012-10-14 03:23:00,538.57,,1,,b'b\' After further investigation, I believe that the connection pool associated with a particular (host, is_secure) key just simply continues to grow due to the value of (conn) in  always returning false. This continues to grow until we encounter an error. This is a serious issue for large uploads. The connection pooling in  needs improving. Firstly, there is no limit to the number of connections that can be in a single pool. Secondly, there is no closing of connections. I suspect that that code:  def _conn_ready(self," conn):    """"""    There is a nice state diagram at the top of .  It    indicates that once the response headers have been read (which    _mexe does before adding the connection to the pool)", a    response is attached to the connection, and it stays there    until it\\\'s done reading.  This isn\\\'t entirely true: even after    the client is done reading, the response may be closed, but    not removed from the connection yet. Needs improvement.  I will look for an elegant fix and prepare a pull request.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
