REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,1,2016-01-28 11:01:54,148.05,,1,,"b""b' We recently had a couple discussions about this internally", and decided that the best approach for us is to treat background tasks as a separate trace," which contains the original trace Id as a  key.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,2,2016-01-28 11:01:54,210.33,1,,,b'b\' We have found that a separate span is a good idea (otherwise another background task started form the same span can look indistinguishable, or worse, overwrite the annotations of the first one). A separate trace is an interesting idea, but IMO shouldn\\\'t be the only option," because it really depends on whether logically the work done is part of the same ""job"" as the originating span or not.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,3,2016-01-28 11:01:54,39.65,,1,,b'b\' Agreed that a new child span in the parent trace is always a good idea.  Also agree that it\\\'s up to the application to decide is the background work should be a part of the same trace or not for us it\\\'s better as a separate trace, because the job can be queued and executed minutes after the main trace is finished, so merging them together creates various unwanted side effects, like the duration of the trace becomes all messed up, and the UI rendering is poor due to different scale. . capturing the parent, one idea that was discussed in OpenTracing was that capturing multiple parents of a span (e.g. via something like  ) can work not only for joins within the same trace," but also for the above use case of linking multiple traces. The root span of the background job trace will have the  ID of the ""separate span"" that you mentioned from the parent trace.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,closed,2016-01-28 17:39:56,398.03,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,reopened,2016-01-28 17:40:12,0.27,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,4,2016-01-28 11:01:54,492.7,,1,,"b'b"" let\'s see if we can nail a design down for zipkin v1 model here: #1243""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,5,2016-01-28 11:01:54,723.1,,1,,"b""b' related issue: multiple parents aka linked traces url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,925,open,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,opened,2016-01-29 16:38:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,title,2016-01-29 16:38:14,00:00,,1,,"b""b' Relationship between CLIENT_SEND and SERVER_RECV annotations of spans'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,body,2016-01-29 16:38:14,00:00,1,,,"b'b"" I\'m working on AnormDependencyStore to fix some missing dependencies which have intermediate spans between RPC.For more details", see wip test url  Now, I wonder the relationship between CLIENT_SEND and SERVER_RECV annotations of spans.I surveyed several implementation and test spec but they varies. DependencyStoreSpec says cross service requests share a span.~~However, zipkin-tracer (Ruby) seems to be created new span on SERVER_RECV that is a child of CLIENT_SEND.~~And annotations reported by zipkinitself are no way. How should I handle implementation varieties? or Have I misinterpreted?Or it is not specified so should DependencyStore handle all possible patterns?### DependencyStoreSpec It  says cross service requests share a span.### zipkin Finagle?: url  Unless I\'m mistaken, it seems to be corrupted.### zipkin-tracer (Ruby)  SR: url  CS: url  ~~It creates new span on Server Receive.~~ **Actually it has the same output to test spec," OK.**### Go  SR: url  CS: url  [service1] Span0: SR[service1] Span1: CS[service2] Span1: SR It is the same to TestSpec.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,1,2016-01-29 16:38:14,20.37,1,,,b'b\' This topic comes up a lot. In zipkin," canonical spans come in two forms [""sr""","ss""] and [""cs",sr,ss,"cr""], depending on whether the client is instrumented or not. For example, zipkin (and dapper) examples usually do not have client-originated traces. So, the root span usually looks like  [""sr","ss""]. If there\\\'s an outgoing call, it would look like this  [""cs",sr,ss,"cr""]. The latter ""sr","ss"" annotations are contributed by the downstream services into the same span. We did throughly review the intent of the address annotations, which are documented here url  If you haven\\\'t seen this, have a look and let me know if there\\\'s any questions. No doubt that implementations (and spec data) have been out-of-sync. PS don\\\'t forget one primary trace instrumentation is .\''
zipkin	929	closed	2	adriancole	2016-01-29 16:38:14	0.45		+1		b""b' cc @jcarres-mdsol'",,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,3,2016-01-29 16:38:14,11.98,,,1,"b'b"" Thanks", I read thrift file firstly but I\'m not sure the server should start new span or use provided span id by Request Header," for SERVER_RECV annotation as the spec.Anyway implementations are varied...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,closed,2016-01-29 17:11:02,32.8,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,4,2016-01-29 16:38:14,173.7,,,1,b'b\' Long story on that one ;) If the server has no propagated context Headers, it usually starts a newspan. If the headers are present," those ids are used. If a header says ""notsampled"" then no trace is created. Happy to chat more about this", too. Are you free to join the tracingworkshop Monday, Tuesday? We can review some of these things in a Tokyofriendly time. url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,5,2016-01-29 16:38:14,481.82,1,,,"b""b' The method in ruby is named terribly", it does create a new Span object in Ruby but it does not find a new ID for this span, so if your trace_id had the ids from the http request," the SR will send to zipkin a span with the same IDs than the CS which I think will work as per the spec'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,6,2016-01-29 16:38:14,167.12,,1,,"b'b"" Oh I see. You are right", I didn\'t checked method carefully.So as far as I know. the remaining problem is that default zipkin-web, zipkin-query and tracegen create obscurity annotations. OK, tracegen maybe misused CLIENT_SEND and CLIENT_RECV because they annotates it with  , not current  : url Should I open a pull request to fix? Also zipkin-web," zipkin-query may have another problem as explained above but it is not examined yet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,reopened,2016-01-30 06:53:41,822.65,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,7,2016-01-29 16:38:14,9.37,,,1,"b'b"" Thanks"," the workshop is interesting. Maybe I have no time to join actively but I\'ll watch gitter.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,closed,2016-02-02 09:41:58,168.28,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,929,closed,-,-,-,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,opened,2016-03-29 22:33:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,title,2016-03-29 22:33:40,00:00,,1,,"b'b"" Don\'t distribute non-shadowed jars of collector-service and query-service""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,body,2016-03-29 22:33:40,00:00,,,1,"b'b"" url  When people download the wrong jar", the UI assets won\'t be bundled (neither will any of the jar dependencies)I think @mansu had this problem, getting the wrong jar? (Or so it seems from the gitter conversation) If there\'s no good reason why we\'re publishing the not-shadowed jars, maybe we could just as well not distribute them in the first place? @abesto is it possible to configure Gradle so it doesn\'t build the jars, only the shadowed jars? (Or," at least doesn\'t upload the jars)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,1,2016-03-29 22:33:40,59.48,1,,,"b""b' I had this confused with url  today. :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,2,2016-03-29 22:33:40,109.27,,1,,"b'b"" there\'s no use case for non-shadowed -service jars", so yes they can beremoved. aside: in the java project (zipkin-server), there is a use case, which isthat you can build a smaller or extended zipkin server (ex one that doesn\'tinclude kafka," or that includes 3rd party transports or storage).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,3,2016-03-29 22:33:40,1192.42,,1,,"b""b' Gave it a shot in #1076 (two commits because I found a better way"," so force pushed)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,closed,2016-03-31 07:33:53,540.22,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,reopened,2016-04-01 02:28:32,1134.65,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,closed,2016-06-03 08:58:59,390.45,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1074,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,opened,2016-03-31 14:52:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,title,2016-03-31 14:52:07,00:00,,1,,"b""b' move zipkin-sampler to its own repository'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,body,2016-03-31 14:52:07,00:00,,1,,"b'b"" The adaptive sampler is a storage filter who\'s goal is to keep collectors from overloading the storage layer. It does this by coordinating a sample rate based on the store rate of each member (against a target which the storage system is capable of). The adaptive sampler is implemented using zookeeper apis directly", using code that hasn\'t changed except for maintenance since imported. The code has a lot of classes, and had no notable tests until an attempt at backfilling last year in #891. The dependencies around zookeeper are troubling. Theoretically, one can install this as a filter on  , given some configuration. However, there\'s no instructions or known use in open source. That said, a version of this is used internally at Twitter. Options:remove it as it isn\'t used by the community at largepull the project out into a separate repository until people use or maintain itrewrite it using modern tools," reverse engineering its features and backfilling tests (~month of effort)""'",,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,1,2016-03-31 14:52:07,51.7,,1,,"b""b' +1 for moving it to a separate repository and add a short readme that explains what you just said.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,2,2016-03-31 14:52:07,424.8,,1,,"b'b"" +1 for moving it to a separate repository as long as we can still use it with mainstream zipkin.  I agree that the dependency on ZK is troubling", and we should fix it.  With that said, as far as I can tell it\'s the key feature that lets zipkin control its write traffic, which is what scaled it at Twitter," so I think it\'s worth keeping around in a usable capacity.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,3,2016-03-31 14:52:07,137.18,,1,,"b""b' Implementation aside", the integration with a span consumer is fairlysimple, a filter. This would work with both the scala and the java interfaces," and I can putexample code showing this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,4,2016-03-31 14:52:07,70.45,,,1,"b'b"" One thing I\'d clarify is that even if I can demonstrate get this towork with another collection filter", this isn\'t a commitment in anyway to support it. There\'s no such commitment today by any currentcontributor of zipkin, nor any history of it by past committers. When this goes to its own repository, its fate will be in the hands ofthose interested enough to maintain several year old code," or thosewho wish to rewrite it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,5,2016-03-31 14:52:07,926.42,,1,,"b'b"" Here\'s the issue that adds basic build infra url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,6,2016-03-31 14:52:07,440.67,,1,,"b'b"" Had an offline chat w/ @eirslett and I think it isn\'t worth it to move the sampler to a separate repository. Instead"," we can add support in zipkin-java and leave this here until zipkin-java can replace the code here. url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,closed,2016-04-18 01:03:20,611.22,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,reopened,2018-02-07 11:40:45,637.42,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,7,2016-03-31 14:52:07,638.02,1,,,"b'b"" No-one is using the zookeeper sampler. it has been just a maintenance burden for years. I\'d like to move it to openzipkin-attic  @ anyone disagree?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,8,2016-03-31 14:52:07,37.38,,1,,"b'b"" Are you sure Twitter is not using it internally? Maybe they\'ve moved off ZooKeeper?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,9,2016-03-31 14:52:07,0.88,,1,,"b'b"" they\'d only be using it directly if they moved to the java port of the server. In any case it isn\'t actually connected to the server"," so this is why I don\'t think anyone is using it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,10,2016-03-31 14:52:07,1348.9,,1,,"b""b' +1 to move it to the archive.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,11,2016-03-31 14:52:07,5.17,,1,,"b'b"" @adriancole I\'ll talk to our zipkin team and get them to chime in.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,12,2016-03-31 14:52:07,66.77,,,1,"b""b' Thanks @mosesn if somehow this is in use", it is also ok to make it a non-attic repo (ex contrib)," just it pulls zk dependencies takes a while to run tests and has had near zero feedback for the last couple years. Would like to keep the core repo focused'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,13,2016-03-31 14:52:07,366.95,,1,,"b'b"" @adriancole let\'s archive it", if we (Twitter) want to use it we can maintain it.  We\'re using something similar but not this implementation today.  As a side note," we\'ve updated to 1.28.1.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,closed,2018-04-03 09:24:34,1303.82,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1078,closed,-,-,-,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,opened,2016-05-13 21:11:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,title,2016-05-13 21:11:43,00:00,,1,,"b""b' Display service name when showing addresses in the span detail element'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,body,2016-05-13 21:11:43,00:00,,,1,"b""b' Example screenshot:![image]url  Why: when a request comes from or goes to uninstrumented service", the instrumented part may log  annotations that include not only the peer IP address, but also the service name. However, the current UI, while it has a special handing for  annotations," does not display the service name.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,1,2016-05-13 21:11:43,193.95,,1,,"b""b' @adriancole are there unit tests for what gets displayed in the UI?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,2,2016-05-13 21:11:43,3.95,1,,,"b""b' yeap formatEndpoint has unit tests in  probably", just test that passing blank has the intended effect. Also I suspect the callsite needs to be updated to actually pass serviceName," right? Otherwise it is dead code.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,3,2016-05-13 21:11:43,122.88,,,1,b'b\' oh I remember this issue! We discussed and performed no action on this in the past. Last time we discussed this," we noted that having endpoint information for binary annotations isn\\\'t something we expect to carry forward in the model. Making a UI change to special case when multiple services report the same value formalizes a feature that will look ""missing"" when we finally get time to fix the model to disallow this. Next time you are raising an issue we have discussed and took no action on", please make reference to the former discussion and mention what has changed which would lead to us taking different action now.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,4,2016-05-13 21:11:43,1.25,,1,,"b'b"" closing this as the issue itself hasn\'t changed url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,closed,2016-05-14 02:33:45,322.03,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,5,2016-05-13 21:11:43,95.1,,,1,"b""b' this PR is unrelated to that discussion. It is here to display service name normally encoded in ", which is otherwise hidden (LC had a special handling, which with this PR becomes unnecessary). The service name in the  annotations is respected in other parts of the code," specifically in the logic that derives a single service name for a span: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,reopened,2016-05-14 04:21:29,107.73,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,6,2016-05-13 21:11:43,14.2,,1,,"b'b\' @yurishkuro you\\\'re right. re-opened and changing the title as this is related to ""address"" annotations", which are special-cased.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,7,2016-05-13 21:11:43,22.48,,1,,"b""b' Ps can you put in a shot of the whole span detail element? It would beeasier to tell what the result looks like (ex if we are still consistent)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,8,2016-05-13 21:11:43,301.58,1,,,"b'b"" ps I caused this to slow down", and am sorry about that. In repentance," I\'ll add the missing tests etc.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,9,2016-05-13 21:11:43,12.1,,1,,"b'b"" I would rather not show the parentheses at all if serviceName is empty"," isn\'t that better?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,10,2016-05-13 21:11:43,8.9,,1,,"b""b' @eirslett agreed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,11,2016-05-13 21:11:43,49.68,,1,,"b""b' Added tests and a more complete screen shot. One glitch is that this causes the Annotations pane to show redundant info"," as it has service listed already... '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,12,2016-05-13 21:11:43,5.62,,1,,"b'b"" so I don\'t think this is shippable without revisions because it looks really chatty now. If this change was isolated to just the bottom part", or we took out the Service column in the top part," it would be shippable imho""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,13,2016-05-13 21:11:43,0.7,,1,,"b'b"" I guess another option would be to change the code so that it didn\'t apply to both sections.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,14,2016-05-13 21:11:43,9.55,,1,,"b""b' Yet anothet option could be to just add a service column at the bottom like there is at the top'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,15,2016-05-13 21:11:43,9.78,,1,,"b'b"" Added a commit with one option"," which is to make the top match the bottom. Here\'s a screenshot ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,16,2016-05-13 21:11:43,191.03,,,1,"b""b' LGTM!No strong opinions here. Leaving it as it is (showing the zero) indicates that Zipkin is indeed able to show which port a service answered on which can be handy for people to know", when they try to improve their  in more data. (port," in this case)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,17,2016-05-13 21:11:43,48.1,,,1,"b""b' lgtm. Thanks for improvements & tests. I was porting this change from our pre-JS fork where it was only affecting the bottom part.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,closed,2016-05-15 00:17:12,1195.72,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1114,closed,-,-,-,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,opened,2016-06-14 09:10:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,title,2016-06-14 09:10:52,00:00,,1,,"b""b' Why did I fail to build the zipkin project?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,body,2016-06-14 09:10:52,00:00,,1,,"b""b' who can do me a favour please? ./mvnw  -DskipTests also-make -pl zipkin-server clean install[INFO] Scanning for projects...[INFO] [INFO] Reactor Build Order:[INFO] [INFO] Zipkin (Parent)[INFO] Zipkin[INFO] Zipkin UI[INFO] Guava support library[INFO] Storage[INFO] Storage: Cassandra[INFO] Storage: MySQL[INFO] Storage: Elasticsearch[INFO] Zipkin Collectors[INFO] Collector: Scribe[INFO] Collector: Kafka[INFO] Auto Configuration[INFO] Auto Configuration: Ui[INFO] Auto Configuration: Kafka Collector[INFO] Auto Configuration: Scribe Collector[INFO] Auto Configuration: Cassandra Storage[INFO] Auto Configuration: Elasticsearch Storage[INFO] Auto Configuration: MySQL Storage[INFO] Zipkin Server[INFO]  [INFO] [INFO] Building Zipkin (Parent) 1.1.5-SNAPSHOT[INFO] [INFO] [INFO] maven-clean-plugin:2.5:clean (default-clean) @ parent -[INFO] [INFO] maven-compiler-plugin:3.5.1:compile (default-compile) @ parent -[INFO] No sources to compile[INFO] [INFO] license-maven-plugin:2.11:check (default) @ parent -[INFO] Checking licenses...[WARNING] failure occured while calling class [WARNING] failure occured while calling class : Could not compute the year of the last git commit for file / at (:95)  at $1.load(:338)  at (:97)  at (:179)  at (:85)  at $2.run(:376)  at $(:511)  at (:266)  at $(:511)  at (:266)  at (:1142)  at $(:617)  at (:745)Caused by: : One of setGitDir or setWorkTree must be called.  at (:586)  at (:554)  at (:92)  at .(:75)  at (:138)  at (:84)  ... 12 more[WARNING] failure occured while calling class : Could not compute the year of the last git commit for file / at (:95)  at $1.load(:338)  at (:97)  at (:179)  at (:85)  at $2.run(:376)  at $(:511)  at (:266)  at $(:511)  at (:266)  at (:1142)  at $(:617)  at (:745)Caused by: : One of setGitDir or setWorkTree must be called.  at (:586)  at (:554)  at (:92)  at .(:75)  at (:138)  at (:84)  ... 12 more: Could not compute the year of the last git commit for file / at (:95)  at $1.load(:338)  at (:97)  at (:179)  at (:85)  at $2.run(:376)  at $(:511)  at (:266)  at $(:511)  at (:266)  at (:1142)  at $(:617)  at (:745)Caused by: : One of setGitDir or setWorkTree must be called.  at (:586)  at (:554)  at (:92)  at .(:75)  at (:138)  at (:84)  ... 12 more[WARNING] Missing header in: /-[WARNING] Missing header in: /-[WARNING] Missing header in: /-[INFO] [INFO] Reactor Summary:[INFO] [INFO] Zipkin (Parent) .................................... FAILURE [  0.922 s][INFO] Zipkin ............................................. SKIPPED[INFO] Zipkin UI .......................................... SKIPPED[INFO] Guava support library .............................. SKIPPED[INFO] Storage ............................................ SKIPPED[INFO] Storage: Cassandra ................................. SKIPPED[INFO] Storage: MySQL ..................................... SKIPPED[INFO] Storage: Elasticsearch ............................. SKIPPED[INFO] Zipkin Collectors .................................. SKIPPED[INFO] Collector: Scribe .................................. SKIPPED[INFO] Collector: Kafka ................................... SKIPPED[INFO] Auto Configuration ................................. SKIPPED[INFO] Auto Configuration: Ui ............................. SKIPPED[INFO] Auto Configuration: Kafka Collector ................ SKIPPED[INFO] Auto Configuration: Scribe Collector ............... SKIPPED[INFO] Auto Configuration: Cassandra Storage .............. SKIPPED[INFO] Auto Configuration: Elasticsearch Storage .......... SKIPPED[INFO] Auto Configuration: MySQL Storage .................. SKIPPED[INFO] Zipkin Server ...................................... SKIPPED[INFO] [INFO] BUILD FAILURE[INFO] [INFO] Total time: 1.268 s[INFO] Finished at: 2016-06-15T01:12:20+08:00[INFO] Final Memory: 20[INFO] [ERROR] Failed to execute goal :license-maven-plugin:2.11:check (default) on project parent: Some files do not have the expected license header -[ERROR] [ERROR] To see the full stack trace of the errors", re-run Maven with the -e switch.[ERROR] Re-run Maven using the -X switch to enable full debug logging.[ERROR] [ERROR] For more information about the errors and possible solutions," please read the following articles:[ERROR] [Help 1] url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,closed,2016-06-14 09:11:16,0.4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,reopened,2016-06-14 09:16:40,5.4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,1,2016-06-14 09:10:52,67.53,,,1,"b""b' how to resolve this problem ?thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,2,2016-06-14 09:10:52,1010.52,,1,,"b""b' ./mvnw :license-maven-plugin:formatin .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,closed,2016-06-17 03:09:20,1072.67,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,3,2016-06-14 09:10:52,6.72,,,1,"b""b' thank you\\xef\\xbc\\x81'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,4,2016-06-14 09:10:52,371.83,,,1,"b""b' thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1134,closed,-,-,-,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,opened,2016-06-24 03:43:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,title,2016-06-24 03:43:01,00:00,,1,,"b""b' Why is the data lost in elasticsearch ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,body,2016-06-24 03:43:01,00:00,,,1,b'b\' I used the zipkin, kafka, and elasticsearch for testing.  The elasticsearch was only a node. It wasn\\\'t problem that the data was transferred from kafka to zipkin, but the data is lost from zipkin to elasticsearch. I wrote 500000 log-data to kafka," but it was only 212162 in the elasticsearch. The data: ""ffffffffffffffff"" was replaced in ""1-5000000"";It was no regular!!!\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,1,2016-06-24 03:43:01,98.82,,1,,"b'b\' there\\\'s a ""/metrics"" endpoint. It would show how many spans were accepted by kafka on the zipkin-server side.  can you send relevant output from that? also", I don\\\'t understand what you mean bydo you mean that when you post a span where the id is all bits set, it comes back not in hex?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,2,2016-06-24 03:43:01,82.13,,,1,"b""b' I set id from 1-500000 in hex. I think that the index have a conflict.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,3,2016-06-24 03:43:01,8.17,,1,,"b""b' The lost data is different for storing in the elasticsearch  every"," when I wrote data in the kafka.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,4,2016-06-24 03:43:01,23.52,,1,,"b""b' wondering if this is to do with the data being older? Ex. if I post this"," I have to set lookback to a relatively high value to see it.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,5,2016-06-24 03:43:01,111.88,,1,,"b""b' I started a local server against elasticsearch and got the same output. ex the trace id returned the same as if it were not using elasticsearch  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,6,2016-06-24 03:43:01,1.73,,1,,"b""b' @liangman we need some way of reproducing the problem"," so maybe verify versions and see if you can reproduce something using POST like above. Our tests run latest zipkin against elasticsearch 2.2.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,7,2016-06-24 03:43:01,188.92,,1,,b'b\' Ok," It is normal for using ""POST"""," but why is the data  lost for using ""kafka + ES""?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zipkin,1141,closed,8,2016-06-24 03:43:01,37.0,,,1,"b'b"" great... glad to see progress. First step is to make sure that whenyou say POST you mean POST + ES. That way", there\'s only one variablechanging, the transport. After you run your scenario, store thecollector metrics, which should show how many messages were sent, ifany were dropped etc. ex. url  url  Once you verify this, change only the transport variable and run thesame scenario (i.e. report using Kafka, not HTTP). look at the /metrics endpoint and compare the kafka stats with thehttp stats from the prior pass. you can also run the server with theargument commandline argument url  You might see dropped spans or dropped messages in the metrics output,"and you might see exceptions in the log output. This is how we canstart progressing from here.""'",,,,,,,,,,,,,,,,,,,,,,,,,
