REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,
Nancy,1281,closed,1,2013-10-22 04:27:04,258.1,,,1,"b'b"" Thanks", I\'m aware of this and actually thought I logged it," but can\'t see it anywhere the analysis should come in useful :)""'",,,,,,,,,,,,,,
Nancy,1281,closed,2,2013-10-22 04:27:04,661.8,,1,,"b'b"" Hi"," I\'m also being caught up by this issue.. what is the likely time line for a fix?""'",,,,,,,,,,,,,,,
Nancy,1281,closed,3,2013-10-22 04:27:04,1033.33,1,,,"b'b"" Is there a work around for this issue?  I\'ve just finished porting my website over to Nancy and am now unable to put it live as AppHarbor doesn\'t allow debug mode really disappointing!""'",,,,,,,,,,,,,,,,
Nancy,1281,closed,4,2013-10-22 04:27:04,134.22,,1,,b'b\' You shouldn\\\'t be wanting to run in debug," you should fix your paths.. you will have a path for a view or partial with "".."" in it.. that\\\'s not supported. Just run it locally in release mode to test it. \''",,,,,,,,,,,,,,,
Nancy,1281,closed,5,2013-10-22 04:27:04,288.57,,,1,"b'b\' Thanks for the response.  After a little trial and error it turned out the error was because of a leading ""/"" in the path of the partial.  After removing the slash", it works perfectly.\'',,,,,,,,,,,,,,,
Nancy,1281,closed,closed,2014-03-15 12:22:16,475.2,1,4,2,,,,,,,,,,,,,,,,,
Nancy,1281,closed,reopened,2014-03-15 12:22:29,0.22,1,4,2,,,,,,,,,,,,,,,,,
Nancy,1281,closed,closed,2015-08-22 22:27:38,605.15,1,4,2,,,,,,,,,,,,,,,,,
Nancy,1281,closed,-,-,-,1,4,2,,,,,,,,,,,,,,,,,
Nancy,1288,closed,opened,2013-10-24 09:13:51,,,,,,,,,,,,,,,,,,,,,
Nancy,1288,closed,title,2013-10-24 09:13:51,00:00,,1,,"b""b' During creation of browser dependencies get disposed'""",,,,,,,,,,,,,,,,
Nancy,1288,closed,body,2013-10-24 09:13:51,00:00,,1,,"b'b""   Happens with 0.20 as well and latest master.Tried follow execution through source"," but yet didn\'t quite understand what is going on there. Seems like it disposes container during registration of dependencies. If I register types by myself without  thing in ApplicationStartup it doesn\'t get disposed.""'",,,,,,,,,,,,,,,
Nancy,1288,closed,1,2013-10-24 09:13:51,35.2,,1,,"b""b' It seems like it was happening because of Razor dependency included in a project for some reason.'""",,,,,,,,,,,,,,,,
Nancy,1288,closed,closed,2013-10-24 09:49:03,35.2,0,3,0,,,,,,,,,,,,,,,,,
Nancy,1288,closed,2,2013-10-24 09:13:51,4.32,,1,,"b'b"" No", it seems like it stopped happening with custom class," but if I add Raven\'s document store it is happening again.""'",,,,,,,,,,,,,,
Nancy,1288,closed,reopened,2013-10-24 09:53:22,4.32,0,4,0,,,,,,,,,,,,,,,,,
Nancy,1288,closed,3,2013-10-24 09:13:51,956.38,,1,,"b'b"" I\'m having this issue too. when the nancycontext of Browser is disposed it will dispose my UnicDb class and this is causing my tests to fail because i need to assert stuff from db.however"," if i do this: on my UnicDb class my tests pass because the unicdb is not being disposed. what can i do about this?""'",,,,,,,,,,,,,,,
Nancy,1288,closed,4,2013-10-24 09:13:51,4.85,,1,,"b""b' Well"," this is strange... Things run just fine **WITHOUT** .'""",,,,,,,,,,,,,,,
Nancy,1288,closed,5,2013-10-24 09:13:51,689.25,,1,,"b""b' I have uploaded a repro project here: url '""",,,,,,,,,,,,,,,,
Nancy,1288,closed,6,2013-10-24 09:13:51,727.35,,1,,"b""b' Any thoughts on this one?'""",,,,,,,,,,,,,,,,
Nancy,1288,closed,7,2013-10-24 09:13:51,304.47,,1,,"b'b"" Yep think I\'ve located a bug in the going to verify it today and apply the fix""'",,,,,,,,,,,,,,,,
Nancy,1288,closed,8,2013-10-24 09:13:51,220.65,,,1,"b""b' I love you. 2013/11/25 Andreas H\\xc3\\xa5kansson notifications@'""",,,,,,,,,,,,,,,,
Nancy,1288,closed,closed,2013-12-10 15:51:43,358.35,0,9,1,,,,,,,,,,,,,,,,,
Nancy,1288,closed,-,-,-,0,9,1,,,,,,,,,,,,,,,,,
Nancy,1290,closed,opened,2013-10-24 16:00:11,,,,,,,,,,,,,,,,,,,,,
Nancy,1290,closed,title,2013-10-24 16:00:11,00:00,,1,,"b""b' Content-Length not working on HEAD requests'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,body,2013-10-24 16:00:11,00:00,,1,,"b""b' On regular GET requests the response headers contain the correct Content-Length header information. If I make a HEAD request the Content-Length is always 0. Update: I am using self hosting with following configuration:  '""",,,,,,,,,,,,,,,,
Nancy,1290,closed,1,2013-10-24 16:00:11,8.03,,1,,"b""b' What hosting are you using?'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,2,2013-10-24 16:00:11,0.83,1,,,"b""b' Oh sorry: I am using self hosting. I updated my initial post.'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,3,2013-10-24 16:00:11,9.33,,1,,"b'b"" And you\'re certain that the request is sent with a Content-Length header?""'",,,,,,,,,,,,,,,,
Nancy,1290,closed,4,2013-10-24 16:00:11,11.0,,1,,"b""b'   does return on GET requests: GET / Host: localhost:8080User-Agent:  (Windows NT 6.3; WOW64; rv:24.0)  Accept: ",+xml,;q=0.9,_/_;q=0.8Accept-Language: de-de,de;q=0.8,en-us;q=0.5,en;q=0.3Accept-Encoding: gzip, deflateDNT: 1Connection: keep-aliveCache-Control: max-age=0  200 OKContent-Length: 11Content-Type: Server: Microsoft-Date: Thu, 24 Oct 2013 16:22:47 GMT and on HEAD requests: HEAD / Host: localhost:8080User-Agent:  (Windows NT 6.3; WOW64; rv:24.0)  Accept: ,+xml,;q=0.9,_/_;q=0.8Accept-Language: de-de,de;q=0.8,en-us;q=0.5,en;q=0.3Accept-Encoding: gzip, deflateDNT: 1Connection: keep-aliveCache-Control: max-age=0  200 OKContent-Length: 0Content-Type: Server: Microsoft-Date: Thu," 24 Oct 2013 16:26:57 GMT'"""
Nancy,1290,closed,5,2013-10-24 16:00:11,17.63,,1,,"b'b\' So it\\\'s the _response_ and not the request. This is because the content stream of the object is copied into a byte array and the header is set to the array length. HEAD responses should not contain a body so the content stream is empty (see [HeadResponse]url  This is probably a bug. Section ""14.13 Content-Length"" of [RFC2616]url  states:\''",,,,,,,,,,,,,,,,
Nancy,1290,closed,6,2013-10-24 16:00:11,778.4,,,1,"b'b\' Thanks for that information. Do you have a workaround for me until the bug is fixed? I am using [""Background Intelligent Transfer Service""]url  (BITS) and it only [works with]url  HEAD requests that return the content length. Then it makes a second (GET) request for downloading the data.\''",,,,,,,,,,,,,,,,
Nancy,1290,closed,closed,2013-10-25 10:41:49,1121.63,1,6,1,,,,,,,,,,,,,,,,,
Nancy,1290,closed,7,2013-10-24 16:00:11,297.02,,1,,"b""b' @ScreenDriver can you check the latest CI build (in about 15minutes) and make sure this is fixed for you?'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,8,2013-10-24 16:00:11,13.03,,,1,"b'b"" @grumpydev You\'re a machine! :shipit:""'",,,,,,,,,,,,,,,,
Nancy,1290,closed,9,2013-10-24 16:00:11,75.85,,,1,"b""b' Thanks for that very quick bugfix! Unfortunately it does **_not**_ work :-('""",,,,,,,,,,,,,,,,
Nancy,1290,closed,10,2013-10-24 16:00:11,23.4,,1,,"b""b' Must be a hosting issue then :-/'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,11,2013-10-24 16:00:11,8.03,,1,,"b'b"" @grumpydev In [NancyHost#L335]url  it\'s setting the to the content stream\'s length"," so it will override the header that was introduced in the fix... The method should check if the response already has a header.""'",,,,,,,,,,,,,,,
Nancy,1290,closed,12,2013-10-24 16:00:11,0.45,,1,,"b""b' :broken_heart: I am using . So what I can do? Is  developed by other guys? How can I contact them?'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,13,2013-10-24 16:00:11,2.27,,1,,"b""b' @khellang I am working on a PR for that as we speak. '""",,,,,,,,,,,,,,,,
Nancy,1290,closed,14,2013-10-24 16:00:11,0.57,,1,,"b""b' @ScreenDriver will get it fixed for 0.21'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,reopened,2013-10-25 12:46:02,124.22,1,12,3,,,,,,,,,,,,,,,,,
Nancy,1290,closed,15,2013-10-24 16:00:11,5.42,,,1,"b""b' :+1: :clap:Awesome!'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,16,2013-10-24 16:00:11,7.35,,1,,"b'b"" I\'ve sent in a PR url  and as soon as @grumpydev approves it", it will be part of our master build. As an addition, in order to get a header back from the self-hosting you are going to have to disable chunked encoding," but passing in a instance into your  NancyHost""'",,,,,,,,,,,,,
Nancy,1290,closed,17,2013-10-24 16:00:11,8.72,,1,,"b""b' @thecodejunkie look at my opening post. I already pass in a HostConfiguration that is configured like yours :wink:'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,18,2013-10-24 16:00:11,0.85,,,1,"b""b' @ScreenDriver Cool. The code appears to work ;)'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,19,2013-10-24 16:00:11,2.93,,1,,"b'b"" @thecodejunkie what code do you mean? Like @grumpydev suggested: I downloaded the latest artifact from the CI (a couple hours ago) and it didn\'t work.""'",,,,,,,,,,,,,,,,
Nancy,1290,closed,20,2013-10-24 16:00:11,1.23,,1,,"b'b"" @ScreenDriver There\'s a new version now :wink:""'",,,,,,,,,,,,,,,,
Nancy,1290,closed,21,2013-10-24 16:00:11,0.2,,1,,"b""b' @ScreenDriver grab the new version in about 5minutes or so when it finished building'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,22,2013-10-24 16:00:11,14.2,,,1,"b""b' Awesome! It works! :rocket:I am looking forward to 0.21 so I can grab it via NuGet :dancers:'""",,,,,,,,,,,,,,,,
Nancy,1290,closed,closed,2013-10-25 18:05:34,319.53,1,17,6,,,,,,,,,,,,,,,,,
Nancy,1290,closed,23,2013-10-24 16:00:11,177.78,,,1,"b'b"" I get this same issue when hosting Nancy in the OWIN with Katana.I can\'t work out how to set \'AllowChunkedEncoding = false\'. Any help would be appreciated.""'",,,,,,,,,,,,,,,,
Nancy,1290,closed,-,-,-,1,17,7,,,,,,,,,,,,,,,,,
Nancy,1337,closed,opened,2013-11-22 18:08:15,,,,,,,,,,,,,,,,,,,,,
Nancy,1337,closed,title,2013-11-22 18:08:15,00:00,,1,,"b""b' HEAD requests in versions >= 0.21'""",,,,,,,,,,,,,,,,
Nancy,1337,closed,body,2013-11-22 18:08:15,00:00,,,1,"b'b"" So", in version 0.20 I had the following code:   would return with status  would return no content with status This is important to my application as sometimes I need to know if the item exists without pulling the item contents. This functionality is also part of the spec that I\'m implementing so I have no leeway to implement it differently. Starting with Nancy 0.21, returns no content with status  . I also see the following in the debug output window:  I\'m assuming Nancy is throwing an exception and hoping this is a bug. If it is not, how do I override the default handling so that I can strip out the content out of the response myself? Thanks,"Ilya""'",,,,,,,,,,,,
Nancy,1337,closed,closed,2013-11-22 19:21:49,73.57,0,1,1,,,,,,,,,,,,,,,,,
Nancy,1337,closed,reopened,2013-11-22 19:21:51,0.03,0,1,1,,,,,,,,,,,,,,,,,
Nancy,1337,closed,1,2013-11-22 18:08:15,862.2,,,1,"b'b"" I\'ll take a look! We did fix a bug with HEAD requests for 0.21"," but they were working fine when I tested them =( Thank you for reporting this""'",,,,,,,,,,,,,,,
Nancy,1337,closed,2,2013-11-22 18:08:15,6.53,,,1,"b""b' I just tired this  ![image]url  And it worked fine. I copy&pasted your route into our project and sent in a request using Fiddler. Do you get the exception in a new Nancy project"," or could there be something else in your application ( hooks for example) or something else that is causing this (could still be a bug in our code though)  Does the stacktrace provide any more clues? Would like to get to the bottom of this but until I am able to reproduce it locally I have no clue where to start looking =/'""",,,,,,,,,,,,,,,
Nancy,1337,closed,3,2013-11-22 18:08:15,560.85,,,1,"b'b"" Thank you for looking into this! I tested this in a new project using "," latest version from NuGet. Here\'s the code for a console app that I just verified on a different PC to exhibit the same problem.  ""'",,,,,,,,,,,,,,,
Nancy,1337,closed,4,2013-11-22 18:08:15,224.85,,,1,"b'b"" Ah"," you are using self-hosting! We\'ve introduced support for chunked encoding and it is turned on by default. So what you need to do is to disable it by passing a instance to the and disable the chunked encoding And that should give you back your requests responses!""'",,,,,,,,,,,,,,,
Nancy,1337,closed,closed,2013-11-23 21:42:41,140.83,0,1,5,,,,,,,,,,,,,,,,,
Nancy,1337,closed,5,2013-11-22 18:08:15,147.88,,,1,"b""b' This does fix it"," thank you.'""",,,,,,,,,,,,,,,
Nancy,1337,closed,6,2013-11-22 18:08:15,952.7,,,1,"b'b"" I know this is an old thread but is there any chance you could explain why we need to turn chunked encoding off when it\'s self hosted.  What about losing the benefits of chunked responses?  I have the same problem where I am self hosting nancy with chunking turned off.  When I do a GET the response has the content-length set correctly and returns a body.  When I do a HEAD the content-length is set but the body is empty.  As far as I know this is all correct.  When I turn chunked encoding on the GET still works but the HEAD returns a 504 error 504 Fiddler Receive FailureDate: Thu", 06 Nov 2014 13:28:29 GMTContent-Type: ; charset=UTF-8Connection: closeCache-Control: no-cache," must-revalidateTimestamp: 13:28:29.207 [Fiddler] ReadResponse() failed: The server did not return a response for this request. Server returned 0 bytes. If the solution is to just turn it off could you give me reason why as I have been asked to explain why this is the solution. Thanks                                                                                                                                   ""'",,,,,,,,,,,,,,
Nancy,1337,closed,-,-,-,0,1,7,,,,,,,,,,,,,,,,,
Nancy,1355,closed,opened,2013-12-08 22:00:41,,,,,,,,,,,,,,,,,,,,,
Nancy,1355,closed,title,2013-12-08 22:00:41,00:00,,1,,"b""b' Fixed razor dependency resolve error handling'""",,,,,,,,,,,,,,,,
Nancy,1355,closed,body,2013-12-08 22:00:41,00:00,1,,,"b""b' When rendering Razor", any exception (invalid config," missing assemblies) will result in an empty result page. This makes it very hard to debug since there is no indication in trace.I expected to receive a clear error. I extracted the code into a method wrapped in a try catch and returned a NancyRazorErrorView.'""",,,,,,,,,,,,,,
Nancy,1355,closed,1,2013-12-08 22:00:41,538.33,,1,,"b'b"" @MCord I\'d like to review and pull this in for 0.22", but there seems to be something odd with your commit history. You have Jonathans commits for his case-insensitive claims pull-request as well," so maybe you did a dodgy merge? Any chance you could take your changes and apply on a fresh pull request (that\'s based on latest master)? Thanks""'",,,,,,,,,,,,,,
Nancy,1355,closed,2,2013-12-08 22:00:41,180.22,,,1,"b""b' No problem"," I wondered about that too! I will close this and send a new one.'""",,,,,,,,,,,,,,,
Nancy,1355,closed,closed,2013-12-12 09:59:14,718.55,1,2,1,,,,,,,,,,,,,,,,,
Nancy,1355,closed,reopened,2013-12-12 10:28:58,29.73,1,2,1,,,,,,,,,,,,,,,,,
Nancy,1355,closed,closed,2013-12-12 10:31:07,2.15,1,2,1,,,,,,,,,,,,,,,,,
Nancy,1355,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,opened,2013-12-09 21:31:46,,,,,,,,,,,,,,,,,,,,,
Nancy,1360,closed,title,2013-12-09 21:31:46,00:00,,1,,"b""b' Implemented ConcurrencyMode in self-host and improved async requests'""",,,,,,,,,,,,,,,,
Nancy,1360,closed,body,2013-12-09 21:31:46,00:00,,1,,"b""b' This pull request improves on the async handling of requests when using self-hosting"," using the .NET ThreadPool to process incoming requests.  The old system of using BeginGetContext() only handled two requests simultaneously -with the thread-pool many more can run concurrently. I also added a  option to handle requests on a single thread. This can be useful in cases where you need to make sure you always deal with the same thread. The default is  (to behave like the self-host has behaved before and for best performance).'""",,,,,,,,,,,,,,,
Nancy,1360,closed,1,2013-12-09 21:31:46,1416.2,,,1,"b""b' Thanks! Added some review comments. There are more places which needs to remove the prefix and have prefix added. I decided not to add a comment to each one'""",,,,,,,,,,,,,,,,
Nancy,1360,closed,2,2013-12-09 21:31:46,676.2,,1,,"b'b"" I\'m not sure about this"," the current implementation certainly isn\'t limited to handling two requests simultaneously as soon as a request is started we start listening for the next one before we actually process it this is a pretty standard way of doing it.""'",,,,,,,,,,,,,,,
Nancy,1360,closed,3,2013-12-09 21:31:46,800.8,,1,,"b'b"" I know it\'s standard but some research seems to indicate the underlying system only has a maximum of _two_ concurrent requests running this way"," even though it _looks_ like the implementation allows for many of them.""'",,,,,,,,,,,,,,,
Nancy,1360,closed,closed,2013-12-12 21:46:56,15.17,0,4,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,reopened,2013-12-12 21:48:36,1.67,0,4,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,4,2013-12-09 21:31:46,9.18,,1,,"b'b\' For example something I ran into: ""I also saw that only two requests could be handled at a time by HttpListener.To get around this"," use the following.  I now have 10 executing at the same time with HttpListener.  The solution involves making a change to the registery.1. Start the registry editor.2. Locate the following key in the registry:HKEY_CURRENT_USER\\\\Software\\\\Microsoft\\\\Windows\\\\CurrentVersion\\\\Internet Settings""\''",,,,,,,,,,,,,,,
Nancy,1360,closed,5,2013-12-09 21:31:46,1.7,,1,,"b""b' In any case", this new code uses mostly the same code to handle the requests either multi-threaded or single-threaded," which I figured was a positive element. I have adjusted the code based on the coding guidelines (my bad for not following them) and re-pushed the branch and so updated the pull request.'""",,,,,,,,,,,,,,
Nancy,1360,closed,closed,2013-12-12 21:59:03,10.45,0,6,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,reopened,2013-12-12 21:59:33,0.5,0,6,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,6,2013-12-09 21:31:46,7.25,,1,,"b'b"" OK", something went wrong when I pushed the branch again, in the last year I learned a lot about git, but it seems I\'m still fumbling when it comes to pull requests on GitHub, grmbl...  So I have a new pull request for this," #1370""'",,,,,,,,,,,
Nancy,1360,closed,closed,2013-12-12 22:03:06,3.55,0,7,1,,,,,,,,,,,,,,,,,
Nancy,1360,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,
Nancy,1380,closed,opened,2013-12-21 11:45:54,,,,,,,,,,,,,,,,,,,,,
Nancy,1380,closed,title,2013-12-21 11:45:54,00:00,,1,,"b""b' Release a major version'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,body,2013-12-21 11:45:54,00:00,,,1,"b'b"" As a Nancy MVMI would like to have a major version releasedsuch that when I discuss Nancy with interested partiesthey don\'t immediately dismiss it as \'pre-release\' and \'probably unstable\' without looking further. :smiley: ""'",,,,,,,,,,,,,,,,
Nancy,1380,closed,1,2013-12-21 11:45:54,25.75,,1,,"b""b' MVM revoked.  Story no longer relevant.  Issue closed.  ;-)'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,2,2013-12-21 11:45:54,0.9,1,,,"b'b\' I concur. Nancy is slowly becoming more and more popular an even I\\\'ve  stuff ""its not even 1.0 yet?"" Its definitely stable. So I think 2014 should be we make Nancy 1.0", and while we fix bugs and such, we begin work on v2.0 which drops support for 4.0, introduces claims support, ~~fixes the hacky stuff with async needed for 4.0,~~ etc.  I know @grumpydev wants to keep his 4.0 support but I think pretty much everyone is using 4.5 now and we shouldn\\\'t hold Nancys potential back because of a grumpy dev. \'',,,,,,,,,,,
Nancy,1380,closed,3,2013-12-21 11:45:54,8.1,,1,,"b'b\' I guess we\\\'re drawing closer and closer to a 1.0 release.. I think we need to assemble a ""this needs to be in before a 1.0 release"" list that we can work through\''",,,,,,,,,,,,,,,,
Nancy,1380,closed,4,2013-12-21 11:45:54,2.72,,1,,"b""b' If we can plan for a 1.0 release then I think the new Auth stuff should be sidelined for 2.0 IMO. '""",,,,,,,,,,,,,,,,
Nancy,1380,closed,5,2013-12-21 11:45:54,2.42,,1,,"b'b"" The only way I see us adopt a major-release-versioning-schema is to follow the  model and release major updates quite frequently. We\'ll kind of have to do that if we want to follow our current rapid development pace and still comply with semver""'",,,,,,,,,,,,,,,,
Nancy,1380,closed,6,2013-12-21 11:45:54,3.07,,1,,"b""b' What about making major releases when breaking changes occur and semver for new features and bug fixes.'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,7,2013-12-21 11:45:54,1.25,,,1,"b'b"" No need to put it like that"," because that\'s exactly what Semver is (even the major version change) =)""'",,,,,,,,,,,,,,,
Nancy,1380,closed,8,2013-12-21 11:45:54,0.58,,1,,"b""b' Hacky async stuff? Eh?'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,9,2013-12-21 11:45:54,1.95,,,1,"b'b"" ...ooooooh no you didn\'t _waves hand and snaps fingers_""'",,,,,,,,,,,,,,,,
Nancy,1380,closed,10,2013-12-21 11:45:54,2.25,,,1,"b""b' @grumpydev you called it hacky yourself. You said you had to do some hacky things for .NET 4.0 and would fix it in the future when it went 4.5 onwards.  So yes"," Hacky async stuff! :)'""",,,,,,,,,,,,,,,
Nancy,1380,closed,11,2013-12-21 11:45:54,2.17,,,1,"b'b"" @grumpydev lol Glad we\'re mostly in agreement that we should do something here.... :)""'",,,,,,,,,,,,,,,,
Nancy,1380,closed,12,2013-12-21 11:45:54,24.67,,1,,"b'b"" There\'s stuff in there for performance when mainly using sync code", but that\'s nothing to do with .net 4/4.5, just Tasks being expensive.. I wouldn\'t want to touch the core," even when moving to 4.5.. Its well tested and well optimised. ""'",,,,,,,,,,,,,
Nancy,1380,closed,13,2013-12-21 11:45:54,5.75,,1,,"b""b' Ahh ok then. I take that back :) Misunderstanding. '""",,,,,,,,,,,,,,,,
Nancy,1380,closed,14,2013-12-21 11:45:54,199.5,,,1,"b'b"" -:100: for v1 release. I think there are still lot of stuffs to be done for v1 release especially on the perfs and security side which hasn\'t been getting any love at all. (not an expert on security so can\'t comment much on it though). Here is what I would love to see before v1. _Benchmarks_ should be part of the official build process. This will allow us to compare performance between each release. Adding new feature shouldn\'t have a huge impact on performance. Right now there is no way to have any idea about it. I believe @grumpydev has some internal benchmarks that he runs against other web fwks. Might be it would be good to have it available to MVMs too. (but the nancy only benchmarks could be made publicly available) Here are some perfs stuffs that can be doneget rid of []url get rid of [GetProperty]url any other reflection codes  Some one needs to write a linter to actually break the build if these are used :smiley: . All of these should be replaced with cached compiled lambda expressions. Also might a need to implement LRU cache instead of infinite cache. Here is the benchmarks of [reflection-utils]url  url  that I had ran when optimizing [SimpleJson]url  Here the code that actually generates the benchmarks url  Having these perfs for model binding", json serialization can have a huge performance increase. Node has been doing something similar too. Now that their api has been pretty much locked down," they are investing their time on perfs and security. The only reason I would agree to release a v1 release before these enhancements is if v1.1 is all about perf.""'",,,,,,,,,,,,,,
Nancy,1380,closed,15,2013-12-21 11:45:54,3.72,,,1,"b""b' here are some the issues that been discussed few years back on perfs.#595 #600 for those who are interested.'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,16,2013-12-21 11:45:54,44.22,,1,,"b'b"" I have spent a _large_ amount of time on perf actually.. On the most important stuff around the core and the container. Improving model binding performance is something that needs doing", but I don\'t see it as a blocker for a v1.  We also regularly run perf tests against every release, but perf tests are not something that should be part of an automated build," especially when that build is in a shared environment. ""'",,,,,,,,,,,,,
Nancy,1380,closed,closed,2013-12-21 17:14:54,329.0,1,10,7,,,,,,,,,,,,,,,,,
Nancy,1380,closed,17,2013-12-21 11:45:54,3.62,,1,,"b'b"" Btw", when we do put out a 1.0 I would see 1.x being .net 4, 2.x onwards being 4.5, but I certainly wouldn\'t see us abandoning the 1 x code.. We wont be doing massive core changes in 2.x," so backporting most features / improvements should be pretty easy. ""'",,,,,,,,,,,,
Nancy,1380,closed,reopened,2013-12-21 17:18:40,3.77,1,11,7,,,,,,,,,,,,,,,,,
Nancy,1380,closed,18,2013-12-21 11:45:54,26.53,,1,,b'b\' :thumbsup:On 21 Dec 2013 17:18,"Steven Robbins"" notifications@ wrote:\''
Nancy	1380	closed	19	damianh	2013-12-21 11:45:54	99.33		+1		b'b"" Been thinking about this further... if we have a 2.x package that contains NET45 only bins, 1.x NET40 users are going to constantly see that there is an updated package in their package manager gui. Of course a package upgrade will fail for these users. 1.x users will always have to specify a version when adding / updating a package reference. I don\'t think this is optimal. Also, given the time it\'s going to take to get an actual 1.0 out, it\'s going to be far too long time wise before we see a 2.x package. There are people who want and need the proposed NET45 features (ClaimsPrincipal) now. As the only proposed difference between 1.x and 2.x are _target platform_ related, i.e. everything else being the same, I think we should just stick with 1.x but have NET40 and NET45 bins in that package. And in that case, why wait for 1.x? We should consider NET45 for 0.22 / 0.23. Obviously mono / travis is going to have problems with NET45 but we can\'t let that hold us back as the user base moves on.""'
Nancy	1380	closed	20	ontehfritz	2013-12-21 11:45:54	817.18	+1			b""b' I would just like to chime in on the Mono comment, I use Nancy strictly in *nix environment (outside my day job). It would be a shame that Nancy would move forward with features that would be platform specific. At my day job having Nancy cross platform opens a lot of options, especially to use another web server besides IIS, and *nix deploys.  '",,,,,,,,,,,,,,,
Nancy,1380,closed,21,2013-12-21 11:45:54,19.25,,1,,"b'b"" As katana advisors we\'re very aware of platform (and licence) restrictions. This issue is not platform specific", but framework /BCL specific. Until mono catches up with the .net 4.5 BCL," you just continue targeting .net 4.0 and nothing changes for you. We are reaching out via other channels to get the missing mono pieces in place.""'",,,,,,,,,,,,,,
Nancy,1380,closed,22,2013-12-21 11:45:54,3.53,,1,,"b""b' :thumbsup:'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,23,2013-12-21 11:45:54,1400.22,1,,,b'b\' The reason for not moving to 4.5 has nothing to do with Mono," it\\\'s Microsoft\\\'s stupid decision on platform support any ""1.0"" release will be 4.0 and not 4.5", I don\\\'t think that\\\'s open to debate.\'',,,,,,,,,,,,,,
Nancy,1380,closed,24,2013-12-21 11:45:54,9.63,,1,,"b'b"" Any reason why 1.0 release can\'t be both? Let\'s be clear here"," I\'m not suggesting dropping 4.0 support.""'",,,,,,,,,,,,,,,
Nancy,1380,closed,25,2013-12-21 11:45:54,8.18,,,1,"b'b"" I was... :) Let\'s just keep the same naming", drop the 0. off the front," and be done with it. ""'",,,,,,,,,,,,,,
Nancy,1380,closed,26,2013-12-21 11:45:54,0.6,1,,,"b'b"" I\'m not sure how it can be without descending into a horrible pit of ifdefs .. we can\'t fundamentally change internal types between platforms while keeping them as the same version number"," just doesn\'t make sense.""'",,,,,,,,,,,,,,,
Nancy,1380,closed,27,2013-12-21 11:45:54,6.08,1,,,"b""b' Yes #ifdevs suck. There are a couple other approaches though. Will take to jabbr.'""",,,,,,,,,,,,,,,,
Nancy,1380,closed,28,2013-12-21 11:45:54,922.72,,,1,"b""b' Can be closed no? :smile: '""",,,,,,,,,,,,,,,,
Nancy,1380,closed,closed,2015-04-13 05:17:30,718.83,5,16,9,,,,,,,,,,,,,,,,,
Nancy,1380,closed,-,-,-,5,16,9,,,,,,,,,,,,,,,,,
Nancy,1404,closed,opened,2014-01-16 11:48:49,,,,,,,,,,,,,,,,,,,,,
Nancy,1404,closed,title,2014-01-16 11:48:49,00:00,,1,,"b""b' DefaultBinder always creates a new instance instead of using the one returned from the deserializer'""",,,,,,,,,,,,,,,,
Nancy,1404,closed,body,2014-01-16 11:48:49,00:00,,,1,"b'b""   contains the following assertions: I think this is incorrect. Instead", it should be: But this fails because instead of using the instance returned by the deserializer," DefaultBinder copies the properties to a new instance. Somewhat related to #1383. I\'m happy to submit a PR to address this if you agree that this isn\'t the intended behaviour.""'",,,,,,,,,,,,,,
Nancy,1404,closed,1,2014-01-16 11:48:49,1231.32,,1,,"b""b' The behaviour is correct", the test just needs to be renamed. The behaviour was changed so the deserialisers return an object," which is then used along with other bindings and the blacklist to produce the final object.'""",,,,,,,,,,,,,,
Nancy,1404,closed,2,2014-01-16 11:48:49,42.32,,1,,"b""b' Chatted this over with @grumpydev and understand that it needs to work like this to respect the blacklist.'""",,,,,,,,,,,,,,,,
Nancy,1404,closed,closed,2014-01-21 09:02:27,1273.63,0,3,1,,,,,,,,,,,,,,,,,
