REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,1,2013-06-08 00:42:26,3.12,,1,,"b""b' The UIModule can be easily fixed by adding a current_user getter which returns . Fixing  might be trickier.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,2,2013-06-08 00:42:26,1028.25,,,1,"b""b' Hmm", good point.  I guess the template namespace should probably be a special object kind of like the UIModule namespace," although this might be a little delicate since we allow people to modify this dictionary in get_template_namespace.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,3,2013-06-08 00:42:26,1278.43,,1,,"b""b' Is it ok if I fix the UIModule part"," and write tests for the other part?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,4,2013-06-08 00:42:26,42.92,,1,,"b""b' Sure"," go ahead and put together a patch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,closed,2013-07-16 01:28:39,46.22,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,reopened,2013-07-16 01:28:46,0.12,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,820,open,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,opened,2013-06-21 02:04:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,title,2013-06-21 02:04:31,00:00,,1,,"b""b' tornado memory leaks when serve html5 page with '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,body,2013-06-21 02:04:31,00:00,,1,,"b'b"" I was trying to write a static file server with tornado", but memory leaks when it serves html5 videos, the code is pretty simple.### ### ### Details:1. My platform: windows 7 64bit, chrome 27, python 2.7, tornado 2.42. When the html page was loaded, \'s memory goes up.3. Every time I reload the page, memory goes up again ( + 5MB for every reload in my situation )4. On reloading, an error was raised by tornado ( see the last part )5. If I play the video," I can see the memory going down during the playing (but always higher than last reload)### Error Traceback on Page Reloading  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,1,2013-06-21 02:04:31,1293.43,,1,,"b'b"" Hmm.  10053 looks like windows\' ECONNABORTED.  Sometimes we catch both ECONNABORTED and ECONNRESET", and sometimes we only catch ECONNRESET.  We should probably catch both of them every time. Separately, we appear to have a reference cycle or leak that is preventing or delaying garbage collection.  If you add a call to () in your handler," does the memory usage stop increasing?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,2,2013-06-21 02:04:31,51.32,,1,,"b""b' I tried to add a call to () in  . The error is still raised"," but memory usage is under control.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,3,2013-06-21 02:04:31,1030.97,1,,,"b'b"" OK.  I can\'t reproduce this myself", but I\'ve got a change that should more or less fix it.  The IOStream object itself will still be alive until the next garbage collection," but the bulk of the data will be freed (and the error message will be gone).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,closed,2013-07-07 17:48:40,944.15,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,4,2013-06-21 02:04:31,704.03,,1,,"b""b' I tried the latest branch c43996288e52a8f68728164f9284cf286d38543a "," but memory still leaks as bigger as before (~5m every refresh)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,reopened,2013-08-04 22:08:30,259.83,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,closed,2013-08-04 22:13:01,4.52,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,5,2013-06-21 02:04:31,1010.05,,1,,"b""b' @luwenjin"," try again with commit f2e2367.  That should cover a case that the earlier change missed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,6,2013-06-21 02:04:31,1435.87,,,1,"b""b' @bdarnell ", This commit is perfect, no Exception," no leakage.Thanks a lot!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,828,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,opened,2013-07-11 09:22:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,title,2013-07-11 09:22:10,00:00,,1,,"b""b' Leaking file descriptors when using asynchronous stdin STREAM'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,body,2013-07-11 09:22:10,00:00,,,1,"b'b"" Hello! Please"," look at this code example. I\'ve tested it on Centos 6 and Ubuntu 12.04 using current master branch of Tornado. On my machine output is something like: File descriptors not closing and remain open which leads to leaking. Or am I doing something wrong?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,1,2013-07-11 09:22:10,25.62,1,,,"b'b"" Sorry"," I think I\'ve provided a bad example because I use stderr  STREAM here. I\'ll try to reproduce my problem in a correct way and will make another issue or reopen this one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,closed,2013-07-11 09:47:49,25.65,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,reopened,2013-07-11 10:00:13,12.4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,2,2013-07-11 09:22:10,12.75,,1,,"b'b"" I\'ve updated issue description""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,3,2013-07-11 09:22:10,964.75,,1,,"b""b' The leak is in your test code:  you always pass stdin=STREAM", but you only call sub_() if stdin_data is given.  If you move the () call out of the if statement (or only pass stdin=STREAM if stdin_data is present)," the leak is gone.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,closed,2013-07-12 02:05:17,965.07,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,4,2013-07-11 09:22:10,241.97,,,1,"b""b' Oh", so obvious," but I missed that. Thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,849,closed,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,opened,2013-11-16 19:12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,title,2013-11-16 19:12:04,00:00,,1,,"b""b' Pass timeout argument to '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,body,2013-11-16 19:12:04,00:00,,1,,"b""b' Hi","This pull request add support for timeout parameter of (timeout=None) method.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,1,2013-11-16 19:12:04,1387.5,,1,,"b'b"" The timeout argument should not be used with Futures in a Tornado application"," since waiting for the Future to complete will block the IOLoop (and if the Future depends on the IOLoop (which is probably the case for any uses of Tornado\'s customized TracebackFuture class) it will deadlock and time out without making any progress).  You must wait for the Future to complete (probably by yielding it in a coroutine or using ) before asking for its result. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,closed,2013-11-30 18:19:34,1387.5,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,2,2013-11-16 19:12:04,999.77,1,,,"b'b"" Hi", I understand I should not do this. But still, this is want I want to do. Even if it means shooting myself in the feet. Also, as timeout is exposed in _DummyFuture implementation," and since you try to comply with  interface. Wouldn\'t be better to unify API between all implementations ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,3,2013-11-16 19:12:04,224.55,,1,,"b'b"" Hmm", if _DummyFuture accepts a timeout (but ignores it) then I suppose TracebackFuture might as well too.  I\'m not sure when this would ever be useful (unless you\'re using TracebackFuture as a wrapper for threaded-style Future usage)," but it\'s harmless enough.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,reopened,2013-12-01 14:43:53,1224.32,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,closed,2013-12-01 14:44:10,0.28,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,936,closed,-,-,-,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,opened,2014-02-19 09:19:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,title,2014-02-19 09:19:57,00:00,,1,,"b'b"" Calling close() on an IOStream doesn\'t cancel pending read callbacks""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,body,2014-02-19 09:19:57,00:00,,1,,"b'b"" I don\'t know if this is a bug or expected behavior", but I think I\'m running into a situation where I want to close a stream, and then immediately reconnect. The problem is that when I call close on it, it doesn\'t cancel cancel read callbacks and so I end up getting AssertionError: Already reading. Is this something that can be fixed in tornado," or do I need to figure out a workaround. Any ideas?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,1,2014-02-19 09:19:57,385.95,,1,,b'b\' Hmm," I didn\\\'t realize that it was even possible to ""reconnect"" an IOStream after a stream is closed you\\\'re expected to throw it away and create a new IOStream object for a new connection; the state of a stream after it\\\'s been closed is undefined (as is the case for most python objects with a ""close"" method)\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,closed,2014-02-20 15:45:54,385.95,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,2,2014-02-19 09:19:57,215.0,,1,,"b""b' I guess my question then would be how do I cancel the callbacks on an iostream?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,3,2014-02-19 09:19:57,22.67,,1,,"b""b' Callbacks are cancelled (or really just abandoned) when the connection is closed"," but there is no support for the application to cancel its own callbacks.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,4,2014-02-19 09:19:57,743.7,1,,,b'b\' So, once you call close() on an iostream, it shouldn\\\'t call any callbacks after that? I think I\\\'m running into a situation where it is calling callbacks after being closed. I spent a bunch of time removing code from my app so that I could sort of get a minimal test case. I\\\'m hoping its small enough to take a look at. Here\\\'s the code:url  The included  is a modified version of this library:url  To get it working, you\\\'ll need to install the requirements from  and set environment variables to connect to the Twitter API. (or just modify the code with the API keys) If you don\\\'t have an app to test with, you can get one here:url  Then just run:python  After a few seconds," I get an error message:""AssertionError: Already reading"" I\\\'m pretty sure  closes the connection to an iostream before creating a new one", but it appears a callback from the old stream gets called after it is closed.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,5,2014-02-19 09:19:57,1030.8,,1,,"b'b"" If the other side closes a connection"," the close_callback will be the last thing you hear from the stream.  If you close the connection yourself I\'m not sure if we do the right thing.  I think  should check the state of the stream and not run the callback if it\'s been closed.  Could you give that a try and see if it fixes the problem you\'re seeing?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,reopened,2014-02-22 01:18:04,572.17,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,6,2014-02-19 09:19:57,462.93,,1,,"b""b' Do you mean like this? This made other stuff break. Like"," external HTTP requests were timing out.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,7,2014-02-19 09:19:57,1041.27,,1,,"b'b"" Yes"," that\'s what I meant.  I guess it needs something more complicated along the lines of _maybe_run_close_callback.  All this deferred-callback logic is tricky.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,8,2014-02-19 09:19:57,1007.22,,1,,"b""b' In Tornado 6.0"," there are no more read callbacks. Read *futures* will raise a StreamClosedError.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,closed,2019-01-01 19:09:29,1071.42,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,987,closed,-,-,-,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,opened,2014-02-28 15:39:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,title,2014-02-28 15:39:38,00:00,,1,,"b""b' Add JSON support to parse_body_arguments'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,body,2014-02-28 15:39:38,00:00,,1,,"b""b' This patch adds support for a JSON request body for  requests. JSON bodies are constructed the same as the other request body arguments to ensure API compatibility with  and . Additionally minimal added test coverage to parse_body_arguments'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,1,2014-02-28 15:39:38,77.13,1,,,"b'b"" It feels very weird to me to contort json objects to fit the get_ data model one of the advantages of using json over form-encoding is that there is a type-safe distinction between a single value and a one-element list.  It seems to me that you\'d be better off just storing the decoded object and accessing it with ordinary dict methods instead of get_argument[s]"," unless you have a particular desire to gloss over the distinction between json and form-encoding.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,2,2014-02-28 15:39:38,1386.02,,,1,"b'b"" I\'m closing this PR because I don\'t think it makes sense to mix the data model for HTML forms and other bodies.  Additionally", I think any enhancements to body parsing should really be done at the RequestHandler level instead of parse_body_arguments," because the latter is difficult for the application to customize and has no good error-handling path.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,closed,2014-05-25 16:02:47,23.15,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,3,2014-02-28 15:39:38,411.17,,1,,"b""b' Would you consider something like that [url  ? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,4,2014-02-28 15:39:38,881.02,,1,,"b""b' Last conversation is we were going to add a  attribute and not apply any of the  type behavior on it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,5,2014-02-28 15:39:38,3.9,,1,,"b""b' With this approach we can accomplish any body processing", not only JSON, maybe a change from processed_body to parsed_body, and the developer have the power to do any implementation and error handling," what do you think @gmr ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,6,2014-02-28 15:39:38,9.48,,1,,"b'b"" That\'s more of a @bdarnell question than for me. I owe a PR doing the json_body bit. Not opposed to it", but what I was looking for was to remove the work in dealing with since it\'s a fairly standard convention at this point in writing APIs. Your approach would require that I implement the ," and what I was trying to accomplish was not having to think about it ;-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,7,2014-02-28 15:39:38,68.98,,,1,b'b\' I would prefer your implementation, it is more seamless, but we don\\\'t have only JSON," maybe a good change would be a ""default"" tornado processing if possibility to developer to make their own.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,8,2014-02-28 15:39:38,602.8,,1,,"b'b"" Regarding @wsantos\'s gist", the current_ pattern has proven confusing and I\'d rather not repeat it. As a baseline, if you don\'t care about checking content-type, you can do this in one line today:  def post(self):   = json_decode() So opting in has to be very simple if it is to be worthwhile.  One way in which a centralized implementation can be valuable is by handling content-type correctly.  This suggests some sort of registry in which handlers for different content-types can be added.  But then we\'re back to the original question, which is whether it makes sense for divergent parsing functions to write their results into a single object, and if so what that object should look like. Another consideration, which is perhaps a separate and larger project, is how to handle asynchronous parsing of large bodies.  For  uploads in particular," it would be nice to handle these in some incremental way from data_received.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,reopened,2014-08-23 01:00:08,537.35,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,9,2014-02-28 15:39:38,1334.77,,1,,"b""b' So", the idea is to centralize the body processor ? i was thinking in something like RequestHandlers, here is an code sample, of course we must have a default list for some handlers like, application/x-www-form-urlencoded," -data and etc. i still thinking in how to expose the processed data. I like this approach but some parts need to be polished.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,10,2014-02-28 15:39:38,130.52,1,,,b'b\' Yes, something like that.  I had been thinking of configuring it in the RequestHandler subclass," but the Application works too.  (I would avoid the word ""handler"" for the new type; it\\\'s best to save that word for RequestHandler and its subclasses.) The question is", as you say, how to expose the data.  form-urlencoded and json both produce a single object, which is usually a dictionary with string keys, which makes it appealing (but IMHO awkward) to massage the json output to match the legacy form-urlencoded schema.  Other encodings produce more divergent results: -data produces a dict as in the first case but also a separate files object; a  parser would produce an object that is not dict-like at all. I think that applications generally do want to coerce all input formats they support into one consistent object model, but they disagree about which format should dominate.  For example, apps that use protobufs may want to accept the [json serialization of protobufs]url  and access the results as the decoded protobuf instead of the raw json dict.  Apps that use a json schema ([example]url  may want to use that schema to upgrade form-encoded data to the json format instead of downgrading json to the ambiguous form-encoded format. So after thinking about it that way, maybe the answer is not a collection of parsers keyed by content-type, but a single parser (per handler or application) which may support multiple content-types and coerce them all into a consistent model.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,11,2014-02-28 15:39:38,1371.45,,1,,"b""b' Closing this as to not clutter up the  list.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,closed,2015-06-16 00:16:52,1396.73,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,997,closed,-,-,-,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,opened,2014-08-05 07:58:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,title,2014-08-05 07:58:19,00:00,,1,,"b""b'  for ipv6 tests on OSX 10.6'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,body,2014-08-05 07:58:19,00:00,,1,,"b'b"" I\'m getting three of these errors running on Pythons 2.7 through 3.4 on OSX 10.6: url  The errors are of form: I get the same errors using compiled tornado 4.0 release (via wheels) and not-compiled on current trunk (installing with no compiler).  I don\'t get this error on a 10.7 machine (current trunk"," with compiler).  Could this be something specific to do with 10.6 and ipv6?  Any suggestions for further tests I could try?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,1,2014-08-05 07:58:19,381.2,,1,,b'b\' It could be a 10.6 issue," but I don\\\'t have any way to test older versions of osx.  It could also just be an issue with the configuration of this build farm.  These tests are expecting to resolve ""localhost"" in ipv6-only mode"," i.e. you need the line ""::1 localhost"" in / (which is there by default at least in 10.9).  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,2,2014-08-05 07:58:19,175.88,,1,,"b'b"" The machine I\'m testing on (via buildbot and ssh) is just a bare install of 10.6 + git", I haven\'t (as far as I know) altered the default hosts configuration.  It\'s running on my home network. Here is /: My 10.6 desktop machine (at work, attached by wire to the Berkeley network) does not raise error, nor does my 10.9 laptop," running on my home network. Is there anything else I can check?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,3,2014-08-05 07:58:19,54.23,,1,,"b'b"" I suppose / or something in // might affect things"," but I\'m not sure.  You can test this in isolation by running  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,4,2014-08-05 07:58:19,402.03,,1,,"b'b"" Sure enough: and I don\'t think OSX uses /: This python issue looks as though the reporter is picking up something similar"," and implies I\'m not the only one running into this problem: url  .  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,5,2014-08-05 07:58:19,61.22,,1,,"b'b"" I\'m going to close this since it looks like IPv6 name resolution is simply having problems on this machine and it doesn\'t look like there\'s anything else Tornado can do about it.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,closed,2014-08-11 01:52:53,1074.57,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,6,2014-08-05 07:58:19,10.28,,1,,"b""b' Sure I was guessing you might like to skip these tests if the name lookup failed"," but letting them through is no problem from my side.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,7,2014-08-05 07:58:19,393.05,,1,,"b""b' For anyone googling"," the error is only for the case of port number == 0:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,8,2014-08-05 07:58:19,251.23,,1,,"b'b"" Ah"," that is a problem we can do something about.  We use AI_PASSIVE when binding to port 0; it\'s reasonable for a getaddrinfo implementation to reject requests for port 0 without AI_PASSIVE (although it\'s quirky to do so for ipv6 but not ipv4).  Using any non-zero port in these tests will fix this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,reopened,2014-08-12 12:47:27,654.57,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,closed,2014-08-12 12:55:18,7.85,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,9,2014-08-05 07:58:19,289.37,,,1,"b""b' Great thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1136,closed,-,-,-,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,opened,2014-09-15 09:52:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,title,2014-09-15 09:52:32,00:00,,1,,"b""b' Improved the build matrix.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,1,2014-09-15 09:52:32,133.67,,,1,"b""b' This is good to go. Please merge.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,2,2014-09-15 09:52:32,50.6,,1,,"b'b"" Actually I have another idea on how to improve this. Don\'t merge yet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,3,2014-09-15 09:52:32,729.87,,1,,"b'b\' Closing since it has been months since your ""Don\\\'t merge yet"" comment.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,closed,2015-01-12 01:06:40,914.13,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,4,2014-09-15 09:52:32,364.65,,1,,"b""b' I tried to make the build faster for PyPy but the monotonic clock extension is slowing it down.I think this should be merged as is for now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,reopened,2015-01-12 14:08:52,782.2,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,5,2014-09-15 09:52:32,427.63,,,1,"b'b"" Why do you run pypy with  ? The tests should be run in as close to a real environment as possible", and the JIT is the whole point of pypy, so I\'d be concerned if we didn\'t run it in our tests. also does network operations (installing certifi and -match-hostname)," so it should probably also be run with travis_retry (it would be nice if we could tell travis to just retry the entire install block if any of it fails)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,6,2014-09-15 09:52:32,1025.87,,1,,"b""b' I tried to make the pypy tests run faster.I can turn it back on.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,7,2014-09-15 09:52:32,389.73,,1,,"b'b"" Since that was the last commit in the branch I\'ll just manually merge up to bbd1f90.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,closed,2015-01-14 14:22:03,13.18,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1190,closed,-,-,-,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,opened,2014-11-06 20:48:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,title,2014-11-06 20:48:37,00:00,,1,,"b""b' Anyway to modify sec_websocket_protocol using websocket_connect()?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,body,2014-11-06 20:48:37,00:00,,,1,"b'b"" I use original websocket in javascript", which is OK to add a subprotocol; And I use tornado httpserver to handle websocket subprotocols, which is also perfect; Now I\'m trying to crate a python websocket client," but I figure out that it seems impossible to change the subprotocol using websocket_connect(). So do you plan to add sudprotocol as an argument in the future? Or I should use another way to create a websocket client which supports subprotocol in python?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,1,2014-11-06 20:48:37,1293.42,,1,,"b""b' There is no explicit support for subprotocols in the client"," but you can manually pass the header:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,2,2014-11-06 20:48:37,132.85,,,1,"b""b' Thanks for your explanation"," I really appreciate it. And it will be great if you can mention it in the document under websocket_connect()!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tornado,1243,closed,closed,2014-11-08 20:34:53,1426.27,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
