REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
django,2876,closed,closed,2014-07-08 11:11:46,1252.98,1,4,0,,,,,,,,,,,,,,,,,,
django,2876,closed,reopened,2014-07-08 11:18:19,6.55,1,4,0,,,,,,,,,,,,,,,,,,
django,2876,closed,4,2014-07-03 14:18:47,11.07,,,1,"b'b"" @radiosilence I think the first example should just use which does the correct thing. Not to sure about the second"," but it\'s technically correct; maybe add a sentence on how to create a aware time from an naive local (as opposed to utcnow) one and link to url  for details? (I really don\'t want to copy the pytz docs and works fine and **is** correct. Maybe @aaugustin has some thoughts on it.""'",,,,,,,,,,,,,,,,
django,2876,closed,5,2014-07-03 14:18:47,212.8,,,1,"b'b"" Did you see my example? Doing replace actually fails if you say want 4AM in the locale\'s timezone", and so make a naive object in that case calling .replace with the local TZ gets utterly the wrong thing," and but if you do localize() it works great! Basically there are no issues if you do it the way I changed the docs to say.""'",,,,,,,,,,,,,,,
django,2876,closed,6,2014-07-03 14:18:47,3.6,,1,,b'b\' Yes, but your example is different from what the docs suggest. Comparingyour example with the one from the docs is comparing apples and peaches IMO.On Jul 8, 2014 4:56 PM,"James Cleveland"" notifications@ wrote:\''
django	2876	closed	7	aaugustin	2014-07-03 14:18:47	415.15			+1	b'b"" I used in performance-sensitive code paths to minimize the overhead of time zone support. I only used it for UTC. That it fine. The pull request here is about updating the docs, which should indeed show the best practices. In both cases, I\'d use  .""'
django	2876	closed	8	timgraham	2014-07-03 14:18:47	1143.23		+1		b""b' Made changes suggested by Aymeric in da599022504995891bf745a6424e242ca9097b07.'",,,,,,,,,,,,,,
django,2876,closed,closed,2014-07-31 16:57:37,339.3,1,6,3,,,,,,,,,,,,,,,,,,
django,2876,closed,-,-,-,1,6,3,,,,,,,,,,,,,,,,,,
django,2959,closed,opened,2014-07-25 17:23:57,,,,,,,,,,,,,,,,,,,,,,
django,2959,closed,title,2014-07-25 17:23:57,00:00,,1,,"b""b' Fixed #23098 -Checked that lazy choices are not evaluated too soon'""",,,,,,,,,,,,,,,,,
django,2959,closed,body,2014-07-25 17:23:57,00:00,,,1,"b""b' Thanks Matthieu Agopian for the report.'""",,,,,,,,,,,,,,,,,
django,2959,closed,1,2014-07-25 17:23:57,1186.18,,1,,"b""b' LGTM"," test failure is unrelated to this.'""",,,,,,,,,,,,,,,,
django,2959,closed,2,2014-07-25 17:23:57,8.87,,,1,"b'b"" The report seems invalid to me (see the ticket for details). Besides", it\'s best to avoid type checking whenever possible," and I\'m not sure this code behaves correctly when the Promise resolves to or  .""'",,,,,,,,,,,,,,,
django,2959,closed,closed,2014-07-26 13:19:00,1195.05,0,2,2,,,,,,,,,,,,,,,,,,
django,2959,closed,reopened,2014-07-26 13:32:57,13.95,0,2,2,,,,,,,,,,,,,,,,,,
django,2959,closed,3,2014-07-25 17:23:57,1323.57,,1,,"b""b' Closing in favor of #2985 '""",,,,,,,,,,,,,,,,,
django,2959,closed,closed,2014-07-27 11:22:34,1309.62,0,3,2,,,,,,,,,,,,,,,,,,
django,2959,closed,-,-,-,0,3,2,,,,,,,,,,,,,,,,,,
django,3302,closed,opened,2014-10-03 17:50:53,,,,,,,,,,,,,,,,,,,,,,
django,3302,closed,title,2014-10-03 17:50:53,00:00,,1,,"b""b' Refactored some tests where is len(). Changed to count().'""",,,,,,,,,,,,,,,,,
django,3302,closed,body,2014-10-03 17:50:53,00:00,1,,,b'b\' Hello,  I done this changes," becouse len(qs) will hit the database with select \\\\* from table whereas () will hit the db with select count(*) from table. So count() here fits better. Sorry for typo in commit massage ""Refaktored"".Maybe on pull You can change this?Thanks :)\''",,,,,,,,,,,,,,,
django,3302,closed,closed,2014-10-03 18:11:30,20.62,1,1,0,,,,,,,,,,,,,,,,,,
django,3302,closed,reopened,2014-10-03 18:11:53,0.38,1,1,0,,,,,,,,,,,,,,,,,,
django,3302,closed,1,2014-10-03 17:50:53,1054.43,,,1,"b'b"" Hmm", in user facing code this is an obvious optimisation. However in the test suite there is possibly more to consider there\'s no particular reason in my opinion why it has to be as fast as possible, and we may as well check that the simplest possibly query we are interested in is being run. In particular, as most of these results return no objects anyway," the optimisation will have very little real benefit to the speed that the tests run. My guess would be that we\'re in the order of single milliseconds.""'",,,,,,,,,,,,,
django,3302,closed,2,2014-10-03 17:50:53,2.7,1,,,"b""b' But place like this is misleading (len(list(())) == 3) because we can only do (() == 4)'""",,,,,,,,,,,,,,,,,
django,3302,closed,3,2014-10-03 17:50:53,6.05,,1,,"b'b"" Those should be  "," but and the can just be those are readability improvements which make no change to the underlying queries. But I\'m not convinced about changing the query.""'",,,,,,,,,,,,,,,,
django,3302,closed,4,2014-10-03 17:50:53,51.18,,1,,"b""b' +1 to what Marc said.'""",,,,,,,,,,,,,,,,,
django,3302,closed,5,2014-10-03 17:50:53,388.55,,1,,"b""b' I created ticket [#23620]url  for the assertion issue and added the relevant parts of this to an initial patch there.'""",,,,,,,,,,,,,,,,,
django,3302,closed,closed,2014-10-08 18:53:48,41.92,2,4,1,,,,,,,,,,,,,,,,,,
django,3302,closed,-,-,-,2,4,1,,,,,,,,,,,,,,,,,,
django,3511,closed,opened,2014-11-15 09:00:40,,,,,,,,,,,,,,,,,,,,,,
django,3511,closed,title,2014-11-15 09:00:40,00:00,,1,,"b""b' Better signposting in templatetags documentation'""",,,,,,,,,,,,,,,,,
django,3511,closed,body,2014-11-15 09:00:40,00:00,,1,,"b""b' Provide links to shortcut decorators from template tag introductoin url '""",,,,,,,,,,,,,,,,,
django,3511,closed,1,2014-11-15 09:00:40,12.13,1,,,"b'b"" Please remove (it\'s a vim backup file I guess?). Also"," please update the commit message to follow Django\'s commit message format: url ""'",,,,,,,,,,,,,,,,
django,3511,closed,closed,2014-11-15 09:49:53,49.22,1,2,0,,,,,,,,,,,,,,,,,,
django,3511,closed,reopened,2014-11-15 09:50:03,0.17,1,2,0,,,,,,,,,,,,,,,,,,
django,3511,closed,2,2014-11-15 09:00:40,37.65,,1,,"b""b' Closed in favour of a fix to url '""",,,,,,,,,,,,,,,,,
django,3511,closed,closed,2014-11-15 09:50:27,0.4,1,3,0,,,,,,,,,,,,,,,,,,
django,3511,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,
django,3623,closed,opened,2014-11-25 22:47:33,,,,,,,,,,,,,,,,,,,,,,
django,3623,closed,title,2014-11-25 22:47:33,00:00,,1,,"b""b' Fixed #5372 -Added prefech to ModelAdmin inline ForeignKeys'""",,,,,,,,,,,,,,,,,
django,3623,closed,body,2014-11-25 22:47:33,00:00,,1,,"b""b' Made sure the admin prefetches foreign key fields for inline models.'""",,,,,,,,,,,,,,,,,
django,3623,closed,1,2014-11-25 22:47:33,14.92,1,,,"b'b"" Did you make sure the queries are not actually issued twice? I remember reporting an issue where [inline formsets wouldn\'t use the cache]url  which would render this whole automatic generation useless until it\'s fixed.""'",,,,,,,,,,,,,,,,,
django,3623,closed,2,2014-11-25 22:47:33,17.67,,,1,"b""b' Oh", I see now! The issue is more complex than I first thought," thank you for pointing this out.'""",,,,,,,,,,,,,,,
django,3623,closed,3,2014-11-25 22:47:33,7.55,,1,,"b""b' I think '""",,,,,,,,,,,,,,,,,
django,3623,closed,closed,2014-11-25 23:27:41,40.13,1,3,1,,,,,,,,,,,,,,,,,,
django,3623,closed,reopened,2014-11-25 23:27:44,0.05,1,3,1,,,,,,,,,,,,,,,,,,
django,3623,closed,4,2014-11-25 22:47:33,112.12,,1,,"b""b' Does this help with foreignkey choices dropdowns?'""",,,,,,,,,,,,,,,,,
django,3623,closed,5,2014-11-25 22:47:33,611.87,1,,,b'b\' You might want to revert one previous commit of mine (fa534b92dda0771661a98a1ca302ced264d0a6da, for Django 1.8): is implemented in such a way that you have to choose between that and (that is," if you use it won\\\'t trigger at all).I wasn\\\'t aware of that by the time I commited that change. Django could do something like ""if nothing is prefetched"," then I use .iterator() otherwise I use a classic queryset with cache""", but that might not be worth the change.\'',,,,,,,,,,,,,
django,3623,closed,6,2014-11-25 22:47:33,410.23,,1,,"b""b' Is this still blocked on ticket #18597?'""",,,,,,,,,,,,,,,,,
django,3623,closed,7,2014-11-25 22:47:33,265.5,,1,,"b'b"" Yes I think it\'s the case.""'",,,,,,,,,,,,,,,,,
django,3623,closed,8,2014-11-25 22:47:33,1117.32,,1,,"b'b"" Closing since it\'s blocked by [#18597]url ""'",,,,,,,,,,,,,,,,,
django,3623,closed,closed,2015-02-17 17:24:43,1076.98,2,7,1,,,,,,,,,,,,,,,,,,
django,3623,closed,-,-,-,2,7,1,,,,,,,,,,,,,,,,,,
django,3921,closed,opened,2015-01-15 02:08:55,,,,,,,,,,,,,,,,,,,,,,
django,3921,closed,title,2015-01-15 02:08:55,00:00,,1,,"b""b' Fixed #23935 -Example Failing test case.'""",,,,,,,,,,,,,,,,,
django,3921,closed,body,2015-01-15 02:08:55,00:00,,1,,"b""b' url '""",,,,,,,,,,,,,,,,,
django,3921,closed,1,2015-01-15 02:08:55,716.58,,1,,"b'b"" From a quick glance", I\'m not seeing a way we could adjust the fix from the ticket and preserve the behavior you require. It seems like a custom template filter would be appropriate for your use case," rather than relying on Django\'s implicit formatting of decimals. We could add a mention to the release notes if it seems appropriate.""'",,,,,,,,,,,,,,,
django,3921,closed,2,2015-01-15 02:08:55,27.25,,1,,"b""b' I just pushed a super hacky solution"," but yeah might be best for me to use a custom template filter.'""",,,,,,,,,,,,,,,,
django,3921,closed,3,2015-01-15 02:08:55,31.15,,1,,"b'b\' I\\\'m thinking ""won\\\'t fix"" based on the fact that the rest of the features in will have little chance of working if you override  . Try to add tests like the ones added in 9d1a69579b996eaa208f141b409141be63f597ec", but using your custom class and see what happens.\'',,,,,,,,,,,,,,,,
django,3921,closed,4,2015-01-15 02:08:55,297.42,,1,,"b'b"" Ok", one last proposal. Still hacky. If not," I\'ll figure something out.""'",,,,,,,,,,,,,,,
django,3921,closed,closed,2015-01-15 20:01:19,1072.4,0,6,0,,,,,,,,,,,,,,,,,,
django,3921,closed,reopened,2015-01-15 20:01:21,0.03,0,6,0,,,,,,,,,,,,,,,,,,
django,3921,closed,5,2015-01-15 02:08:55,2.87,1,,,"b'b"" I think I\'d like to table the issue for now and see if anyone else complains about this change.""'",,,,,,,,,,,,,,,,,
django,3921,closed,6,2015-01-15 02:08:55,2.47,,1,,"b""b' Yeah"," I like that idea.'""",,,,,,,,,,,,,,,,
django,3921,closed,closed,2015-01-15 20:06:39,5.3,1,7,0,,,,,,,,,,,,,,,,,,
django,3921,closed,-,-,-,1,7,0,,,,,,,,,,,,,,,,,,
django,3941,closed,opened,2015-01-17 15:32:33,,,,,,,,,,,,,,,,,,,,,,
django,3941,closed,title,2015-01-17 15:32:33,00:00,,1,,"b""b' Fixed #22423 -Leveraged MySQL 5.6 spatial functions'""",,,,,,,,,,,,,,,,,
django,3941,closed,body,2015-01-17 15:32:33,00:00,,,1,"b""b' Thanks Viswanathan Mahalingam for the report and initial patch.'""",,,,,,,,,,,,,,,,,
django,3941,closed,1,2015-01-17 15:32:33,13.28,,1,,b'b\' After this passes on the regular PR builder," you can test it on MySQL 5.6 using ""test on trusty"" as described [on the wiki]url \''",,,,,,,,,,,,,,,,
django,3941,closed,2,2015-01-17 15:32:33,18.95,,,1,"b'b"" Thanks"," I didn\'t remember that the Trusty instance was running MySQL 5.6""'",,,,,,,,,,,,,,,,
django,3941,closed,3,2015-01-17 15:32:33,0.13,,1,,"b""b' buildbot"," test on trusty'""",,,,,,,,,,,,,,,,
django,3941,closed,4,2015-01-17 15:32:33,18.37,,1,,"b""b' Add a release note? Comments to trigger the build seem broken (I can downgrade the jenkins plugin again to fix it)"," but I triggered a build manually for now: url '""",,,,,,,,,,,,,,,,
django,3941,closed,5,2015-01-17 15:32:33,76.73,1,,,"b""b' Main failure on  5.6 is  (line 236): Other errors are easily fixed (ST_Equals instead of ST_Equal).'""",,,,,,,,,,,,,,,,,
django,3941,closed,6,2015-01-17 15:32:33,267.98,,1,,"b""b' OK", now there is a remaining failure with ST_Disjoint," but I cannot figure out how to fix it. It might be that ST_Disjoint is still buggy on MySQL?  '""",,,,,,,,,,,,,,,
django,3941,closed,7,2015-01-17 15:32:33,67.0,,1,,"b""b' Test errors need to be fixed of course", but otherwise," LGTM.'""",,,,,,,,,,,,,,,
django,3941,closed,8,2015-01-17 15:32:33,824.77,,1,,"b""b' @visu"," care to investigate the failure that Claude noted?'""",,,,,,,,,,,,,,,,
django,3941,closed,9,2015-01-17 15:32:33,26.92,,1,,"b""b' In any case"," #4027 will most probably obsolete this patch.'""",,,,,,,,,,,,,,,,
django,3941,closed,10,2015-01-17 15:32:33,542.68,,1,,"b""b' Okay"," will close this for now then.'""",,,,,,,,,,,,,,,,
django,3941,closed,closed,2015-03-17 22:29:22,416.82,1,9,2,,,,,,,,,,,,,,,,,,
django,3941,closed,11,2015-01-17 15:32:33,1223.17,,1,,"b""b' Reopening"," I plan to update it.'""",,,,,,,,,,,,,,,,
django,3941,closed,reopened,2015-04-22 18:52:32,1223.17,1,10,2,,,,,,,,,,,,,,,,,,
django,3941,closed,12,2015-01-17 15:32:33,5.75,,1,,"b""b' Patch updated"," the blocker is still the failure.'""",,,,,,,,,,,,,,,,
django,3941,closed,13,2015-01-17 15:32:33,6.82,,1,,"b'b"" It may be that MySQL 5.6 doesn\'t support ST_Disjoint combining and  .As per this comment in the MySQL user guide:  .""'",,,,,,,,,,,,,,,,,
django,3941,closed,14,2015-01-17 15:32:33,1052.42,,1,,"b""b' Would it be helpful to upgrade the MySQL on Jenkins to a newer version? Of course"," we still need to get the tests passing for older versions.'""",,,,,,,,,,,,,,,,
django,3941,closed,15,2015-01-17 15:32:33,49.2,,,1,"b'b"" No"," I think that most installations have no newer versions than 5.6.x. It\'s still a good candidate to run the test on.""'",,,,,,,,,,,,,,,,
django,3941,closed,16,2015-01-17 15:32:33,231.52,,1,,"b""b' The test also fails on MySQL 5.7.7-rc.'""",,,,,,,,,,,,,,,,,
django,3941,closed,17,2015-01-17 15:32:33,1181.28,,1,,"b""b' Closing due to inactivity.'""",,,,,,,,,,,,,,,,,
django,3941,closed,closed,2015-08-01 12:59:31,1086.98,1,15,3,,,,,,,,,,,,,,,,,,
django,3941,closed,18,2015-01-17 15:32:33,346.32,,1,,"b""b' Reopening just for  testing.'""",,,,,,,,,,,,,,,,,
django,3941,closed,19,2015-01-17 15:32:33,1402.77,,,1,"b""b' Is anyone working on this?  I have created a new ticket: url  The ticket also contains the link to a patch for django 1.9.2.  I am fine if tickets #22423 and #29302 are merged.'""",,,,,,,,,,,,,,,,,
django,3941,closed,20,2015-01-17 15:32:33,1404.92,,,1,"b'b"" I\'m maintaining the patch (except the version references in docs). I will push my latest version. However", there is still a GIS test failing," would be nice if you could explore that!""'",,,,,,,,,,,,,,,
django,3941,closed,21,2015-01-17 15:32:33,1409.17,,1,,"b""b' Looks like I cannot reopen now that I forced-push it. you can work from my branch at url  Feel free to make a new PR if you can resolve the failing test.'""",,,,,,,,,,,,,,,,,
django,3941,closed,22,2015-01-17 15:32:33,1416.33,,1,,"b'b"" I used [this]url  to run the unittest suite", however," they aren\'t moving past this issue  Is it possible to run the relevant tests for your PR instead of the whole django test suite?""'",,,,,,,,,,,,,,,
django,3941,closed,23,2015-01-17 15:32:33,1421.3,,1,,"b""b' you can add the argument to (and maybe to avoid the database creation overhead which is heavy with MySQL).'""",,,,,,,,,,,,,,,,,
django,3941,closed,-,-,-,1,19,5,,,,,,,,,,,,,,,,,,
django,3942,closed,opened,2015-01-17 18:38:34,,,,,,,,,,,,,,,,,,,,,,
django,3942,closed,title,2015-01-17 18:38:34,00:00,,1,,"b""b' Fixed #18773 -Added logging for template variable resolving'""",,,,,,,,,,,,,,,,,
django,3942,closed,body,2015-01-17 18:38:34,00:00,,1,,"b""b' Added a  logger with a default console handler.  Addedlogging if there is an exception while resolving variables in atemplate. Added corresponding tests and updated loggingdocumentation. Updated AdminField to prevent colsole output aboutis_readonly not being defined.'""",,,,,,,,,,,,,,,,,
django,3942,closed,1,2015-01-17 18:38:34,546.85,,1,,"b'b"" I\'m still investigating the build failures for this one.  When I run the tests locally they are all passing"," but it looks like they all failed in the last run on the Jenkins server.""'",,,,,,,,,,,,,,,,
django,3942,closed,2,2015-01-17 18:38:34,1115.95,1,,,"b""b' Could you try rebasing so this merges cleanly to see if Jenkins still complains after that?'""",,,,,,,,,,,,,,,,,
django,3942,closed,3,2015-01-17 18:38:34,10.55,,,1,"b'b"" I\'ll give that a try and incorporate the comments above. Thanks!""'",,,,,,,,,,,,,,,,,
django,3942,closed,4,2015-01-17 18:38:34,323.35,,1,,"b'b"" I\'ve incorporated the changes from your latest review @timgraham.  The docs build is failing with an error about the command not being available", so I\'m not sure what to do about that.  I\'m not sure if I did something as it looks like my pull-request is the only one that has triggered that error, although it is also the only one that looks like it has run today. For the default build errors, it looks like the workspaces for the images that are still failing didn\'t pull in the code from the last version of the check-in.  They still have an older version of template_," but I\'m not sure why or how to force it to update.  ""'",,,,,,,,,,,,,
django,3942,closed,5,2015-01-17 18:38:34,108.07,,1,,"b""b' I had the same problem in a recent pull request"," and fixed by closing and re-opening the PR (I waited about 10 minutes in between). This seems relevant: [JENKINS-10385]url '""",,,,,,,,,,,,,,,,
django,3942,closed,closed,2015-03-27 01:28:09,409.58,1,5,1,,,,,,,,,,,,,,,,,,
django,3942,closed,reopened,2015-03-27 01:28:17,0.13,1,5,1,,,,,,,,,,,,,,,,,,
django,3942,closed,6,2015-01-17 18:38:34,511.03,1,,,"b""b' No need to worry about Jenkins checkout failures at this point. If most of the builds pass"," that gives me enough confidence that the change is okay.'""",,,,,,,,,,,,,,,,
django,3942,closed,7,2015-01-17 18:38:34,551.58,,,1,"b""b' merged in dc5b01ad05e50ccde688c73c2ed3334a956076b0"," thanks!'""",,,,,,,,,,,,,,,,
django,3942,closed,closed,2015-03-27 23:25:57,1317.67,2,5,2,,,,,,,,,,,,,,,,,,
django,3942,closed,-,-,-,2,5,2,,,,,,,,,,,,,,,,,,
django,3963,closed,opened,2015-01-21 16:36:09,,,,,,,,,,,,,,,,,,,,,,
django,3963,closed,title,2015-01-21 16:36:09,00:00,,1,,"b""b' Fixed #24211 -Removed ValuesQuerySet() and ValuesListQuerySet().'""",,,,,,,,,,,,,,,,,
django,3963,closed,1,2015-01-21 16:36:09,375.9,,1,,"b""b' +100'""",,,,,,,,,,,,,,,,,
django,3963,closed,closed,2015-01-28 22:52:03,375.9,0,2,0,,,,,,,,,,,,,,,,,,
django,3963,closed,reopened,2015-01-28 22:52:06,0.05,0,2,0,,,,,,,,,,,,,,,,,,
django,3963,closed,2,2015-01-21 16:36:09,466.25,,,1,"b""b' Looks good to me.'""",,,,,,,,,,,,,,,,,
django,3963,closed,closed,2015-01-30 15:06:38,974.53,0,2,1,,,,,,,,,,,,,,,,,,
django,3963,closed,-,-,-,0,2,1,,,,,,,,,,,,,,,,,,
django,4115,closed,opened,2015-02-12 07:11:26,,,,,,,,,,,,,,,,,,,,,,
django,4115,closed,title,2015-02-12 07:11:26,00:00,,1,,"b""b' Refs #24215 -Prevented pending lookup pollution by abstract models.'""",,,,,,,,,,,,,,,,,
django,4115,closed,1,2015-02-12 07:11:26,2.88,,1,,"b'b"" The tests could be removed if [#24215]url  adds system checks to make sure there\'s no pending lookup on application initialization.""'",,,,,,,,,,,,,,,,,
django,4115,closed,2,2015-02-12 07:11:26,386.95,,1,,"b""b' Looks reasonable to me.'""",,,,,,,,,,,,,,,,,
django,4115,closed,3,2015-02-12 07:11:26,215.57,,,1,"b""b' Looks good to me as well. With this change we do want to be confident that concrete models which inherit an abstract base with lazy relations will resolve that relation I assume there are already tests covering that case?'""",,,,,,,,,,,,,,,,,
django,4115,closed,4,2015-02-12 07:11:26,43.73,,1,,"b'b"" Yes"," in the [ ]url  test app. I\'m going to close this in favor of #3984 which includes a similar commit (3e7b896617a9fe1f315b757a45f92a58d707575f).""'",,,,,,,,,,,,,,,,
django,4115,closed,closed,2015-02-12 18:00:34,649.13,0,4,1,,,,,,,,,,,,,,,,,,
django,4115,closed,5,2015-02-12 07:11:26,1.93,,1,,"b'b"" I don\'t think you should close this", I think you should merge it. It\'s a much  change than #3984," and can be made independently. Smaller incremental changes in general are better. #3984 can easily adapt to having this bit merged in from master. I\'m not sure that #3984 is close enough to being ready that we can assume it\'s going in.""'",,,,,,,,,,,,,,,
django,4115,closed,reopened,2015-02-12 18:02:30,1.93,0,5,1,,,,,,,,,,,,,,,,,,
django,4115,closed,6,2015-02-12 07:11:26,3.7,,,1,"b'b"" Okay"," I\'ll proceed with merging then!""'",,,,,,,,,,,,,,,,
django,4115,closed,closed,2015-02-12 18:08:13,5.72,0,5,2,,,,,,,,,,,,,,,,,,
django,4115,closed,-,-,-,0,5,2,,,,,,,,,,,,,,,,,,
django,4122,closed,opened,2015-02-13 04:21:21,,,,,,,,,,,,,,,,,,,,,,
django,4122,closed,title,2015-02-13 04:21:21,00:00,,1,,"b""b' Refs #24215 -Safer table alterations under SQLite'""",,,,,,,,,,,,,,,,,
django,4122,closed,body,2015-02-13 04:21:21,00:00,,1,,"b'b"" Table alterations in SQLite require creating a new table and copying data over from the old one. This change ensures that no Django model ever exists with the temporary table name as its db_table attribute. I ran into this while refactoring Django\'s lazy model operations. See PR #3984 and [discussion of this specific change on django-developers]url ""'",,,,,,,,,,,,,,,,,
django,4122,closed,1,2015-02-13 04:21:21,197.2,,,1,"b""b' Hey @AlexHill", thanks for the patch. To be honest, the mailing list discussion slipped under my radar. I like the old approach to rename the final new table including copied data better," as it prevents still running processes to already insert new data in the new table before all existing data has been copied. With your approach it is possible that the copy part can fail with some integrity error like a duplicate unique value. The current process ensures that the existing data is preserved as is before new data from running processes can join the game.'""",,,,,,,,,,,,,,
django,4122,closed,2,2015-02-13 04:21:21,75.1,,,1,"b'b"" Thanks for looking this over! These changes should take place within a transaction \\xe2\\x80\\x93\\xc2\\xa0wouldn\'t that guard against those kinds of problems? Alex""'",,,,,,,,,,,,,,,,,
django,4122,closed,3,2015-02-13 04:21:21,7.3,,1,,"b'b"" Possibly"," depending on whether the actual SQLite version supports DDL roleback. I found an old issue in South\'s bug tracker regarding DDL and transactions on SQLite: url ""'",,,,,,,,,,,,,,,,
django,4122,closed,4,2015-02-13 04:21:21,1.35,,1,,"b""b' CCing @andrewgodwin for advice.'""",,,,,,,,,,,,,,,,,
django,4122,closed,closed,2015-02-13 09:12:29,291.13,0,4,2,,,,,,,,,,,,,,,,,,
django,4122,closed,reopened,2015-02-13 09:12:40,0.18,0,4,2,,,,,,,,,,,,,,,,,,
django,4122,closed,5,2015-02-13 04:21:21,489.0,,,1,"b'b"" I am pretty sure that all supported versions of SQLite fully support transactional DDL (AFAIK this has been the case for a long time). The problem is that the Python sqlite module has some bugs in it", and one of them is around transactional DDL handling. But it\'s possible to workaround this bug (see url  and from my reading of our SQLite backend, I think we do workaround it correctly, at least since the transaction updates in Django 1.6. I did a brief experiment with getting a raw and running some DDL within a  , and everything seemed to work correctly. (I actually don\'t have any strong opinion on this patch, because I don\'t think anyone should ever use migrations on SQLite :-) But I really want to see #3984 get in. I\'m not clear @AlexHill  if #3984 actually depends on this patch going in first," or if you just happened to run into this while working on #3984?)""'",,,,,,,,,,,
django,4122,closed,6,2015-02-13 04:21:21,41.15,,,1,"b""b' Thanks @carljm . Fine with me then.'""",,,,,,,,,,,,,,,,,
django,4122,closed,7,2015-02-13 04:21:21,7.77,1,,,"b'b"" Yup", as long as we\'re sure Django\'s minimum SQLite version is above the DDL transactional one," I\'m pro this. Anything that makes our alteration hack a little less bad is worth it.""'",,,,,,,,,,,,,,,
django,4122,closed,8,2015-02-13 04:21:21,24.18,,1,,"b'b"" I spent a while trying to figure out what version of SQLite first supported transactional DDL", and was unsuccessful. As best I can tell," this is because SQLite has always supported it; the rumors to the contrary are all due to Python\'s broken sqlite module.""'",,,,,,,,,,,,,,,
django,4122,closed,9,2015-02-13 04:21:21,37.62,,,1,b'b\' Thanks for the feedback everyone. #3984 is dependent on this. [This introspection test]url  breaks without the change," with an error encountered at line 132. The actual exception is raised here: url  We find a reference to the now-nonexistent ""__new"" table on line 116", then when we assume there are rows in sqlite_master related to it we get an  .\'',,,,,,,,,,,,,,,
django,4122,closed,10,2015-02-13 04:21:21,91.57,,1,,"b""b' @AlexHill Should the transaction be explicit here? Or is this function called from within a transaction?'""",,,,,,,,,,,,,,,,,
django,4122,closed,11,2015-02-13 04:21:21,297.58,,1,,"b""b' @foresmac should always happen within a transaction I think. [  is a context manager]url  which wraps alteration operations in a transaction"," e.g.  '""",,,,,,,,,,,,,,,,
django,4122,closed,12,2015-02-13 04:21:21,491.2,,1,,"b""b' Yes", SQLite has always supported transaction DDL. This is inherent to its implementation of atomic commit (i.e. just a file lock). In fact," SQLite has excellent transactional properties. All the pain comes from url '""",,,,,,,,,,,,,,,
django,4122,closed,13,2015-02-13 04:21:21,339.48,,1,,"b'b"" If I understand correctly", the documentation of sqlite3 says that, when a table is renamed," foreign key definitions will be altered accordingly. url  Isn\'t that a problem? **Before**new table created  constraints from new table to other tables created  no constraints from other tables to new tabledata copiedold table dropped  constraints from old table to other tables dropped  constraints from other tables to old table survive (?) (needs testing)new table renamed  constraints from new table to other tables still work  constraints from other tables automatically apply (?) (needs testing) **After**old table renamed  constraints from old table to other tables still work  constraints from other tables aren\'t updated (?) (needs testing)new table created  constraints from new table to other tables created  constraints from other tables are missingdata copiedold table dropped  constraints from old table to other tables dropped  constraints from other tables to old table survive (?) (needs testing)""'",,,,,,,,,,,,,,
django,4122,closed,14,2015-02-13 04:21:21,92.07,,,1,"b""b' Briefly looking at the SQLite schema editor", you summary sounds about right," @aaugustin . The method on the base schema editor is way smarter and handles the constraints on related tables itself: url '""",,,,,,,,,,,,,,,
django,4122,closed,15,2015-02-13 04:21:21,33.67,,1,,"b'b"" Yes"," that does sound like a problem. It\'s also making me wonder why I ran into this problem in the first place since foreign key references should be renamed when the parent table is renamed. Will have to do more investigation. From the SQLite docs I suspect this is subtly broken when foreign key constraints are enabled before this change as well (they\'re disabled by default). Would it be a good idea to just follow [the procedure in the SQLite docs]url  as closely as we can? It\'s basically the old procedure with foreign key constraints explicitly disabled.""'",,,,,,,,,,,,,,,,
django,4122,closed,16,2015-02-13 04:21:21,506.0,,,1,"b'b"" OK \\xe2\\x80\\x93\\xc2\\xa0simply enabling foreign key constraints during the existing", unpatched schema alteration process makes my original problem go away. The recursive reference is renamed as per the docs and all is well. Similarly, the changes in this patch should work fine as long as foreign key constraints aren\'t enabled. Overall," this seems like good advice:""'",,,,,,,,,,,,,,
django,4122,closed,17,2015-02-13 04:21:21,986.43,,1,,"b'b"" @AlexHill Ok", so what\'s the conclusion here? Should we be explicitly setting constraints ON," and otherwise leaving things as they are?""'",,,,,,,,,,,,,,,
django,4122,closed,18,2015-02-13 04:21:21,166.08,,1,,"b'b"" I\'ve been playing with enabling foreign keys on a SQLite database. Then my migrations always crash with an integrity error. So I don\'t think that\'s the solution here.""'",,,,,,,,,,,,,,,,,
django,4122,closed,19,2015-02-13 04:21:21,55.38,,1,,"b'b"" Most recent commit explicitly disables FK constraints before entering a transaction in the SQLite schema editor. This won\'t change any existing behaviour and protects us against a future change to the default.""'",,,,,,,,,,,,,,,,,
