REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,1,2011-10-07 11:25:29,196.02,,1,,"b'b\' I think this was intentional change by @mrdoob to have a test case for ""leave the trail"" effect. There was relatively recent change in WebGL specs which broke such effect (you need to set parameter on WebGL context to prevent browser from clearing the screen). url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,closed,2011-10-07 14:52:43,207.23,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,reopened,2011-10-07 14:52:54,0.18,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,2,2011-10-07 11:25:29,11.42,,1,,"b""b' so closing'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,closed,2011-10-07 14:52:55,0.02,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,3,2011-10-07 11:25:29,174.6,,1,,"b""b' Yep. It was intentional. Anyway"," I have reverted the autoClearColor on that example and added a new  for trails :)url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,630,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,opened,2011-10-11 14:37:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,title,2011-10-11 14:37:45,00:00,,1,,"b""b' Keeping object location static with respect to camera'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,body,2011-10-11 14:37:45,00:00,,,1,"b'b"" Hi",  I am wondering how I could keep an object\'s location static with regard to the camera.I.e. I have two objects," one which I want to observe from multiple angles using the trackball camera and another one which should always remain static with regard to the current camera view. E.g. overlaying a mesh (to be observed from multiple angles using the trackball camera) on an image (static position with regard to trackball camera). Hope I explained my question alright. Thanks for any advice :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,1,2011-10-11 14:37:45,242.38,,1,,"b""b' Maybe something like this?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,closed,2011-10-11 18:52:47,255.03,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,reopened,2011-10-11 18:53:46,0.98,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,2,2011-10-11 14:37:45,14.1,,,1,"b""b' This works great! I missed the translateZ part. Thanks a million!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,closed,2011-10-11 18:54:14,0.47,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,3,2011-10-11 14:37:45,6.28,,,1,"b""b' Yay! ^^'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,4,2011-10-11 14:37:45,1343.45,,1,,"b""b' Hi. What if I want this object spin itself?  url shoul use other tecnic'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,5,2011-10-11 14:37:45,17.5,,1,,"b""b' #1979'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,641,closed,-,-,-,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,opened,2011-10-11 14:40:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,title,2011-10-11 14:40:17,00:00,,1,,"b""b' Limit framerate and Frame-skipping'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,body,2011-10-11 14:40:17,00:00,,1,,"b'b"" If I have an animation that I want to play at a certain FPS on the users screen"," how would I accomplish this?  I\'ve seen some people do this: Is that the proper way to do it? What happens if someone\'s computer is too slow to handle the geometry in the scene?  Is there someway to do frame skipping in order to keep their framerate at the target rate but skipping certain frames in order to stay there?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,1,2011-10-11 14:40:17,207.6,1,,,"b'b"" I think this is the simplest and most respectful (for the other tabs and user\'s cpu) solution...  Well", a proper way to deal with that is by animating using a timer instead (please," do it):  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,2,2011-10-11 14:40:17,16.22,,1,,"b""b' Actually that solution is not right... using the [Page Visibility API]url  should be more correct. Albeit it would only work on webkit browsers by now: There is also [this other]url  more correct solution but also harder to grasp:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,3,2011-10-11 14:40:17,9.57,,,1,"b'b"" I\'ll have to pick apart that last one to understand it a bit more.  Thanks for the reply!  They make sense now that I see them!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,closed,2011-10-11 18:33:40,233.38,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,reopened,2011-10-11 18:33:45,0.08,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,closed,2011-10-11 18:51:41,17.93,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,4,2011-10-11 14:40:17,528.65,,1,,"b""b' Where are you getting ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,5,2011-10-11 14:40:17,529.98,,1,,"b""b' you can probably replace that with  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,6,2011-10-11 14:40:17,538.9,,1,,"b""b' Any opinion on creating a new Date object on every frame?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,7,2011-10-11 14:40:17,547.03,,1,,"b""b' Needs to be done.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,8,2011-10-11 14:40:17,718.03,,1,,"b'b"" Actually that is not completely true","As normally requestAnimationFrame should give the timestamp as first argument on its callback. Altough I don\'t know the support of this argument in the different browsers.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,9,2011-10-11 14:40:17,1332.88,,1,,"b'b"" i remembered time not passed in safari\'s requestAnimationFrame. ended using if timestamp is not available.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,10,2011-10-11 14:40:17,1338.4,,,1,"b'b"" Oh wow"," didn\'t knew that :)No surprise there... :/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,11,2011-10-11 14:40:17,1349.92,,1,,"b""b' btw @mrdoob"," any reasons to still use if is faster? IE perhaps? url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,12,2011-10-11 14:40:17,1382.92,,1,,"b'b"" Cool", didn\'t know about  .  Works on IE9 (and current stable Chrome / Firefox / Opera / Safari on Windows 7)," maybe we can switch?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,13,2011-10-11 14:40:17,1393.88,,1,,"b""b' And there is a shim to make it work on older IEs: url  Works pretty well on new browsers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,14,2011-10-11 14:40:17,1405.73,,,1,"b'b"" @alteredq nice", didn\'t know of that shim," although i haven\'t used  with <= ie8 to date :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,15,2011-10-11 14:40:17,84.45,,,1,"b'b"" Didn\'t knew about either!Totally!Bah! ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,16,2011-10-11 14:40:17,101.92,,1,,b'b\' Now that we are touching time topics, I finally started to experiment with class and putting time keeping out of classes. Just wanted to see how it looks: url  url  If you think this is the right direction, I can change the rest. General idea is to have all time inputs potentially controllable (no hidden time keeping somewhere deep in classes)," so that for example we could do things like ""matrix"" effects (slow-motion", time-freeze, could be whole scene, or per-object), or for debugging supply fixed time steps.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,17,2011-10-11 14:40:17,128.6,,1,,"b""b' Uhm", what do you think about using the brand new []url  It matches the Audio object properties, which already allows slow-motion (playbackRate), looping, etc... Could go as ? Just added a property so it can work on delta dependent cases. However," instead of MilliSeconds it uses Seconds (whoever decided to use Seconds on the Audio object...)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,18,2011-10-11 14:40:17,141.4,,1,,"b'b"" Oh"," and I\'ve been using it for displaying maya exported animations and the code gets reduced to this:   being the FPS the animation is done at.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,19,2011-10-11 14:40:17,143.42,,,1,"b'b"" Hmmm", looks interesting, just it uses (and it\'s fixed at 60 fps).  is completely passive, it just does stuff when you query it. After proselytization setTimeout feels wasteful, but if you prefer," we can use  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,20,2011-10-11 14:40:17,148.68,,1,,"b'b"" Yup"," totally understand that. But I didn\'t know how else the .playbackRate feature could be emulated. [Someone on twitter suggested using instead of setInterval]url  which I\'ll give it a go eventually.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,21,2011-10-11 14:40:17,157.95,1,,,"b""b' You remember getters have terrible performance (not that it would matter here)? So the main issue for is that for compatibility with it needs to respond to simple setting of value to naked property while the playback is running.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,22,2011-10-11 14:40:17,183.35,1,,,"b'b"" Compared to accessing pubilc variables it doesn\'t seem too bad now...url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,23,2011-10-11 14:40:17,197.0,1,,,"b'b"" This is some weird test", it\'s not apples-to-apples comparison.  Here regular properties are noticeably faster (63x in Chrome," 3x in Firefox): url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,24,2011-10-11 14:40:17,197.55,,,1,"b'b"" Actually"," my approach to is incorrect. I think I\'ll give it a go to the approach right now :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,25,2011-10-11 14:40:17,217.25,,1,,"b'b"" Uhm", this test is also hairy... doesn\'t run on Opera for some reason. I was mainly comparing the approach vs having a interval running. Uhm... for Vector stuff performance is definitely important, but considering this is something called once per frame," I think I would bet on the  side.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,26,2011-10-11 14:40:17,230.47,1,,,"b'b"" Updated the jsperf:url  So I don\'t know"," maybe setInterval at 60fps for this isn\'t that bad? WebGL is capped at 60fps anyway.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,27,2011-10-11 14:40:17,247.67,,1,,"b'b"" With at 60 fps I\'m also a bit worried about some subtle synchronization issues.  Frames we get from are not going to be the same as frames we get from  . Maybe could be run at 120 fps (not sure if it\'s not anyway capped at something smaller)?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,28,2011-10-11 14:40:17,367.07,,,1,"b'b"" Hmmm", as a sidenote, I just realized your example of Maya animation is then played back less smooth than it could be. Even if authored at just 25 fps, we can play it much smoother by interpolating between frames.  That\'s what we have been doing before, in my Blender exported animations I intentionally skipped many frames to save JSON file size (just 11 frames for 2 second loop," looked practically the same as much denser original sampling).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,29,2011-10-11 14:40:17,411.1,,1,,"b""b' Not sure if this is any useful", for my particle engine," it runs an internal loop with setTimeout(); This allows the engine to run independently of framerate while giving consistant results  url  This method was also described in url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,30,2011-10-11 14:40:17,432.1,,,1,"b""b' @alteredq With regards to interpolated frames", it is important to note that Maya itself only plays back animation on each frame.  It does not do interpolated between frames. On the other hand, MotionBuilder does interpolate between frames on playback.  Even scrubbing the timeline you can smoothly move between frames and see sub-frame animation.  But with Maya, playback and timeline scrubbing only plays on-frame keyframes in order to preserve accurate keyframe animation. Anyways, while it is nice to play back an animation using interpolated sub-frame keyframe values in order for it look smoother," a lot of the time it is more important to maintain accurate playback.  If subframe keyframe interpolation was to be implemented I would hope that it would be 100% optional.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,31,2011-10-11 14:40:17,478.13,,1,,"b""b' Yep", I know," but in this case the animator wanted it like this :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,32,2011-10-11 14:40:17,486.35,,1,,"b'b"" Totally"," currently that code sits on the application level. It\'s up to you how you display the morphtargets.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,33,2011-10-11 14:40:17,493.22,,1,,"b'b\' @zz85 Feels a bit weird response to getting larger deltas is to run even more computations? Wouldn\\\'t this make everything slow down with time?  I would probably just clamp deltas (in ""good times"" you get accurate simulation"," in ""bad times"" you basically degenerate to fixed step simulation). @Jakobud Good point. So far all examples used interpolation", but there could be some use cases where it could create problems. @mrdoob Meanwhile I tried to extract this application level code into class. Having parameter for control of interpolation could be a feature. url \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,34,2011-10-11 14:40:17,501.8,,,1,"b'b"" That\'s interesting. It may be a bit too much logic though"," I think I would just pass a 0-1 value and a interpolation boolean  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,35,2011-10-11 14:40:17,508.67,1,,,"b'b"" I had troubles getting mirrored looping going on (forward-backward-forward...)"," that\'s where most of logic comes from. It\'s for sitting dude here (original animation is not loopable): url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,36,2011-10-11 14:40:17,512.68,,,1,"b'b"" @alteredq that\'s for accurate frame dropping. the bottleneck is usually at rendering", which is why comes into play. eg game engine easily runs at 10hz = 100x/s but display can refresh at 60fps or 15fps. but yes, you get into trouble if game loop is too slow. you can just use delta for simple interpolation or verlet integration," but euler\'s integration will get greater accumulated error of margin if delta\'s are too big over time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,37,2011-10-11 14:40:17,517.72,,1,,"b""b' @alteredq Think of the possibility of a editor with a timeline that connects with  and wants to update the animation while the user is scrubbing the timeline. For such application"," doing the 0 to 1 calculation to send the method is far easier than coming up with the right delta ;) Same thing with the pingpong logic.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,38,2011-10-11 14:40:17,524.43,,1,,"b""b' @mrdoob i imagine a flash / after effects like keyframing and tweening timeline in  :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,39,2011-10-11 14:40:17,543.02,1,,,"b'b"" @zz85 Wasn\'t for bottleneck the simulation? With WebGL you can render million particles", but JS simulation starts to choke with tens of thousands.  @mrdoob Deltas are used everywhere else, so it was kinda natural, I didn\'t even think of use cases other than just vanilla playback. Progress based control would be cool," it would allow for example to use your beloved tweens for some fancy motion distortions ;).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,40,2011-10-11 14:40:17,551.93,,,1,"b""b' @alteredq Yayay! ^^'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,41,2011-10-11 14:40:17,562.15,1,,,"b""b' @alteredq not really. i feel that the bottleneck is pushing the buffers from CPU to the GPU every time you need to render. while JS is slow", simulating a million particles in still is faster than rendering a million particles to screen, so where it chokes is still requestAnimationFrame(), unless the pipeline is all in the gpu," imho.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,42,2011-10-11 14:40:17,1202.78,1,,,"b'b"" @zz85 Did some tests with million particles (not  ", just move things around in JS using and ): 60 fps without setting dirty flag and no JS computation25 fps with just dirty flag (new buffers are sent to GPU every frame)7 fps with just JS computation (new values are computed every frame but not sent to GPU) So yes, sending stuff to GPU is expensive, but doing lots of even trivial things in JS can be surprisingly costly (for some reason this triggers massive garbage collection, I already encountered such behaviors before, you don\'t need to allocate anything, if you do lots of something," it\'ll cause garbage collection).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,43,2011-10-11 14:40:17,1217.72,,1,,"b""b' The GC is probably from the fact that you use 1 instead of a variable to update the position.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,44,2011-10-11 14:40:17,1297.33,1,,,"b'b"" @gero3 Using simple numerical constant IMHO shouldn\'t create new things. Also", it\'s the same GC overkill if you do it like this: Or like this: Anyways, JS engines work in a mysterious way.  I keep digging at particles and I discovered one massive performance bottleneck. It\'s kinda crazy, I got almost double the performance by changing the code that doesn\'t even get executed (in a particular run," it\'s behind that is never true for that test case).  Must be some V8 magic optimization thing I guess some code patterns may prevent V8 from applying more aggressive optimizations.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,45,2011-10-11 14:40:17,1315.37,,1,,"b'b"" actually"," I meant moving the variable outside the function scope. I\'ve had problems with numerical constants too for GC. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,46,2011-10-11 14:40:17,368.93,1,,,"b'b"" So far", I\'ve followed the [tutorial]url  that suggested to call requestAnimationFrame() and render in a loop. This bug caused my page to hog 1-2 CPU cores forever, even if nothing at all is happening in the scene, as long as my webpage was open, for days. It drains battery, uses electricity needlessly, and spins up fans. Thus, causing noise pollution and indirectly environmental pollution. Needless to say, that\'s a (page) killer. I was so frustrated, I was seriously trying to rewrite everything using another 3D library. (SceneJS doesn\'t seem to have the same problem.) Finally, I realized that my scene only changes on user input. Therefore, I made my call to requestAnimationFrame() conditional on whether there was a user input in the last 2 seconds. If not, I would go into standby mode and not call requestAnimationFrame(). As soon as there\'s new action, I call render() again. Here\'s my code: Super-ugly. But this solved my problem. The CPU usage drops from 2 cores with 100% each to almost nothing, after 2 seconds of no activity on my page. Your situation may wary, you may other factors other than user input that cause scene changes for you. But maybe it\'s a lot less than every 16ms, and more importantly, there may be phases of complete inactivity when you can turn things off entirely until some trigger. (In my case: mouse move) I hope this helps. I still consider this to be a band-aid and ugly, and I think this should be fixed in ThreeJS. If nothing else," to save all our CPU cores on all the pages that use ThreeJS.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,47,2011-10-11 14:40:17,1046.88,,1,,"b""b' Using this code makes my FPS drop to a slideshow: When I just do by itself with no timer"," everything is smooth again. What could be causing that? It seems like my performance should improve with since presumably would be called less. I actually just created an Electron app using the [basic cube example]url  and it still happens.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,48,2011-10-11 14:40:17,1163.2,1,,,"b'b"" Well", I just added Stats to my app so that I could see what the frame rate drops to. Turns out it doesn\'t drop. It leaps to ~7,"500 FPS! Now I\'m really confused.  Edit: This solution worked for me: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,642,closed,-,-,-,12,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,658,closed,opened,2011-10-18 16:23:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,658,closed,title,2011-10-18 16:23:28,00:00,,1,,"b""b' Rendering issue Aa is undefined'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,658,closed,body,2011-10-18 16:23:28,00:00,,,1,b'b\' I\\\'m playing around with a falling snow tutorial.  I\\\'m upgrading it to the latest version of  since the tutorial is using an old version. An issue is taking place upon rendering," specifically this code ""("," );"" The error in the console states that ""Aa is undefined"" on line 174 of . I\\\'ve included all of my code with the exception of  (which I updated this morning 10/18)", and JQuery since it\\\'s easily available. Any help or tips would be appreciated. Thanks!  \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threejs,658,closed,1,2011-10-18 16:23:28,125.58,,1,,"b'b"" Do you mind uploading this somewhere? I\'ll be easier for us for finding the error rather than trying to recreate your setup.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
