REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,title,2011-09-01 08:08:26,00:00,,1,,"b""b' HTML5 Upload fails for multiple files on latest Safari for Windows'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,body,2011-09-01 08:08:26,00:00,1,,,"b'b"" The current stable Safari for Windows has a bug that causes the upload of multiple files through the HTML5 runtime to fail.  Curiously upload through HTML5 still works if only a single file is selected. The problem seems to be related to the FileList object available through the input element.  When more than one file is selected the file sizes are set to 0"," the modification time is also set to 0.  The resulting upload through the FormData object will upload a zero length (i.e. empty) file. This bug does not seem to be a web-kit bug as the latest Chrome does not have the same problem. I\'ve logged an issue with Apple against Safari. I\'ve also created a basic test case that uses the same technique to upload files that plupload does using HTML5 on Safari.  The test case is available here: url  (By the way I have not coded the test case to work around [this webkit form bug]url  which you may run into the second time you select files using the test)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,1,2011-09-01 08:08:26,571.17,,,1,"b""b' Ah", I think I may be experiencing this issue. When using Safari Version 5.1 (6534.50) but on a mac. I can upload individual files fine but when I attempt multiple files," the file progress % immediately jumps up to 100% for each file then drops back down to 45% for all but the last file. The files have still uploaded but only half of file is present. (For an image that is)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,2,2011-09-01 08:08:26,109.4,,,1,"b'b"" I haven\'t seen the problem you are describing with Safari 5.1 (6534.50).  Testing on that browser with plupload (from a few weeks ago at least) and the reduced test case I mention above works fine.  I was only seeing this issue with the newer build on Windows Safari 5.1 (7534.50).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,3,2011-09-01 08:08:26,903.63,,,1,"b'b"" Strange", I\'m still encountering the problem although it is intermittent. Sometimes it seems fine, then after a reload it starts does the same thing as noted above," 100% immediately then dropping back down again. Any ideas what I could try to figure out what the problem is?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,4,2011-09-01 08:08:26,138.8,1,,,"b'b"" You could try the reduced test cased I mention above.  If it doesn\'t happen with that then it must be something specific to plupload and your configuration of plupload. Also try out your plupload app with other browsers I guess and look for the same misbehaviour.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,closed,2011-09-03 12:51:26,283.0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,5,2011-09-01 08:08:26,19.95,,1,,"b""b' Ok I have run test case above and the result is: Single File Upload:1. name: ", size: 845941, type: , last modified: Tue Jul 14 2009 07:32:31 GMT+0200 (Central Europe Daylight Time) UPLOAD COMPLETE Multiple File Upload:1. name: , size: 0, type: , last modified: Thu Jan 01 1970 01:00:00 GMT+0100 (Central Europe Standard Time) UPLOAD COMPLETE2. name: , size: 0, type: , last modified: Thu Jan 01 1970 01:00:00 GMT+0100 (Central Europe Standard Time) UPLOAD COMPLETE3. name: , size: 0, type: ," last modified: Thu Jan 01 1970 01:00:00 GMT+0100 (Central Europe Standard Time) U Check out the size value. This is the problem in test case too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,6,2011-09-01 08:08:26,153.35,,,1,"b'b"" Thanks for the reply. OK", so are you now encountering this issue on a mac too? I\'ve tried in pretty much all other browsers, Safari, Firefox, IE," Chrome and do not encounter any similar issues.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,7,2011-09-01 08:08:26,1130.03,,1,,"b""b' I encounter this issue only on windows and safari.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,reopened,2011-09-12 15:30:21,158.92,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,8,2011-09-01 08:08:26,298.17,1,,,b'b\' Sorry," I hate github\\\'s ""Comment & Close"" button.  I keep hitting it accidentally when adding comments to a bug.  This bug is still open.  And I can\\\'t find a workaround for this either so it renders html5 useless on Safari.  The only choice seems to be to use another runtime entirely.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,9,2011-09-01 08:08:26,1322.08,,1,,"b""b' Do not see it in Safari 5.1 (6534.50) on Mac. I could probably disable multiple file selection for Safari on Windows...  Sniffing... who said we could do without it?..'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,closed,2011-09-13 14:00:54,1350.55,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,10,2011-09-01 08:08:26,351.53,,1,,"b'b"" Do you really think this issue should be closed?  I would think it would be better to leave it open until Apple fixes Safari on Windows and you can re-enable multiple file upload for that browser.  The HTML5 runtime is not terribly useful for most users without the ability to select and upload multiple files at once effectively killing it\'s use for most people on Safari for Windows.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,11,2011-09-01 08:08:26,603.03,,1,,"b""b' Hmm... you have a point :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,reopened,2011-09-14 05:29:37,928.72,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,12,2011-09-01 08:08:26,2.58,1,,,"b'b"" Alas"," Safari doesn\'t have it\'s own bugtracker.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,13,2011-09-01 08:08:26,135.42,,1,,"b'b"" No but the word on the street is that Apple tracks the number of bug reports for each issue and that helps them decide which to fix first.  Feel free to re-report the issue if you\'d like: Free registration for the developer program:url  Report an issue:url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,14,2011-09-01 08:08:26,45.3,,,1,"b'b"" Btw", as I\'ve exposed multi_selection feature," you could use required_features option to fall back to Flash or SilverLight if user comes in with Safari on Windows. HTML5 has got some very powerful upgrades recently to ignore it just because of one buggy browser :|""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,15,2011-09-01 08:08:26,1092.05,,1,,"b""b' The problem I am seeing is that if I try to upload a file over 2MB", it fails in Safari 5.1 on a Mac, but not Safari 5.1 on a PC. I can upload the same file with FF7, Chrome 16-dev," IE 9 on my PC.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,16,2011-09-01 08:08:26,361.92,,1,,"b'b"" Please more details on the failure"," cause it\'s not a case on wide scale.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,17,2011-09-01 08:08:26,822.27,,1,,"b""b' The underlying Safari bug is still present with the latest release of Safari for Windows (5.1.1 7534.51.22).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,18,2011-09-01 08:08:26,526.23,,1,,"b""b' The latest release of windows safari (5.1.2-7534.52.7) is still not good.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,19,2011-09-01 08:08:26,75.32,,1,,"b'b"" I would like to confirm that I", too, experience this issue on Safari 5.1.2(7534.52.7) on Windows and the latest build on OS X. Single file upload  multi doesn\'t. Btw, it works perfectly in Chrome on Windows (haven\'t tested OS X)...it\'s just Safari on both platforms that acts weird. url  (each of those files should be 100kb or more," fyi) Thoughts? Edit: Just confirming that I did test on Chrome 16.0.912.75 on OS X and multi-file upload works. So it seems to be a Safari only issue. Edit 2: I tested with Plupload v 1.5.2 and it works. Now I just have this Safari issue on Windows. Safari on OS X works with multi-upload.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,20,2011-09-01 08:08:26,1211.28,,1,,"b""b' This is what I was doing for a while to work around this...  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,21,2011-09-01 08:08:26,65.67,,,1,"b""b' Thanks so much Robert! On Sat", May 19, 2012 at 6:41 PM," Robert Brown <reply@##  Charles KoehletherScapes url 808.778.2244'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,22,2011-09-01 08:08:26,598.07,,1,,"b'b\' This fix breaks multiple file uploads on iOS 6 I think. It looks like the selected images all have the same file name """". Maybe a check should be done on the platform. \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,23,2011-09-01 08:08:26,1283.8,,1,,"b'b"" Seems like 5.1.7 doesn\'t have this issue anymore. Anyone to confirm?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,24,2011-09-01 08:08:26,1314.73,,,1,"b""b' Today I tested 5.1.7 on Windows 7 and the bug is still not fixed. With my old notebook with WindowsXP and version 5.0.3 multiple upload works perfectly.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,25,2011-09-01 08:08:26,1176.32,,1,,"b'b\' Agree with @frahugo. All images get the same filename """"\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,26,2011-09-01 08:08:26,1.73,,1,,"b""b' So", in effect, only one file gets uploaded," while the rest are discarded'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,27,2011-09-01 08:08:26,920.53,,,1,"b'b"" I\'m having issues in Safari on Mac even selecting a single file", specifically XML files. (although it works fine in Safari on Windows). Here is my code: I am able to select zip files," but not xml files (they are grayed out and not selectible). Has anyone seen this before? Thanks in advance!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,28,2011-09-01 08:08:26,618.47,,1,,"b""b' I had same issue'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,29,2011-09-01 08:08:26,499.62,,1,,"b""b' Hi All"," I have the same issue with multiple files in Chrome which I have reported at #1222  . Does anybody of you have similiar experience?????  When you try to select multiple items it is always posting first one. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,30,2011-09-01 08:08:26,931.63,,1,,"b""b' can plupload upload multiple files at once?for example",I selected 4 files and I want to upload 3 files firstly at once," if there is one file finished then upload the last file '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,31,2011-09-01 08:08:26,398.55,,1,,"b""b' I guess now that Apple has dropped Safari for Windows (quite a while ago already)"," we gotta close this one.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,closed,2016-11-22 14:51:06,561.48,4,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,363,closed,-,-,-,4,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,opened,2011-09-08 14:16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,title,2011-09-08 14:16:05,00:00,,1,,"b""b' Issue using plupload and google chrome'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,body,2011-09-08 14:16:05,00:00,,1,,"b'b\' Using the runtimes ""flash",silverlight,"html4"" and the latest version of plupload"," I have a client that experiences issues using google chrome with plupload. They get error ""uncaught"" type error cannot call method \\\'setAttribute\\\'of null\\\' Is anyone able to shed any light on this? \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,1,2011-09-08 14:16:05,53.02,,1,,"b""b' This is on the mac by the way using the latest version of Chrome.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,closed,2011-09-08 15:09:06,53.02,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,reopened,2011-09-08 15:09:10,0.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,2,2011-09-08 14:16:05,169.28,,1,,"b""b' By latest version you mean 1.4.3.2"," available from ? Or the one here on github?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,3,2011-09-08 14:16:05,881.07,,1,,"b'b"" I\'m using the latest version here on github. Are all the source files here different from those on ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,4,2011-09-08 14:16:05,10.18,,1,,"b'b"" We\'ve put out version 1.5b on "," try it out.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,5,2011-09-08 14:16:05,572.88,,1,,"b""b' I believe this is sorted out then?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,closed,2011-09-17 18:22:31,193.35,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,369,closed,-,-,-,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,opened,2011-09-16 11:16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,title,2011-09-16 11:16:45,00:00,,1,,"b'b"" TypeError: \'undefined\' is not an object (evaluating \'\')""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,body,2011-09-16 11:16:45,00:00,,,1,"b""b' I get this error when uploading using the Flash implementation. The error comes from "," I believe it is triggered on or before the UploadFile event... Thanks Edit: I think this is due to the files having been removed from the queue'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,1,2011-09-16 11:16:45,1354.23,,1,,"b""b' Does it happen when your are removing the file that is being uploaded?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,2,2011-09-16 11:16:45,13.08,,1,,"b'b"" No", after the file finishes I remove it from the queue and then the error occurs. However, I have changed the way I\'m using plupload now and am clearing the queue when all files have uploaded this has presented a different problem (or two)," it seems that there is a problem getting the flash object or the methods of specifically the setFilters and removeFile methods... I think I should raise this separately though. edit: here is one of the bugs i was referring to url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,closed,2011-09-24 10:04:04,1367.32,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,reopened,2011-09-24 10:04:18,0.23,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,3,2011-09-16 11:16:45,156.73,,1,,"b'b"" I\'ve addressed #313 with the latest commit. What about setFileFilters and removeFile?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,closed,2013-02-24 13:56:32,232.23,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,379,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,opened,2011-10-03 14:16:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,title,2011-10-03 14:16:22,00:00,1,,,"b""b' Bad charset encoding in FF 5 with 1.5.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,body,2011-10-03 14:16:22,00:00,,1,,"b""b' Halo","  we find  bug between versions 1.4.3 and 1.5.1 . In Firefox 5.0 the new version in html5 runtime (multipart=false) send binary files converted to UTF8 charset and http header Content-Type is -stream; charset=utf8  . In old version are files send correct and Content-Type is only -stream . ThanksZdenek'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,1,2011-10-03 14:16:22,1204.15,,1,,"b""b' To solve this problem","  must be edited. Line 711 should be replaced by It solves problem in FF5 and FF6.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,2,2011-10-03 14:16:22,1398.52,,,1,"b'b"" Thanks","  this change resolve the problem in FF4 FF6. But in FF3.6 still doesn\'t work. Zdenek""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,closed,2011-10-19 09:39:02,1162.67,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,reopened,2011-10-19 09:40:00,0.97,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,closed,2012-01-06 11:41:53,121.88,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,394,closed,-,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,opened,2011-10-11 21:43:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,title,2011-10-11 21:43:44,00:00,,1,,"b""b' Flash runtime shows black box over browse button in IE'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,body,2011-10-11 21:43:44,00:00,,1,,"b'b"" I noticed that the Flash runtime shows a black box over the browse button in all IE\'s.  I updated to the recent swfobject runtime"," but it did not help.  Using CSS or JS to change the opacity of the  to 0 fixes this.  Same problem as reported here url # container object { } fixed it for me""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,1,2011-10-11 21:43:44,790.17,,1,,"b""b' Do you also use Flash Player 11?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,2,2011-10-11 21:43:44,183.13,,1,,"b""b' Yes 11.0.1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,closed,2011-10-12 13:57:02,973.3,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,reopened,2011-10-12 13:57:07,0.08,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,3,2011-10-11 21:43:44,1337.82,,1,,"b""b' I have the same problem with 11",0,1,"152. It seems this appeared with one of the recent flash updates:url url url url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,4,2011-10-11 21:43:44,5.7,,1,,"b""b' With 11",1,102,"55 of flash player the problem is resolved.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,5,2011-10-11 21:43:44,1109.18,,1,,"b""b' One thing you could also try when something like this occurs"," complete uninstall of your current Flash Player url  and reinstall from fresh.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,closed,2011-11-29 06:49:44,1012.62,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,403,closed,-,-,-,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,opened,2011-12-11 19:04:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,title,2011-12-11 19:04:38,00:00,,1,,"b""b' No headers sent when using the html4 runtime'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,body,2011-12-11 19:04:38,00:00,,1,,"b'b\' My web application framework expects a custom HTTP header to be sent to prevent cross-site request forgery. The ""headers"" configuration option", however, does not seem to work when using the html4 runtime: analyzing network traffic shows that no custom headers are sent along with the request. I am using version 1.5.1.1 of Plupload.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,1,2011-12-11 19:04:38,1034.3,,,1,"b""b' It is not possible to send custom headers in Html4 runtime"," is it? Suggestions appreciated.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,2,2011-12-11 19:04:38,25.27,,1,,"b'b"" Shouldn\'t the headers option as described in url  work for all runtimes? No exception is made in the documentation for html4. Not sure if I do understand your comment: do you mean there is a technical reason?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,closed,2011-12-12 12:44:12,1059.57,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,reopened,2011-12-12 12:44:26,0.23,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,3,2011-12-11 19:04:38,4.8,1,,,"b""b' Hmm... yes"," I guess we should add the line about it in features table. Basically html4 does support nothing :( Only upload without page refresh.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,4,2011-12-11 19:04:38,10.4,,1,,"b""b' The html4 runtime is not using XHR? url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,5,2011-12-11 19:04:38,20.53,,,1,"b'b"" Only XHR Level 2 is able to upload files", which is currently supported only by webkit and gecko. To answer your question no, html4 doesn\'t use XHR," since there\'s no point in this :) I\'ve updated feature table to reflect the not support fact.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,6,2011-12-11 19:04:38,3.1,,,1,"b'b"" Thanks for your clarification. I\'ll close this issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,closed,2011-12-12 13:23:02,38.6,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,436,closed,-,-,-,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,opened,2011-12-19 08:47:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,title,2011-12-19 08:47:16,00:00,,,1,"b""b' FileUploaded is often not firing properly when uploading to Amazon'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,body,2011-12-19 08:47:16,00:00,,1,,b'b\' We are going to use your plugin for a number of big projects for famous vendor. Currently we experiment using the free license, but in case of success we\\\'ll buy an OEM license. The plugin is embedded into an upload control, and the testing page can be found here: url  this uses the uncompressed JS, so you can see how the Plupload is instantiated and events are bound. When you click somewhere inside the widget it asks for the authorization, you can create an account.Then please use any small video file, upload it you should see the blue progress bar below the file name. I have to bind to the FileUploaded event because I need the server response for some pieces of information about the file registered on the server side.The file is uploaded to Amazon, then on server response I send an AJAX request to our server finalizing the upload, and then after the success the video details editing screen is shown. Sometimes it works, but more often the upload is stuck (often at 100%," sometimes somewhere in the middle). Sample Amazon HTTP response in case of ""success"" More often it says (as you see", I\\\'m using Fiddler to inspect requests and responses, but it\\\'s clearly reproducible with Fiddler switched off). Any help is appreciated as this issue is critical for Plupload adoption.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,1,2011-12-19 08:47:16,548.02,1,,,"b'b"" This is strange. As far as you are using \'success_action_status\' =Does it happen to you consistently across browsers"," systems and workstations?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,2,2011-12-19 08:47:16,2.3,,1,,"b""b' How big are the files that you upload?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,3,2011-12-19 08:47:16,78.28,,1,,"b'b"" Thanks for the replyIt usually goes smoothly with 1M"," but constantly hangs for 23M gets fileI think it\'s stably reproducible on different platforms / browsers we have dedicated QA engineers.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,4,2011-12-19 08:47:16,82.48,,1,,"b""b' 23 mb is a quite small file. Never heard RequestTimeout happening to something less then couple of gbs. Hm... I will try some more.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,5,2011-12-19 08:47:16,1089.88,,1,,"b'b"" Hi again. Don\'t want to make any pressure", but any chance we can have news by Monday?Various guys want to play with the uploader and see if it\'s production ready, and the issue with upload freezing is the only remaining blocker. Is it reproducible for you? Do you need any help / comments on the widget functionality?You can also create your own testing page if you wish simply copy the whole HTML from the page I referenced in the ticket," and can disable phone / agreements fields to simplify testing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,6,2011-12-19 08:47:16,6.7,,1,,"b""b' We are going to do a bugfix release today. Be sure to try it out.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,7,2011-12-19 08:47:16,2.18,,,1,"b""b' Oh", great to know," thank you'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,8,2011-12-19 08:47:16,254.0,,1,,"b""b' Not able to publish on the site at the moment", some technical obstacles. Will do that tomorrow. But you can download it from Downloads section," here on github.  Let us know of results :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,9,2011-12-19 08:47:16,888.03,,,1,"b'b"" GoodI didn\'t notice any relevant changes to Flash in recent commits", but the 1st problem (upload freeze in the middle) is solved, and the 2nd problem (no response after 100%) looks like our local environmental issue (at least not reproducible from couple of external machines) So, I\'m closing the issue," and in case of new problems or details will open a new one. Thank you for the help.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,444,open,closed,2012-01-09 09:59:09,71.88,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
