REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,353,closed,23,2013-10-08 09:43:44,67.77,,,1,"b'b"" Yes! It worked! (Also it\'s easier now to map a drive to a letter than it used to be). Thanks a bunch Professor!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,353,closed,closed,2013-10-11 15:37:44,122.8,5,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,353,closed,24,2013-10-08 09:43:44,337.75,,1,,"b""b' Hi Simon","  How did you solve this problem? I have an identical problem when I was trying to install a package from github using install_github into a share disc.  '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,353,closed,25,2013-10-08 09:43:44,894.75,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,353,closed,-,-,-,5,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,opened,2013-10-23 00:39:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,title,2013-10-23 00:39:36,00:00,,1,,"b""b' Record SHA1 for various types of git installs'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,body,2013-10-23 00:39:36,00:00,,1,,"b""b' It would be useful if the SHA1 is recorded in the DESCRIPTION for  ",  , and even (it could check that the project directory is a git repo, and if so, run  ).  already does something like this," but it would be handy if it were extended to other install methods as well.'""",,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,1,2013-10-23 00:39:36,1006.38,,1,,"b""b' Done in url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,closed,2013-11-15 17:25:59,1006.38,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,2,2013-10-23 00:39:36,74.02,,1,,"b""b' @hadley This was implemented for functions which use  "," but not for  . Edit: And it would also be useful to record the SHA1 with  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,reopened,2013-12-23 18:40:00,74.02,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,3,2013-10-23 00:39:36,188.22,,,1,"b""b' Patches are welcome ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,4,2013-10-23 00:39:36,1356.85,,1,,"b""b' Now done for local installs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,closed,2014-08-21 20:25:05,105.08,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,363,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,opened,2014-01-03 20:21:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,title,2014-01-03 20:21:23,00:00,,1,,"b""b' namespace does not delete old information when @importFrom changes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,body,2014-01-03 20:21:23,00:00,,,1,"b""b' Suppose I maintain two packages", call them and  . exports a function and imports it in the help.R file using  , i.e., in  there is a line  . When I the namespace file is correctly created so it has  . Now suppose, I change the name of to in the package. I update  to  . When I though, the namespace correctly adds but it does not delete so I get errors when running  .  I am using the argument thinking that would clean this as well," but it seems like that only goes to the man files. Am I missing something here? Or is this a bug? Thanks!'""",,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,1,2014-01-03 20:21:23,28.0,,1,,"b""b' Are you using the latest version of roxygen2? It should recreate the NAMESPACE file from scratch every time.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,2,2014-01-03 20:21:23,12.1,1,,,"b""b' Yes"," I am using roxygen2 v3.0.0locale:[1] en_-8/en_-8/en_-8/-8/en_-8 attached base packages:[1] stats   graphics  datasets  grDevices utils   methods base  other attached packages: [1] plyr_1.8               ...extrafont_0.15  [25] roxygen2_3.0.0             testthat_0.7.1  [27] devtools_1.4.1             loaded via a namespace (and not attached): [1] biglm_0.9-1    boot_1.3-9   brew_1.0-6   cluster_1.14.4   codetools_0.2-8 [6] colorspace_1.2-4 corrplot_0.73    dichromat_2.0-0  digest_0.6.4  [11] evaluate_0.5.1   extrafontdb_1.0  formatR_0.10   Formula_1.1-1  ggplot2_0.9.3.1  [16] gmp_0.5-11   grid_3.0.2   gtable_0.1.2   Hmisc_3.13-0   httr_0.2  [21] knitr_1.5    labeling_0.2   lattice_0.20-24  lubridate_1.3.3  MASS_7.3-29  [26] memoise_0.1    munsell_0.4.2  parallel_3.0.2   proto_0.3-10   [31]      RColorBrewer_1.0-5 RCurl_1.95-4.1  [36] reshape2_1.2.2   rjson_0.2.13   Rttf2pt1_1.2   scales_0.2.3   splines_3.0.2  [41] stringr_0.6.2  survival_2.37-4  tools_3.0.2    whisker_0.3-2  xtable_1.7-1 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,3,2014-01-03 20:21:23,29.48,,1,,"b'b"" Are you sure you don\'t have another elsewhere?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,4,2014-01-03 20:21:23,7.58,1,,,"b'b"" Nothing obvious"," but seems like I must have something lingering where I don\'t expect it. I will keep searching; sorry to be a bother.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,closed,2014-01-03 21:38:33,77.17,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,5,2014-01-03 20:21:23,595.28,,,1,b'b\' I am reopening this issue because I have been able to create a MWE that produces an error associated with (though I am not entirely sure related to my original post).  I constructed a skeleton package with barebones files and only edited the file, which is very simple: When I call (where is a variable holding the path to the package), everything works fine. Now, I change to: and call  , which causes an error, as expected: Now, lets go back and fix the so it is back to the original: When I call  , I surprisingly still get the error I got when broke  . I would have thought it would have worked fine here because ignores the file. An additional twist is that if instead of using after breaking things, I use  , it works fine.  According to the documentation,"If you have a simple package, you can use  , but for anything more complicated, I recommend that you use  ."" So, why does not work here but does? And when should each be used? As for versions, I am up to date:  \''
devtools	407	closed	reopened	 - 	2014-03-19 07:33:51	595.3	2	3	2
devtools	407	closed	6	hadley	2014-01-03 20:21:23	267.92		+1		b'b"" Ah, the problem is that first needs to run to load the package, and once you\'ve broken the namespace there\'s no way to load it.  In this scenario I usually just undo the change in git. ""'
devtools	407	closed	closed	 - 	2014-03-19 12:01:45	267.9	2	4	2
devtools	407	closed	7	amtf1019	2014-01-03 20:21:23	594.18		+1		b""b' delete the namespace file and do load_all() and then do devtools::docuement(). It should do the work.'",,,,,,,,,,,,,,,,,
devtools,407,closed,8,2014-01-03 20:21:23,560.45,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,407,closed,-,-,-,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,opened,2014-01-10 15:39:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,title,2014-01-10 15:39:48,00:00,,1,,"b'b""  install_github: Error at unzip \'unzip\' must be a single character string""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,body,2014-01-10 15:39:48,00:00,,1,,b'b\' Error at unzip(src, exdir = target," unzip = getOption(""unzip"")) : \\\'unzip\\\' must be a single character string OS: OpenSUSE 9\''",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,closed,2014-01-10 15:51:44,11.93,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,1,2014-01-10 15:39:48,18.53,,1,,"b""b' This looks like a duplicate of #406.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,2,2014-01-10 15:39:48,19.78,,1,,"b""b' just updated manually last devtools from github: still not resolved'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,reopened,2014-01-10 16:18:09,26.42,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,3,2014-01-10 15:39:48,2.75,,1,,"b""b' by the way"," why it getting zip instead tar?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,4,2014-01-10 15:39:48,6.25,1,,,"b""b' R version 3.0.2 (2013-09-25)Platform: x86_64-suse-linux-gnu (64-bit) locale: [1] LC_CTYPE=ru_-8   LC_NUMERIC=C     LC_TIME=ru_-8    LC_COLLATE=ru_-8 [5] LC_MONETARY=ru_-8  LC_MESSAGES=ru_-8  LC_PAPER=ru_-8   LC_NAME=C [9] LC_ADDRESS=C     LC_TELEPHONE=C     LC_MEASUREMENT=ru_-8 LC_IDENTIFICATION=C    attached base packages:[1] stats   graphics  grDevices utils   datasets  methods base  other attached packages:[1] devtools_1.4.1.99 loaded via a namespace (and not attached):[1] digest_0.6.3 evaluate_0.5.1 httr_0.2   memoise_0.1  parallel_3.0.2 RCurl_1.95-4.1 stringr_0.6.2  tools_3.0.2  [9] whisker_0.3-2 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,5,2014-01-10 15:39:48,1358.02,,1,,"b""b' This is an  setting. Have you read url  ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,closed,2014-03-17 15:05:08,1366.98,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,409,closed,-,-,-,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,opened,2014-03-17 15:00:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,title,2014-03-17 15:00:30,00:00,,1,,"b""b' revdep_check should record version of package'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,body,2014-03-17 15:00:30,00:00,,1,,"b""b'   should record the version of the package being tested against"," including the Github SHA if present.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,1,2014-03-17 15:00:30,400.73,,1,,"b'b"" Maybe that\'s now just a matter of saving somewhere?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,2,2014-03-17 15:00:30,7.32,,1,,"b""b' I actually implemented this a while back but forgot to close this issue:url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,closed,2014-08-21 21:48:33,408.05,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,3,2014-03-17 15:00:30,1.43,,1,,"b""b' Though now that the new install code is in"," should it use instead of  ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,reopened,2014-08-21 22:03:50,15.28,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,4,2014-03-17 15:00:30,20.82,,1,,"b""b' Yes"," better to use  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,5,2014-03-17 15:00:30,4.88,,1,,"b""b' Maybe just replace line 229 with  ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,6,2014-03-17 15:00:30,175.83,,1,,"b""b' OK"," done: 7f2f0eb0f5823d62d5626dbf23e84207bcc5d5ea'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,closed,2014-08-22 01:11:31,187.68,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,437,closed,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,opened,2014-03-19 21:24:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,title,2014-03-19 21:24:03,00:00,,1,,"b""b' Add option for auth_token'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,body,2014-03-19 21:24:03,00:00,,1,,"b'b"" API for would look like this: Otherwise", go to , copy the authentication token, and paste into  is a bit cumbersome.  You could set the option in  . If, in the rare chance, this is compromised," you can easily revoke the token. I\'ll have a crack at updating the code for this if I have agreement on this should be relatively easy patch.""'",,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,1,2014-03-19 21:24:03,1.97,,1,,"b'b"" Actually its  need to regenerate the token if you didn\'t copy the token when generated. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,2,2014-03-19 21:24:03,18.83,,,1,"b'b"" Yes", that\'s a good point.  But I\'d like a bit more notification for the user. In httr," I have this code for informing when I get values from an env var:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,3,2014-03-19 21:24:03,163.02,,,1,"b'b"" I\'m having issues with using master branch of devtools. I\'m getting 406 errors. I get this when I\'m trying to install from a public repo (e.g. ) and from a private repo (say one of mine). When reverting back to CRAN"," installing from public repo works fine (no 406 errors).""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,4,2014-03-19 21:24:03,727.18,,1,,"b""b' Can you send me a reproducible example? It works for me.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,5,2014-03-19 21:24:03,850.65,,,1,"b'b"" My fork is working fine for public repos. It\'s giving me 406 errors for my private repos. What options are ticked in your Account Settings I have:1. repo2. user 3. gist  ticked. The others are blank. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,6,2014-03-19 21:24:03,19.1,,1,,"b'b"" I\'m pretty sure you also need private repo checked. On Thursday", March 20,2014," Imanuel Costigan notifications@wrote:##  url ""'",,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,7,2014-03-19 21:24:03,72.47,,1,,"b""b' repos = private repo (see the info pop over) Also from the [API docs]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,closed,2014-03-21 12:48:22,924.32,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,8,2014-03-19 21:24:03,511.62,,1,,"b'b"" I\'m sure I tested it before I committed the original code"," but it\'s definitely working now. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,reopened,2014-03-21 12:48:54,0.53,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,9,2014-03-19 21:24:03,983.1,,1,,"b""b' Ignore the first commit. Deleted the my fork because there were big  started from scratch"," see second  pull request #445 '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,10,2014-03-19 21:24:03,785.8,,,1,"b'b"" It would be great if users didn\'t have to hard-code their passwords in scripts (bad because of exposing passwords in what are often open documents and making the script person-specific If auth_ could be cached on their machine like ssl access can be that would be great!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,11,2014-03-19 21:24:03,180.02,,,1,"b'b"" Tim", whilst your suggestion has some conceptual overlap with this issue," I think a new issue (and pull request) should be created. I\'m happy with my devtools PAT being sucked in from an envvar (no need to save in script). I can set fairly restrictive permissions to that particular PAT and the PAT can be revoked when I believe it to be compromised (I can see account activity on ).  As such I\'m closing this issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,closed,2014-03-24 21:17:49,508.92,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,442,closed,-,-,-,0,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,opened,2014-03-22 05:13:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,title,2014-03-22 05:13:14,00:00,,1,,"b""b' Read PAT from options list as default auth_token value in install_github() call'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,1,2014-03-22 05:13:14,712.88,,1,,"b'b"" I wonder if it\'s better to get it from an envvar I think that\'s more customary.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,2,2014-03-22 05:13:14,282.07,,1,,"b'b"" In what sense is it more customary? Setting it up as an environment variable makes it [trickier for the user]url  especially if they don\'t have the required permissions or technical knowledge. The devtools .onLoad() function sets a number of different options. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,3,2014-03-22 05:13:14,12.6,,1,,"b'b"" In that pretty much every package that stores sensitive data using env vars. it\'s no harder for the user if they don\'t know the usual ways they can still use  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,4,2014-03-22 05:13:14,15.9,,1,,"b'b"" Right"," I\'ll patch.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,5,2014-03-22 05:13:14,37.8,1,,,"b'b"" For those on Mac OSX (Mavericks)", [this stack overflow answer]url  worked for me, but contrary to the comments, I needed to restart OSX to get R to recognise this. I suspect setting the envvar on Windows is more straightforward (assuming you have the permissions to do so). Of course, you could set the environment variable in using a call to  . This is probably easier for most people. And unlike setting the envvar at a system level," this one isn\'t liable to change with every release of OSX.""'",,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,closed,2014-03-24 22:08:14,1015.0,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,reopened,2014-03-25 16:59:43,1131.48,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,6,2014-03-22 05:13:14,1085.6,,1,,"b""b' This is ready '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,closed,2014-03-25 17:00:05,0.37,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,reopened,2014-03-27 00:12:32,432.45,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,7,2014-03-22 05:13:14,432.7,,1,,"b""b' Assume the convention is to leave pull requests open?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,closed,2014-03-27 14:52:12,879.67,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,8,2014-03-22 05:13:14,880.13,,,1,"b'b"" I merged in my own version since that seemed to be easier than telling you exactly what I wanted and then having you write it! (And yes"," please leave pull requests open otherwise I\'m unlikely to see them)""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,9,2014-03-22 05:13:14,149.23,,,1,"b""b' Neat"," good to learn from your style.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,445,closed,-,-,-,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,opened,2014-04-14 13:26:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,title,2014-04-14 13:26:58,00:00,,1,,"b""b' dev_help now requires non-installed package'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,body,2014-04-14 13:26:58,00:00,1,,,"b""b' As of release 1.5", (and  ) on R 3.0.2 (OS X 10.9.2) show the following error: Installing the package manually fixes the problem \\xe2\\x80\\x93 but I\\xe2\\x80\\x99m actually **not** using R Studio, so maybe this package shouldn\\xe2\\x80\\x99t be required to begin with (that said," I don\\xe2\\x80\\x99t see the harm of requiring the package either).'""",,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,1,2014-04-14 13:26:58,1.62,,1,,"b'b"" The whole point of rstudioapi is that you don\'t need rstudio installed.  @wch I think this means that rstudioapi should be in imports"," not suggest.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,2,2014-04-14 13:26:58,131.45,1,,,"b'b"" @hadley We could put the rstudioapi in imports"," but I think it shouldn\'t be hard to structure the code to avoid attempts to load rstudioapi. @klmr Can you include a traceback for the error? I\'m curious to see where it\'s trying to load the package.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,3,2014-04-14 13:26:58,3.35,,1,,"b'b"" I\'m pretty sure rstudioapi belongs in imports"," because the goal of the package is abstract away code which checks if rstudio is running. Adding extra code to check if rstudioapi is installed sort of defeats the purpose. (The check is probably coming from inside  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,closed,2014-04-14 15:43:23,136.42,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,reopened,2014-04-14 15:43:24,0.02,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,4,2014-04-14 13:26:58,17.15,,1,,"b""b' @wch Here you go:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,5,2014-04-14 13:26:58,11.37,,,1,"b'b"" @hadley OK", that makes sense. @klmr Thanks," my version was slightly outdated so I didn\'t have that code path.""'",,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,closed,2014-06-26 13:49:23,1325.98,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,458,closed,-,-,-,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,opened,2014-07-01 09:32:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,title,2014-07-01 09:32:46,00:00,,1,,"b""b' fix  call in compile_dll'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,body,2014-07-01 09:32:46,00:00,,1,,"b'b\' I think ""inst"" should not have quotes.it must rather be the inst variable content\''",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,1,2014-07-01 09:32:46,172.23,,1,,"b""b' Could you please figure out why this makes the existing tests fail?  It would also be really helpful if you could construct a test case that illustrates this bug.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,closed,2014-07-04 12:25:00,172.23,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,2,2014-07-01 09:32:46,0.15,,1,,"b""b' Could you please figure out why this makes the existing tests fail?  It would also be really helpful if you could construct a test case that illustrates this bug.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,reopened,2014-07-04 12:25:09,0.15,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,3,2014-07-01 09:32:46,16.57,,1,,"b'b"" Sure. I\'ll have a look at it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,4,2014-07-01 09:32:46,904.58,,1,,"b""b' @adrtod I see you fixed the problem in this PR"," in #514. I suggest making the same change on this branch and pushing it so that the fix is in this pull request. This should fix the failing test.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,5,2014-07-01 09:32:46,10.37,,1,,"b'b"" I think you\'ll also have to use in order for it to work. Though now that I look at it", I don\'t see why the DLL needs to be copied over at all. In the process of installing the package, the DLL is created in the src/ directory already, so the just overwrites the file," with the newly-installed copy of itself.""'",,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,6,2014-07-01 09:32:46,527.77,,1,,"b""b' This is replaced by patch-4'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,closed,2014-08-27 12:44:26,19.28,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,513,closed,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,opened,2014-09-24 13:11:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,title,2014-09-24 13:11:23,00:00,,1,,"b""b' Exports diagnostic'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,body,2014-09-24 13:11:23,00:00,,1,,"b'b"" To replace  . Should list all package contents broken down by type (", S3 methods, S4 methods, S4 classes), and for each component," indicate whether or not it\'s exported.""'",,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,1,2014-09-24 13:11:23,529.78,,1,,"b""b' This no longer seems that important to me. It would basically print out the NAMESPACE.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,closed,2016-03-23 22:01:10,529.78,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,reopened,2016-06-09 19:10:23,1269.22,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,2,2014-09-24 13:11:23,1269.57,,1,,"b'b"" It\'s not important to me"," but it seems like it would be helpful for other people. The key would be to show what\'s _not_ exported.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,3,2014-09-24 13:11:23,1320.37,,,1,"b'b"" It would be nice"," but it\'s a lot of work and unlikely to get to the top of my priority list.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,closed,2016-11-03 17:11:06,1320.72,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,4,2014-09-24 13:11:23,850.83,,1,,"b""b' This old issue has been automatically locked. If you believe you have found a related problem"," please file a new issue (with reprex) and link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,596,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,opened,2014-10-19 22:11:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,title,2014-10-19 22:11:35,00:00,,1,,"b""b' devtools::load_all() may fail when S4 class definitions are in different files'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,body,2014-10-19 22:11:35,00:00,1,,,"b'b"" HiThis is similar to something I tried to raise in #550", but in the previous issue I confused two different aspects of my problem when I try to use the devtools package development sequence, so I am trying again, just concentrating on explaining the aspect that causes devtools to fail for me. If I create a simple example project and add two files in the R directory as followsa.r is  and b.r is  then when I try to run load_all() on this package I get the following error messages The problem arises because although I have the @include directive in my file a.r, it has not yet been processed, so load_all() attempts to read the code from the files in alphabetical order. I still get an error if I try and run devtools::document(\'.\'), as seen here And because of the error while loading, the document(\'.\') does not finish, and does not update the collate entry in the package DESCRIPTION file. A solution is to run roxygen2::update_collate() before trying to load_all() or document() my package The updated collate entry in the DESCRIPTION file created by roxygen2::update_collate tells load_all() (and all the other devtools machinery) the correct order to process the files in. I can avoid this problem myself now I know what causes it, but as an absolute novice package creator it really confused me for ages. In my real life example the alphabetic order of the file names was not so obvious, and when I tried to pin the error down by commenting out bits of code, it enabled devtools::document to run successfully.  Then when I removed the commenting out, the original code would behave nicely, making the problem appear only intermittently and very frustratingly.  It would be nice if some fix of the type I have illustrated could be included in the official devtools. Thanks Geoff  PS I\'m still pretty much a novice package creator (waiting keenly for the book to be finished and published), just a little more informed about this particular problem. PPS Because roxygen2::update_collate emits a message when it runs," I think simply adding a call to roxygen2::update_collate into the code for load_all may cause some of the testthat tests on devtools to fail (because they are not expecting that particular message to be there) PPPS I have tried to write a testhat for devtools to check that the collate order is _correct_ and up to date.  The testthat code is It requires a template project (which I have called testCollateOrder) with a plain vanilla DESCRIPTION file The key feature is that there is no collate entry in the file yet. The two files in the R directory are a.r and b.r The test will succeed if the @include directive has been recognised so that a.r is read after b.r""'",,,,,,,,,,,,
devtools,623,closed,closed,2014-10-19 22:15:27,3.87,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,reopened,2014-10-19 22:15:33,0.1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,1,2014-10-19 22:11:35,5.7,,,1,"b""b' PPPPS The sessionInfo for the examples was '""",,,,,,,,,,,,,,,,,,,,,,,,,,,
devtools,623,closed,2,2014-10-19 22:11:35,1018.53,,1,,"b""b' Have you tried updating to the most recent roxygen2?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
