REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,496,closed,2,2011-11-25 20:55:43,1.47,,1,,"b'b"" ...Actually", reopening this. The same issue also happens in Clay," and there\'s no proper way to set global-level initialization functions there. We\'ll have to come up with something.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,496,closed,closed,2011-12-15 01:10:42,1019.33,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,496,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,opened,2012-02-15 14:14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,title,2012-02-15 14:14:38,00:00,,1,,"b""b' The libgit2 function import export is incorrect on Windows. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,body,2012-02-15 14:14:38,00:00,,1,,"b""b' Code in git2/common.h When under external libraries"," __declspec(dllexport) type turn out to be  __declspec(dllimport) type  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,1,2012-02-15 14:14:38,10.92,,,1,"b'b"" You\'re showing a linking error arising from the pygit2 build system. libgit2 is linkable just fine under Windows. Please don\'t open two issues for the same bug.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,closed,2012-02-15 14:25:33,10.92,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,2,2012-02-15 14:14:38,5.3,1,,,"b'b"" I am sorry", do you really verify this bug? First of all,  libgit2_test is not link with dll, it\'s directly compiled all sources into an executable binary," so what kinds of test can make sure libgit2 is linkable unde windows?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,3,2012-02-15 14:14:38,4.32,1,,,"b'b"" I never mentioned and you don\'t seem to have tested the linkability of libgit2. You\'ve found a problem building pygit2 and are blaming libgit2 instead of trying to figure out the cause.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,4,2012-02-15 14:14:38,30.4,,1,,b'b\' I means libgit2_test is the only testcase, so that there is no testcase make sure DLL is linkable.Because I am familiar with DLLs creating, so that I know that\\\'s the problem of libgit2.Now, I created a whole new simple project to linkage with libgit2, but it\\\'s failed.Code: #include  int main(){  git_repository *x;  git_repository_init(&x,D:\\\\First, 0);} Compile Result: 1>-Build started: Project: test_linkage," Configuration: Debug Win32 1>Linking...1> : error LNK2019: unresolved external symbol _git_repository_init referenced in function _main1>D:\\\\CI\\\\bld\\\\vcs\\\\libgit2\\\\build\\\\Debug\\\\test_ : fatal error LNK1120: 1 unresolved externals1>Build log was saved at ""file://d:\\\\CI\\\\bld\\\\vcs\\\\libgit2\\\\test_linkage\\\\Debug\\\\""1>test_linkage 2 error(s)", 0 warning(s)========== Build: 0 succeeded, 1 failed, 2 up-to-date, 0 skipped ==========\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,5,2012-02-15 14:14:38,44.65,,,1,"b'b"" Hey @dreamkxd! By the looks of it", this issue looks mostly unrelated to  / ... I can assure you we\'re linking the libgit2 library as a Windows DLL all the time without issues. I\'m thinking this may be related to the calling convention you\'re using on your C code. libgit2 is build by default with  : if your program expects another convention, the linking resolution will obviously fail. You can change the convention on your solution settings, or if you build libgit2 through CMake," you can change the convention for the library itself (see the option). See if this fixes the issue. Cheers!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,reopened,2012-02-15 15:50:15,84.7,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,6,2012-02-15 14:14:38,2.47,,1,,"b'b"" I am found the bug where it is. It\'s the problem of "," about stdcall.I\'ll create pull request for this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,closed,2012-03-03 16:41:21,51.1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,560,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,opened,2012-03-07 22:10:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,title,2012-03-07 22:10:49,00:00,,1,,"b""b' Incorrect statuses reported'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,body,2012-03-07 22:10:49,00:00,,1,,"b""b' I am trying to track down the cause behind libgit2/libgit2sharp#123 Running version 242a1cea8d66d9ec185044f345b22fec1940178f of libgit2'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,1,2012-03-07 22:10:49,10.5,,,1,"b""b' Actually this my misreading of the debug. Forgive the noise'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,closed,2012-03-07 22:21:19,10.5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,reopened,2012-03-08 17:02:18,1120.98,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,2,2012-03-07 22:10:49,1122.27,,1,,"b""b' [I was able to debug and start poking around.]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,3,2012-03-07 22:10:49,1.22,1,,,"b'b"" It\'s strange"," because in the call to is pointing to a different file.....""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,4,2012-03-07 22:10:49,158.58,,1,,"b""b' Yes there appears to be some point during execution in where there is a mismatch between the and the variables'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,5,2012-03-07 22:10:49,619.98,,1,,"b'b"" I\'m getting a lot of these as well.  Files from a newly cloned repository are coming back as modified.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,6,2012-03-07 22:10:49,302.7,,1,,"b""b' @sc68cal Please check libgit2/libgit2sharp#123.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,7,2012-03-07 22:10:49,3.03,,1,,"b""b' @JustinBeckwith It _might_ be related to a issue with line endings. Could you open a separate dedicated issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,8,2012-03-07 22:10:49,676.97,,1,,"b'b"" @nulltoken  I\'m going to track the issue here", since it\'s really libgit2 where the bug is happening.master is a branch 5 commits ahead of , they are synced using Git-Tfs. Anyway, for the commands you asked for, I substituted master with a branch called \'test\' since I had donesome work during the day," so master and  were synced up. Test is only one commit ahead of master. url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,9,2012-03-07 22:10:49,1358.18,,1,,"b'b"" I\'m seeing the same behavior as @JustinBeckwith is with a fresh repo. I put together a sample project that demonstrates the behavior I\'ll work on making it a unit test in the libgit2sharp project later.  url  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,10,2012-03-07 22:10:49,36.6,,,1,"b'b"" @sc68cal Wow! Following your instructions"," I\'ve succeeded in reproducing this (unexpected) behavior.  Looks like I\'m going to have a busy bug hunting week-end ;-) Thanks a lot for the time you spent working on this! :+1:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,11,2012-03-07 22:10:49,175.48,,,1,"b'b"" @nulltoken Thank you for your praise!  Please let me know when you plan on hunting the bug I can coordinate via Skype or IRC to help out", I want to follow along," and I may help you save some time since it\'s fresh in my mind.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,12,2012-03-07 22:10:49,1309.4,,1,,"b'b"" @JustinBeckwith Would you be so kind as to describe the steps to reproduce this?It might be very helpful in order to ensure @arrbee\'s PR will fix known problems.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,13,2012-03-07 22:10:49,1102.68,,1,,"b'b"" I\'m doing a clean clone from repository:  switching into the directory and doing a shows no changes.  Next I run this little app", which has a reference to the nuget package for libgit2sharp (0.8): Obviously change the input path to wherever you cloned the repo on your local machine.  When I run this app right after clone," ALL of my text files come back as modified.  Hope this helps!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,14,2012-03-07 22:10:49,950.42,,,1,"b'b"" @JustinBeckwith Awesome bug report! :smile: ...and quite helpful. It\'s currently being tackled by @arrbee as part of libgit2/libgit2#610. I\'ll make sure to keep you updated.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,15,2012-03-07 22:10:49,578.28,,,1,"b'b"" Hey @JustinBeckwith thanks for the report. I think between @nulltoken and myself we\'ve managed to work out all the issues and we used ExpressStarter as one of our test cases. The fixes just got merged into the branch of libgit2 which will hopefully make its way into a new release fairly soon.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,16,2012-03-07 22:10:49,177.67,,,1,"b""b' Thanks guys looking forward to getting the next release!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,17,2012-03-07 22:10:49,1113.65,,,1,"b""b' I am pleased to report that the issue has been resolved! Thank you @nulltoken and @arrbee I am very excited about moving forward with libgit2 in Git-Tfs'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,closed,2012-04-02 15:48:26,1366.13,1,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,18,2012-03-07 22:10:49,23.25,,,1,"b""b' @sc68cal Glad this worked :smile: All we have to do now is wait for the branch merge into the branch. A new version of LibGit2Sharp should be released soon after this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,reopened,2012-05-14 19:27:28,219.03,1,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,19,2012-03-07 22:10:49,196.73,,1,,"b""b' I updated to 8f12d136c9fb216 and appear to be experiencing a regression.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,20,2012-03-07 22:10:49,3.75,,1,,"b'b"" @sc68cal Could you give us a bit more detail about the regression you\'re encountering?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,21,2012-03-07 22:10:49,12.83,,1,,"b""b' Lots of files being returned with a status of missing"," while a returns just an untracked file.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,22,2012-03-07 22:10:49,54.48,1,,,"b'b"" OK so the [old test]url  where a delete would throw the status code for a loop", and files would be reported as is still fixed. There just seems to be a corner case around the status. What is strange is that most of the files should be ignored, due to entires in my url  I\'ll set my environment up again and start stepping through the code," to see if anything jumps out at me.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,23,2012-03-07 22:10:49,18.3,,,1,"b""b' @arrbee     Awesome proposal. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,24,2012-03-07 22:10:49,57.12,1,,,"b""b' Some changes did go in recently to the way that .gitignore files are loaded"," so I suppose it is possible that the loading of the ignore file was messed up. @sc68cal Can you tell me how to recreate this? What is the actual state of the repo? Is it files that should be ignored are being reported as missing? Or is the problem that files that are present and added are being reporting as missing?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,25,2012-03-07 22:10:49,1166.7,,1,,"b""b' @arrbee You are correct"," regarding the ignore file code. Removing the file results in correct behavior.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,26,2012-03-07 22:10:49,0.77,,1,,"b""b' Contents of .gitignore:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,27,2012-03-07 22:10:49,2.67,,,1,"b'b"" @sc68cal Thanks a lot for this. Would you be able to point to a public cloneable repo against which the issue can be reproduced? I\'ve spent some time today trying to repro it without success. The tested repositories were bearing .gitignore  .gitattributes files.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,28,2012-03-07 22:10:49,0.58,,1,,"b'b"" I\'ll try and whip up a small repo that replicates this behavior. I have a feeling it\'s something to do with the fact that some of those patterns in the gitignore file match items that were committed to the Git repository (such as the nuget packages)"," and subsequently added to the ignore file so that changes will be skipped.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,29,2012-03-07 22:10:49,1.73,,1,,"b'b"" @sc68cal  Please hold on for a few minutes. I\'m about to update LibGit2Sharp vNext branch with the latest libgit2 and I\'d be easier if you work from this version.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,30,2012-03-07 22:10:49,12.07,,1,,"b'b"" Ok. I\'ve updated the vNext of **my** repo. You can check it out @ url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,31,2012-03-07 22:10:49,20.13,,,1,"b'b"" @sc68cal Yipppeee :)Please don\'t. We\'re **always** eager for bug reports.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,32,2012-03-07 22:10:49,2.25,,1,,"b'b"" I completely concur with @nulltoken Thank you @sc68cal for the report. It\'s nice to know that the latest version resolves your issues. I\'m going to close this"," but feel free to reopen or file a new issue if you see other strange behavior.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,closed,2012-05-15 18:01:49,1354.35,3,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,33,2012-03-07 22:10:49,4.55,1,,,"b""b' Hmm spoke too soon. Hang on while I trace my steps back.... Sorry !!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,34,2012-03-07 22:10:49,1.67,1,,,"b'b"" My bad I had moved my file out of the repo and did not put it back in before running my test code. Ok well at least we know it\'s something in the file. Again"," sorry!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,35,2012-03-07 22:10:49,13.12,,1,,"b'b"" Can\'t seem to reopen this issue"," but it\'s definitely something in how libgit2 processes a .gitignore file. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,reopened,2012-05-15 18:23:16,21.45,5,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,36,2012-03-07 22:10:49,224.02,,1,,"b""b' Have you had any success?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,37,2012-03-07 22:10:49,176.45,,1,,"b""b' Not yet. Something just came to my mind: I might be able to just do a filter-branch on the repo where those items marked  are"," and publish it depending on if the bug continues to manifest.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,38,2012-03-07 22:10:49,1302.4,,,1,b'b\' I\\\'ve finally got a track on what the issue is here. I think the problem occurs when an ignored directory contains a subdirectory which in turn contains a tracked file. In this case," you have a directory named ""packages"" which is ignored. It contains tracked files (which we actually should process correctly) but it also contains directories which themselves contain tracked files and those are incorrectly skipped when we are examining files in the working directory. I have written a small test that replicates the issue and I\\\'m working on a fix. @sc68cal and @nulltoken Thank you both for so much in your persistence in identifying this subtle bug.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,39,2012-03-07 22:10:49,86.87,,,1,"b""b' Woo!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,40,2012-03-07 22:10:49,6.68,,,1,"b""b' Okay", that PR #706 will hopefully fix this. Thanks to all," again!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,41,2012-03-07 22:10:49,915.45,,,1,"b""b' @sc68cal So that PR was merged to the development branch. Is there a change that you could update your libgit2 and try again? Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,42,2012-03-07 22:10:49,8.03,,1,,"b""b' @arrbee Will do stand by'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,43,2012-03-07 22:10:49,6.12,,1,,"b""b' :cake: :beer:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,44,2012-03-07 22:10:49,1.4,,,1,"b'b"" Yay! Thanks again. This was a great catch I\'m glad to get it fixed before the next library release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,closed,2012-05-17 15:48:33,1285.28,5,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,45,2012-03-07 22:10:49,83.27,,1,,"b'b"" I\'ve got a report from @DanRigby that there may be another bug in the status code when running the bleeding edge of Git-Tfs. Hopefully he can give us some additional information.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,46,2012-03-07 22:10:49,118.22,,,1,"b'b"" @DanRigby @sc68cal Thanks for the report.  When you\'re ready", please open a separate issue in the libgit2 project. It will be easier to track for us. Status troubleshooting is quite complex," please add as much information as you can in order to help us reproduce the issue.Do not hesitate to zip the current state of the repo and send it to us if this becomes too long or a bit tricky.We might need as well your  settings Cheers :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,592,closed,-,-,-,5,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,opened,2012-05-13 19:10:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,title,2012-05-13 19:10:23,00:00,,1,,"b""b' Add git_note_foreach()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,1,2012-05-13 19:10:23,1.13,,1,,"b""b' This pull request [passes]url  (merged e21228da into b72969e0).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,2,2012-05-13 19:10:23,3.98,,1,,"b'b"" The iterator commit is also in the other PR"," isn\'t it?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,3,2012-05-13 19:10:23,1.02,,1,,"b""b' Yes. I initially needed it for this PR"," but eventually thought it might be merged earlier.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,closed,2012-05-13 19:22:01,11.63,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,reopened,2012-05-14 17:29:59,1327.97,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,4,2012-05-13 19:10:23,1334.62,,1,,"b""b' This pull request [passes]url  (merged e21228da into b72969e0).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,5,2012-05-13 19:10:23,0.5,,1,,"b""b' This pull request [passes]url  (merged 4195159e into 8f12d136).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,6,2012-05-13 19:10:23,1.35,,1,,"b""b' @carlosmn @schu now with a callback :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,7,2012-05-13 19:10:23,0.4,,1,,"b""b' This pull request [passes]url  (merged 71abc3fb into 8f12d136).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,8,2012-05-13 19:10:23,15.68,,1,,"b'b"" Callback methods need to end with  . Also"," I\'d drop the typedef and insert the function pointer declaration in the main function declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,9,2012-05-13 19:10:23,140.33,,1,,"b""b' This pull request [passes]url  (merged 86ecd844 into 1c3a5a03).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,10,2012-05-13 19:10:23,1.12,,,1,"b'b"" @tanoku Argh. I didn\'t think about this while updating the signature. Thanks. It\'s now fixed.Fixed as well.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,closed,2012-05-14 20:17:20,167.35,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,696,closed,-,-,-,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,opened,2012-05-26 18:42:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,title,2012-05-26 18:42:02,00:00,,1,,"b""b' %PROGRAMFILES%\\\\\\\\Git\\\\\\\\etc not working for x64 libgit2 with msysgit'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,body,2012-05-26 18:42:02,00:00,,,1,"b'b\' ""%PROGRAMFILES%\\\\Git\\\\etc"" won\\\'t work on x64 systems with 64-bit libgit2 in combination with msysgit. msysGit is a 32-bit application"," so it is located in ""%ProgramFiles(x86)%\\\\Git\\\\etc"". So a fallback is required. If msysgit gets installed one could also use the registry: However", this only works if msysgit gets installed and no portable version is used (same as the enviroment variable). For other tools, like TortoiseGit, I\\\'d like to have an easy way to set the git-system-root. Right now I don\\\'t know how to add special git-config-file-locations to libgit2, so that this is also consultated for a -manipulation (so that  gets correctly respected).\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,1,2012-05-26 18:42:02,14.02,,1,,"b'b"" The library won\'t take environment variables into account", that\'s application\'s job. The way you set your own config files is what you see here: url  It\'s in C#, but most of that is just calls to the library, so it\'s easy to follow. Once you have your object set up, you use  . Currently we only look at  ," so it\'s safe to swap out the config after calling  . Passing a custom config to should be possible before too long.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,2,2012-05-26 18:42:02,3.22,,,1,b'b\' Thanks for the info. However,"The library won\\\'t take environment variables into account"": url \''
libgit2	733	closed	3	csware	2012-05-26 18:42:02	2.0		+1		b'b\' Also ""%USERHOME%"" url  was reported to TortoiseGit as problematic. Better use %HOME% first, then fallback to %HOMEDRIVE%\\\\%HOMEPATH%.\''
libgit2	733	closed	4	carlosmn	2012-05-26 18:42:02	20.78			+1	b'b"" Fine, _specific_ variables. %USERPROFILE% and %PROGRAMFILES% exist independently from libgit2, and they don\'t instruct the library to do anything. I believe @tanoku is working on a way so we don\'t have to ask the OS directly without having to go through environment variables. And regardless of you saying we shouldn\'t use %USERHOME% and pointing to %USERPROFILE%, what\'s the problem? Why is it problematic? What does  say should be the order of variables to check? Is there even a canonical way to inquire where user data is stored?""'
libgit2	733	closed	closed	 - 	2012-05-26 19:23:46	41.73	0	3	3
libgit2	733	closed	5	csware	2012-05-26 18:42:02	5.83		+1		b'b"" Even if these variables do not instruct libgit2 to do anything, libgit2 provides methods on which other ppl. (might) rely. And those should not points to known problematic locations. That\'s a typo: I mean\'t %USERPROFILE%. On most systems %USERPROFILE% is the same as %HOMEDRIVE%\\\\%HOMEPATH%, however, for windows machines in an AD or domain environment this might be different and %HOMEDRIVE%\\\\%HOMEPATH% seems to be better.""'
libgit2	733	closed	6	scottjg	2012-05-26 18:42:02	44.42	+1			b'b"" so given these two snippets using env variables to fetch canonical locations...   i\'m wondering if we should replace the use of env vars with calls like:   it does seem odd to me that we\'re hardcoding a path (C:\\\\Program Files) in libgit2 which is known to be wrong on x64 machines...""'
libgit2	733	closed	7	scottjg	2012-05-26 18:42:02	3.9		+1		b""b' do you know offhand what happens for AD domains where the user has a UNC path (i.e. \\\\\\\\servername\\\\sharename\\\\...) to store their profile? what happens to %HOMEDRIVE% in that case?'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,8,2012-05-26 18:42:02,14.77,1,,,"b'b"" Yes", the was the solution I was referring to. %PROGRAMFILES% was put in there because it was the least wrong thing to put at the time. IIRC the library would only build cleanly on Windows for x86 and matching the default system config file to what uses made sense. As for  , this isn\'t something we can do by ourselves and we\'d need to coordinate it with git if %PROFILEPATH% isn\'t a good place to put it. Having different tools use different global configurations would probably be worse than not using the perfect variable. (if msysgit does use a different one," then we should move to that).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,9,2012-05-26 18:42:02,23.32,,1,,b'b\' Iirc the userprofile is always copied to the homedrive (roaming profiles). So %USERPROFILE% might contain an UNC path," but the real userprofile is ""cached"" on a harddrive", so %HOMEDRIVE%\\\\%HOMEPATH% points to the local copy.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,10,2012-05-26 18:42:02,19.92,1,,,"b'b"" Wait a second", does not properly resolve to on x64 systems? Microsoft makes me a sad panda. SHGetFolderPath makes me uneasy," because it\'s  in Vista/7. We\'ll need some compat logic around it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,11,2012-05-26 18:42:02,206.18,1,,,"b'b"" FWIW",  (and I think Win8) already have the compat logic in the OS. As in," I\'m pretty sure SHGetFolderPath() just calls SHGetKnownFolderPath() on Vista+. So it probably doesn\'t hurt to just use the old one for the near future.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,reopened,2012-08-14 19:19:18,1435.53,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,12,2012-05-26 18:42:02,958.68,,1,,"b""b' Closed by merging PR #952.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,733,closed,closed,2012-10-16 16:39:04,1279.77,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
