REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,1,2013-06-21 10:46:14,57.1,,,1,"b'b"" Alright. So it\'s nothing as nefarious as Jekyll adopting a distaste for Joyce", which would have been really interesting. The problem appears to be the colon in the first line. If I escape the colon  , everything works as it should. However," this colon is squarely outside of the YAML header:so why is it causing trouble? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,2,2013-06-21 10:46:14,9.82,,1,,"b""b' Just guessing"," but does escaping / quoting the colons in the date solve the issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,3,2013-06-21 10:46:14,1.43,,1,,"b'b"" @adregan You need to have a newline after your YAML: In your example above"," it doesn\'t look like it\'s formatted this way.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,4,2013-06-21 10:46:14,7.27,,1,,"b'b"" Yes escaping the colon does help"," and I have also added the extra line. So: I have just switched to RDiscount after reading [Issue 127]url  and [Issue 126]url  Apparently this is a problem with Maruku. It can\'t handle a colon on the first line. Problem solved. Go figure. So that leads me to a new question: Are there any unforeseen issues with using RDiscount? Why does Maruku happen to be the default of the Jekyll project?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,5,2013-06-21 10:46:14,40.32,,1,,"b""b' Here is the issue over on the [Maruku project]url  When they release 1.0 this feature will be off by default.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,6,2013-06-21 10:46:14,1401.98,,1,,"b'b"" No unforeseen issues using RDiscount of which I am aware. RedCarpet is probably the best (and fastest) parser", so if RDiscount gives you headaches," try RedCarpet. MaRuKu isn\'t the default for any particular reason. It was chosen way back when and we haven\'t modified the default since then.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,closed,2013-06-23 12:04:14,78.0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,7,2013-06-21 10:46:14,1270.38,,1,,"b'b"" One of my live Jekyll sites on Github Pages recently ceased compiling due to what maruku deemed as a missing line-break between two sibling elements in a markdown file. The html was 100% valid", flawless even :P but maruku complained about the  s not having a blank line between them. Ridiculous. Prior to Github Pages upgrading their Jekyll version, eveything was fine.  If you\'re saying Maruku isn\'t actually that great, and that redcarpet is so much better (I\'ve switched to redcarpet and not only is it faster, but far less precious about that missing line break) wouldn\'t it be worth replacing the dependency on maruku," with redcarpet in the gemspec?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,8,2013-06-21 10:46:14,77.2,,1,,"b'b"" @davecranwell We\'re sunk into MaRuKu at this point. It\'s the default for thousands of users and if we switched all of a sudden", there would be a lot of broken sites. Imagine that you have a site that you\'ve been editing with  on GitHub Pages. You don\'t test whether your site compiles on your local machine: it\'s just easier to make your edits on prose and push to GitHub and let GitHub do the heavy lifting. You\'re happily using the default, as you have no tags and you haven\'t hit any of the other downsides of MaRuKu. Now imagine that we update Jekyll and GitHub Pages to use RedCarpet. Next time you go to edit your site and push to GitHub, your site doesn\'t change like it normally did. You go make another edit to double-check that it\'s indeed not a problem with Prose. You see your updates on GitHub just like normal but your site still isn\'t building. You finally clone down your repo, install Jekyll and run it yourself. You\'re now getting some esoteric error about some markup you have that used a MaRuKu feature that RedCarpet doesn\'t support and doesn\'t have a replacement for. The error, of course, is super cryptic and you don\'t recognize that you\'re using a new markdown parser because you just used the default. Why did it stop working all of a sudden? You go to Google and StackOverflow for answers but you can\'t find anything. You finally write a ticket on  in hopes that someone else knows what\'s up and a day later you get a response that the default changed from MaRuKu to RedCarpet and that you need to modify your file in order to get the old behaviour back. So now you\'re out a day\'s worth of work just because the dev team likes RedCarpet more than MaRuKu, and you\'re frustrated as hell about it. Now multiply this times a couple thousand and you have yourself the scale of frustration that the change in default will cause. It seems like such a simple change," but the ramifications are enormous.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,9,2013-06-21 10:46:14,7.98,,,1,b'b\' Hmm," good point well made. Perhaps instead add a section on  markdown interpreters to the docs? There\\\'s already a section on RDiscount in the ""Extras"" section", but this comes rather late in the day in a section less will read during their initial learning period. Will send a pull request.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,10,2013-06-21 10:46:14,55.82,,,1,"b""b' Great"," thanks man :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,11,2013-06-21 10:46:14,184.05,,1,,"b""b' @parkr you think this is something we could consider for 2.0 ie switching the default markdown parser?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,12,2013-06-21 10:46:14,27.63,,1,,"b'b"" @zachgersh I don\'t think we can ever switch it. Maybe @benbalter has a different take", but from what I understand about Jekyll\'s UX," it\'d be best not to change it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,13,2013-06-21 10:46:14,34.2,,1,,"b'b"" TL;DR: Build software for everyday users", not computer scientists. This was touched on a bit in #1113. If Jekyll were an internal software library (like Maruku or Rails or Sinatra), it wouldn\'t be a problem. You could assume the 80% use case was sophisticated developers who understand and respect the nuances of semantic versioning, can debug breaking changes rather quickly, and most importantly, either vendor or version their software in a Gemfile. A breaking change is fine because I just won\'t update the Gem, and besides, my release cycle is quarterly, so I\'ll just deal with it before the next release. But that\'s not Jekyll. Jekyll\'s my website. My release cycle is daily. Sometime hourly. I chose Jekyll over something heavyweight like WordPress or Drupal because I crave simplicity. I don\'t want to have to worry about what version of Maruku I\'m running, or what my Markdown pre-processor is, or if somebody updated a plugin on  that isn\'t compatable with my theme. I just want it to work. This is my website we\'re talking about, not an open source software project I maintain on the side. This is true for both Jekyll I host on S3 and GitHub pages hosted users. A year ago, if I ran and all of a sudden my site didn\'t build because a week ago I ran in a different folder (after all, I\'m probably not using  ... why would I need something so complex if Jekyll\'s the only Ruby app I use -true story)," I\'d be pretty confused. And it\'s not like  []\' for nil:NilClass (NoMethodError) _ jekyll new""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,14,2013-06-21 10:46:14,1.92,,1,,"b""b' Also", can any of the other renderers support passing attributes (e.g.," class name) to block level elements without dropping into HTML?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,15,2013-06-21 10:46:14,77.18,,,1,"b""b' @benbalter did I just get served?  :smile: point well taken though and I agree.  I also agree wholeheartedly with all the suggestions you make at the end.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,16,2013-06-21 10:46:14,25.95,,,1,"b""b' ![clap]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,17,2013-06-21 10:46:14,97.78,1,,,"b'b"" May I suggest: When Maruku is enabled", and version is <= 1.0 (or whatever version finally has the colon thing off by default), why doesn\'t Jekyll simply feed Maruku the markdown content with a newline prepended? As mentioned here:url  Wouldn\'t this just neatly solve the issue, even when using Maruku? Pardon me for being slightly annoyed," but having your first paragraph mysteriously disappear is very frustrating.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,18,2013-06-21 10:46:14,220.85,1,,,"b'b"" @ms-ati That\'s a good idea"," we might be able to do that before MaRuKu is patched. It\'s such a pain... Sorry guys!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,reopened,2013-07-13 22:47:10,642.93,2,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,19,2013-06-21 10:46:14,860.53,,,1,"b'b"" Keeping with our philosophy of not breaking functionality that\'s already there", we cannot prepend the content with a newline, as MaRuKu actually allows you to specify some metadata on your first line. If we were to prepend the content with a newline," we would break this functionality for some folks who might be using it that\'s not something I\'m comfortable doing. Check this out for more details: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,closed,2013-07-22 13:05:38,858.47,2,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,20,2013-06-21 10:46:14,631.8,,,1,"b""b' This is a lol for me", @parkr. 1. How many people  be bitten by a colon in first paragraph?2. How many people intentionally use this Maruku feature via Jekyll? Seems like an easy opportunity to add a config option for the newline, and default it to on. If there actually are any people on group 2 above, it will be straightforward to inform them to turn on the new option. However," the amount of people losing their first paragraphs will drop to zero.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1236,closed,-,-,-,2,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,opened,2013-07-11 21:41:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,title,2013-07-11 21:41:40,00:00,,1,,"b""b' Clean up Jekyll file types and site'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,body,2013-07-11 21:41:40,00:00,,1,,"b""b' I tried to clean up the Pages", Posts," Layouts and StaticFiles and decouple them from site.  @parkr I ran ruby-prof against it url @kelvinst you might want to take a look.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,1,2013-07-11 21:41:40,310.78,,1,,"b'b"" I appreciate your efforts to help clean up our codebase and I do like what you\'ve done with several commits in this pull request. For example", 303bd56 makes that variable name much clearer and 2408c75 combines two operations into one, which is almost never a bad thing. :smiley:  I have a lot of questions about what you\'re trying to do with some of the changes you made though. Why remove the LSI messages in 3113b61? They provide meaningful output for an operation that can take a long time. Why raise exceptions in 6d098d7? Why remove unnecessary in the code (35086e7) when that\'s the style across all of the Jekyll code base? Why combine Post, Page," and StaticFile? (0648d5f and e188911) I know my various attempts at refactoring the codebase haven\'t gone well. A lot of this seems like you\'re just trying to remove the number of lines of code across the codebase vs. making targeted structural changes that improve design w/o affecting functionality.  I looked through all the commits and they\'re all one line with no additional context to explain the change. Could you help me understand the thought process behind these changes?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,2,2013-07-11 21:41:40,59.92,1,,,"b'b"" @mattrsorry don\'t mean to drop a big pull without explanation :(. I\'ll rebase them to have more explanatory commit comments. I have the bad habit of leading with code and then following with an explanation.I wouldn\'t say the goal is line numbers but complexity.  is a monster that seems to be concerned with a lot of stuff and lacking a single responsibility. I think it\'s **one responsibility** should be managing the site files and a lot of the changes flow from that.I wasn\'t sure why it was there. I guessed it was because it might take a long time. I was bold and took it out and figured if it was useful I would reopen the commit and edit the messages to say it would take a long time. It\'s also sort of surprising to have them write to the console. Especially if jekyll is include within something else.Tell Don\'t Ask decisions about the state of the object should be made in the objects themselves. If Post is used outside of Site it should still tell you it can\'t be made if the name is wrong. I\'ll go through and expand the other ones. Sorry again :( don\'t mean to come across as too much of a cowboy""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,3,2013-07-11 21:41:40,557.0,,,1,"b""b' Sure... I will take a look @jpiasetz :smiley:  Thanks for the effort on reducing complexity (='""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,4,2013-07-11 21:41:40,88.48,,1,,"b""b' @jpiasetz"," still you there?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,closed,2014-03-17 19:49:22,1327.7,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,5,2013-07-11 21:41:40,391.42,,1,,"b""b' @parkr this just too out of daete?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,6,2013-07-11 21:41:40,18.67,1,,,"b""b' Nope I deleted by mistake. Sorry!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,reopened,2014-03-17 21:27:57,98.58,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,7,2013-07-11 21:41:40,1.23,,1,,"b""b' No worries haha. I probably should get back on fixing these up.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,8,2013-07-11 21:41:40,7.37,,,1,"b""b' Thanks @jpiasetz :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,9,2013-07-11 21:41:40,0.18,,1,,"b""b' Also rebasing on master would be :sparkles: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,10,2013-07-11 21:41:40,409.52,1,,,"b'b"" Bah this is in a big mess. On the plus side looks like lots of the stuff I was suggesting already has been done :+1:. I\'ll work through cleaning up my crappy rebase and then figure out what still applies.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,11,2013-07-11 21:41:40,594.55,,,1,"b'b"" With collections", I\'d eventually like to clean up Posts and Drafts so they are part of collections, just automatically read-in rather than requiring the user to specify them in their config. If we can work together to make the common interface here while allowing for specificity," then we can achieve something pretty darn cool.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,12,2013-07-11 21:41:40,54.97,,1,,"b""b' :heart_eyes: :heartbeat: :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,13,2013-07-11 21:41:40,1346.78,,1,,"b'b"" @parkr that\'s where you\'re going with #2199 right?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,14,2013-07-11 21:41:40,241.03,,,1,"b""b' @jpiasetz Documents will eventually be abstracted to posts and pages but not until 3.0.0"," which will be a huuuuuge internal rewrite.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,15,2013-07-11 21:41:40,715.35,,,1,"b'b"" @jpiasetz Would love your expertise on merging the  concepts into the collection concept. Ideally we\'d :dog:food everything so pages and posts are just collections. Feeling a bit like ought to be a subclass of right now"," and that all  should be subclasses of  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,16,2013-07-11 21:41:40,0.13,,,1,"b'b"" Let\'s revisit this in a different PR. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,closed,2014-05-21 05:39:04,491.12,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1300,closed,-,-,-,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,opened,2013-07-17 00:24:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,title,2013-07-17 00:24:04,00:00,,,1,"b""b' Excerpts include layout!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,body,2013-07-17 00:24:04,00:00,1,,,"b'b"" Commit 015ace6773efb9b51824ec2c5377241bdc88fbbc introduced on line 255 of . For me", this caused all of my post excerpts to render **with** the layout. Using Maruku," this was cause build errors as it was unable to parse the crazy HTML; using Redcarpet the build would succeed but my page would be full of broken HTML. I was able to resolve my issue by commenting out this line; I\'m not sure though what the original purpose of this line was so I\'m not yet submitting a pull request for this change.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,1,2013-07-17 00:24:04,6.67,,1,,"b""b' See bug #1307 and my comment on that line you effectively just un-did that feature.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,2,2013-07-17 00:24:04,10.97,1,,,"b""b' I should add that Maruku only complains when the excerpt is being markdownified (eg  )'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,3,2013-07-17 00:24:04,1.0,,1,,"b""b' So is to allow Liquid within excerpts? This sounds like the wrong approach to the problem"," no?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,4,2013-07-17 00:24:04,190.48,1,,,"b'b"" @6twenty Sorry"," but I\'m a bit confused. Which problem are you referring to? I think you should be able to fix your issue if you don\'t markdownify your excerpt. Does removing the markdownification help at all?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,5,2013-07-17 00:24:04,81.67,,1,,"b""b' The issue is that is rendering the entire layout instead of just the excerpt. So the issue remains with or without markdownify.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,6,2013-07-17 00:24:04,8.2,,,1,"b'b"" As far as I can tell", is changing the content of  . Prior to this line I can see that my posts excerpts are being generated fine; after this line," the excerpts are being wrapped with the layout. Also please note that my excerpts are being generated via the built in  ; _not_ as part of the YAML front matter. I\'ve done a test putting the excerpt into the YAML front matter and it seems to work fine; so perhaps there\'s an issue in how Jekyll automatically extracts the excerpt from the post content?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,7,2013-07-17 00:24:04,5.42,,1,,"b'b"" Here\'s a simplified example of the malformed output from  :  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,8,2013-07-17 00:24:04,228.35,1,,,"b'b"" This specific problem can be solved by just overriding and setting and leaving it at that. I\'m having trouble testing now where the output isn\'t set soon enough or something so I\'m getting the un-transformed content on the page (  is called but is  ). I\'ll keep working on it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,9,2013-07-17 00:24:04,189.05,,1,,"b""b' from my point of view this is all pretty much the same issue as #1307 and it all stems from: (payload"," layouts) without any regard to context...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,10,2013-07-17 00:24:04,58.83,,1,,"b'b"" we simply can\'t know about context. we need to convert and parse liquid as is without the layout.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,11,2013-07-17 00:24:04,344.03,,1,,"b'b"" Just came to report the exact same bug I noticed this issue when upgrading also.  will literally render the the _HTML_ of the page", up to the end of the first paragraph. The DOM is left completely malformed. For now I can work around it by manually assigning excerpts in each post," but that\'s far from ideal.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,12,2013-07-17 00:24:04,628.95,,,1,"b""b' ![screen shot 2013-07-17 at 10 37 59 pm]url Same issue after upgrade"," excerpts render with the full layout as mentioned above.  Manual yaml front matter excerpts render fine.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,13,2013-07-17 00:24:04,716.55,,1,,"b""b' Same problem with having the entire layout"," breaking index and feeds.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,14,2013-07-17 00:24:04,187.17,,,1,"b""b' Just encountered the same problem as miyagawa to notice a nice effect of inceptiooooon :D![2013-07-19-224321_989x728_scrot]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,15,2013-07-17 00:24:04,53.83,,1,,"b""b' FYI @parkr  pulled 1.1.0 because of the fallout of rendering liquid in excerpts so... back to 1.0.3 for everyone I guess I sorta figured...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,16,2013-07-17 00:24:04,769.17,,1,,"b""b' Where did you find that info"," @rwboyer?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,17,2013-07-17 00:24:04,65.23,,1,,"b'b"" It\'s in the jekyll issues threads that I have been following all week since opening some bugs... [url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,18,2013-07-17 00:24:04,16.47,,,1,"b""b' Thanks mate"," back to 1.0.3 it is then :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,closed,2013-07-20 22:09:18,1305.23,4,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,reopened,2013-07-20 22:09:31,0.22,4,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,closed,2013-07-24 01:43:09,213.63,4,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,19,2013-07-17 00:24:04,843.7,,,1,"b""b' Thanks @parkr and @mattr-your hard work is very much appreciated! :smiley: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,20,2013-07-17 00:24:04,1216.57,,,1,"b""b' hey! i am having this issue on version 1.4.3 when using autogenerated excerpts'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,21,2013-07-17 00:24:04,1051.75,,1,,"b'b"" @joaoafrmartins Please check if your file format is \'dos\'. My excerpts get work after I change the file type form \'dos\' to \'unix\'.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,22,2013-07-17 00:24:04,1157.25,,,1,"b""b' @flashlib no in my case is not because of EOL but thank you!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1321,closed,-,-,-,4,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,opened,2013-07-26 19:03:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,title,2013-07-26 19:03:51,00:00,,1,,"b""b' Giving some power-up to Deprecator class'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,body,2013-07-26 19:03:51,00:00,,1,,"b'b"" This pull request contains some refactors that I have working:Move Configuration#compatibilize_backwards to Deprecator#configRefactored the routines from Deprecator to smooth the creation of new deprecations With it"," it\'s pretty more easy to include new deprecations and CodeClimate will not annoy us anymore with deprecations.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,1,2013-07-26 19:03:51,2.98,,1,,"b""b' This PR born with the same intention of #1163"," but I took advantage of it to refactor a little the class'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,2,2013-07-26 19:03:51,395.38,,,1,"b'b"" The tests of were moved to class", that I\'ve created," but there are no tests for (old  ) I can work on them if you want.But I\'ll be happy if someone take a time to review this PR. @parkr @mattr-""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,3,2013-07-26 19:03:51,191.72,,1,,"b""b' The new files you created seem to be missing newlines at the end. Might want to play with your editor settings.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,4,2013-07-26 19:03:51,187.92,,,1,"b""b' Thanks for putting this PR together. It appears to me we could do this far more simply than what is proposed here. A single Deprecator class that handles all of the deprecations by itself would be preferable. This solution is flexible"," but has a lot of cruft.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,5,2013-07-26 19:03:51,217.78,1,,,b'b\' I\\\'m agreed with you @parkr, my fear in this PR is what we say here in Brazil,"I\\\'ve build a bazooka to kill a rabbit"". :smile:  I was thinking here on how to simplify, and I guess if the definitions go back to the Deprecator file, was pretty more simple, what do you think about? And about the Definition classes? I guess we can keep them... Maybe move that ""subtypes"" classes behavior into the ""type"" class to reduce the quantity of classes (I didn\\\'t like those lots of small classes, seems like Java)\''
jekyll	1357	closed	6	kelvinst	2013-07-26 19:03:51	0.48			+1	b""b' And thank you for review @parkr  and @jpiasetz '",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,7,2013-07-26 19:03:51,351.45,,,1,"b""b' @parkr"," can you specify what you think that can be better? Maybe another perspective can help me on what to simplify? Thank you (='""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jekyll,1357,closed,8,2013-07-26 19:03:51,17.83,,,1,"b'b"" It\'s too complex. You\'ve moved the deprecations themselves outside of codeand required them to be in a separate file. You\'ve got 3 or 4 times as manyclasses as you actually need. In short", you\'re tackling a problem that doesn\'t necessarily need to betackled right now. Extraction of the deprecation bits into a separate classis a good move to make here. Best to keep it all in one class though forthe time being. If we need something more complicated as what you havehere," then we can code it then.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
