REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,title,2013-01-29 03:27:34,00:00,,1,,"b""b' Bug when creating more than one pagination number link in one page'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,body,2013-01-29 03:27:34,00:00,,1,,"b'b"" I found this glitch when using CI3 Dev. Let said you have a product catalog page and you put pagination pages (number links) on top and at the bottom. Whenever clicking through the pagination", the first row of number links would reflect the current page position," but another one would always stick to the first page. This problem isn\'t exist in CI 2.1.3.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,1,2013-01-29 03:27:34,132.02,,1,,"b'b"" Confirmed"," but works properly in #2199. I\'ll look into why it did that in the first place.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,2,2013-01-29 03:27:34,3.3,,,1,"b""b' That reminds me of a feature to add"," though. Thanks. :-p'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,3,2013-01-29 03:27:34,7.03,,1,,"b'b"" The issue is on line 394 of the current version (80500af): The conditional returns FALSE because already has a value from the first time it ran", so it is not reevaluated again. This doesn\'t apply to the pending PR. @tkaw220, if you wouldn\'t mind, take the pagination library in #2199 and plug it into your app and test it for me. Just trying to make sure there are no issue with the new changes made (which you can review on that page). Thanks for bringing this up," still. :+1: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,4,2013-01-29 03:27:34,12.0,,1,,"b""b' Now the position break altogether :-p'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,5,2013-01-29 03:27:34,3.12,,,1,"b""b' Show me your code"," please!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,6,2013-01-29 03:27:34,5.92,,,1,"b'b"" Weird. Your code #2199 works fine under normal routing condition. But the page link position break break altogether if I have custom route", i.e.,"  . I believe it\'s my fault.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,7,2013-01-29 03:27:34,3.67,,1,,"b'b"" It shouldn\'t matter what the route is", it uses the last instead of  , so the isn\'t taken into consideration anymore. Have you assigned a option in your config? If so," try removing it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,8,2013-01-29 03:27:34,2.58,,,1,"b""b' Your new changes work and fix the position issue. You have already pointed out the cause before I could type it out here. After removing the  "," the new pagination works like charm :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,closed,2013-01-29 06:17:12,169.63,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,9,2013-01-29 03:27:34,1.02,,,1,"b""b' Beautiful", thanks. :) If you come across any issues with the pagination library," ping my username on here when you make an issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,10,2013-01-29 03:27:34,0.92,,,1,"b""b' Thanks for being very helpful :dancers: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,reopened,2013-01-29 06:19:08,1.93,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,closed,2013-01-29 06:19:10,0.03,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2205,closed,-,-,-,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,opened,2013-01-29 23:50:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,title,2013-01-29 23:50:19,00:00,,1,,"b""b' unable to load class error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,body,2013-01-29 23:50:19,00:00,,1,,"b""b' error php 5.2"," no error on 5.3 i use  in my controller named as mark_ in libraries contain '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,1,2013-01-29 23:50:19,4.98,,1,,"b'b"" The class name needs to be in format"," meaning only the first letter of the class is capitalized. CI\'s Loader class doesn\'t know to capitalize the Z.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,2,2013-01-29 23:50:19,1.53,,1,,"b""b' since when? no problem 2 weeks ago'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,3,2013-01-29 23:50:19,16.73,,1,,"b'b"" Regarding the actual class name (not the filename)", that\'s been the standard for a long time. Recently, the file name itself has also been standardized to as well," which means the filename should match the class name. See related #1805 for some more info.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,4,2013-01-29 23:50:19,23.7,,,1,"b""b' i see. thanks man'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,closed,2013-01-30 00:37:16,46.95,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,5,2013-01-29 23:50:19,0.78,1,,,"b'b"" The filename requirement isn\'t set yet. However", I don\'t see how the class name could be a problem writing and for example has never been a problem, so I\'m pretty sure it\'s case-insensitive," just like the rest of PHP.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,6,2013-01-29 23:50:19,0.8,,1,,"b'b"" isn\'t set yet? so the problem is?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,reopened,2013-01-30 00:38:51,1.58,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,7,2013-01-29 23:50:19,5.68,,1,,"b""b' Ignore me", I thought you were talking about controllers," which probably will change to Ucfirst as well. So far this is only enforced for libraries.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,closed,2013-01-30 00:44:33,5.7,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,8,2013-01-29 23:50:19,39.7,,1,,"b""b' i wonder why the error only on php 5.2 ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,9,2013-01-29 23:50:19,145.07,,1,,"b'b"" I don\'t think it\'s related to PHP", because the _Unable to load the requested class_ error happens when it can\'t find the file," not when instantiating the class. So it\'s probably a file system preference on your server.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,10,2013-01-29 23:50:19,657.0,1,,,"b""b' Most likely your webhost has 5.2 running on Linux (which is almost always is setup with a case-sensitive file system) and PHP 5.3 on your local machine running Windows (where both FAT\\\\* and NTFS are case-insensitive).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,11,2013-01-29 23:50:19,636.33,,,1,"b""b' thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2210,closed,-,-,-,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,opened,2013-02-02 14:08:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,title,2013-02-02 14:08:51,00:00,,1,,"b""b' New Form Validation Rule: alpha_numeric_spaces'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,body,2013-02-02 14:08:51,00:00,1,,,"b'b"" I hate regex"," most people do.  Some of my sites allow users to register usernames that contain spaces and there wasn\'t a built in validation rule that supported that.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,1,2013-02-02 14:08:51,11.08,1,,,"b""b' +1 this", would be a useful addition," although should an error message not be added?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,2,2013-02-02 14:08:51,1382.3,1,,,"b'b"" Sorry"," but we can\'t add everybody\'s custom rules into CI.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,closed,2013-02-03 13:22:14,1393.38,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,3,2013-02-02 14:08:51,682.25,,1,,"b""b' +1  I could use this too. On Feb 2",2013, at 6:20 AM," aaronds93 notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,4,2013-02-02 14:08:51,861.02,,1,,"b'b"" @narfbg While I agree you can\'t add everyone\'s custom rules", this is hardly custom.  I\'d argue that this particular filter has just the same amount of use, if not higher," than many already included in CI.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,5,2013-02-02 14:08:51,166.37,,1,,"b""b' OK reopening", since there seems to be demand for it. However," you would need to revert any changes to the language file that are not related to the new rule and you should add a line into _user_guide__.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,reopened,2013-02-04 17:51:52,269.63,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,6,2013-02-02 14:08:51,4.07,,1,,"b""b' May also be worth renaming to alpha_space as to conform to the naming convention seemingly set by alpha_dash (rather than alpha_numeric_dash).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,7,2013-02-02 14:08:51,3.35,,1,,"b""b'   is wrong"," not a convention.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,8,2013-02-02 14:08:51,34.17,,,1,"b'b"" @narfbg Thanks.  I\'ve cleaned things up like you asked.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,closed,2013-02-04 18:48:43,56.85,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,9,2013-02-02 14:08:51,175.45,,1,,"b'b"" Custom rules should be handled by a callback function", which the Form Validation library supports. That\'s the best solution here," in my opinion.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2220,closed,-,-,-,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,opened,2013-02-19 20:34:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,title,2013-02-19 20:34:07,00:00,,1,,"b""b' Set transaction enabled flag default to TRUE'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,body,2013-02-19 20:34:07,00:00,,1,,"b""b' Is there any reason not to be TRUE by default?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,1,2013-02-19 20:34:07,102.48,,1,,"b'b"" Yes"," setting it to TRUE means that you\'re currently working within a transaction. CodeIgniter by default works in auto-commit mode.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,closed,2013-02-19 22:16:36,102.48,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,2,2013-02-19 20:34:07,501.85,,1,,"b'b\' Documentation says that ""Transactions are enabled automatically the moment you use $this->db->trans_start(). If you would like to disable transactions you can do so using $this->db->trans_off()"". It is not mentioned anywhere that you have to call $this->db->trans_enabled = TRUE before starting a transaction. Also", DB_driver\\\'s trans_enabled is set to TRUE by default. Every driver inherits from it, does not override the default behavior, except for pdo_driver. I think, this line should be completely removed and everything will work as it is expected. By the way, trans_enabled should be protected since there is a trans_off function.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,3,2013-02-19 20:34:07,238.7,1,,,"b""b' My bad thougth this was about  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,reopened,2013-02-20 10:37:09,740.55,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,closed,2013-02-20 10:37:14,0.08,1,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,4,2013-02-19 20:34:07,10.73,,,1,"b""b' I new that something had been misunderstood ! :) thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,5,2013-02-19 20:34:07,1104.48,,1,,"b""b' Is there a reason why PDO driver previously has $trans_enabled = FALSE?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2265,closed,-,-,-,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,opened,2013-03-21 15:49:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,title,2013-03-21 15:49:51,00:00,,1,,"b""b' Page caching with querystring'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,body,2013-03-21 15:49:51,00:00,,1,,"b'b"" Page caching doesn\'t work proper with a querystring. If I\'ve got this url: url  and I\'ve page caching enabled and I go to url  then the cache from url  will be loaded instead of with the querystring. The solution is already given on StackOverflow: url  the solution: url  Hereby I just ask to implement this in a coming version.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,1,2013-03-21 15:49:51,1356.72,,,1,"b'b"" Some developers have certainly come to use this as a feature", so the option to include query strings should not be implemented as a default, but rather as an option. I can certainly envision many uses for this, and I use a modified Output class which performs a similar query string hashing, but I\'m not certain if that is a supported use.  Maybe a more experienced member of the community can clarify, but it has been my understanding so far that only slashed URI segments are supported in core classes," and that traditional URI query strings are left for the developer to handle.  Any clarification on this topic would be helpful!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,2,2013-03-21 15:49:51,585.53,1,,,"b""b' I was expecting this feature"," after launching the app to prod we came to know about this behavior!! Looks weird!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,3,2013-03-21 15:49:51,1088.52,,1,,"b""b' Resolved via #3384.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,closed,2014-12-03 18:20:37,150.77,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,4,2013-03-21 15:49:51,338.1,,1,,"b'b"" What if  ? It may happen. I\'d suggest: Then", it seems we could avoid code triplication by adding a method that provides the whole  ," maybe even the full  .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,5,2013-03-21 15:49:51,8.88,,,1,"b'b"" Technically"," you\'re right. But are you _really_ concerned about a possible \'?0\' false positive? :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,6,2013-03-21 15:49:51,6.85,,,1,"b""b' Yes :) An app using a query string consisting of just a number is conceivable.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,7,2013-03-21 15:49:51,21.25,,,1,"b""b' Also", needs to be adjusted, as it receives the URI to be removed. Moving the new line like so should be fine: Then," the improvements I suggested above would perfectly fit.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,8,2013-03-21 15:49:51,0.97,1,,,b'b\' Sure,"conceivable"" is why I said you\\\'re technically right. But other than that ... PHP itself is not built to work with such query strings and CodeIgniter, even less so. For example, as far as the Input class is concerned, these are completely ignored. And when you narrow it down even more, to an application depending on an actual \\\'0\\\' value with nothing else in the query string (no sanity check must be assumed too) you\\\'d have to very carefully craft this behavior with the sole purpose of complaining about CI not supporting it. :)\''
CodeIgniter	2349	closed	9	narfbg	2013-03-21 15:49:51	2.67			+1	b""b' Good catch with the last comment. dfcca20182d608f68f56a6129cc57b41503244d9'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,10,2013-03-21 15:49:51,2.48,,1,,"b'b"" Another thing", we should consider bayssmekanique\'s comment. Some developers surely depend on the previous behaviour (whether they were working-around it," or using it as a feature).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,reopened,2014-12-04 00:44:28,383.85,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,11,2013-03-21 15:49:51,3.7,,1,,"b""b' Right ... at the very least"," it should be noted in the upgrade notes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,12,2013-03-21 15:49:51,7.43,1,,,"b""b' What if someone floods with millions of different query strings to overflow the server hard drive? :trollface:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,13,2013-03-21 15:49:51,218.55,1,,,"b""b' My previous comment was serious :) Not only attackers", but also regular visitors. Think of hostings with only a few hundreds of MBs. Considering this, and the above points," maybe we should make it opt-in? Something like this: Just some thought.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,14,2013-03-21 15:49:51,286.02,,,1,"b""b' I can figure out another way", but it needs performance tests. The file name of the cached page can consist two md5 sums derived from the URI string (1) without and (2) with the query string, Then, before creation of a new file, the file system could be scanned for how many files are created under the first (1) md5 sum. If these files are more than 50 for example," they all can be deleted. After that the new particular cache file can be created. This way is more intense about file system operations. Maybe it could be optimized somehow.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,closed,2014-12-04 10:37:16,592.8,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,15,2013-03-21 15:49:51,83.25,,1,,"b'b"" I think ivantcholakov is on the right way. Improving the idea", something like: Then implement a rotation system," using  . For example see Monolog\'s [RotatingFileHandler]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,16,2013-03-21 15:49:51,86.87,,1,,"b'b"" What\'s the point?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,17,2013-03-21 15:49:51,102.3,,1,,"b""b' Not letting anyone easily trigger write of hundreds of MBs on the server? Or if the app appends some kind of query string that differ every time", and you have thousands of visitors. Each day. It can break way too easily. Long story short, if such a rotating system were written," would you merge it?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,18,2013-03-21 15:49:51,112.67,,1,,"b'b"" I\'d be more concerned about the writes resulting in a DoS", not the storage. But sure," if you can write a sane patch go for it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,19,2013-03-21 15:49:51,1089.2,,1,,"b'b"" I had a look at it", and came across several solutions, but they are _way_ too complicated. By design, this page caching mechanism should only be used for very simple cases. There\'re much better alternatives for more advanced caching needs. So," let\'s just move on.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2349,closed,-,-,-,4,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2415,closed,opened,2013-04-19 19:42:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CodeIgniter,2415,closed,title,2013-04-19 19:42:14,00:00,,1,,"b""b' automatically detect"," store and remove URI suffix in URI class'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
