REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2329,closed,4,2012-09-10 14:54:20,1279.97,,,1,"b""b' Thank you @weierophinney.Best regards.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2329,closed,closed,2012-09-11 19:20:54,17.28,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2329,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,opened,2012-09-12 09:05:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,title,2012-09-12 09:05:58,00:00,,1,,"b""b' Create Zend Server Monitor Event'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,body,2012-09-12 09:05:58,00:00,,1,,"b""b' Create Zend Server Monitor Event when exception thrown'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,1,2012-09-12 09:05:58,539.58,,1,,"b'b\' I don\\\'t ""understand"" the strategy here :wink: It\\\'s a bad idea IMHO:1. All people don\\\'t run with a Zend Server as PHP stack (apache", nginx, ...)2. We have already Zend\\\\Log\\\\Writer\\\\ZendMonitor, so you catch the exception and log the event with the needed backend. Where is the benefit here? I would dismiss this PR.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,2,2012-09-12 09:05:58,195.92,,1,,"b""b' Ruslan -we may want to chat a bit about this over email or skype. I think a different direction is likely necessary"," and want to go over ideas with you.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,3,2012-09-12 09:05:58,486.65,,1,,"b'b\' We don\\\'t have a ""global"" exception handler (aka ) in MVC dispatch or you want to use Error in event without exception?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,closed,2012-09-14 21:48:21,762.38,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,reopened,2012-09-14 22:00:58,12.62,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,4,2012-09-12 09:05:58,865.27,,1,,"b""b' Closing"," following a discussion with Yonni Mendes (from the Server UI team); he will likely submit a new PR based on the feedback I gave to him verbally.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,closed,2012-11-06 19:53:24,1312.43,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2343,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,opened,2012-09-13 20:14:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,title,2012-09-13 20:14:56,00:00,,1,,"b""b' [2.1] ServiceManager tagging support'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,body,2012-09-13 20:14:56,00:00,,1,,"b'b"" The current implementation allows only N names (aliases) for 1 service. This PR adds the ability to add 1 name (tag) for N services or aliases. It is basicly a bag of services.  The current implementation won\'t check if a service or an alias exists before inserting it into the tag bag nor does it ensure that a service is unique in the bag"," because that would require a more complex implementation which would decrease the performance of the  . **Example:**  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,closed,2012-09-14 21:48:21,93.42,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,reopened,2012-09-14 22:01:05,12.73,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,1,2012-09-13 20:14:56,1158.97,,,1,b'b\' What\\\'s the use case for this? And since the tags can be added in arbitrary order, I assume this would be for something like a set of plugins or hooks? The implementation is certainly clean enough -I\\\'m just not sure when someone would  to use this. It also means that ServiceManager has additional API methods that ServiceLocatorInterface does not define," and which developers would start to rely on -which tells me we likely need a ""TaggableInterface"" or similar. Could you outline the use cases here", and perhaps write a post to the zf-contributors mailing list discussing the new feature in order to solicit feedback? Thanks in advance!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,2,2012-09-13 20:14:56,258.35,,,1,"b'b"" One use case would be ZendDeveloperTools. Currently you have to register collectors and matchers directly with the module and the module would utilize the service manager to retrive the instances for the registered objects. With tags I would be able to remove that step and just ask the service manager for a specific tag. You are right about the additional API methods -something like a interface would be a good idea. I\'ll add one once I\'m home.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,3,2012-09-13 20:14:56,117.2,,1,,"b'b"" To go into detail about the ZendDeveloperTools use case -which also applies to every other module that supports any kind of plug-ins. The question is", how to handle plug-ins in modules. Some possible solutions:Use some kind of module specific registry to register the FQCN or a service name.Run a module specific bootstrap event, so you can register the plug-in directly. Add a new service listener and let it create a dedicated service manager. This method has some drawbacks:  It increases the complexity of the installtion and uninstallation process and will break the application or module if wasn\'t done right.  Depending on how many modules using this method, it will create a _(noteable)_ impact on the application (bootstrap) performance. I could create a benchmark for that case if requested. Service tagging is just one solution and I added it because I\'m accustomed to the idea of tagging from Symfony. But as you said," it creates a new API which is not compatible with the  . ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,4,2012-09-13 20:14:56,31.62,,1,,"b'b"" Closed", because no matter how you look at it I don\'t thing it justifies adding a new, incompatible," API just to reduce some sort of module configuration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,closed,2012-09-18 22:21:08,20.05,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2353,closed,-,-,-,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,opened,2012-09-14 15:50:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,title,2012-09-14 15:50:46,00:00,,1,,"b""b' Zend\\\\Form Added extra unit tests and some code improvements'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,body,2012-09-14 15:50:46,00:00,,1,,"b""b' Fixed FormCollection::shouldWrap functionRemoved Duplicate code FormElement::render line 173 176 === 178 181Moved check for name to static getName FormMultiCheckbox::renderImproved readability Zend\\\\Form\\\\Form::setValidationGroup'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,1,2012-09-14 15:50:46,130.52,,,1,"b""b' Please rebase this off of the release branch", and re-submit against that branch. A number of items are already fixed in current release and master branches, and, as such," this introduces conflicts. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,closed,2012-09-14 21:48:21,357.58,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,reopened,2012-09-14 21:58:13,9.87,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,2,2012-09-14 15:50:46,1293.88,1,,,"b'b"" Sorry -right after I wrote that last comment", we renamed the branches. Rebase off of _master_. :) I\'m going to attempt this now," to see how difficult it is.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,closed,2012-09-18 15:40:05,1061.87,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,3,2012-09-14 15:50:46,5.07,,,1,"b""b' Merged to master and develop -thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,4,2012-09-14 15:50:46,14.55,,,1,"b""b' Nice!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2361,closed,-,-,-,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,opened,2012-09-18 14:32:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,title,2012-09-18 14:32:30,00:00,,1,,"b""b' ZF2-482 Attempt to fix the buffer. Also added extra unit tests.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,body,2012-09-18 14:32:30,00:00,,,1,"b""b' Still have to find a good way to test the ResultInterface'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,1,2012-09-18 14:32:30,105.93,,1,,"b""b' Closing and re-opening to get travis to re-run tests; I fixed the errors on the develop branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,closed,2012-09-18 16:18:26,105.93,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,reopened,2012-09-18 16:18:38,0.2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,2,2012-09-18 14:32:30,259.47,,1,,"b'b"" I\'ve pulled in the unit test (only) and ran them"," and they pass without any modification to the AbstractResultSet.  I am failing to see what the issue is that is being tested by the unit tests. Can you elaborate?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,3,2012-09-18 14:32:30,5.25,,1,,"b""b' Closing due to inactivity.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,closed,2012-10-01 20:43:09,264.52,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2380,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,opened,2012-09-28 16:02:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,title,2012-09-28 16:02:35,00:00,,1,,"b""b' Two Ldap online tests are failing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,body,2012-09-28 16:02:35,00:00,1,,,"b'b\' #### Jira Information     Original Issue:ZF2-175      Issue Type:Unit Tests: Problem      Reporter:maks3w      Created:02/24/12      Assignee:maks3w      Components:Zend\\\\Ldap   #### Description The following test are failing. 1) ZendTest\\\\Ldap\\\\BindTest::testRequiresDnWithoutDnBindFailed asserting that \\\'0x20: No object found for: (&(objectClass=account)(uid=manager))\\\' contains ""Failed to retrieve DN"". 2) ZendTest\\\\Ldap\\\\ChangePasswordTest::testChangePasswordWithUserAccountOpenLDAP0x32 (Insufficient access): updating: uid=newuser",ou=test,dc=example,dc=com This test was executed with the same environment suggested on README-\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,1,2012-09-28 16:02:35,0.02,1,,,"b""b' (Originally posted by: maks3w on 03/05/12) The first error depends how to the schema is defined. The actual code suppose uid is case insensitive.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,2,2012-09-28 16:02:35,0.0,1,,,"b""b' This issue was ported from the ZF2 Jira Issue Tracker aturl  Known GitHub users mentioned in the original message or comment:@maks3w'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,3,2012-09-28 16:02:35,581.27,,1,,"b""b' @weierophinney sounds like this issue can be closed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,closed,2013-02-06 01:54:24,591.82,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,reopened,2013-02-06 07:31:22,336.97,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,4,2012-09-28 16:02:35,937.75,,1,,"b""b' @Maks3w is this still an issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,5,2012-09-28 16:02:35,39.02,,1,,"b""b' Yes"," One of the failures is that the test is incompatible with another test (mutually exclusive) the other failure still without know reason'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,6,2012-09-28 16:02:35,5.72,,1,,"b""b' Do you have an idea of how we can go about fixing this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,7,2012-09-28 16:02:35,272.83,,1,,"b""b' Closed; behavior is no longer observable.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,closed,2015-02-09 22:39:11,907.82,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2455,closed,-,-,-,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,opened,2012-09-28 16:26:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,title,2012-09-28 16:26:10,00:00,,1,,"b""b' Unable to iterate over a database ResultSet twice'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,body,2012-09-28 16:26:10,00:00,,1,,"b'b"" #### Jira Information     Original Issue:ZF2-482      Issue Type:Bug      Reporter:akrabat      Created:08/20/12      Assignee:ralphschindler      Components:Zend\\\\Db   #### Description When you try to iterate over a result set a second time", you get an exception: This result is a forward only result set," calling rewind() after moving forward is not supported\' in / on line 149""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,1,2012-09-28 16:26:10,0.02,,1,,"b""b' (Originally posted by: maks3w on 08/28/12) Fixed with PR url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,2,2012-09-28 16:26:10,0.0,,1,,b'b\' (Originally posted by: ricardomaia on 09/02/12) I see the same error here. That issue persists, I believe.I got a fresh copy from Git master repository," downloaded in september 2. I made tests with a database like this: 1;""The Tell-Tale Heart""2;""Little Women""3;""The Velveteen Rabbit""4;""Goodnight Moon""5;""Bartholomew and the Oobleck""6;""The Cat in the Hat""7;""Dynamic Anatomy""8;""2001: A Space Odyssey""9;""Dune""10;""The Shining""11;""Franklin in the Dark""12;""Practical PostgreSQL""13;""Programming Python""14;""Learning Python""15;""Perl Cookbook""   At the first time the key value is NULL.So", changes on keys almost working, but the values are moving forward only, aparently caused by cursor settings.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,3,2012-09-28 16:26:10,0.02,,1,,"b'b"" (Originally posted by: Koen Pieters on 09/07/12) I\'ve did a try to fix this error when you use a buffer. That also still had an error in it. You have to change your test code to: pull request: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,4,2012-09-28 16:26:10,0.02,1,,,"b""b' This issue was ported from the ZF2 Jira Issue Tracker aturl  Known GitHub users mentioned in the original message or comment:@akrabat", @ralphschindler, @maks3w," @ricardomaia'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,5,2012-09-28 16:26:10,281.2,,1,,"b""b' I get this same error with a \\\\Zend\\\\Db\\\\ResultSet\\\\ResultSet initialized with a PDO statement running ZF2 at commit 700e799c2def9b820a6209108e6324f4cdd03627. I am not sure how to mock the statement itself", but here is a test case that should fail with any database table. The error should be as follows:1) ZendTest\\\\Db\\\\Adapter\\\\AdapterTest::testForwardResultSetZend\\\\Db\\\\Adapter\\\\Exception\\\\RuntimeException: This result is a forward only result set," calling rewind() after moving forward is not supported /:159/:228/:182'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,6,2012-09-28 16:26:10,402.85,,1,,"b""b' Once you get a try calling before iterating.This was added at: 78424143'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,7,2012-09-28 16:26:10,0.45,,1,,"b""b' Please reopen if its still an issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,closed,2013-01-29 03:50:44,684.57,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,8,2012-09-28 16:26:10,418.87,,1,,"b""b' Reopening as per request of Jesse Taylor.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,reopened,2013-01-31 10:49:35,418.85,1,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,9,2012-09-28 16:26:10,2.97,,1,,"b'b"" I\'m still getting the same exception after updating to ZF2.1 I have tried $resultSet->buffer(); eg: in my table class: $statement = $this->adapter->createStatement($sql);$resultSet = $statement->execute();$resultSet->buffer();return $resultSet; My table class is Extending AbstractTableGateway eg: config:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,10,2012-09-28 16:26:10,375.97,,1,,"b""b' What driver are you using"," @jessertaylor?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,11,2012-09-28 16:26:10,31.17,,1,,"b'b"" hi @ralphschindler","  \'driver\'  =""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,12,2012-09-28 16:26:10,7.15,,1,,"b""b' pdo_?", but what platform," postgres?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,13,2012-09-28 16:26:10,2.75,,1,,"b""b' mysql'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,14,2012-09-28 16:26:10,1281.65,,1,,"b'b\' Same problem here (also with MySQL). \\\\Zend\\\\Db\\\\Adapter\\\\Driver\\\\Pdo\\\\Result Haven\\\'t iterated through  giving the ResultSet directly to a view and then tried to do ""foreach"" loop.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,15,2012-09-28 16:26:10,2.93,,1,,"b'b\'   (Also tried with ""buffer()""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,16,2012-09-28 16:26:10,1207.87,,1,,"b""b' you can use  $resultSet->buffer(); $resultSet->next();'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,17,2012-09-28 16:26:10,85.55,,1,,"b""b' Same result: This result is a forward only result set", calling rewind() after moving forward is not supported Even if that would  is a little bit to much," to just iterate through a result in a view....'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,18,2012-09-28 16:26:10,198.9,,1,,"b""b' The Result object cannot perform buffering if the underlying driver does not support it", in that case, what you want is Zend\\\\Db\\\\ResultSet (userland) buffering. There are two ways to buffer result sets:pass in the option at adapter creation time:  or, call ->buffer() on the ResultSet prototype (Result itself cannot do userland buffering)," like:  url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,19,2012-09-28 16:26:10,1125.42,,1,,"b'b"" getting same exception", from rewind() function of \\\\library\\\\Zend\\\\Db\\\\Adapter\\\\Driver\\\\Pdo\\\\ if ( $this->statementMode == self::STATEMENT_MODE_FORWARD && $this->position     throw new Exception\\\\RuntimeException(      \'This result is a forward only result set, calling rewind() after moving forward is not supported\'    );} tried both options for," buffer_results = true ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,20,2012-09-28 16:26:10,67.32,,1,,"b'b\' The way ralph posted it works. I\\\'ve solved it ""indirectly"" over a fetch abstraction (like it was in ZF1).url  I just fetch the result complete and have it in an array.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,21,2012-09-28 16:26:10,240.08,,1,,"b""b' @bridge-rabish buffering is a feature of Zend\\\\Db\\\\ResultSet\\\\ResultSet"," which you wrap a driver Result with. I am closing this as its not an issue.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,closed,2013-02-15 15:59:18,309.72,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,22,2012-09-28 16:26:10,911.87,,1,,"b'b"" For paginatorAdapter", you should add buffering to the Iterator, eg.$paginatorAdapter = new DbSelect(......);$paginator = new Paginator($paginatorAdapter); //buffering set for \'This result is a forward only result set," calling rewind() after moving forward is not supported \'$paginator -""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,23,2012-09-28 16:26:10,1175.38,,1,,"b""b' @ralphschindler "," I use the  driver and buffer does not work. I checked the code and noticed that the buffer method does nothing in the Pdo Result file: Is it something that should be implanted or I need to pass some kind of flag?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2532,closed,-,-,-,1,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,opened,2012-09-28 16:37:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,title,2012-09-28 16:37:52,00:00,,1,,"b""b' Undefined indexes and huge args-data in Zend\\\\Log\\\\Formatter\\\\ExceptionHandler::format'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,body,2012-09-28 16:37:52,00:00,,1,,b'b\' #### Jira Information     Original Issue:ZF2-566      Issue Type:Bug      Reporter:Martin_P      Created:09/17/12      Assignee:weierophinney      Components:Zend\\\\Log   #### Description In Zend\\\\Log\\\\Formatter\\\\ExceptionHandler::format the assumtion is made that the indexes _file_, _line_," _class_ and _type_ always exist:  foreach ($event[\\\'extra\\\'][\\\'trace\\\'] as $trace) {  $outputTrace .= ""File  : {$trace[\\\'file\\\']}\\\\n""      . ""Line  : {$trace[\\\'line\\\']}\\\\n""      . ""Func  : {$trace[\\\'function\\\']}\\\\n""      . ""Class : {$trace[\\\'class\\\']}\\\\n""      . ""Type  : "" . $this->getType($trace[\\\'type\\\']) . ""\\\\n""      . ""Args  : "" . print_r($trace[\\\'args\\\']"," true) . ""\\\\n"";} \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,closed,2013-02-08 17:28:07,50.25,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,1,2012-09-28 16:37:52,1362.88,,1,,"b""b' Please reopen this issue. It is still not working as it should and the undefined indexes and huge backtrace are still there. My initial report was not very descriptive and I can understand that it was hard to grasp. So here is a full testcase which illustrates the problem. **A warning in advance: this can seriously crash your browser as it tries to write over 20.000 lines of code to the browser screen!** The notices the script produces:SQL:   '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,reopened,2013-03-08 20:05:42,157.58,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,2,2012-09-28 16:37:52,1074.8,,,1,"b""b' @Martin-P just tried your example and i run into a timeout... The problem is on one hand the  does not exists"," but the main problem (i run into a timeout) is L48url  This is really huge!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,3,2012-09-28 16:37:52,660.23,,1,,"b'b"" @Martin-P  @ThaDafinser Since you seem to have isolated the issue", any chance of a pull request with a fix? Also, it looks like the line @ThaDafinser references is not now what it was when that comment was written," so I\'m not sure where the exact issue lies.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,4,2012-09-28 16:37:52,31.68,,1,,"b'b"" When I look at the history of it is still the same line as @ThaDafinser mentioned: [line 48]url  Litteraly everey created object is echo\'d in a which creates over 20.000 lines of text. The output should be limited to a few objects at most. I will take a fresh look at this for a PR with fix.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,5,2012-09-28 16:37:52,1150.65,,1,,"b""b' This issues is being closed as part of the clean up of issues with the repository separation. If you feel this issues needs to be kept open then please create a new issue on the Zend\\\\Log repository with a link to this issue. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,closed,2016-03-05 15:58:07,1192.42,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,6,2012-09-28 16:37:52,167.93,,1,,"b""b' New issue created at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2592,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,opened,2012-10-05 14:19:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,title,2012-10-05 14:19:55,00:00,,1,,"b""b' Remove unused Uses'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,1,2012-10-05 14:19:55,21.13,,1,,"b""b' Introduces testing failures in Zend\\\\Code -please check and correct. (See the travis build details linked in the PR.)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,closed,2012-10-05 15:20:17,60.37,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,reopened,2012-10-05 15:20:18,0.02,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,closed,2012-10-08 17:19:59,119.68,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,2,2012-10-05 14:19:55,159.35,,,1,"b""b' Much better no test failures! Thanks for the patch!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2685,closed,-,-,-,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2772,closed,opened,2012-10-16 02:54:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2772,closed,title,2012-10-16 02:54:18,00:00,,1,,"b""b' Adding cookie route. Going to open PR for comments.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2772,closed,body,2012-10-16 02:54:18,00:00,,,1,"b'b"" Creating a cookie route that will route you according to cookies you have set or that you don\'t have set. I was inspired by the approach taken in  To understand you might have to delete the cookies this site sets several times. They route you to a \'setup\' page if you don\'t have a certain cookie. Otherwise"," they let you pass on through to the normal page you want.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zendframework,2772,closed,1,2012-10-16 02:54:18,0.47,,1,,"b'b"" I forgot to mention in the PR that i\'d like opinions on this approach or if there is a better way of doing it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
